Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/data_out4[255:0]
0,0,0,f4ffe4ffd4ff1600ecff4800ecff1c002aa39e3d12a8d25ce4cd82586c07dc31
1,1,0,e4ff160006001600fcff48007000ecff98ce2c58a207f2316a3d32f8ac5c7cc2
2,2,0,f4ff16002600e4ff4800dcff7000ccff0e3e94f8b25cf2c1825856a3ac31eca7
3,3,0,2600e4ff360006004800dcfffcffdcff4c582aa3a23122a8c2f884ceccc18c07
4,4,0,2600d4ff2600e4ffecff2a00ccff1c00e4f8d8cd32c2f20756a3ca3d0ca8bc5c
5,5,0,0600f4ffe4ff2600ccff4800ecff60005aa3ae3de2a7a25ce4cd42585c078c31
6,6,0,f4ff0600d4ff2600ccff58000c001c0028ce4c585207f231ba3d82f89c5cecc1
7,7,0,f4ff2600260006003800ccff7000ccff8e3d84f8f25c22c2625836a3fc31cca7
8,8,0,2600f4ff4600d4ff4800beff0c00ecff0c584aa3923102a8b2f804cebcc18c07
9,9,0,3600e4ffd4ffc4ffdcffecffbcff0c0094f808ce42c2b20746a3da3dfca7cc5c
10,10,0,f4ff2600e4ff2600ccff6800ecff1c004aa3ee3d22a8b25c04ce5258ac07ac31
11,11,0,d4ff360006002600dcff38001c00ecff38ce2c58720702328a3d82f8bc5c3cc2
12,12,0,06003600160006003800ecff2c00ecff5e3dc4f8d25c12c2a25876a32c32eca7
13,13,0,5800f4ff4600e4ff3800ccffecffecffdc575aa3d23132a872f8d4ce6cc23c07
14,14,0,e4ff06002600e4ffdcffdcfffcff7000e4f868ce02c2320836a34a3efca7dc5c
15,15,0,e4fff4ffe4ff1600ccff4800ecff80004aa36e3d32a8c25c34ce42587c07ac31
16,16,0,f4ff2600f4ff2600dcff48000c00fcff78ce1c58420772315a3da2f89c5cbcc1
17,17,0,06002600160006004800dcff2c00ccff4e3d64f8c25c32c2c25836a34c31dca7
18,18,0,2600f4ff5600d4fffcffdcfffcffecff3c581aa3a23172a8a2f834ce2cc2cc07
19,19,0,1600d4ffe4ffd4ffdcffecffecff2c00e4f858ce72c2d20786a35a3eeca78c5c
20,20,0,e4fff4ffe4ff4600beff5800ecff2c000aa36e3d62a8a25ce4cd62588c07ec31
21,21,0,e4ff480006004600fcff48000c001c0028ce2c58d2079231ba3dc2f79c5cfcc1
22,22,0,06002600360006004800ccff2c00dcff5e3d84f8c25c52c2925826a33c32dca7
23,23,0,5800f4ff2600d4ff3800ccff0c00ecff3c583aa31232e2a792f884ce9cc18c07
24,24,0,2600e4ff26000600dcff2a00ccff2c00d4f828ce02c2d20746a31a3edca7bc5c
25,25,0,26001600c4ff1600dcff0a00dcff2c004aa34e3d42a8a25ca4cd5258bc071c32
26,26,0,f4ff360016001600fcfffcff2c00dcff28ce4c58720732328a3d12f8ac5c0cc2
27,27,0,06002600360006005800ecff1c00bcfffe3da4f8a25c22c2925826a3dc31bca7
28,28,0,360006004600e4ff3800beffecfffcff1c581aa38231f2a7d2f824ce0cc2dc07
29,29,0,1600f4ff0600e4ffecffecffccff2c0004f968ce32c2020876a3ea3dfca76c5c
30,30,0,f4ff1600c4ff1600ccff1a00fcff1c001aa30e3e12a8c25cf4cd32583c072c32
31,31,0,e4ff260006003600380058002c000c0078cecc5782075231ba3d12f89c5cfcc1
32,32,0,f4ff2600260006003800ccff2c00ecff1e3e44f8a25c32c2625826a33c31fca7
33,33,0,3600e4ff3600f4fffcffdcfffcffdcff0c580aa3723132a852f8a4cefcc1dc07
34,34,0,1600d4ffe4ff0600ecff0a00bcff700094f8c8cd12c2c20766a38a3dfca78c5c
35,35,0,d4fff4ffe4ff1600ccff4800fcff80004aa3fe3d02a8925c14ce22589c078c31
36,36,0,c2ff5800d4ff3600ecff0a002c00ecff28ce0c58d207c2313a3d12f88c5c7cc2
37,37,0,e4ff1600360006000a00dcff0c00ccff6e3d94f8825c12c2425826a35c310ca8
38,38,0,1600b2ff3600d4ff4800ccff0c00ecff1c584aa3023222a8d2f8d4cd4cc23c07
39,39,0,3600e4fff4fff4ffecffecffdcff1c0084f818ce52c2f20756a31a3efca79c5c
40,40,0,f4fff4ffd4ff3600ccff4800ecff70000aa3ee3df2a7c25cc4cd9258dc07bc31
41,41,0,d4ff060006000600ecff48002c00fcff68ce4c58220842317a3da2f7bc5c0cc2
42,42,0,f4ff2600260006003800ecff1c00ecff9e3dc4f8925ce2c1725826a3dc31eca7
43,43,0,1600d4ff5600e4ff3800beffecffecff2c581aa3123242a882f8c4cebcc13c08
44,44,0,2600e4ffe4ffe4ffdcffecffecff0c0054f848ce02c2f20716a3aa3d0ca8ac5c
45,45,0,a2fff4ffe4ff3600ccff6800ecff2c002aa3ae3d22a8a25c14ce1258bc073c31
46,46,0,16002600060016002a0038001c002c0068ce1c58f20752313a3e12f8ac5c0cc2
47,47,0,16001600160016003800dcff1c00ccff1e3ee4f8b25c32c2a25826a3ac31fca7
48,48,0,3600f4ff2600e4ff2a00aeff1c00ecff3c580aa3723142a8c2f834ceacc1cc07
49,49,0,2600d4fff4ffe4ffccffecffdcff1c0074f868cef2c1020856a34a3eeca7cc5c
50,50,0,c2ffe4ffe4ff3600dcff5800dcff60001aa30e3e12a8f25cd4cd52581c083c32
51,51,0,d4ff4800e4ff3600fcff68002c000c0038ce3c581208d230ba3da2f78c5c2cc2
52,52,0,f4ff4800160016004800ecff8000fcffbe3d94f8d25c32c2b25836a3ac313ca8
53,53,0,360006003600c4ff4800aeff0c00fcff3c583aa3c23102a8d2f894cefcc1fc07
54,54,0,3600d4fff4ffe4ffecffdcffccff7000d4f848ce32c2c20786a3ea3d0ca8bc5c
55,55,0,06001600e4ff2600dcff4800dcff60002aa3fe3d12a8a25cb4cdc257bc07ec31
56,56,0,f4ff3600f4ff2600380048006000fcffc8cd2c58c207b2316a3d92f88c5c7cc2
57,57,0,060036006600c4ff3800ccff3c00dcffee3df4f8d25c32c2625826a3cc31dca7
58,58,0,2600e4ff3600d4ff5800beffecffecff2c582aa3a23172a842f8b4cedcc16c07
59,59,0,4800d4fff4ff06000a00fcffecff0c0094f8b8ce02c2020836a31a3e4ca8bc5c
60,60,0,e4fff4ff06004600ccff4800fcff70004aa36e3d62a8a25cd4cd4258fc07bc31
61,61,0,c2ff2600d4ff2600fcfffcff6000fcff08ce4c587207c2318a3db2f7ac5cfcc1
62,62,0,060016001600e4ff4800fcff2c00dcff9e3da4f8b25ca2c1725836a3bc31fca7
63,63,0,1600e4ff1600d4ff3800ecff0c00ccff3c58faa2e23132a882f8d4cedcc1bc07
64,64,0,1600d4ff06000600ecffdcffdcff0c0084f858ce02c2e20756a3ba3d1ca87c5c
65,65,0,f4ff1600e4ff4600ccff4800fcff70002aa39e3d02a8c25cd4cd32585c07ec31
66,66,0,c2ff3600e4ff2600380058001c002c0048ce2c5802086231ea3dc2f79c5c4cc2
67,67,0,f4ff36001600e4ff6800dcff1c00ecffde3d54f8b25c72c2725816a3cc31dca7
68,68,0,360006003600e4ff6800beffecff0c003c582aa3323232a8e2f804ce2cc23c07
69,69,0,1600d4ffd4ff06001a003800dcff3c0084f8d8ce02c2f20736a3fa3d1ca8bc5c
70,70,0,0600f4ffe4ff3600ccff3800ecff60002aa3ee3d42a8b25c04ce32584c07ac31
71,71,0,f4ff2600e4ff3600ecff38002c00fcffb8cd0c58b207a2318a3dd2f79c5c2cc2
72,72,0,e4ff0600e4ff06004800ccff8000ccfffe3d44f9b25c02c2525836a39c31eca7
73,73,0,3600f4ff1600d4ff4800ecfffcffecff3c583aa38231e2a7a2f8b4ceecc1dc07
74,74,0,2600e4ff16000600ecffecffccff2c0084f848ce02c2e20746a32a3efca7cc5c
75,75,0,f4ff0600c4ff2600dcff4800fcff2c004aa3ee3d62a8825ce4cd0258ec07cc31
76,76,0,d4ff2600f4ff2600dcff68001c00fcff78ce1c585207e2317a3d42f8bc5c1cc2
77,77,0,e4ff2600160006004800ecff6000ecffae3dd4f8c25cf2c1925826a3ec31cca7
78,78,0,4800e4ff3600d4fffcffaeff0c00ccff2c584aa3e231f2a7b2f844ce0cc27c07
79,79,0,2600e4ffd4ff0600dcffecffecff2c0094f858ce52c2520856a3aa3e2ca8ac5c
80,80,0,b2ffe4ff16001600ccff3800ccff0c002aa35e3d22a8b25cb4cd42585c07ec31
81,81,0,e4ff2600c4ffe4ffecff0a002c00fcff58ce1c5812070231ba3dd2f7bc5cfcc1
82,82,0,e4fff4ff2600e4ff0a00fcff2c00dcff9e3d64f8925c12c2825856a3bc31cca7
83,83,0,1600e4ff1600c4fffcffccfffcffecff2c584aa3023122a882f884cefcc11c08
84,84,0,3600f4ffe4ffd4ffecff0a00dcff2c0094f878ced2c1220856a3ba3d2ca8cc5c
85,85,0,e4fff4ffd4ff1600ccff4800ecff2c00faa2fe3d22a8b25c04ced257dc07ec31
86,86,0,d4ff2600f4ff2600ecff48002c002c0068ce1c58f2077231ba3de2f7cc5cccc1
87,87,0,26003600260006003800ecff7000bcff8e3da4f8d25c72c2525806a3bc31fca7
88,88,0,2600e4ff5600e4ff4800ccffecffdcfffc572aa3723132a892f844cefcc1dc07
89,89,0,1600e4ff36000600ecffdcffdcff1c0064f808cef2c1f20746a31a3e0ca8cc5c
90,90,0,c2ff0600e4ff3600dcff76000c002c001aa33e3e12a8a25ce4cd62587c073c32
91,91,0,d4ff2600d4ff4600dcff48000c00fcff68ce2c581208d2315a3db2f78c5cfcc1
92,92,0,06003600460006005800dcff1c009cff4e3d24f9b25c72c2625846a39c31eca7
93,93,0,2600e4ff2600d4ff4800ccff2c00dcff0c584aa3723122a882f8f4ce0cc2bc07
94,94,0,1600e4ffe4fff4ffdcff2a00fcff0c00a4f8c8cd22c2020836a3fa3d0ca8bc5c
95,95,0,f4ff1600e4ff1600ccff58000c002c001aa3fe3d32a8b25c04cec2575c083c31
96,96,0,d4ff0600e4ff46002a0048001c00fcff18ce0c580208b2316a3dc2f7ac5c1cc2
97,97,0,060016003600e4ff4800dcff2c00dcff6e3d64f8b25cc2c1325806a38c31eca7
98,98,0,2600f4ff3600d4ff6800aeffdcffdcff4c585aa3923132a8b2f884cebcc16c07
99,99,0,1600d4ffe4fff4ffecffdcffecfffcff04f928cee2c1720746a3da3d0ca8bc5c
100,100,0,d4fff4ffe4ff2600beff5800ecff2c003aa34e3d22a8a25cf4cd72587c07ec31
101,101,0,d4ff480016003600dcff48001c00dcff48ce2c58a2071232ba3d52f8ac5c3cc2
102,102,0,060036004600f4ff0a00ccff3c00ecff6e3d94f8925ce2c1625826a37c31eca7
103,103,0,5800f4ff2600c4ff4800ccffecffecff3c581aa3e231f2a792f8f4ce0cc28c07
104,104,0,2600d4ff0600f4ffccffecffdcff2c0024f848ce32c2d20746a3ea3d0ca8cc5c
105,105,0,f4fff4ffc4ff1600ccff4800dcff0c002aa3ae3d32a8a25cb4cd5258ec073c31
106,106,0,c2ff2600f4ff4600dcff48001c000c0048ce2c5842087231ea3d32f89c5cfcc1
107,107,0,060036002600c4ff4800ccff2c00dcfffe3df4f8c25cf2c1625816a36c311ca8
108,108,0,2600d4ff1600d4ff4800ccfffcffecfffc570aa3123212a862f8b4cedcc1fc07
109,109,0,0600c2ff0600e4ffdcff2a00bcff1c0064f808ce42c2320846a32a3eeca79c5c
110,110,0,d4ff0600e4ff1600ccff4800ecff60003aa3fe3d22a8c25c94cd22585c078c31
111,111,0,e4ff1600d4ff3600ecff38002c00ecff38ce2c583207b2316a3d72f76c5c3cc2
112,112,0,06001600360006004800dcff2c00dcff8e3d64f8a25c42c2525826a3ec31eca7
113,113,0,360006002600d4fffcffccff0c00ecfffc575aa3723152a882f8e4ce9cc1cc07
114,114,0,1600c2ffe4ff0600ccffecfffcff2c0084f838ce42c2620756a31a3edca7bc5c
115,115,0,e4ffd4ffd4ff1600dcff68000c002c003aa39e3d62a8a25cb4cdd2575c070c32
116,116,0,a2ff360006001600fcfffcff0c000c0078cefc576207f231ba3d62f8ac5cdcc1
117,117,0,f4ff26001600e4ff4800ecff3c00acff9e3d74f8a25c12c2825806a3bc31fca7
118,118,0,2600f4ff3600e4ff0a00ccffecffdcff3c586aa3523112a892f8b4ceacc1ac07
119,119,0,f4fff4ff1600e4ffdcffecffccfffcffa4f858ce32c2620856a3ca3deca7bc5c
120,120,0,c2fff4ffe4ff1600beff4800ecff0c006aa35e3de2a7925c94cd3258bc07ec31
121,121,0,b2ff1600f4ff3600ecfffcff6000ecff18ce3c58b207f2317a3da2f7cc5c4cc2
122,122,0,060016004600f4ff4800dcff7000dcff6e3dc4f8a25c32c2a25826a30c320ca8
123,123,0,2600e4ff2600d4ff4800befffcffdcff2c586aa38231e2a7e2f8b4ceecc18c07
124,124,0,2600b2ffe4ffe4ffecffdcffccff2c00c4f818ce42c2620756a3ba3dbca7ac5c
125,125,0,c2ff1600f4ff1600ccff5800ecff70000aa39e3d42a8b25cf4cd02588c07cc31
126,126,0,e4ff1600d4ff1600dcff0a000c000c0078cd1c58a2078231ba3d82f8ac5c1cc2
127,127,0,060036003600d4ff3800ecff7000ecffbe3dc4f8b25ce2c1525826a3bc31fca7
128,128,0,1600e4ff1600b4ff3800befffcffdcff1c58faa2d23142a882f8b4cebcc13c07
129,129,0,06000600e4fff4ffdcffecffccff8000c4f858ce22c2f20756a39a3edca79c5c
130,130,0,d4ff2600b4ff2600ccff5800ecff70004aa35e3d42a8a25c94cd72582c07fc31
131,131,0,e4ff1600e4ff1600ecff38002c001c0008ce5c585207e2315a3de2f79c5cdcc1
132,132,0,d4ff36003600f4ff3800dcff2c00ecff8e3de4f8925cd2c1425836a3ec31fca7
133,133,0,3600e4ff3600d4fffcffccfffcffecfffc573aa3b23122a8a2f894ce1cc27c07
134,134,0,1600b2ff1600d4ffccfffcffccff2c0064f888ce22c2020856a3ea3d2ca89c5c
135,135,0,f4fff4ffd4ffe4ffccff5800dcff80003aa37e3df2a7a25c94cd42586c07cc31
136,136,0,e4ff1600e4ff0600dcfffcfffcffccffa8ce1c58d20772316a3d62f88c5c4cc2
137,137,0,e4ff26001600e4ff4800dcff7000fcff1e3ef4f8a25c02c2725846a38c310ca8
138,138,0,0600f4ff3600c4ff3800beffecffecff3c582aa3f231f2a722f9f4cd3cc23c07
139,139,0,d4fff4ff1600f4ffccffdcffbcff0c00a4f888ce52c2720746a32a3ecca79c5c
140,140,0,0600f4ffd4ff1600ccff3800dcff70003aa38e3de2a7b25c84ce3258cc064c32
141,141,0,e4ff3600e4ff2600ecff38000c000c0008ce2c5802088231ca3d82f7cc5c0cc2
142,142,0,e4ff26002600e4ff4800dcff2c00ccff6e3d54f8a25c32c2725846a3dc31dca7
143,143,0,f4ffe4ff2600e4ff0a00ccfffcffecff1c585aa3a23102a892f8b4ce6cc21c07
