Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/data_out4[255:0]
0,0,0,3200c4ff3600c8ff0a00ecffdcfffcff305c12a7463ca8a3d8053cc4b6cc36fa
1,1,0,0200f4fff8fff8ffdcffecffccff2c00080550c358cc48fa30a70a3406a4d658
2,2,0,d4ffe4fff8ff2600ccff0a00ecff2c00e2a6b433b8a3c658ccc31c5ca6fa463c
3,3,0,d4ff0200f8ff1600fcff48001c00fcff90c3205c98fa663c4a33f804d658c6cc
4,4,0,f4ff02002600f8ff1a00dcff2c00ccff6433a805c65888cc2c5c00a7f63bd6a3
5,5,0,0200e4ff1600f8ff5800ccfffcffdcff405c62a7163cc8a358053cc4f6cc56fa
6,6,0,2200c4fff8ffd8ffbeffecffccff2c00480500c468cca8fa40a72a34f6a39658
7,7,0,d4ff4200d8ff3600ccff7600fcff3c0072a74433c8a3e6587cc31c5c66fa963c
8,8,0,02004200f8ff26000a00fcff1c001c0000c4305c08fb463c5a33a604a65846cc
9,9,0,120022001600f8fffcffccff2c00ccffc4339805e65898cc1c5c00a7663ce6a3
10,10,0,2200a4fff8ffc8ff1a00dcff0c00dcff405c32a7663cb8a348057cc4b6cca6fa
11,11,0,d4ffc4ffe8fff8ffdcff1a00bcff0c00080570c338cc38fb50a7da33f6a3d658
12,12,0,d4ff1200d8ff1600dcff2a00fcff2c0022a75433b8a3d6580cc4ea5b56faf63b
13,13,0,d4ff2200f8ff1600fcff48000c00fcff30c4405c08fb363caa33b604165966cc
14,14,0,020012003600f8ff0a00beff2c00ccff14343805e65838cc2c5c10a7363ce6a3
15,15,0,0200d4ff3600f8ff0a00dcfffcffecff105c82a7363cd8a3b8053cc456cc96fa
16,16,0,5200c4fff8ffd8ffccff0a00ccff0c00880580c3b8cc08fb80a76a33d6a38658
17,17,0,f4ff1200f8ff0600ecfffcffdcff1c0062a7a433c8a3f658fcc30c5c96fa663c
18,18,0,d4ff3200d8ff26000a000a00fcff0c0020c4105c38fb263cea33a6041659f6cc
19,19,0,e4ff1200360016004800ccff0c00dcfff4332805d65838cc2c5cf0a6c63b16a4
20,20,0,1200d4ff3600b8fffcffbeff1c00dcff505c22a7563ca8a358053cc456cc96fa
21,21,0,2200b4ffd8ffd8ffdcfffcffdcff0c00580580c398cc18fb50a76a33e6a37658
22,22,0,0200020006001600ccff58000c002c00f2a6d432a8a3c658bcc31c5c56fa363c
23,23,0,b4ff420006004600ecff58000c000c0090c3305c18fb163c3a33a604d65886cc
24,24,0,120002002600f8fffcffccff1c00fcffe433a804a65868cc2c5c30a7163ce6a3
25,25,0,220002001600c8ff1a00ccff0c000c00205c02a7763ca8a3a805fcc326cc86fa
26,26,0,2200e4ff16000600dcff1a00fcff1c005805b0c368cce8fa60a76a34d6a3a658
27,27,0,d4ff1200d8ffe8ffdcff1a000c003c0062a7e433c8a3a6588cc3ea5b06fa563c
28,28,0,a4ff2200f8ff2600ecffecfffcff0c00b0c3105c08fbd63b9a3376040659c6cc
29,29,0,d4ffe4fff8fff8ff5800fcff2c00ccff44335805965878cc2c5cf0a6163cd6a3
30,30,0,2200b4ff1600c8ff5800ccffecfffcff205c12a7463cb8a328053cc4e6ccc6fa
31,31,0,1200d4ffd8ffb8ffccffdcffbcff3c002805b0c3d8cb68fa40a7ea33d6a3b658
32,32,0,e4ff1200e8ff3600ccff0a00fcff1c0072a7a43318a4d658acc3fc5b86fa963c
33,33,0,b4ff020006003600dcff48001c001c0090c3305c78fac63bca330805b65806cc
34,34,0,f4ff1200f8fff8ff0a00ecff4c00dcffb433f8040659d8cb4c5c10a7d63bc6a3
35,35,0,2200e4ff3600d8ff1a00dcfffcfffcff005c32a7c63ba8a348050cc476cc36fa
36,36,0,2200c4ff16000600dcfffcffccff0c001806a0c358cc68fb60a7ea33d6a3d658
37,37,0,c4ff0200d8ff0600befffcffdcff1c0002a79433c8a3b658bcc31c5c36fa563c
38,38,0,b4ff1200d8ff2600fcfffcff0c002c00f0c3005ca8fa463cca33e804b658e6cc
39,39,0,e4ff02000600e8ff0a00ccff3c00bcfff4332805b658b8cc0c5c40a7163cb6a3
40,40,0,0200c4ff0600b8ff1a00dcff1c00fcff305c72a7263ca8a398057cc486cc16fa
41,41,0,0200b4ff0600d8ffbeffecffbcffecffa80590c3e8ccc8fa60a76a33d6a31659
42,42,0,c4fff4ffb8ff0600dcfffcffecff3c0002a7d433b8a3e658ccc3ba5b66fa063c
43,43,0,b4ff5200b8ff1600fcff0a000c000c0020c4105c88fa163c5a33e804a658e6cb
44,44,0,f4ff12001600e8ff0a00ccff1c00bcff04342806d65818cc3c5cf0a6163cd6a3
45,45,0,3200d4ff2600c8ff5800beff0c00bcff605c82a7963cc8a3a805dcc3c6cc56fa
46,46,0,1200c4ffd8ffd8ffecffdcffecff2c00f80550c368cca8fa90a78a33d6a3b658
47,47,0,d4ff0200e8ff0600aeff5800ccff2c0002a7e43388a3b6585cc33c5ca6fa963c
48,48,0,c4ff2200c8ff26000a000a001c00fcffb0c3105ce8fa963baa3308051659f6cc
49,49,0,0200f4ff1600f8ff4800dcff1c00ccff3433a805f65868cb4c5c10a7863cf6a3
50,50,0,0200d4ff0600d8fffcffbeff1c00bcff505c42a7563c98a3f8041cc416cc96fa
51,51,0,2200c4ffc8fff8ffecff0a00dcff1c00380690c3c8cc78fa70a76a33c6a3c658
52,52,0,d4ff1200aaff2600ccfffcffdcff1c0042a75433c8a3c658acc31c5c46fa263c
53,53,0,e4ff2200c8ff2600fcff0a000c000c00e0c3205cb8fac63b4a332805165976cc
54,54,0,02001200060006000a00dcff1c00dcff44335805c65888cc3c5c20a7a63cd6a3
55,55,0,5200d4ff3600e8ff1a00ccff0c00ecff105c72a7763c88a3f805acc306cd26fa
56,56,0,1200b4ff1600f8ffbeffecffccff0c009805d0c358cc98fa50a7da33d6a3d658
57,57,0,0200f4ff9aff3600ccff0a00fcff0c00f2a6b433d8a3f658ccc3ea5b26fa963c
58,58,0,b4ff4200c8ff0600ecfffcff2c000c0000c4005ce8fad63b7a337604065936cc
59,59,0,120012002600d8ff5800fcff1c00bcff5433f804c65838cc3c5c20a7663ce6a3
60,60,0,220002002600c8ff0a00dcffecffecfff05b72a7a63ca8a34805fcc366cc06fa
61,61,0,0200d4ffd8ff1600dcffecffccff0c00b80480c3b8cb68fa30a76a33e6a39658
62,62,0,d4fff4ffc8ff1600ccff6800ccff1c0032a7343328a4f658dcc3fc5b96faa63b
63,63,0,e4fff4ffd8ff1600ecfffcff2c00ecffc0c3205c18fb163c6a33f804165976cc
64,64,0,12002200160006004800ecff1c00fcff04339805965838cc3c5c00a7263ce6a3
