Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/data_out4[255:0]
0,0,0,caff28000a001a00f0ff0e000000e0ff32c74a5b98fd6e3b8c343805d05850cd
1,1,0,fafffaff2a00fcff1e0000003000c0fffc3920feb05a54c86c595ea6603610a6
2,2,0,4600daff4800dcff0000e0ffe0ffe0ff7a5794a49c31c2a792f94ecc90c3e003
3,3,0,0800eafffcff0a00f0fff0ffb0ff100000f312d184bf9a092ea3203fe0a9e05b
4,4,0,eafffaffbcff3a0000002c00e0ff100044a29a4232ac305dd2d5fa54b00ed02c
5,5,0,daff2800ecff1a0000000e00f0ff000002dbaa52ea14fc27a4469eed105e60bb
6,6,0,1800faff4800ecff7a00f0ff0000b0ff2a4a20e9805ef4b7a84f7ca1402230af
7,7,0,4600daff1a00aeff0e00d2fff0ffd0ff1a4b44a13c1bb2b238e2a8e1d0b3501a
8,8,0,eaffeaff0a001a00c2ff0e00d0ff2000a2dc80e732b0bc208ca1564e30b6905e
9,9,0,daffeaffccff2a00f0ff0e00d0ff300014a28a5144ba305e8cec944730264016
10,10,0,faff28000a002a001e001e002000d0ff70f24a444c2b9a10fa53e4d6b05d40ad
11,11,0,faffeaff2a00fcff1e00e0ff3000d0ffca56e2d1605c52aad03fcea2f00a40be
12,12,0,3600eafffcffecff0e00e0ffd0ff0000cc3a44a4aa0494c2b0cdb2f840a8b030
13,13,0,eaffeaffecfffcffc2ff1e00c0ff1000c2c8b0fd32a62e35eea5fc58e0c6405b
14,14,0,caff3600ecff0a00e0ff7a00f0ff2000b4a7ca5a84cba059e6032c36f03900ff
15,15,0,faff36000a002a001e00f0ff2000d0ff1e0a8c31fe3ea8f91c5c1ac3105790a4
16,16,0,1800daff2a00fcff1e00e0ff0000c0ff5a5d14bfa05402a3a82c70aad0f2e0d0
17,17,0,2800caff1a009efff0ff0e00c0ff10000c27b4acb8ec06d7f8ba7c1050a20043
18,18,0,caffdaffdcffecffc2ff5a00c0ff0000e4b64e15c2a1ae4782af2e5e00dcc051
19,19,0,eaff2800dcff3a00d2ff6a001000e0ff44b35a5e96e1504ea01be420104b50e7
20,20,0,faff28000a000a001e0000002000d0ff5c215e1b404ec6e16e5ef4b2f04a80a1
21,21,0,460086ff3a00ccff5a00e0fff0ffd0ff2a5e14b07e47d2a13e1606b7f0dbd0e7
22,22,0,3600faff0a00ecffe0ff0e00e0ff20003e10c4bab6d6c8ec22add62630a28051
23,23,0,caffdaffccff2a00e0ff0e00d0ff200004aa1c2cf2a2505498be7e5d50f2f043
24,24,0,daff18001a000a0000001e002000200012c34a5c78f8be3e9a31ba097057a0d1
25,25,0,fafffaff2a00fcff0e00d2ff2000e0ff2c368e04a059e4cb0c5b00a8903a70a4
26,26,0,0800faff0a00fcff1e00e0ff0000d0ff3a5924a64e3692a594fe7ec8f0c7b0fe
27,27,0,1800cafffcff0a00c2ffe0fff0ff2000c0f892ccd4c2ea045ea4ce3ad0a7e05a
28,28,0,caff1800bcff0a00d2ff6a00d0ff2000f4a28c3f92aa605ce2d1ea56900aa031
29,29,0,eaff1800dcff2a001e0000002000e0ff72d75a547a10bc2ac24330f2a05d60be
30,30,0,faff1800fcffecff7a00c2ff2000c0ff8a4720ec505eb4baa851fca1802610ad
31,31,0,2800dafffcffecff1e00f0ffc0ff00007a4e64a19c2032b0bae7f6dc80b6a016
32,32,0,eaffcaffdcfffcfff0ff0000d0ff000010e180e292b2cc1b5ca1664ba0b3905e
33,33,0,86ff1800aefffcffe0ff5a00f0ff000094a11a4f24b7b05e6ae8b64a9021e01a
34,34,0,daff3600dcffccff1e000e001000c0fff0ecaa464c263a15e85126db405e60af
35,35,0,1800eafffcffccff4c00e0ff1000c0ffca54c2d6505d72acd2421ca2900f20bb
36,36,0,280086ff1a00dcff0000f0ff0000f0ff7c3e24a39a0904c040d120f420aa302c
37,37,0,eaffdaff0a00dcffc2ff5a00f0ff400012cc20f982a72c313ea44a57f0c3505c
38,38,0,eaff0800ccff1a00f0ff1e00f0ff100014a65a5914c8b05a34ff9e3960369003
39,39,0,eaff18000a00ecff00000000200000005e06fc344e3b28fd1c5bacc6b05800a6
40,40,0,1800faffecffdcff0000d2ff2000e0ff9a5c12c2a056e2a34a30c0a870f7b0cd
41,41,0,1800bcffecffdcff0e00f0ffe0ff30003c2bb4aa08f2b6d228beca0ba0a2603f
42,42,0,caffdaffecff1a00b2ff1e00c0ff4000a4baee1012a29e4332adbe5d70d78054
43,43,0,caff2800dcff2a00f0ff1e001000100044b02a5e66dcc051ae165625b047a0ec
44,44,0,eafffaff0a00ecff6a000e002000e0ff6e1c1c204e4ba8e67e5ed6b5f04da0a1
45,45,0,3600dafffcffdcff5a00d2ff1000d0ff8a5ee4b24e4a92a1701a94b3a0e080e2
46,46,0,460076ffecffbcfff0fff0ffe0ff20005e1494b7b6da88e872afa422e0a1b04f
47,47,0,daffcaffccffecffc2ff1e00e0ff200024accc2742a2205248bbfe5d40eed046
48,48,0,bcff0800ecffecff0e000e0020000000a4bf1a5d68f47e42082d8c0ee054c0d5
49,49,0,2800eaff1a00ecff6a00f0ff2000f0ff1c32ee08605776d0fc5bd0a9603e50a3
50,50,0,0800fafffcffdcfff0ffc2ff0000e0ff7a5a84a76e3992a416030cc5e0ca40fa
51,51,0,1800bcffdcffdcffd2fff0ffe0ff200070fc42c994c6a8ff8ea51c3760a6f059
52,52,0,eaff1800bcffecffd2ff1e00d0ff2000d4a3cc3b92a8405b30cdcc58b0068034
53,53,0,86ff2800ecff1a000000000010001000c2d27a569a0b1c2f504030f6d05cf0c1
54,54,0,faffeaff0a00ccff5a00f0ff1000e0ffea4460f1005e44bd7853aca2c02910ab
55,55,0,2800daff2a00ccfff0ffc2ff00002000da5034a29c2452addceb84d8f0b9f011
56,56,0,faffbcffdcffecffe0fff0ffe0ff1000b0e552dd74b53a178ca1f44890b0705e
57,57,0,bcfffaffaeff2a00d2ff1e001000300054a14a4c44b4b05e18e3564d201df01f
58,58,0,caff18001a001a006a000e005000100000e90a4acc22dc19784f68df905e40b2
59,59,0,280018002a00ecff5a00c2ff2000d0ff5a5262da505ed2ae4446aca1b01320b8
60,60,0,1800bcfffcffdcff1e00d2ff200020003a4244a2ca0d44bc32d53eef50ac1028
61,61,0,faffeaffccffecfff0ff000000001000e2d0c0f4f2a93c2d2ea37a5540c0405d
62,62,0,86ff1800dcff1a00c2ff6a000000000084a4ba5744c4e05bb2f9f03df031f008
63,63,0,daff0800ecfffcff1e000e004000c0ff1e006c391e37aa028c596ecbc05ab0a7
64,64,0,280028000a00ecff6a00e0ff2000e0ffba5b82c6705832a58c34aea610fc00c9
65,65,0,1800daffccffecff0000e0ff1000f0ffac2ef4a838f676ce7ac1480700a4003c
66,66,0,1800eaffecffecffc2ff1e00e0ff200034bd6e0ca2a27e4060abfc5c10d46056
67,67,0,daff2800ccff4800c2ff1e001000100084adaa5d96d87053ac11e629604480f0
68,68,0,fafffaffecff0a000e0000003000f0ffce17ec24ae48c8ea5e5e26b9b050f0a1
