Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/data_out4[255:0]
0,0,0,0600e4ff18000800caff3800d4ff1400eef7f2ceccc13c0852a39c3e56a8a65c
1,1,0,f4fff4ffc6ff2800caff48000400240036a3363e3ca8bc5cf2ce8657b6081631
2,2,0,d4ff360018002800daff48003400f4ffe2ce9457bc088c301c3e12f7a65c96c1
3,3,0,060016000800e6ff7800daff4400e4ff163e0ef8bc5cecc0265812a3863156a8
4,4,0,2600f4ff1800e6ff4800eaffe4ffc4ffc45746a31c306ca822f832cfb6c1c607
5,5,0,2600c4ffe6fff6ffcaffeaffe4ff04007ef792cf7cc1ec0822a31c3f86a8b65c
6,6,0,06001600c6ff0800eaff58000400140036a3c63e4ca8dc5c52ce86579608b630
7,7,0,d4ff460018003800faff4800f4ffe4ff72cef4578c08dc30ec3da2f7a65cd6c1
8,8,0,f4ff0600380008006800faff2400d4ff663e8ef7ac5cdcc1c65742a3c63036a8
9,9,0,2600f4ff1800d6ff0800baff0400e4ff845736a32c305ca862f7a2cf26c17608
10,10,0,2600d4fff6ffd6ffcaff3800e4ff14000ef8a2cf2cc19c0932a30c3f86a8c65c
11,11,0,c4fff4ffc6ff2800caff580014003400f6a2363e4ca89c5cf2ce86572608d630
12,12,0,d4ff3600e6ff2800eaff480014001400c2ceb4571c080c315c3d92f7a65c06c2
13,13,0,260016002800f6ff5800caff4400c4fff63d1ef89c5c8cc1165812a3463166a8
14,14,0,1600f4ff280008004800baff04000400a45716a39c306ca8c2f732cf76c15608
15,15,0,1600d4ff08000800daff3800f4ff34007ef7a2cf6cc18c0932a33c3f66a8b65c
16,16,0,0600f4ffd6ff3800eafffafff4ff240026a3f63d8ca8bc5cf2ceb6577608d630
17,17,0,c4ff3600080028004800faff2400e4ffe2ced4571c08dc30dc3d02f7c65c66c1
18,18,0,e4fff4ff1800e6ff4800daff3400e4ff263e1ef8bc5cdcc1165822a3463156a8
19,19,0,3600e4ff2800d6ff3800daff04002400945706a31c306ca842f792cf46c11608
20,20,0,2600d4ffd6ffd6ffcaffeaffd4ff34007ef7c2cf8cc1dc0832a3cc3e86a8a65c
21,21,0,c4fff4ff08002800caff480014003400e6a2863eaca89c5c52cf865766080631
22,22,0,d4ff4600e6ff2800faff08002400040032cfb4575c099c301c3e52f7c65c96c1
23,23,0,2600f4ff080018005800eaff5400c4ff263e2ef89c5c4cc1465822a3663136a8
24,24,0,4600e4ff3800d6ff5800aaffc4ff0400945706a37c306ca852f812cf06c2f607
25,25,0,3600d4ffe6ffd6ffeafffaffd4ff2400def7c2ce9cc13c0932a3cc3e96a8b65c
26,26,0,d4ff0600e6ff0800caff4800e4ff640006a3563e7ca8bc5cb2ce065866087631
27,27,0,c4ff2600e6fff6ff380048002400e4ffa2cfa457fc08ac304c3ee2f6b65c66c1
28,28,0,060036004800f6ff4800eaff2400d4ff363ebef79c5cecc0265822a3b63096a8
29,29,0,4600d4ff2800c6ff3800daff0400f4ffa45726a3fc308ca832f892cf96c12608
30,30,0,0600c4ff08000800caffeaffc4ff1400def7e2ce6cc15c0842a39c3e76a8a65c
31,31,0,d4ff0600c6ff3800eaff5800f4ff540006a3463e9ca89c5ce2ce96576608b630
32,32,0,b4ff2600f6ff58002800480034001400c2cec4570c093c30dc3d12f7a65c06c1
33,33,0,f4ff2600380018003800baff2400d4ff663e3ef89c5c8cc1465832a3263156a8
34,34,0,2600f4ff4800e6fffaffaaff24000400e45736a39c303ca882f7c2cea6c12608
35,35,0,0600b4ffd6ffe6ffcaff480004002400bef702cfecc01c0922a3bc3e56a8c65c
36,36,0,d4ff060008002800daff5800e4ff140006a3c63eaca8dc5c82cf965776096630
37,37,0,d4ff3600180038000800080044000400a2ce3457bc087c303c3e42f6b65c16c1
38,38,0,f4ff16001800f6ff3800daff1400c4ff763edef7bc5cccc1165852a3b63056a8
39,39,0,4600f4ff3800f6ff6800daff2400f4ffa457e6a2fc307ca892f762cfc6c17608
40,40,0,1600d4ff08000800eafffaffb4ff24001ef712cf6cc1cc0842a32c3e76a8d65c
41,41,0,f4ff2600e6ff2800caff6800e4ff2400e6a2d63e8ca8bc5c62cfc6575608b630
42,42,0,c4ff360008002800faff48000400f4ff02cf9457ec083c303c3e22f7c65c96c1
43,43,0,160046002800f6ff6800eaff2400c4ff563ecef6bc5c6cc1265822a3d63086a8
44,44,0,3600d4ff2800e6fffaffdaff0400f4ffd45706a39c307ca8a2f7b2ce96c16608
45,45,0,0600e4ffe6ffe6ff08000800040014008ef7a2cf7cc14c0932a3cc3e76a8d65c
46,46,0,d4ffe4ff08002800caff6800f4ff4400e6a2963e7ca8bc5cb2cea6573608c630
47,47,0,f4ff3600e6ff2800eafffaff24001400c2cee4579c088c301c3e32f7c65c26c1
48,48,0,16002600180008006800daff4400e4ff963eaef7ac5c8cc1165842a3d63086a8
49,49,0,3600d4ff2800e6ff4800caff2400f4ffa45706a3ac30bca8b2f782cfa6c16608
50,50,0,1600d4ff08000800caffeaffc4ff14001ef7a2cf9cc15c0902a3bc3e86a8e65c
51,51,0,0600260008001800caff58000400240016a3863e4ca8dc5cf2cec6571609c630
52,52,0,e4ff3600d6ff3800fafffaff1400040032cfe457ac088c30cc3d12f7e65c46c1
53,53,0,f4fff4ff3800e6ff5800faff4400e4ff063edef78c5c5cc1865702a3a63096a8
54,54,0,3600f4ff4800d6ff5800caffe4ffd4ff945706a39c309ca8d2f722cf66c17608
55,55,0,3600c4ff0800e6ffeafffaffe4ff2400bef7e2ce9cc1ac0852a3bc3e76a8e65c
56,56,0,f4fff4ff08002800caff38000400540026a3b63e8ca8dc5c02cf06586608d630
57,57,0,d4ff3600f6ff3800380048002400040032cfc4576c08bc300c3ea2f6d65c76c1
58,58,0,16000600380028005800daff2400c4ffa63efef69c5c4cc1c65712a3a63086a8
59,59,0,3600f4ff4800f6fffaffaafff4fff4ff9457f6a26c309ca862f7d2cf16c1c608
60,60,0,f4ffe4ff08001800cafffaffd4ff24009ef712cf6cc1fc0822a34c3eb6a8d65c
61,61,0,d4ff2600e6ff1800caff58000400440006a3763e8ca8ec5cd2cea657f607e630
62,62,0,06003600180038004800faff0400140092cfb457dc080c30fc3d52f7d65cb6c1
63,63,0,060016003800e6ff6800eaff44000400363e2ef7ac5c6cc11658f2a2063176a8
64,64,0,4600d4ff5800e6ff48009aff0400f4ffa45736a3cc309ca8a2f722cfb6c16608
65,65,0,3600e4ff08000800baffcafff4ff24007ef7c2ce0cc1fc0832a3ec3e86a8b65c
66,66,0,f4ff2600e6ff2800daff4800f4ff340016a3c63e7ca8cc5cf2cec65786087630
67,67,0,c4ff3600d6ff3800380048001400f4ff92cee4576c08dc30dc3de2f6d65cd6c1
68,68,0,c4ff26002800f6ff6800daff2400c4ff563ebef78c5c7cc1365842a3363156a8
69,69,0,4600f4ff3800d6ff4800daff04000400d45716a39c308ca802f762cf56c13608
70,70,0,1600f4ffc6ffc6ffdafffafff4ff0400def7f2ce8cc1bc0822a33c3e96a8d65c
71,71,0,d4ff1600e6ff0800caff680004002400f6a2a63e8ca8bc5cf2ce665736091631
72,72,0,f4ff3600080018002800480004000400e2ce94578c08ec2f1c3e22f7c65c26c1
73,73,0,e4ff2600180018000800baff1400d4ff663ecef79c5c0cc1465852a3a63096a8
74,74,0,3600d4ff2800f6ffeaffdaffe4ffe4ffc45726a3bc309ca852f772cfe6c12608
75,75,0,0600b4ffd6ffd6ffdaffeaffe4ff24007ef7c2cf7cc18c0822a3bc3e96a8b65c
