Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/data_out4[255:0]
0,0,0,2a000a0002003200e2ff6000ecff3c00eaad9222f6a1164ff6b8765efce9ac4b
1,1,0,dcff3a0002001200100020002c003c001ac14e5d5ef536434e2d40101c550cd8
2,2,0,2a002a00320012003000f2ff3c00ecff1237b40488590acdc45a8ea85c3afca3
3,3,0,3a001a000200f4ff3000d2fffcffecffae56bca4a43016a7e6f850caecc36c01
4,4,0,fcffccff1200020000001000ecff3c0096ed78d408bbd00c5ca2b840dcabac5c
5,5,0,fcff0a00c4ff4200f2ff3000ecff4c005ca1a048e8b1585e1adf60519c181c26
6,6,0,ecff0a00f4ff2200000020002c000c0086ea604a5224d21a20501ae17c5eecb3
7,7,0,1a002a00120012001000e2fffcffccff9e5508d7f85ce8ac7a420ca2fc0e0cba
8,8,0,3a00dcff220002002000e2ff0c00fcffe0391ca4e002cac280cc14f70ca8bc2e
9,9,0,1a00ecff02001200f2ff2000dcff4c00dac26402a6a4e4387ea7e4590ccb5c5a
10,10,0,ecff1a00f4ff3200f2ff30001c002c004aacbe5c4ad53856700d102fbc41fcf6
11,11,0,0a002a0022003200400000004c00fcffd4191225064a9eeb665e58ba9c502ca2
12,12,0,2a00ecff2200e4ff3000c2ff2c00ecff6e5efab2b64976a1a61934b34ce05ce0
13,13,0,1a00dcfff4ffe4fff2fff2ffdcff1c00540e4aba2ad53eecf2ac7c253ca24c50
14,14,0,dcfffcffc4ff1200c2ff7000ecff4c00baa7822f56a448564ac2e45cacf7cc41
15,15,0,fcff1a00f4ff2200000030003c00ecff08cc005ab003d438f238b8023c5a8ccb
16,16,0,fcff2a004200e4ff2000e2ff3c00bcff904286f5085ddac1b055dca31c2e0ca8
17,17,0,3a00fcff3200e4ff6000f2fffcfffcfff04f0aa2322408adacea44d77cb9fc0e
18,18,0,2a00dcffe4ff0200f2ff0000bcff1c0028df66e108b2e21a5aa19a4a7cb38c5e
19,19,0,ecff2a00f4ff2200d2ff20002c004c003aa2f05028bb785edeecca48ac26fc17
20,20,0,ecff3a0012005000200020004c00ecff66f990407430d00cb05602d4ac5cfcab
21,21,0,2a00fcff420002002000f2ff1c00ccffb05a48cab859d6a612380ca53c010cc4
22,22,0,2a00fcff1200c4fff2ffe2ffecff0c00b22caaa89ef42acd78c02a05bca34c3a
23,23,0,ecfffcffb4fff4ffb2ff2000ecff1c009ab82411f6a1664370ad645d2cd80c55
24,24,0,1a001a00b4ff6000100040003c003c005ab4705eace2264ff41b58222c4bcce9
25,25,0,fcff2a00320012002000f2ff2c00ecfff226a41796512cde245e72b1ec477ca1
26,26,0,2a00fcff220012002000d2fffcffecff905c4aab643f56a2bc0b26bc7cd33cee
27,27,0,3a00ccff02003200f2ff0000dcff1c00d6fec8c40ac91efa0ca74e321ca51c57
28,28,0,1a002a00d4ff2200e2ff1000dcff3c007aa3c23be6a8e85a20ce12590c062c36
29,29,0,dcff1a00e4ff3200000020002c00fcff08d9d0548011742cd84342f47c5d4cc0
30,30,0,1a002a002200d4ff2000e2ff4c00ecffe04bc6e8a85e48b80c4fcaa18c212cae
31,31,0,3a00dcff3200c4ff1000d2ffdcff0c00d0465aa16216a8b4a6dd3ae4fcb01c1d
32,32,0,2a00ccff1200f4ffe2ff1000ecff1c0098d216f0b8aa72284aa2ae527cbc3c5e
33,33,0,ccff2a00f4ff500000004000fcff3c008aa5c057fac5485c64fb263fcc323c0a
34,34,0,1a003a0012001200200020004c00fcffa407b234743c8efd525b2cc8cc587ca6
35,35,0,0a00fcff320002002000c2ff2c00dcff905d2abfd65356a39c2bcea9bcf2bccf
36,36,0,2a00dcff32000200f2ff0000ccff0c0032201aaf1ce7ccd9e4b7b013fca1dc44
37,37,0,ecffecffd4ff3200d2ff2000fcff3c00faafb41ea6a1464ca4b5845e7ce5ec4d
38,38,0,dcff2a00e4ff1200f2ff10001c00fcff1abd005e0ef076460a29c0140c537cdb
39,39,0,2a002a002200f4ff300020003c00ccffa2337409d857cad1065c90aa2c3efca2
40,40,0,2a00fcff02000200f2ffe2ff0c00fcff40581aa6a43456a548fd3ec73cc70cfc
41,41,0,2a00ccff0200e4ffe2ff0000ecff1c0016f118d128bea0081ca3c63d3caaac5b
42,42,0,dcff1a00e4ff1200d2ff20000c003c006aa10046a8af185e48db42539c143c2a
43,43,0,dcff3a00120032001000f2ff3c000c0016e6604d221f621f5e4cece59c5e7cb6
44,44,0,1a001a0022000200200010003c00ecfff05298daa85d98affa45aca1ac135cb6
45,45,0,5a00ecff2200c4ff1000d2fffcff1c00323d2aa38008a8be92d032f21caafc29
46,46,0,0a000a00e4ff120020002000ccff4c0088c616feb6a5b434dea5b4581cc7bc5b
47,47,0,fcff3a00d4ff3200c2ff00002c003c005aaae05b0ad128588e09b233cc3dbcfb
48,48,0,ecff6a001200e4ff2000f2ff3c000c002415922966464ef0e65d38bd0c53cca2
49,49,0,3a00fcfff4ffe4ff7000d2ff2c000c00a05ebab5e64c96a1281e42b08ce55cdc
50,50,0,4a00dcfff4ffe4fff2ffd2fffcff1c0034132ab75cdabce662afe820fca19c4d
51,51,0,dcff2a00f4ff120000002000ecff5c004aa9a22b56a396533abfc65ddcf22c45
52,52,0,ecff1a0002003200000030002c001c00f8c8005baefe443c6235cc07ec581ccf
53,53,0,2a000a00320022003000b2ff2c00dcff623f56fa485ccac574575ea5fc319ca6
54,54,0,2a00dcff2200c4ff2000c2ff0c001c0060528aa26228e8aa22f084d3bcbc9c0a
55,55,0,fcffecffe4ffd4ffe2ff0000ecff2c00f6e3e8dcb8b452166ca1ac47dcb03c5e
56,56,0,ecff2a00c4ff4200f2ff2000ecff3c00daa1304e48b8b85e7ee8ce4bdc21ac1d
57,57,0,1a005a0012004200000020003c000c0046f42044642cc0117254a6d88c5d0cae
58,58,0,3a000a00120002003000c2ff2c00fcff205978ced85ac6a8663b8ca3bc051cc0
59,59,0,1a00bcff120002001000d2ffecfffcffd230caa66efa2ac99cc49a002ca5cc36
60,60,0,fcff1a00f4ff1200c2ff3000dcff2c007abb140c96a2643f80ab465cecd3fc56
61,61,0,dcff3a0002004200000020001c000c005ab1205e6cde9651b4173c265c48fced
62,62,0,1a002a00220042008000e2ff2c00bcffc222b41b264f8ce2665ed4b3fc4a9ca1
63,63,0,2a001a00320022002000e2fffcffecff005d5aadf64226a2101036b90cd77cea
64,64,0,2a00fcff12001200e2fff2ffecff0c00740488c10acdcef5bca8ae2d2ca42c55
65,65,0,ecff3a00f4ff4200f2ff2000fcff4c00aaa4b237f6a698591cca825a1c011c3a
66,66,0,dcff4a0012002200200010004c00fcff48d4d056c00ce430564064f89c5cbcc3
67,67,0,2a001a00420012004000f2ff3c00ecffa04826ed785ea8bb6e511aa27c26fcab
68,68,0,3a00dcff3200f4ff1000e2fffcfffcff704a5aa1a21a88b118e2f8de3cb37c18
69,69,0,2a00fcff02001200d2ff2000ecff2c00b8d6e6ea48adc223daa13e50ecb99c5e
70,70,0,fcfffcffe4ff3200e2ff7000fcff2c00caa370550ac2085d92f6c641bc2e0c0f
71,71,0,ecff4a0012001200100020002c00fcffb4028239a4385003c2590ecc4c5a3ca8
72,72,0,3a00fcff320002004000e2ff3c00dcffd05cb8c2785676a45e2feca74cf77ccb
73,73,0,4a00ecff1200020000000000ecff2c00f2247aac4eeb9cd546bade0d3ca23c41
74,74,0,0a00fcffd4ff3200d2ff6000ccff2c00eab2441a76a1164a92b2645e9ce0ac50
75,75,0,ccff1a0002002200000020000c000c006aba505ebeebb649a82494195c504ce0
76,76,0,dcff2a0032003200200010002c00ecffd22fb40d1856bcd5045d7eac8c412ca2
77,77,0,3a00ecff4200d4ff0000e2ff1c00dcff005adaa7e43856a4c8011ac38ccb7cf7
78,78,0,4a00ecfff4ff0200c2ffe2ffecff2c0046f658cc4ac220030aa472391ca83c5a
79,79,0,dcfffcffb4ff3200f2ff10000c000c00faa1804258ad085d92d670559c0fac2e
80,80,0,ecff3a0022000200000000004c000c0016e2b04f721b1223ea498ce97c5e3cb9
81,81,0,1a00fcff220012002000e2ff4c00ecff105168de685e48b20a494aa1bc17bcb3
82,82,0,2a00fcff420002001000e2ff0c001c00c0403aa2f00c68bb12d55eed3cac5c26
83,83,0,1a001a00f4ff3200f2ff2000ecff1c0048cad6f816a7b430aaa4d0568cc3ac5c
84,84,0,dcff1a00e4ff320000004000ecff1c007aa8905aeaccd859c803b2373c3a4c01
85,85,0,0a005a00e4ff2200200010002c00dcfff410022d2643aef4645d38c11c55fca3
86,86,0,3a002a003200d4ff300000002c00dcff805edab8264fe6a1a82220ae7ce9ccd7
87,87,0,4a00dcff12000200e2fff2ffecff0c008417bab43cdecce272b1241c9ca1fc4a
88,88,0,1a001a00d4ff3200f2ff2000ccff2c001aab022766a2d65186bb245e3cee1c48
89,89,0,ecff2a0002002200000020001c00fcff98c4705c9efa743f70318e0b6c579cd3
90,90,0,1a001a00120012003000f2ff2c00ccffc23b86ff185bfac844599ea62c362ca5
91,91,0,6a00ecff1200e4ff0000d2ff0c000c0050548aa3542ce6a814f422cf0cc00c06
92,92,0,2a00ecffe4fff4fff2ff1000ccff2c0086e808d928b83011cca1da44bcae9c5d
93,93,0,bcff2a00e4ff2200f2ff2000dcff1c004aa1004cd8b4785eece31e4e1c1d3c21
94,94,0,dcff2a0002001200200010001c00ecff96ef1047a22742166052e8dc3c5e4cb1
95,95,0,0a00fcff3200d4ff3000e2ff0c001c00905738d2285cb8aa483f8ca2fc098cbc
96,96,0,2a00ccff2200e4ff2000f2ff0c00ecff22355aa57efdaac57ec896fb5ca63c32
97,97,0,fcff1a00c4ff2200d2ff3000dcff4c00babe040816a3843c90a9a65bfccfbc58
98,98,0,84ff3a00e4ff3200e2ff20001c001c005aafe05d0cda665372129e2aec44fcf1
99,99,0,fcff3a0022000200200000002c00dcffb41e4220864c9ce6865e76b7cc4ddca1
100,100,0,3a00bcff1200c4ff3000f2ff1c00ecff005eeaaf6646b6a1441566b6ecdbcce4
101,101,0,5a00ecffe4ffd4fff2ff0000ccff2c004409babdaad02ef1a0aabe292ca3fc52
102,102,0,ccff1a0012002200e2ff2000dcff1c002aa6723346a52858dec6d65b9cfccc3d
103,103,0,dcff4a0012003200100000002c002c00d8d06058e0086434863cd8fcbc5b1cc7
104,104,0,0a002a003200f4ff200000001c00dcffe045f6f0385e68bea2531ca32c2a4caa
105,105,0,4a00ecff4200c4ff1000c2ffccfffcffe04c6aa1421fa8af3ce678db8cb64c14
106,106,0,3a00ccff1200f4fff2ff3000dcff1c00b8dac6e628af721f9ca16e4d5cb68c5e
107,107,0,bcff1a0002005000e2ff3000ecff4c001aa3405378be085e22f25a45ac2acc13
108,108,0,fcff3a0012001200200020002c00dcff56fd023dd434c007645822d0cc5bfca9
109,109,0,1a000a00420002003000e2ff0c00ecffd05b98c6485876a58233fea5acfbdcc6
110,110,0,2a00fcff32000200e2fff2fffcff0c008228aaaadeef6ad198bd2e0a1ca33c3e
111,111,0,ecffecfff4ff2200e2ff3000ccff4c009ab5b415d6a1064752b0f65d3cdcdc52
112,112,0,dcff0a00d4ff2200e2ff20002c001c00eab7705e8ce7d64ba820281d3c4eace4
113,113,0,1a003a0032002200200010002c00ccff122c54122654acd9965dd2aeac44eca1
114,114,0,2a00ecff320002002000c2ff2c00ccff2e5b3ca9943b66a3dc063ac0fcce3cf3
115,115,0,0a00fcff0200f4ffc2ff0000acff0c0006fb38c95ac5aeff6ea51436aca6dc58
116,116,0,0a002a00d4ff4200f2ff3000ecff3c007ca2703fe8aa485c42d274572c0b1c32
117,117,0,ccff3a0002002200000000002c00ecffb8dc7052421602282c47d0ee2c5e7cbc
118,118,0,0a00ecff120002001000e2ff1c00ecffa04e38e3a85e78b4be4b7ca1bc1cccb0
119,119,0,4a00ecff5000e4ff2000f2ffecff0c0000441ca2201128b826d92ee92cae1c22
120,120,0,0a00ecff02001200c2ff2000ecff2c0068ce56f4c6a8742c7ca3d2544cc09c5d
121,121,0,ccff2a0012001200e2ff20000c001c00dca62e59eac9e85a3a00c63a2c36ec05
122,122,0,fcff4a0012002200100010001c00dcff640cb23156408ef9565cacc4fc56bca4
123,123,0,4a000a003200f4ff2000e2ff0c00ccff2e5e4abc265176a29c26e0abfcedacd3
124,124,0,2a0084ff12000200e2ff0000ecff1c00041c8ab15ce2bcde54b424189ca10c48
125,125,0,ecffecffd4ff1200d2ff2000dcff2c006aad322326a2964fd6b8665e4ceabc4a
126,126,0,ccff2a00e4ff3200000010001c001c006ac10e5d3ef6d642de2c00109c550cd7
127,127,0,1a001a00320022001000d2ff3c00ecff42385404d8597acca45a6ea8cc391ca4
128,128,0,3a00fcff2200e4ff1000d2ff0c00dcff6e568ca4b43006a796f890cabcc32c01
129,129,0,dcffecff1200120010002000ccfffcffa6ecc8d448bb100d3ca208418cacac5c
130,130,0,ecff2a00e4ff3200c2ff1000ecff2c005ca1c048e8b1a85e5adfd050cc183c25
131,131,0,ccff2a0022001200000000003c00dcffb6ea204ad223721a804f8ae18c5e8cb3
132,132,0,2a00ecff2200e4ff1000c2ff1c00ecffae5588d6185dc8ace841eca13c0e1cba
133,133,0,2a0084ff2200d4ff10000000ecff1c0010395ca4a002bac2a0cb54f71ca89c2e
134,134,0,fcffdcff12004200f2ff1000dcff0c005ac2d402e6a3f438fea7245acccb4c5a
135,135,0,dcff3a00e4ff1200f2ff2000fcff0c009aacce5cbcd55856200e102f0c42acf6
136,136,0,fcff2a0022002200400000001c00dcff441a5224164a7eeb465ee8b91c502ca2
137,137,0,2a00fcff600002002000e2ffecffecff7e5edab2664996a1f61964b37ce06ce1
138,138,0,2a00ecff120002000000f2ffccff3c00240ecabaead49eec90accc254ca2ac50
139,139,0,fcff0a00e4ff3200f2ff1000ecff2c009aa7a22f96a47856fac2045d6cf85c41
140,140,0,dcff5a000200320000002000fcffecffd8ccb05930048438b239a8018c5a0ccb
141,141,0,2a000a00420002002000f2ff2c00ccff704206f6285d9ac19055aaa3dc2d5ca8
142,142,0,2a00fcff320012000000e2ffecfffcffc04f0aa2122338ad1ceb94d73cb9fc0f
143,143,0,1a00dcff22001200f2ff1000ecff1c00c8dee6e148b2c21b6aa1dc4afcb39c5e
144,144,0,dcfffcff02003200d2ff6000fcff2c004aa2205118bb585e5eed1a48ec264c18
145,145,0,fcff2a0022003200300000004c00ecff06fab040f430500ca05612d4ac5c3cac
146,146,0,fcff1a00420012007000c2ff2c00ccffa05af8c9885996a652371ca54c005cc4
147,147,0,3a00dcff1200f4ff1000f2ffdcff0c00b22c9aa8cef3cacd98c0ba05aca34c3b
148,148,0,fcffdcffd4fff4ffc2ff7000ecff3c00cab8841126a2a643c0ad645ddcd79c54
149,149,0,fcff3a00e4ff6000f2ff30002c000c009ab4905eace2e64e241cc8211c4b7ce9
150,150,0,2a002a00420032002000f2ff3c00dcff7227c417d6513cde245e30b1fc476ca1
151,151,0,fcff1a00ac00d4ff2000e2ff4c000c00505c0aab443f96a24c0b26bcccd23cee
152,152,0,fcffdcff1200d4ffe2ff0000ecff0c00b6ffa8c44ac9eefa0ca790321ca58c57
