Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/data_out4[255:0]
0,0,0,0c00eeff1c00eeffe2fff2ffd2ff3200860212c26ecbaef642a8922e40a44055
1,1,0,eeff1c00deff2c00e2ff1000e2ff120058a38c3adea8605ad2ccb65940050038
2,2,0,eefffeffeeff0c00000010001200f2ffeeda1854c013402b1c4524f3c05d30c0
3,3,0,3a00eeff4a00feff8000e2ff0200b2ff484e4ce5805e0eb6e04c8ea1201e80af
4,4,0,2a00d0fffeffceff1000e2ffe2fff2ff5c42d8a1200fbeb848d710e920ae5021
5,5,0,feffd0ff0c000c00e2ff0000e2fff2ff10ca08f8fea6302f70a4f455f0c2205d
6,6,0,e0ff2a00ceff2c00f2ff20001200120066a9c65a0ecf30599e066436703b3000
7,7,0,e0fffeff1c000c00300000002200f2ff3415e02920469ef1b85dccbea05370a3
8,8,0,1c00e0ff1c00eeff3000d2ff3200d2ff665e34b5104b9ea1881c76b0d0e330dc
9,9,0,1c00d0ff1c00deff10000000e2ff0200740e64b93ed6eeea74ad9c2320a2204f
10,10,0,feffeeffceff1c00e2ff2000e2ff5200e8a6be30dea47056aec3d85c30f87041
11,11,0,7eff2a00ceff1c000000000032002200a0d0b85810088036683c5aff705b80c9
12,12,0,feff2a002c000c002000f2ff3200f2ff1a472af0205e9ebd6252eea2002910aa
13,13,0,1c00c0ff1c00beff1000e2ff0200f2ff2a4a68a1101b7eb1dce11adeb0b35016
14,14,0,feffd0fffeff0c00c2ff1000e2ff32007ed46aecbeab50250ea2a25080ba805e
15,15,0,e0ff0c00deff1c00f2ff20000200320058a5d8561ec6805cf8f95a403032400c
16,16,0,e0ff1c00feff1c00700010002200020036095e34303ecefca65bd0c7605830a6
17,17,0,eeff1c001c000c002000d2ff02000200265e84bcc051cea27e2852aa20ef50d1
18,18,0,1c00d0ff1c00defff2ff1000c2ff1200f21824b27ee00edf66b3c61780a10048
19,19,0,0c00eeffdeff3c00a2ff4000d2ff320046abd0264ea2e0507abb585ea0ed6049
20,20,0,8cff0c00eeff1c00f2ff200022000200a2c6065c7efcc03e7232a00ac05720d3
21,21,0,1c004800feffeeff1000200042000200ac3e08fce05bdec6d457e0a5a033d0a5
22,22,0,feffeeff0c00deff1000b2ffe2ffd2ff785198a280262eabb2ee06d310bc900a
23,23,0,eeffd0ffeeff0c00c2ff2000f2ff22008cdf5ce05eb2a0195ea16e49f0b2505e
24,24,0,c0fffeffeeff2c00c2ff3000f2ff320088a298517ebc705ec2ee7e48c027d017
25,25,0,d0ff1c001c00feff000020005200f2fff8fd8c3d80341009445894d1d05bf0aa
26,26,0,3a002a002c00eeff2000d2ff1200d2ff465ca2c540576ea5943280a6c0fa20c7
27,27,0,2a00e0fffeffdeff00000000e2ff0200502416ac9eeb3ed49aba100c30a20040
28,28,0,eeffeeffdeff3c00e2ff2000c2ff220086b1521baea1704af6b3785e10e21050
29,29,0,e0ff1c00eeff2c00f2ff1000f2fff2ff12be165e6ef090476e282616605210de
30,30,0,eeff1c001c00feff2000e2ff3200d2ff6e353608a0582ed0865b02aa003dc0a2
31,31,0,3a00eeff2c00eeff0000f2ff0200d2ff885608a5e0307ea608fa20c9d0c4a0fe
32,32,0,1c00e0ffeeffeefff2fff2ffe2ff3200baea9ed59eb9900deea1ea40e0aca05c
33,33,0,e0ff0c00ceff1c00d2ff2000d2ff120078a1fa4aceb4605e3ee31250401c1024
34,34,0,e0ff2a00eeff3c00000010000200d2ff0af29a46002a2015e252aadc005ee0b0
35,35,0,feffeeff3c00feff2000f2ff1200b2ff465940cfe05abea9f83b4ea3700690be
36,36,0,1c00b2ff2c00eeff0000f2fff2fff2ffae2ff8a61ef72eca5ec39c0190a48036
37,37,0,d0ff2a00eefffeffc2ff2000e2ff2200c4b8d40e0ea26042f4ac385d40d6a056
38,38,0,d0ff0c00deff2c00d2ff1000f2ff120084b5665e9ee4804eaa1dcc21b04be0e9
39,39,0,1c001c000c000c001000e2ff2200d2ffd02be413b053bedae85db4af8045a0a1
40,40,0,feffe0ff1c00beff2000c2fff2ffd2ffb65a06a9703a9ea3de05dcbf60ceb0f2
41,41,0,feff2a000c00deffe2ff10000200220018f600cb4ec2300220a4363890a7d059
42,42,0,e0ff0c00deff3c00d2ff1000e2ff2200c8a18a435eae305d68d83455b010202e
43,43,0,8cff1c00deff0c0020000000220002006ce74a4df01f5020904cc0e7905ef0b7
44,44,0,2a000c001c000c003000a2ff0200d2ffa8540ed9205dfeaeac448ea11012a0b6
45,45,0,1c00feff3c00eeff00000000f2fff2ffac3818a4f002aec192cc86f650a8302d
46,46,0,eeffeeff0c002c00f2ff2000f2ff220022c1d6039ea3103a32a8265ac0cc405a
47,47,0,e0ff1c001c003c00f2ff100012002200a6ae865deed98054b411e02cd043b0f5
48,48,0,0c001c002c000c00300010003200d2ffa220721f604d4ee6685ec8b6904dc0a1
49,49,0,3a00feff2c00eeff7000c2ff2200f2ff365d16ae4043eea1b411e8b790d8b0e7
50,50,0,3a008cff0c00eeff0000d2fff2ff2200960222c29ecb0ef772a8f02d60a43055
51,51,0,e0fffeffeefffeffe2fff2fff2ff320098a34c3abea8a05a02cd9659a0044038
52,52,0,d0ff2a00deff2c00000010003200e2fffeda1854a013602b0c4554f3d05d00c0
53,53,0,feff1c002c00deff1000c2fff2ffd2ff684e3ce5c05eceb5604c6ea1f01da0af
54,54,0,2a008cff2c00deffe2ffe2fff2ffe2ff1c42f8a1400f6eb808d860e9d0ad2022
55,55,0,0c00c0ffdeffeeffe2ff2000d2ff320000caa8f83ea7202f50a4d45540c3105d
56,56,0,e0ff0c00eeff2c00f2ff1000e2ff020056a9d65a4ecf10591e066436903bb000
57,57,0,feff1c004a002c00300000003200f2ff6415102a3046fef1c85dccbee053a0a3
58,58,0,1c00e0ff0c00deff3000d2ffe2ffe2ff765e04b5304b9ea1681cd6b000e400dc
59,59,0,1c00e0ff1c00eeff2000e2fff2ff0200540e24b9eed5eeea14adcc2320a2004f
60,60,0,feffe0ffeeff1c00e2ff300002002200b8a6be30aea45056dec3d85c40f91042
61,61,0,e0ff1c000c001c00200030001200f2ff60d0785810080036983cdafe505bc0c9
62,62,0,feff1c001c000c00200000003200d2ff9a471af0405e2ebdf252eea2f02840aa
63,63,0,4800d0ff0c00ceff1000d2ffe2ff02002a4a58a1001b4eb10ee3badd40b45016
64,64,0,feffc0ffceff0c00e2ff0000d2ff02001ed41aecceabe0241ea29250f0ba905e
65,65,0,c0ff1c00beffdefff2ff20001200f2ff68a5c8564ec6705c38fa4a405032d00c
66,66,0,d0ff1c001c002c00200000003200020046094e34d03ddefc765b00c8405840a6
67,67,0,2a00e0ff4a00ceff3000d2ff22000200365ea4bce051cea2de2852aa80eff0d0
68,68,0,2a00d0ff2c00eeff00000000d2ff12001219f6b17ee0dede86b3d61790a10048
69,69,0,feffeeffdeff1c00d2ff2000d2ff4200f6aa20267ea2f0504abb585ee0ecd049
70,70,0,eefffeff0c002c00f2ff20000200f2ff52c6065c3efcf03ed432c00aa057f0d3
71,71,0,2a003a000c00eeff300000001200b2ff5c3f28fcf05baec61458b0a5f032e0a5
72,72,0,eeffeeff2c00b0ff2000d2ff02000200e85068a2c0256eabe2ed26d3a0bb000b
73,73,0,feffd0ffdeffeeffe2ff1000d2ff42001cdf1ce15eb2e0195ea15e4940b3605e
74,74,0,eeff4800ceff2c00c2ff300002003200a8a2d851bebc505ed2ee5e4880278018
75,75,0,fefffeff1c001c00200000003200f2ff08feec3dc0342009445884d1f05b10ab
76,76,0,3a00e0ff0c00eeff7000d2ff0200c2ff865ca2c530575ea5123250a620fbc0c7
77,77,0,3a00eeff0c00ceffe2ffc2ffe2ff32003024f6abceeb7ed41abba20c50a2f03f
78,78,0,eeff1c00ceff1c00d2ff3000d2ff5200e6b0221b9ea1204ad6b3785e00e29050
79,79,0,e0ff3a00deff2c0000004000f2ff320022be165efef040478e289616405200de
80,80,0,48002a00eefffeff2000e2ff3200d2ff5e35a607d058fecf865bf2a9603c10a3
81,81,0,1c001c002c00ceff1000c2ff2200d2ff7856e8a4f0307ea698f9f0c850c420ff
82,82,0,0c00eeffeeffeeffc2ff1000d2ff32005aea0ed6beb9b00deea17a41d0acc05c
83,83,0,e0ff1c00eeff1c00e2ff30000200420078a1fa4adeb4b05e6ce2d04f101cc022
84,84,0,feff2a00deff2c00000010002200f2ff0af1ba46002a10152253eadb205eb0b0
85,85,0,3a000c001c000c002000e2ff2200d2ff0659a0cfe05a7ea9a83b2ea3f00560be
86,86,0,2a00eeff0c00eeff0000f2ffd2fff2ffae2f26a70ef76eca7ec37c0150a40037
87,87,0,eeffe0ffceff1c00b2ff7000f2ff420094b8e40ffea1b04214ad185d10d74056
88,88,0,d0ff3a000c005a00e2ff20000200220074b5665ecee3d04eaa1d4c22b04bd0e9
89,89,0,e0ff2a000c001c00100000002200f2fff02b14143054cedac85d14b0c045b0a1
90,90,0,1c00feff2c00deff1000d2ff0200d2ff765ae6a8403a6ea3ce050cc000cea0f2
91,91,0,1c00e0ffeeffeeffe2fff2ffe2ff220098f6c0cbdec1500200a45638f0a7d059
92,92,0,8cfffeffeeff2c00c2ff2000c2ff420088a14a43aeae405d58d894553011702e
93,93,0,0c002a00eeff1c00f2ff20002200f2ff1ce77a4d901f901f004dc0e7c05e20b7
94,94,0,eeffeeff0c00deff1000000022000200c8545ed9605daeaedc448ea1901210b7
95,95,0,3a007eff2c00ceff20001000e2fff2ffec38a8a370030ec152cdd6f490a8602c
96,96,0,0c00d0fffeff1c00c2ff3000c2ff320052c16603dea3903952a8365ab0cc505a
97,97,0,7eff2a00ceff4a000000200002002200f6ae665d1eda80547411e02c404420f5
98,98,0,e0ff1c00eeff1c00100010003200f2ff4221a21fb04daee5785e08b7f04cc0a1
99,99,0,3a00eeff0c00ceff3000f2ff1200e2ff065d26aeb042eea1741178b850d800e8
100,100,0,feffeeffeeffeeffe2ff0000f2ff3200060242c21ecb6ef662a8c22e30a42055
101,101,0,8cff1c00ceff3c00d2ff30000200420098a38c3aeea8b05a52cd865980040038
102,102,0,d0ff3a00deff2c0000002000320032000edb0854b013702bec4434f3d05d40c0
103,103,0,1c00eeffdeff0c002000d2ff3200d2ff784ecce4805e2eb6304c7ea1c01d80af
104,104,0,2a00feff0c00deff0000e2ff020002000c4208a2400fdeb8b8d6b0e9c0adc021
105,105,0,eefffeffeeff1c00d2ff1000f2ff1200e0c948f8fea6202f90a4f45530c3005d
106,106,0,e0ff1c00eeff3c0000001000e2ff120056a9b65a9ece2059fe053436a03b4000
107,107,0,eeff2a000c001c00200000004200e2ff3415502a40460ef2c85d0cbfa05350a3
108,108,0,0c00eeff1c00ceff3000c2ff1200e2ff765ef4b4d04aaea1181db6b0f0e320dc
109,109,0,feffe0ff1c00defff2ffe2ffe2ff2200740ee4b90ed62eeb24ad2c2320a2204f
110,110,0,eefffeffdeff1c00f2ff200022002200c8a6ee30dea46056aec3d85c50f9a041
111,111,0,c0ff1c000c003c00f2ff000002001200b0d0b8585008c035483cbafe505bf0c8
112,112,0,feff0c002c00deff2000f2ff3200d2ffaa478af0305e9ebd1253eea29029f0a9
113,113,0,3a00e0ff3c000c001000f2ffe2fff2ff2a4a58a1b01a9eb1cce11aded0b3a016
114,114,0,feffe0ffdeff1c00f2ff2000e2ff32005ed43aecceabf0243ea2a250a0ba705e
