Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
2632,2632,0,-2606,4208,2882,-3990,-3222,3822,3456,-3626,24,-26,-12,10,-8,8,-12,-4,4336,3098,-4144,-3394,3930,3596,-3728,-3930,-8,-24,8,-6,-8,4,-26,-6,0
2633,2633,0,-3646,3386,3840,-3106,-4068,2872,4276,-2660,8,24,6,40,8,24,-44,26,3468,4106,-3258,-4290,2980,4488,-2720,-4694,-8,4,8,-22,8,4,8,-22,0
2634,2634,0,-4434,2344,4586,-2010,-4722,1756,4858,-1502,8,-26,22,10,24,-10,22,-4,2414,4818,-2098,-4978,1806,5070,-1502,-5158,40,20,-10,-6,-24,20,-26,28,0
2635,2635,0,-4954,1156,5002,-814,-5070,530,5090,-164,-8,-10,-12,-8,-8,-10,6,-24,1216,5288,-872,-5306,522,5370,-224,-5364,40,-42,-26,-6,-24,20,8,-6,0
2636,2636,0,-5150,-108,5138,440,-5118,-734,5024,1072,24,8,6,10,8,8,6,10,-124,5338,492,-5306,-762,5320,1092,-5158,-8,4,8,-6,8,-24,8,-6,0
2637,2637,0,-5054,-1348,4922,1680,-4842,-1944,4730,2276,-8,8,6,10,-8,24,6,10,-1416,5086,1690,-5010,-2026,4818,2328,-4712,40,20,-26,-6,40,20,24,-6,0
2638,2638,0,-4578,-2492,4404,2806,-4242,-3018,4084,3354,24,24,-12,-24,-8,-10,-12,10,-2600,4554,2896,-4350,-3152,4172,3384,-3930,-24,-24,-10,-6,-8,4,8,12,0
2639,2639,0,-3844,-3534,3616,3784,-3374,-3948,3112,4208,-8,-10,6,-4,-8,-10,6,26,-3640,3678,3936,-3428,-4110,3114,4292,-2894,40,-14,-10,12,40,-42,-26,-22,0
2640,2640,0,-2886,-4302,2594,4478,-2318,-4614,2026,4784,-8,-10,6,10,8,-10,38,26,-4460,2546,4618,-2316,-4732,1950,4890,-1698,40,-42,-10,-22,24,-42,-26,-6,0
2641,2641,0,-1722,-4850,1442,4966,-1114,-5046,770,5014,8,24,-12,10,-8,-10,22,26,-5012,1316,5078,-1104,-5140,682,5174,-376,8,-24,24,12,40,4,-44,-38,0
2642,2642,0,-464,-5078,172,5046,174,-5062,-494,5046,40,-42,22,-40,8,-26,-12,10,-5204,-4,5174,290,-5172,-688,5158,950,-40,-24,8,28,8,4,-10,12,0
2643,2643,0,788,-4984,-1154,4934,1482,-4772,-1760,4704,8,8,-12,10,-24,-10,22,26,-5060,-1342,4986,1618,-4940,-1994,4778,2278,-56,4,42,12,-8,4,-10,-6,0
2644,2644,0,2040,-4534,-2344,4398,2634,-4208,-2866,4032,8,-10,-12,10,-40,24,6,26,-4684,-2564,4484,2846,-4366,-3130,4166,3412,8,20,24,28,-40,36,-26,-22,0
2645,2645,0,3166,-3770,-3372,3610,3654,-3354,-3826,3146,-24,8,22,10,40,24,-44,10,-3966,-3630,3712,3858,-3496,-4096,3272,4296,56,70,-26,-22,88,4,-10,-22,0
2646,2646,0,4052,-2906,-4278,2646,4426,-2338,-4582,2022,8,8,6,-4,-24,8,-12,10,-3008,-4458,2670,4640,-2408,-4780,2112,4956,8,4,-10,-6,24,20,-26,-38,0
2647,2647,0,4698,-1750,-4806,1456,4962,-1174,-4982,834,-8,24,-12,-4,-8,24,-12,-4,-1828,-5030,1498,5136,-1170,-5270,876,5276,40,20,24,-6,8,4,8,-6,0
2648,2648,0,5074,-514,-5112,218,5106,98,-5112,-396,-8,24,-12,26,8,-10,-28,-4,-522,-5336,228,5358,100,-5270,-432,5308,8,-42,-10,-22,8,20,-26,-6,0
2649,2649,0,5122,710,-5080,-1078,4994,1350,-4934,-1708,-8,8,6,10,-8,24,6,10,792,-5270,-1048,5168,1392,-5080,-1730,4972,8,-14,-60,-6,24,20,8,-6,0
2650,2650,0,4810,1962,-4726,-2260,4586,2518,-4438,-2836,-24,8,22,26,8,-26,-12,10,2014,-4812,-2296,4688,2638,-4524,-2894,4312,24,-14,-26,-22,24,-14,-10,12,0
2651,2651,0,4228,2984,-4034,-3336,3830,3528,-3612,-3736,8,-42,-12,-4,24,24,22,-4,3172,-4128,-3370,3924,3644,-3696,-3856,3428,40,-24,-10,28,40,4,-26,12,0
2652,2652,0,3406,3986,-3158,-4150,2842,4354,-2626,-4526,-24,8,6,10,-24,-10,22,-4,4106,-3180,-4260,2910,4464,-2580,-4616,2294,56,-14,8,28,24,-24,-26,-38,0
2653,2653,0,2318,4608,-2016,-4752,1770,4866,-1402,-4932,-24,8,-12,10,-8,24,22,26,4768,-2010,-4912,1668,5016,-1358,-5120,1008,-8,4,24,-6,-8,-58,42,12,0
2654,2654,0,1108,5012,-758,-5028,500,5044,-174,-5060,-8,8,22,10,-8,24,6,10,5128,-688,-5184,340,5176,-52,-5200,-278,-8,-74,8,-6,24,20,-10,12,0
2655,2655,0,-192,5060,530,-5044,-842,4998,1096,-4916,8,-10,-12,26,-8,24,22,10,5176,594,-5136,-982,5080,1316,-5008,-1634,24,4,-10,-6,40,-24,-26,12,0
2656,2656,0,-1450,4820,1714,-4688,-2048,4544,2336,-4366,-24,-26,6,10,8,8,-12,-4,4952,1884,-4800,-2234,4672,2546,-4500,-2796,56,4,-26,-6,40,-24,-44,-22,0
2657,2657,0,-2638,4224,2818,-4022,-3142,3838,3424,-3626,8,-10,-12,10,8,8,6,10,4368,3098,-4144,-3378,3930,3662,-3712,-3898,40,-14,-10,12,24,36,8,-6,0
2658,2658,0,-3646,3370,3856,-3122,-4068,2842,4276,-2644,-8,24,-12,-4,24,-10,-12,-4,3500,4154,-3226,-4308,2996,4504,-2680,-4646,24,20,8,-6,24,-14,-10,-38,0
2659,2659,0,-4402,2314,4586,-2058,-4690,1756,4842,-1450,8,24,6,-4,24,24,6,-20,2430,4818,-2130,-4978,1822,5086,-1470,-5208,88,-24,24,-22,24,-8,-10,-6,0
2660,2660,0,-4906,1140,5018,-830,-5050,530,5106,-180,8,8,6,10,8,-10,22,10,1152,5272,-872,-5290,490,5354,-224,-5364,24,-24,8,12,8,4,8,-6,0
2661,2661,0,-5118,-76,5138,440,-5134,-704,5040,1088,-8,8,-28,10,8,-10,-12,10,-108,5370,460,-5364,-810,5256,1092,-5174,8,-24,-10,-6,56,4,-44,-38,0
2662,2662,0,-5022,-1364,4922,1680,-4842,-1960,4714,2276,8,8,-12,10,40,-10,6,10,-1432,5086,1690,-4994,-2010,4890,2328,-4694,40,-58,-10,-6,24,10,-26,-6,0
2663,2663,0,-4546,-2506,4404,2830,-4258,-3034,4068,3338,-8,8,22,-20,24,-10,6,10,-2600,4570,2880,-4384,-3136,4138,3416,-3946,56,-24,-60,-6,-24,4,8,-6,0
2664,2664,0,-3828,-3534,3592,3768,-3406,-3954,3096,4176,24,8,-12,10,-8,-42,-12,10,-3672,3662,3856,-3428,-4094,3148,4260,-2910,8,-42,-26,-38,8,-58,8,-6,0
2665,2665,0,-2870,-4302,2594,4482,-2334,-4630,2058,4768,40,-26,38,56,-8,-26,6,10,-4476,2546,4618,-2332,-4716,1966,4874,-1732,-40,4,8,-22,-24,-24,-10,12,0
2666,2666,0,-1722,-4834,1434,4950,-1146,-5030,786,5062,8,24,-28,10,8,-10,6,56,-4956,1316,5094,-1072,-5124,666,5206,-376,-8,4,-10,-6,-24,4,24,-22,0
2667,2667,0,-512,-5094,156,5078,174,-5062,-462,4998,-24,-10,-12,-4,8,-26,-12,-4,-5220,-20,5206,258,-5204,-654,5142,934,-24,-14,-10,-22,8,20,-10,-22,0
2668,2668,0,804,-4968,-1106,4894,1450,-4788,-1722,4688,-8,-10,6,26,-8,8,-44,10,-5108,-1308,5062,1618,-4924,-1960,4810,2228,-24,4,-10,-6,-8,-24,-10,-6,0
2669,2669,0,2088,-4566,-2360,4382,2650,-4208,-2850,4048,-8,40,6,10,8,-10,22,10,-4636,-2580,4484,2828,-4366,-3130,4166,3394,-24,20,8,12,56,-42,-10,12,0
2670,2670,0,3166,-3870,-3388,3612,3638,-3354,-3826,3116,-8,8,-12,10,24,-26,22,10,-3966,-3646,3776,3858,-3496,-4078,3240,4328,24,-42,8,-6,-8,20,8,12,0
2671,2671,0,4036,-2890,-4246,2598,4426,-2338,-4566,2054,40,-10,22,10,-24,8,-12,10,-2992,-4474,2670,4624,-2424,-4796,2096,4988,-40,4,-26,-6,40,-14,-26,-22,0
2672,2672,0,4698,-1750,-4822,1472,4930,-1126,-5014,850,8,-10,22,10,-8,-10,22,26,-1768,-5048,1562,5152,-1170,-5236,900,5276,8,-24,-26,-6,8,-42,-26,28,0
2673,2673,0,5106,-514,-5152,202,5138,114,-5128,-428,8,-26,-12,56,24,-10,-28,10,-522,-5336,212,5358,122,-5336,-416,5324,-24,-42,-26,-6,-24,4,-26,-38,0
2674,2674,0,5106,756,-5096,-1078,4994,1334,-4934,-1662,8,8,6,-4,24,-10,-12,26,792,-5270,-1048,5152,1408,-5080,-1714,4972,-8,20,8,12,8,-14,-26,-22,0
2675,2675,0,4810,1976,-4694,-2274,4554,2502,-4454,-2820,-24,8,-12,10,24,8,-12,26,2030,-4812,-2328,4672,2590,-4490,-2894,4328,-8,4,8,28,-8,4,-10,-22,0
2676,2676,0,4228,3000,-4018,-3320,3846,3528,-3628,-3752,-24,-26,22,10,-24,-8,6,10,3156,-4162,-3434,3940,3692,-3680,-3872,3444,40,-42,-26,-6,24,20,8,12,0
2677,2677,0,3390,4018,-3126,-4118,2874,4370,-2626,-4478,-40,24,-12,-24,8,-8,-12,40,4090,-3180,-4276,2928,4448,-2596,-4632,2326,40,-30,-26,12,56,-14,-10,12,0
2678,2678,0,2324,4608,-2016,-4736,1754,4850,-1450,-4964,8,-8,-12,10,-8,-8,-12,10,4768,-2026,-4864,1652,5032,-1374,-5072,992,-8,4,-26,12,8,-24,-10,-22,0
2679,2679,0,1076,4998,-790,-5044,500,5060,-174,-5028,-24,24,-12,10,-24,8,-12,-4,5176,-720,-5200,356,5240,-86,-5216,-310,24,20,8,12,56,4,8,-22,0
2680,2680,0,-130,5060,514,-5044,-842,4998,1146,-4884,-8,8,-44,10,8,8,22,-40,5176,616,-5168,-932,5112,1298,-5008,-1634,40,-14,-10,-6,-8,4,8,12,0
2681,2681,0,-1434,4740,1746,-4672,-2032,4528,2352,-4366,8,-24,-12,10,-8,8,-44,10,4904,1918,-4800,-2218,4688,2482,-4500,-2846,8,36,8,28,24,-14,-10,-22,0
2682,2682,0,-2622,4224,2850,-4022,-3158,3822,3408,-3642,24,8,-28,10,8,24,6,10,4320,3066,-4160,-3330,3914,3612,-3728,-3880,-40,-14,8,12,-8,4,8,28,0
2683,2683,0,-3614,3370,3824,-3106,-4052,2888,4244,-2644,-8,-24,-12,10,-8,8,-12,10,3516,4138,-3258,-4290,2996,4522,-2720,-4662,-24,-42,-26,-6,8,20,-10,12,0
2684,2684,0,-4418,2328,4618,-2042,-4706,1772,4826,-1502,8,-24,6,10,8,-8,-12,26,2430,4818,-2114,-4978,1806,5086,-1470,-5192,8,-14,-10,-6,8,-42,-10,-6,0
2685,2685,0,-4890,1140,5040,-814,-5086,544,5154,-164,-24,8,6,26,-8,-8,6,26,1184,5222,-888,-5346,522,5320,-240,-5380,-8,4,-10,-22,40,-24,24,-38,0
2686,2686,0,-5150,-108,5138,424,-5150,-718,5040,1088,24,24,-12,26,-8,24,6,-4,-108,5320,444,-5314,-778,5288,1060,-5192,40,-24,8,-38,-24,20,-10,-6,0
2687,2687,0,-4986,-1348,4922,1664,-4842,-1944,4714,2246,8,24,-12,26,24,24,-12,-4,-1384,5102,1690,-4944,-2010,4818,2296,-4678,56,20,-26,12,-8,-42,-10,12,0
2688,2688,0,-4562,-2522,4404,2844,-4258,-3002,4068,3290,24,-8,6,10,8,8,6,-24,-2632,4570,2928,-4366,-3152,4154,3384,-3946,-8,4,-26,-6,56,-14,8,-6,0
2689,2689,0,-3828,-3518,3600,3816,-3390,-3986,3112,4176,8,8,22,26,-24,40,-12,26,-3672,3644,3888,-3444,-4094,3130,4260,-2944,40,-58,8,-6,-24,-42,8,-22,0
2690,2690,0,-2886,-4334,2578,4510,-2318,-4630,2026,4768,8,-8,6,-24,-8,-24,22,26,-4444,2564,4602,-2284,-4748,1966,4858,-1748,-40,-14,-10,-6,-56,-42,-26,12,0
2691,2691,0,-1706,-4834,1418,4950,-1130,-5062,770,5046,-24,8,-12,10,-24,-24,6,-4,-4980,1332,5062,-1056,-5140,682,5174,-376,8,-42,24,-6,40,4,42,12,0
2692,2692,0,-464,-5078,172,5094,158,-5062,-478,5014,8,8,22,-4,-8,8,6,-4,-5204,-20,5190,240,-5188,-638,5158,958,8,-24,-10,-6,-24,-14,-10,-38,0
2693,2693,0,788,-5014,-1122,4894,1434,-4772,-1722,4688,-8,-24,6,10,-40,-24,6,10,-5060,-1308,5002,1554,-4892,-1960,4778,2228,-8,-14,8,-6,-24,20,-10,-38,0
2694,2694,0,2040,-4566,-2312,4398,2618,-4256,-2850,4064,-8,8,6,10,-8,24,-12,10,-4636,-2596,4484,2862,-4318,-3110,4166,3362,40,-42,-26,-6,-24,-14,-26,12,0
2695,2695,0,3182,-3822,-3356,3626,3638,-3322,-3842,3100,-8,8,-12,10,8,-8,-12,10,-3912,-3680,3728,3842,-3480,-4096,3256,4312,-24,20,8,-6,24,-24,-10,12,0
2696,2696,0,4084,-2874,-4278,2630,4426,-2322,-4566,2054,8,-8,-12,10,24,8,22,-4,-2992,-4458,2670,4606,-2408,-4812,2112,4906,40,-14,-10,-38,40,-42,-26,-6,0
2697,2697,0,4698,-1766,-4854,1472,4914,-1158,-5014,864,56,8,6,-24,8,-8,6,-24,-1828,-5114,1498,5120,-1202,-5204,916,5276,8,20,-10,-6,8,-14,-10,12,0
2698,2698,0,5058,-544,-5136,202,5122,50,-5160,-412,8,-8,6,26,-8,-8,-28,10,-554,-5368,228,5324,100,-5318,-416,5292,8,4,-26,28,-40,-58,-26,-6,0
2699,2699,0,5106,740,-5064,-1078,5026,1366,-4950,-1694,24,-8,-44,10,8,-8,6,-4,776,-5286,-1032,5152,1408,-5064,-1730,4956,-24,-24,-10,-6,-8,-42,24,-22,0
2700,2700,0,4810,1930,-4742,-2244,4554,2472,-4406,-2788,-8,-24,-12,40,8,8,-12,10,2030,-4846,-2296,4706,2606,-4550,-2830,4328,-8,4,24,-22,8,4,24,12,0
2701,2701,0,4276,3016,-4034,-3336,3862,3570,-3612,-3768,40,24,6,10,24,8,6,-4,3172,-4178,-3418,3908,3644,-3680,-3856,3428,24,4,8,12,40,-42,42,12,0
2702,2702,0,3430,3954,-3142,-4166,2842,4306,-2626,-4494,8,-24,6,10,-8,8,-12,10,4058,-3180,-4244,2910,4464,-2646,-4564,2278,-56,4,8,-22,8,-42,8,12,0
2703,2703,0,2350,4624,-2016,-4736,1738,4850,-1450,-4948,40,8,6,10,-8,-8,22,-40,4752,-1994,-4912,1684,5016,-1342,-5056,1024,8,36,-44,-22,-24,-14,8,28,0
2704,2704,0,1108,5012,-790,-5028,484,5060,-190,-5076,8,-24,-12,26,24,24,-12,10,5112,-704,-5168,356,5208,-68,-5168,-246,24,54,-44,-6,8,-24,24,-6,0
2705,2705,0,-160,5028,514,-4964,-826,4982,1112,-4900,8,8,-28,10,-8,-8,-28,-20,5208,632,-5136,-982,5096,1282,-5024,-1616,-24,-24,-10,-38,8,4,-10,-6,0
2706,2706,0,-1434,4788,1714,-4672,-2064,4544,2352,-4382,-8,-8,-28,10,-24,8,-12,-4,4936,1868,-4760,-2250,4624,2530,-4500,-2828,24,-42,-10,-22,-24,4,-10,-70,0
2707,2707,0,-2590,4224,2866,-4038,-3142,3854,3376,-3626,8,8,22,-4,8,-8,6,-4,4368,3130,-4144,-3346,3962,3628,-3712,-3864,40,-14,8,-22,8,-14,24,12,0
2708,2708,0,-3630,3416,3840,-3122,-4052,2888,4292,-2592,24,-24,-28,-24,-24,-24,22,-24,3516,4154,-3210,-4274,2996,4570,-2736,-4694,-24,4,-10,-22,-8,-58,8,-6,0
2709,2709,0,-4402,2328,4586,-2026,-4706,1756,4826,-1466,8,-24,22,-4,24,-8,6,-20,2446,4834,-2130,-4962,1822,5070,-1470,-5174,-40,-42,-26,-22,-40,-24,8,-6,0
2710,2710,0,-4938,1156,5040,-846,-5038,544,5106,-196,-8,-8,-12,-4,24,24,22,10,1200,5320,-872,-5290,506,5320,-240,-5380,-24,-58,24,-6,-24,20,-10,-38,0
2711,2711,0,-5150,-76,5122,424,-5118,-734,5074,1072,-8,8,6,-20,24,-8,-12,10,-108,5338,444,-5274,-762,5238,1076,-5174,-24,20,-10,-6,-40,-14,-10,-6,0
2712,2712,0,-4986,-1332,4906,1648,-4842,-1974,4714,2246,-8,8,6,10,24,-8,6,-4,-1416,5086,1690,-4978,-2010,4872,2312,-4694,-8,-42,8,-6,-8,20,-10,-6,0
2713,2713,0,-4578,-2522,4442,2844,-4226,-3018,4068,3306,-8,-24,-28,10,-8,-8,6,-4,-2632,4570,2896,-4384,-3120,4154,3416,-3946,24,-14,-44,-6,-8,4,24,-22,0
2714,2714,0,-3844,-3534,3616,3784,-3390,-3948,3144,4176,-8,8,-12,10,-8,-24,-12,10,-3624,3662,3856,-3428,-4094,3164,4292,-2894,8,4,24,-6,8,36,-26,-22,0
2715,2715,0,-2870,-4334,2578,4530,-2334,-4598,2058,4736,-8,-24,-12,-40,24,-8,-12,26,-4460,2564,4586,-2300,-4732,1950,4858,-1716,-24,4,-26,28,-8,-24,24,-6,0
2716,2716,0,-1722,-4834,1418,4966,-1114,-5014,770,5062,-8,-8,-12,-4,8,8,22,26,-4988,1332,5078,-1056,-5124,732,5174,-376,8,4,-10,-38,8,4,8,-22,0
2717,2717,0,-464,-5126,188,5094,174,-5094,-494,5030,24,-8,-12,10,24,-24,38,26,-5156,-4,5206,240,-5172,-638,5126,950,8,-14,8,-6,56,4,-10,-6,0
2718,2718,0,788,-5000,-1106,4862,1482,-4756,-1706,4720,8,-8,6,10,-8,-24,6,-20,-5092,-1326,5018,1586,-4908,-1960,4794,2278,-8,-58,-26,-6,-40,-14,-26,-22,0
2719,2719,0,2056,-4550,-2296,4414,2602,-4240,-2850,4064,-8,24,-12,40,8,-40,-12,10,-4684,-2564,4500,2846,-4318,-3078,4150,3412,40,-14,-10,-6,-8,4,-26,-22,0
2720,2720,0,3166,-3872,-3404,3626,3606,-3386,-3842,3146,8,-24,6,10,-8,8,22,10,-3928,-3630,3728,3874,-3496,-4096,3256,4296,-8,-14,24,-6,-8,-42,8,-6,0
2721,2721,0,4052,-2890,-4262,2582,4426,-2308,-4550,2054,-24,-8,22,10,8,24,22,10,-3008,-4458,2702,4672,-2408,-4764,2112,4988,-24,36,-10,-22,8,-14,-44,-6,0
2722,2722,0,4698,-1782,-4838,1472,4930,-1190,-5048,850,8,8,-12,26,24,8,6,10,-1800,-5064,1498,5168,-1186,-5236,892,5308,-8,4,8,-38,-8,4,-26,-38,0
2723,2723,0,5106,-498,-5080,218,5122,82,-5128,-396,8,24,-12,-4,8,-8,-12,-20,-586,-5352,228,5292,84,-5352,-400,5324,8,-14,-26,-6,-8,-24,24,-6,0
2724,2724,0,5122,724,-5080,-1094,5026,1366,-4918,-1708,8,-8,-12,-4,-24,-8,6,10,792,-5302,-1064,5202,1392,-5064,-1714,5004,24,20,-10,12,8,-24,8,-38,0
2725,2725,0,4882,1946,-4694,-2260,4570,2472,-4438,-2804,-8,24,6,-4,24,-8,6,-40,2030,-4812,-2296,4672,2574,-4524,-2878,4378,-8,-14,-26,-22,40,-14,-10,12,0
2726,2726,0,4212,3016,-4066,-3288,3830,3512,-3580,-3768,8,-8,-12,10,-8,24,6,10,3156,-4112,-3370,3908,3660,-3696,-3856,3460,8,-24,-44,12,-40,4,-26,-6,0
2727,2727,0,3390,3970,-3158,-4166,2842,4338,-2586,-4494,24,8,-12,-8,-8,-8,-12,-4,4090,-3164,-4260,2928,4432,-2596,-4600,2360,40,4,42,-22,-8,-42,8,-22,0
2728,2728,0,2308,4608,-1984,-4752,1722,4834,-1434,-4948,-8,8,-12,-20,-8,-8,38,10,4736,-2010,-4880,1652,5000,-1374,-5056,1008,8,4,8,-22,-24,-14,-26,-22,0
2729,2729,0,1108,4982,-758,-5060,452,5076,-190,-5076,-8,-8,22,-4,8,8,-12,10,5112,-754,-5184,372,5208,-36,-5184,-294,40,-42,-26,-6,-40,20,-10,-6,0
2730,2730,0,-160,5044,482,-5028,-842,4982,1080,-4884,-8,-8,6,10,-8,-8,-12,10,5208,594,-5136,-964,5096,1298,-5024,-1596,24,20,8,-22,40,4,-44,-6,0
2731,2731,0,-1434,4788,1714,-4656,-2064,4512,2336,-4350,-8,24,6,-4,24,24,6,10,4936,1868,-4816,-2234,4656,2482,-4500,-2828,-8,-14,24,12,8,-14,8,-22,0
2732,2732,0,-2606,4240,2850,-4022,-3126,3838,3408,-3626,-8,-8,22,10,24,8,6,10,4368,3066,-4112,-3378,3962,3580,-3728,-3914,24,4,-10,-6,-56,20,-10,28,0
2733,2733,0,-3630,3370,3808,-3122,-4036,2856,4276,-2628,8,-8,-12,26,24,-24,-12,-4,3484,4090,-3242,-4308,2980,4522,-2704,-4662,8,-14,8,-22,8,-14,8,-6,0
2734,2734,0,-4434,2344,4586,-2042,-4706,1772,4826,-1466,-8,8,6,10,-8,24,-12,-40,2446,4818,-2114,-4944,1838,5070,-1502,-5174,8,4,-10,12,40,20,8,-22,0
2735,2735,0,-4906,1140,4970,-846,-5070,514,5090,-222,-24,8,-28,10,8,8,-12,-4,1200,5272,-888,-5306,538,5338,-240,-5380,56,-14,-10,-6,56,-14,-26,-22,0
2736,2736,0,-5150,-76,5122,424,-5118,-704,5074,1056,24,-24,-12,-4,8,8,22,-40,-108,5354,444,-5306,-762,5288,1028,-5174,-8,20,-10,12,56,-58,-10,28,0
2737,2737,0,-5018,-1364,4906,1648,-4810,-1960,4714,2246,-8,-8,6,26,40,8,-12,10,-1400,5086,1674,-4944,-2026,4906,2296,-4712,24,-14,-26,-6,24,4,-10,28,0
2738,2738,0,-4578,-2506,4458,2790,-4242,-2986,4068,3338,8,8,-12,-4,8,24,6,26,-2600,4522,2880,-4384,-3136,4172,3384,-3930,8,-24,8,-6,-8,-42,-10,-6,0
2739,2739,0,-3860,-3534,3616,3784,-3374,-4002,3144,4176,24,40,-12,-4,24,-8,6,-40,-3624,3678,3856,-3394,-4094,3164,4276,-2862,8,4,8,28,40,-42,-26,28,0
2740,2740,0,-2854,-4334,2594,4530,-2334,-4630,2026,4752,8,-24,-12,26,40,40,-28,-24,-4476,2580,4570,-2332,-4732,1966,4858,-1716,-8,4,-10,12,-24,-42,-10,-6,0
2741,2741,0,-1738,-4834,1458,4982,-1130,-5014,786,5078,8,8,22,10,-8,-8,6,-40,-4996,1348,5066,-1056,-5108,682,5174,-376,56,20,-10,-22,8,-24,42,-6,0
2742,2742,0,-480,-5094,156,5078,174,-5046,-462,5030,-8,8,-12,26,8,40,6,-4,-5188,30,5254,306,-5172,-622,5174,918,40,-24,24,12,-40,-24,-26,12,0
2743,2743,0,788,-5000,-1138,4934,1466,-4724,-1722,4656,-8,-24,-12,-24,-24,-8,-28,-24,-5092,-1276,5002,1602,-4908,-1924,4794,2278,-40,4,-44,28,56,-42,-44,-38,0
2744,2744,0,2040,-4566,-2328,4366,2602,-4208,-2866,4048,-8,-8,6,26,-24,24,6,-24,-4652,-2564,4500,2828,-4334,-3094,4166,3378,40,-14,-10,-6,8,-42,-26,-22,0
2745,2745,0,3150,-3838,-3372,3658,3606,-3406,-3810,3146,24,24,6,10,8,8,6,10,-3982,-3614,3728,3858,-3512,-4128,3288,4312,72,4,-26,-38,-24,4,8,-22,0
2746,2746,0,4052,-2890,-4162,2630,4426,-2322,-4598,2054,8,8,6,10,24,-8,-12,10,-2960,-4474,2718,4672,-2408,-4846,2128,4956,24,-42,42,12,-72,-42,-10,12,0
2747,2747,0,4682,-1782,-4854,1456,4962,-1174,-5048,864,8,-8,-28,-24,24,24,22,10,-1784,-5048,1514,5168,-1186,-5270,892,5308,8,4,-10,12,-8,-24,-26,28,0
2748,2748,0,5058,-544,-5112,202,5154,98,-5144,-428,8,8,-12,-4,-8,-8,22,10,-554,-5384,260,5340,100,-5352,-400,5308,-8,4,-10,-38,24,20,8,-22,0
2749,2749,0,5138,724,-5088,-1062,4994,1366,-4966,-1694,-8,8,22,10,8,-8,6,-40,760,-5270,-1080,5184,1392,-5064,-1746,5004,8,4,-10,-6,56,20,-10,-6,0
2750,2750,0,4810,1930,-4694,-2244,4570,2488,-4422,-2788,24,-8,6,10,-24,-8,6,56,1982,-4812,-2296,4726,2590,-4550,-2878,4394,-8,20,8,-22,40,-14,-26,12,0
2751,2751,0,4228,3016,-4050,-3304,3830,3528,-3596,-3736,8,-8,-12,-4,-8,-8,-12,-40,3172,-4112,-3370,3908,3628,-3680,-3872,3476,40,4,-26,-6,24,36,-26,-6,0
2752,2752,0,3390,3986,-3126,-4166,2890,4338,-2618,-4510,-8,-8,-12,-20,8,-8,6,-24,4090,-3164,-4276,2960,4448,-2646,-4600,2310,-8,-14,8,12,8,4,-10,-6,0
2753,2753,0,2350,4640,-2032,-4768,1722,4866,-1450,-4948,8,8,6,10,8,24,-12,10,4720,-1994,-4896,1684,5000,-1358,-5040,1040,40,36,8,12,56,-24,-26,-6,0
2754,2754,0,1108,5044,-806,-5060,484,5060,-174,-5060,-8,-8,-12,10,8,-8,6,-4,5144,-704,-5184,422,5240,-36,-5184,-278,24,20,-10,-6,-40,-24,-10,-38,0
2755,2755,0,-192,5060,482,-5012,-842,4934,1080,-4884,24,-8,6,-40,-24,-8,22,26,5208,576,-5168,-964,5080,1298,-5008,-1634,-8,4,-26,-6,8,4,-26,-22,0
2756,2756,0,-1434,4788,1714,-4672,-2048,4544,2320,-4398,8,8,-12,-4,8,8,-12,26,4920,1918,-4776,-2250,4640,2482,-4468,-2812,24,-14,-10,12,40,-42,-26,28,0
2757,2757,0,-2622,4208,2850,-4022,-3142,3838,3392,-3626,24,8,6,-4,-24,-24,6,-24,4352,3082,-4128,-3312,3978,3612,-3712,-3898,40,20,24,-38,8,-42,24,-6,0
