Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc2_b1_1[15:0],u3_adc_analysis/adc2_b2_1[15:0],u3_adc_analysis/adc2_b3_1[15:0],u3_adc_analysis/adc2_b4_1[15:0],u3_adc_analysis/adc2_b1_2[15:0],u3_adc_analysis/adc2_b2_2[15:0],u3_adc_analysis/adc2_b3_2[15:0],u3_adc_analysis/adc2_b4_2[15:0],u3_adc_analysis/adc_en_vio_3
2022,2022,0,-204,-8490,-15450,-20958,-24214,-24940,-23324,-19488,50,-26,10,-4,2,-26,-8,14,0
2023,2023,0,-13814,-6718,776,8142,14668,19928,23252,24506,34,-10,26,-4,18,24,26,-4,0
2024,2024,0,23458,20104,14922,7778,-110,-8506,-15498,-20990,2,8,10,46,18,-10,-24,30,0
2025,2025,0,-24144,-24860,-23292,-19408,-13846,-6686,776,8142,18,-10,10,-20,18,-10,-8,-52,0
2026,2026,0,14684,19976,23220,24522,23458,20104,14922,7762,2,8,10,-20,2,8,-8,-4,0
2027,2027,0,-204,-8426,-15466,-20990,-24096,-24956,-23356,-19456,-14,8,10,46,2,8,10,-4,0
2028,2028,0,-13830,-6654,744,8110,14668,20024,23284,24490,2,8,10,-4,2,8,26,-4,0
2029,2029,0,23458,20120,14938,7838,-172,-8522,-15514,-20990,-14,24,26,-4,34,32,10,30,0
2030,2030,0,-24198,-24924,-23324,-19440,-13814,-6654,744,8158,18,-10,-24,-4,2,8,-8,30,0
2031,2031,0,14668,19976,23268,24490,23474,20152,14878,7838,34,-10,26,-4,2,8,10,14,0
2032,2032,0,-126,-8490,-15450,-20990,-24214,-24908,-23308,-19440,34,24,-24,14,34,8,26,-20,0
2033,2033,0,-13830,-6686,760,8158,14620,20024,23284,24506,2,-10,-8,30,18,-10,10,46,0
2034,2034,0,23490,20104,14878,7762,-204,-8474,-15450,-20942,18,-10,-24,14,18,-10,26,14,0
2035,2035,0,-24198,-24940,-23308,-19440,-13782,-6654,712,8174,34,-10,-8,14,2,8,-24,14,0
2036,2036,0,14706,19992,23284,24490,23474,20136,14862,7854,2,48,10,-4,18,16,10,14,0
2037,2037,0,-110,-8458,-15482,-20990,-24198,-24940,-23292,-19424,34,8,-8,-20,18,-26,10,-4,0
2038,2038,0,-13846,-6686,712,8174,14668,19960,23268,24506,-14,-26,-8,14,-14,24,26,-4,0
2039,2039,0,23490,20120,14782,7794,-220,-8490,-15482,-20990,2,-10,26,-4,18,8,-8,-20,0
2040,2040,0,-24230,-24924,-23324,-19424,-13830,-6622,728,8158,2,8,-8,-20,-14,-26,-24,-36,0
2041,2041,0,14668,19992,23188,24490,23458,20104,14878,7762,2,-26,26,14,34,24,-8,-4,0
2042,2042,0,-220,-8442,-15466,-20990,-24198,-24892,-23324,-19488,2,8,10,-4,18,24,10,-20,0
2043,2043,0,-13782,-6670,696,8110,14684,19960,23268,24506,2,8,10,-4,-30,-10,-24,14,0
2044,2044,0,23474,20168,14938,7762,-236,-8474,-15418,-20942,-14,8,26,14,34,-26,-8,-4,0
2045,2045,0,-24214,-24956,-23324,-19456,-13830,-6702,776,8158,50,-10,-8,-4,-14,8,26,-20,0
2046,2046,0,14684,19976,23236,24522,23522,20152,14814,7794,2,24,10,-4,18,24,26,-4,0
2047,2047,0,-204,-8490,-15498,-20926,-24182,-24908,-23340,-19440,34,8,10,-36,34,-10,26,46,0
2048,2048,1,-13846,-6686,744,8158,14684,20008,23236,24522,34,-10,10,-4,18,8,-8,14,1
2049,2049,0,23458,20152,14938,7762,-188,-8474,-15450,-20958,34,8,-8,-20,18,8,26,-4,1
2050,2050,0,-24144,-24892,-23324,-19488,-13798,-6622,776,8094,2,-26,10,14,18,8,10,-36,1
2051,2051,0,14684,20024,23284,24490,23474,20120,14954,7838,-14,-10,10,-4,18,32,26,14,1
2052,2052,0,-188,-8490,-15482,-20942,-24176,-24956,-23276,-19440,18,8,10,-4,2,-10,-24,-4,1
2053,2053,0,-13814,-6638,776,8174,14722,20008,23236,24506,18,48,10,-4,34,-10,10,30,1
2054,2054,0,23458,20104,14846,7822,-236,-8490,-15394,-20990,-14,8,-8,30,34,8,10,14,1
2055,2055,0,-24160,-24940,-23308,-19440,-13798,-6670,760,8142,34,8,-8,-4,2,8,42,14,1
2056,2056,0,14652,20008,23252,24474,23458,20136,14922,7804,18,-10,26,-4,2,32,26,-4,1
2057,2057,0,-220,-8458,-15426,-21022,-24144,-24940,-23276,-19440,2,8,-24,62,18,48,10,14,1
2058,2058,0,-13782,-6638,792,8142,14652,19992,23300,24506,18,48,10,30,-30,-26,26,14,1
2059,2059,0,23474,20136,14846,7778,-220,-8522,-15434,-20958,18,24,-8,14,18,-10,26,-4,1
2060,2060,0,-24198,-24956,-23292,-19456,-13814,-6670,728,8142,18,8,42,-4,2,24,42,-4,1
2061,2061,0,14652,19992,23284,24554,23490,20104,14922,7822,18,-10,42,-36,34,-10,58,-20,1
2062,2062,0,-156,-8522,-15466,-20974,-24160,-24908,-23260,-19424,-14,8,-8,-4,2,-26,-24,-20,1
2063,2063,0,-13814,-6638,776,8142,14668,19976,23316,24522,2,8,10,30,34,24,10,30,1
2064,2064,0,23490,20152,14938,7746,-204,-8458,-15450,-20942,18,24,26,30,2,24,10,30,1
2065,2065,0,-24144,-24892,-23324,-19408,-13798,-6670,728,8158,34,32,-24,14,2,8,10,-36,1
2066,2066,0,14738,19944,23236,24474,23458,20120,14846,7778,34,8,26,30,2,24,10,-4,1
2067,2067,0,-172,-8426,-15418,-20990,-24198,-24924,-23260,-19456,-14,-10,10,-4,18,-10,26,30,1
2068,2068,0,-13766,-6670,792,8158,14668,19992,23236,24490,18,8,10,30,2,24,10,-4,1
2069,2069,0,23490,20152,14846,7746,-204,-8474,-15434,-20974,-30,8,10,14,2,8,-8,-4,1
2070,2070,0,-24176,-24892,-23292,-19424,-13782,-6654,744,8142,34,8,10,-4,18,-26,-24,14,1
2071,2071,0,14722,20024,23252,24570,23506,20104,14862,7778,2,8,42,14,34,24,10,14,1
2072,2072,0,-188,-8522,-15466,-20958,-24160,-24972,-23292,-19456,18,-10,10,14,18,8,26,14,1
2073,2073,0,-13782,-6654,760,8142,14668,20040,23220,24490,18,-10,26,14,-14,32,10,-20,1
2074,2074,0,23442,20104,14814,7762,-172,-8490,-15434,-21022,18,-10,-8,-4,2,32,10,14,1
2075,2075,0,-24198,-24940,-23292,-19456,-13846,-6638,760,8142,-14,-26,10,-4,2,32,42,-4,1
2076,2076,0,14668,19976,23284,24490,23506,20088,14878,7746,50,-10,26,-4,34,8,-24,-4,1
2077,2077,0,-188,-8506,-15450,-20958,-24144,-24940,-23324,-19456,2,48,-24,14,18,-26,-8,-20,1
2078,2078,0,-13798,-6606,792,8190,14684,19944,23236,24490,18,-10,42,14,18,8,10,30,1
2079,2079,0,23490,20088,14862,7822,-236,-8458,-15482,-20990,2,8,10,14,2,8,-24,30,1
2080,2080,0,-24144,-24972,-23292,-19392,-13846,-6686,712,8142,18,48,10,-4,18,-10,10,-20,1
2081,2081,0,14668,19992,23252,24474,23490,20136,14878,7762,2,-10,-40,-20,-30,24,26,30,1
2082,2082,0,-188,-8474,-15466,-20990,-24160,-24940,-23276,-19456,18,-10,10,-4,34,8,42,-4,1
2083,2083,0,-13830,-6702,744,8174,14738,20024,23268,24474,18,8,-8,-4,18,8,26,30,1
2084,2084,0,23458,20184,14922,7746,-172,-8474,-15466,-20990,34,8,-8,-4,2,-26,10,46,1
2085,2085,0,-24198,-24892,-23292,-19440,-13782,-6654,792,8158,2,-10,10,14,2,8,10,-20,1
2086,2086,0,14754,20024,23220,24490,23474,20152,14862,7778,-14,8,-8,30,-14,8,10,-4,1
2087,2087,0,-172,-8522,-15482,-20974,-24176,-24908,-23276,-19456,-14,-10,42,-4,-14,8,-24,-20,1
2088,2088,0,-13814,-6670,792,8174,14636,19976,23268,24506,-30,8,10,14,18,8,10,14,1
2089,2089,0,23474,20104,14862,7762,-220,-8506,-15434,-20974,18,-26,42,14,-14,-10,42,-4,1
2090,2090,0,-24160,-24908,-23260,-19456,-13862,-6670,808,8158,-14,-26,42,14,2,-26,10,14,1
2091,2091,0,14668,19960,23268,24506,23490,20120,14798,7778,2,-26,10,-20,2,8,10,14,1
2092,2092,0,-204,-8506,-15418,-20942,-24176,-24940,-23292,-19440,2,-10,10,30,2,-10,-24,30,1
2093,2093,0,-13846,-6622,792,8190,14684,20024,23284,24474,18,8,-8,-4,-14,-10,10,14,1
2094,2094,0,23490,20104,14846,7822,-252,-8490,-15466,-20974,2,24,42,30,2,24,10,-36,1
2095,2095,0,-24176,-24940,-23308,-19440,-13814,-6686,760,8174,-14,8,10,14,50,-10,-8,-4,1
2096,2096,0,14700,19976,23268,24522,23490,20088,14846,7746,2,24,-8,-20,50,-10,10,30,1
2097,2097,0,-204,-8490,-15466,-20926,-24128,-24940,-23276,-19424,-30,8,10,14,18,8,-8,-4,1
2098,2098,0,-13798,-6622,776,8142,14706,20008,23252,24458,2,-26,-8,-4,2,24,-24,-4,1
2099,2099,0,23458,20104,14922,7838,-188,-8538,-15466,-20974,18,-10,10,-36,18,8,26,-4,1
2100,2100,0,-24198,-24908,-23276,-19488,-13814,-6654,792,8190,2,-10,10,-4,2,-10,10,14,1
2101,2101,0,14722,20024,23236,24474,23474,20136,14938,7762,2,-26,-8,14,50,8,10,14,1
2102,2102,0,-252,-8474,-15450,-20958,-24230,-24972,-23308,-19456,-14,-26,10,-20,34,8,26,-4,1
2103,2103,0,-13830,-6686,824,8174,14706,19976,23252,24490,18,-10,10,-20,18,8,10,14,1
2104,2104,0,23506,20088,14878,7762,-204,-8506,-15450,-20958,34,8,10,14,18,-10,26,30,1
2105,2105,0,-24160,-24892,-23292,-19424,-13798,-6622,744,8174,18,-10,10,14,18,8,10,-4,1
2106,2106,0,14684,19992,23252,24490,23490,20120,14862,7822,2,24,10,14,2,48,10,-4,1
2107,2107,0,-172,-8458,-15466,-20990,-24160,-24908,-23276,-19424,2,-26,10,14,2,-26,10,-4,1
2108,2108,0,-13766,-6654,760,8174,14738,20040,23236,24458,2,8,10,14,34,24,10,-20,1
2109,2109,0,23506,20168,14922,7746,-156,-8506,-15450,-20958,18,8,10,-4,18,8,10,-4,1
2110,2110,0,-24198,-24908,-23292,-19408,-13798,-6654,808,8210,-30,-10,10,-4,2,-10,10,30,1
2111,2111,0,14722,19992,23268,24522,23490,20072,14862,7794,2,8,10,-4,2,-10,10,-4,1
2112,2112,0,-220,-8522,-15482,-20990,-24176,-24940,-23276,-19456,-14,-10,-24,14,18,-10,10,-4,1
2113,2113,0,-13846,-6670,808,8174,14588,19992,23268,24490,2,8,10,-4,18,-10,26,30,1
2114,2114,0,23458,20088,14846,7746,-220,-8506,-15498,-21022,2,-26,26,30,2,24,-8,-4,1
2115,2115,0,-24198,-24972,-23292,-19440,-13798,-6638,728,8206,2,24,-24,30,2,-26,42,46,1
2116,2116,0,14668,20008,23268,24522,23426,20152,14862,7714,18,8,42,-20,2,8,-8,-4,1
2117,2117,0,-172,-8522,-15426,-20974,-24128,-24908,-23324,-19424,2,24,26,-4,18,24,26,30,1
2118,2118,0,-13798,-6622,792,8158,14738,19960,23220,24490,2,-26,-8,-4,18,8,10,-4,1
2119,2119,0,23474,20120,14846,7822,-220,-8506,-15450,-20958,-14,8,10,14,2,-26,10,-4,1
2120,2120,0,-24230,-24908,-23260,-19392,-13782,-6590,776,8142,18,-10,10,-4,2,-26,10,-20,1
2121,2121,0,14738,20024,23236,24506,23474,20072,14830,7746,18,-26,-24,14,18,8,-24,-20,1
2122,2122,0,-172,-8474,-15530,-21054,-24214,-24972,-23292,-19408,34,-10,10,46,-14,8,10,-4,1
2123,2123,0,-13814,-6638,760,8142,14652,19992,23268,24490,18,-10,10,30,2,8,10,-4,1
2124,2124,0,23442,20040,14846,7746,-236,-8538,-15498,-20942,34,-26,-8,14,2,-10,-8,14,1
2125,2125,0,-24230,-24940,-23308,-19456,-13846,-6622,792,8190,18,8,-24,-4,2,8,-8,-4,1
2126,2126,0,14684,19944,23220,24522,23458,20104,14830,7762,34,8,42,-20,-14,-26,10,30,1
2127,2127,0,-268,-8538,-15482,-20990,-24294,-24988,-23308,-19408,2,-10,26,30,34,24,-8,-4,1
2128,2128,0,-13798,-6622,760,8174,14636,19992,23252,24474,2,24,-8,14,18,48,-24,-4,1
2129,2129,0,23426,20136,14830,7794,-220,-8522,-15482,-20942,-30,-26,-8,30,18,-10,-8,14,1
2130,2130,0,-24160,-24940,-23340,-19424,-13814,-6622,808,8210,2,-26,-8,-4,-14,8,10,14,1
2131,2131,0,14684,19992,23268,24522,23490,20072,14830,7794,50,8,-24,14,18,24,-8,30,1
2132,2132,0,-252,-8490,-15450,-20974,-24160,-24972,-23324,-19424,2,8,10,-4,2,-26,10,30,1
2133,2133,0,-13766,-6638,808,8158,14700,20040,23284,24522,18,-10,10,-20,2,8,-8,-20,1
2134,2134,0,23490,20104,14846,7778,-110,-8490,-15482,-20990,18,-10,10,-4,18,48,26,-4,1
2135,2135,0,-24230,-24924,-23324,-19424,-13766,-6686,824,8174,2,-10,26,-20,18,8,26,-4,1
2136,2136,0,14722,20008,23252,24490,23426,20072,14862,7778,18,8,10,-20,2,8,10,-20,1
2137,2137,0,-188,-8522,-15466,-20958,-24246,-24940,-23308,-19424,2,-10,-8,30,18,8,10,-4,1
2138,2138,0,-13846,-6654,792,8194,14706,20040,23236,24490,2,24,-8,46,2,-10,10,-4,1
2139,2139,0,23458,20072,14814,7730,-236,-8522,-15450,-20990,-14,24,42,14,2,-10,-24,46,1
2140,2140,0,-24160,-24956,-23276,-19440,-13798,-6654,776,8158,-14,8,10,-4,2,8,26,-20,1
2141,2141,0,14652,19960,23236,24554,23474,20088,14814,7746,18,8,10,-4,18,8,10,-4,1
2142,2142,0,-220,-8522,-15482,-20990,-24182,-24940,-23292,-19456,-14,40,-8,14,18,8,10,14,1
2143,2143,0,-13798,-6622,728,8158,14684,20024,23268,24490,-14,8,10,-20,-30,-10,10,-4,1
2144,2144,0,23474,20136,14862,7746,-220,-8522,-15498,-20974,18,8,10,30,18,8,10,-4,1
2145,2145,0,-24230,-24908,-23324,-19456,-13814,-6638,776,8142,2,-10,-8,-20,18,-10,10,-4,1
2146,2146,0,14722,19960,23268,24490,23474,20088,14830,7762,18,24,-24,14,2,24,42,-20,1
2147,2147,0,-300,-8570,-15498,-21022,-24278,-24940,-23324,-19424,34,8,-24,-4,2,8,-24,14,1
2148,2148,0,-13782,-6622,776,8142,14706,19976,23268,24506,18,24,10,-4,2,-42,10,-20,1
2149,2149,0,23458,20056,14814,7762,-284,-8522,-15482,-20990,18,8,26,-4,2,8,-40,-4,1
2150,2150,0,-24198,-24924,-23276,-19408,-13798,-6606,792,8190,18,-26,10,-36,-14,-10,10,-20,1
2151,2151,0,14684,20008,23284,24506,23426,20104,14846,7822,-14,-10,10,14,18,-10,42,14,1
2152,2152,0,-268,-8522,-15482,-20958,-24176,-24972,-23324,-19456,2,8,-8,-4,2,-10,10,-4,1
2153,2153,0,-13862,-6622,776,8158,14668,19976,23236,24570,2,-26,10,-4,2,24,10,-4,1
2154,2154,0,23474,20120,14814,7762,-188,-8522,-15530,-20958,2,-10,-8,-4,2,8,26,-4,1
2155,2155,0,-24246,-24956,-23340,-19424,-13766,-6638,776,8210,-14,8,26,-4,18,-10,-24,-4,1
2156,2156,0,14738,20024,23236,24458,23474,20120,14846,7746,18,8,-8,-20,2,8,-8,14,1
2157,2157,0,-284,-8554,-15498,-20974,-24262,-25004,-23324,-19408,-30,8,10,-20,18,24,-8,-20,1
2158,2158,0,-13798,-6670,760,8210,14684,20040,23252,24442,18,-10,26,14,2,8,42,30,1
2159,2159,0,23442,20056,14846,7746,-220,-8538,-15498,-20990,2,24,10,46,34,24,26,30,1
2160,2160,0,-24182,-24924,-23324,-19424,-13782,-6606,792,8206,2,-26,10,30,34,8,-8,14,1
2161,2161,0,14684,20008,23284,24522,23474,20120,14798,7762,34,8,26,-4,18,8,26,-20,1
2162,2162,0,-252,-8538,-15498,-20974,-24182,-24940,-23340,-19440,18,8,26,-4,2,8,10,-36,1
2163,2163,0,-13798,-6670,760,8174,14668,20008,23220,24474,-14,-10,10,-20,-30,24,26,-4,1
2164,2164,0,23490,20120,14766,7714,-220,-8506,-15450,-20990,18,48,-8,-4,34,-10,-24,14,1
2165,2165,0,-24144,-24924,-23308,-19424,-13830,-6638,840,8190,2,24,42,-4,34,-10,26,-4,1
2166,2166,0,14738,20056,23284,24458,23474,20056,14846,7730,18,-10,-8,46,18,8,-8,14,1
2167,2167,0,-236,-8522,-15498,-21022,-24214,-24940,-23324,-19440,2,8,42,14,18,24,10,-20,1
2168,2168,0,-13750,-6686,728,8142,14722,20008,23252,24554,2,-26,-24,-20,-14,-10,26,-4,1
2169,2169,0,23458,20072,14846,7778,-236,-8554,-15498,-20990,34,8,26,-4,2,8,26,-4,1
2170,2170,0,-24198,-25004,-23308,-19376,-13766,-6638,808,8242,18,8,10,30,18,8,42,-4,1
2171,2171,0,14722,19960,23268,24522,23490,20088,14862,7746,2,-10,42,14,34,-26,26,-4,1
2172,2172,0,-204,-8554,-15530,-20990,-24160,-24940,-23308,-19424,34,8,10,14,18,-10,26,30,1
2173,2173,0,-13766,-6590,792,8226,14700,20024,23284,24522,-14,-10,-8,-4,2,8,-24,-4,1
2174,2174,0,23506,20104,14878,7762,-252,-8506,-15450,-20974,2,-10,10,14,18,-26,-8,-4,1
2175,2175,0,-24160,-24924,-23228,-19408,-13798,-6542,840,8226,2,-10,10,-36,2,-10,10,14,1
2176,2176,0,14738,20024,23332,24522,23474,20104,14862,7762,-30,8,42,-20,2,-10,10,30,1
2177,2177,0,-236,-8522,-15434,-20990,-24144,-24924,-23276,-19424,2,8,-8,14,34,8,26,-4,1
2178,2178,0,-13782,-6590,792,8142,14786,20040,23268,24506,18,8,10,-4,2,8,26,-4,1
2179,2179,0,23506,20104,14878,7778,-284,-8522,-15482,-20974,18,-26,10,-20,-14,8,-8,-20,1
2180,2180,0,-24182,-24956,-23276,-19456,-13814,-6622,776,8210,2,-26,42,-4,18,-26,26,-4,1
2181,2181,0,14722,20024,23316,24506,23506,20088,14814,7778,18,8,26,14,2,-10,10,14,1
2182,2182,0,-204,-8506,-15498,-21054,-24230,-24972,-23260,-19392,50,-10,-24,-4,-14,-26,26,-4,1
2183,2183,0,-13734,-6638,808,8142,14770,20056,23284,24506,2,8,10,-4,18,8,26,14,1
2184,2184,0,23506,20168,14922,7746,-236,-8602,-15498,-20990,34,-10,10,-4,2,-10,-8,-20,1
2185,2185,0,-24176,-24908,-23276,-19392,-13734,-6606,760,8242,34,-26,10,46,34,8,10,30,1
2186,2186,0,14770,19992,23252,24474,23554,20104,14814,7746,2,8,10,14,2,-10,10,-4,1
2187,2187,0,-268,-8554,-15498,-20990,-24198,-24972,-23276,-19456,18,-26,10,14,18,-10,-24,-20,1
2188,2188,0,-13766,-6606,840,8174,14770,20024,23284,24490,2,-10,-8,14,2,8,10,-4,1
2189,2189,0,23442,20104,14830,7762,-236,-8570,-15498,-20990,2,8,-40,-4,2,8,-8,14,1
2190,2190,0,-24160,-24988,-23276,-19424,-13750,-6606,760,8226,2,24,42,-4,-14,8,-8,-4,1
2191,2191,0,14722,20008,23236,24490,23442,20136,14878,7778,2,32,26,14,34,-10,-24,-4,1
2192,2192,0,-204,-8538,-15498,-20958,-24160,-24924,-23276,-19440,2,8,10,-20,2,8,10,30,1
2193,2193,0,-13814,-6606,808,8174,14738,20024,23268,24522,-14,-26,10,14,34,48,-40,14,1
2194,2194,0,23506,20072,14846,7746,-284,-8554,-15530,-20990,18,-10,26,-4,18,-10,26,-4,1
2195,2195,0,-24160,-24924,-23276,-19456,-13798,-6670,808,8158,2,8,26,-4,50,8,10,30,1
2196,2196,0,14738,20056,23236,24426,23474,20120,14846,7714,50,8,26,-4,18,8,26,14,1
2197,2197,0,-252,-8554,-15514,-20958,-24246,-24956,-23356,-19408,2,24,10,-20,-14,24,10,14,1
2198,2198,0,-13782,-6606,808,8174,14754,20024,23236,24506,2,8,42,-20,2,8,10,14,1
2199,2199,0,23474,20104,14846,7762,-236,-8586,-15530,-20974,18,24,58,-20,34,-10,10,-20,1
2200,2200,0,-24182,-24924,-23260,-19424,-13798,-6622,792,8142,-14,-10,10,-4,-14,24,26,-4,1
2201,2201,0,14668,20024,23300,24522,23410,20088,14798,7730,2,-26,-8,14,2,8,26,30,1
2202,2202,0,-268,-8554,-15514,-20958,-24160,-24908,-23260,-19424,34,8,-8,14,-14,24,26,-20,1
2203,2203,0,-13830,-6606,792,8242,14722,20008,23268,24522,2,8,10,-4,18,-10,-8,-4,1
2204,2204,0,23442,20104,14846,7778,-236,-8602,-15514,-20958,2,-10,-8,-4,18,-10,10,-4,1
2205,2205,0,-24176,-24940,-23276,-19440,-13814,-6622,776,8242,18,-26,26,14,-14,8,10,14,1
2206,2206,0,14754,20008,23236,24490,23458,20040,14830,7746,18,-26,-8,14,2,8,10,14,1
2207,2207,0,-300,-8506,-15466,-20990,-24214,-24972,-23292,-19456,18,24,10,-4,2,8,10,-20,1
2208,2208,0,-13814,-6558,792,8174,14754,19976,23268,24474,18,-42,-8,14,-14,-10,10,-20,1
2209,2209,0,23442,20088,14814,7730,-236,-8522,-15530,-20990,34,-10,-8,-4,-14,-26,-8,-4,1
2210,2210,0,-24198,-25004,-23292,-19440,-13766,-6638,760,8258,2,-10,26,-4,2,8,42,-20,1
2211,2211,0,14770,19976,23268,24474,23442,20088,14862,7714,2,8,-8,-4,2,8,-24,30,1
2212,2212,0,-268,-8506,-15498,-20926,-24214,-24972,-23228,-19408,-14,24,-24,14,2,24,-8,-20,1
2213,2213,0,-13766,-6606,840,8226,14684,20024,23252,24474,34,8,26,-20,2,8,26,14,1
2214,2214,0,23458,20072,14830,7730,-252,-8522,-15498,-20990,18,8,10,14,34,-10,10,-4,1
2215,2215,0,-24176,-24924,-23308,-19392,-13814,-6638,792,8190,18,32,-8,-20,2,32,-8,14,1
2216,2216,0,14722,20008,23252,24554,23442,20088,14814,7746,2,8,-24,-36,2,8,26,14,1
2217,2217,0,-268,-8522,-15498,-21022,-24198,-24940,-23292,-19424,-14,8,10,14,-30,-26,-40,-4,1
2218,2218,0,-13750,-6638,808,8174,14738,20024,23268,24506,18,-26,-8,-4,18,8,26,-20,1
2219,2219,0,23426,20088,14830,7714,-236,-8490,-15498,-20990,18,24,10,-36,-14,-10,42,14,1
2220,2220,0,-24160,-24972,-23276,-19392,-13766,-6622,792,8242,34,-10,10,-4,2,8,10,-4,1
2221,2221,0,14738,19992,23252,24490,23490,20104,14846,7698,50,-26,10,14,-14,-26,-8,-4,1
2222,2222,0,-268,-8554,-15482,-21054,-24230,-24892,-23276,-19424,50,8,26,-20,34,40,-24,-36,1
2223,2223,0,-13766,-6606,824,8190,14706,19976,23284,24506,18,24,-24,-4,2,8,-8,-20,1
2224,2224,0,23410,20104,14846,7746,-220,-8538,-15466,-21038,2,-42,-8,14,-30,-26,26,-4,1
2225,2225,0,-24230,-24940,-23308,-19376,-13750,-6654,808,8210,-14,-26,26,-4,-14,24,26,14,1
2226,2226,0,14770,19992,23236,24522,23458,20104,14830,7762,18,8,26,-20,2,8,-8,14,1
2227,2227,0,-236,-8538,-15514,-20990,-24246,-24972,-23244,-19340,2,8,10,-36,50,-10,-24,-4,1
2228,2228,0,-13750,-6590,808,8226,14738,20008,23268,24490,2,24,10,-20,18,24,-8,30,1
2229,2229,0,23426,20104,14830,7730,-268,-8570,-15498,-20990,2,64,10,14,18,8,-8,-36,1
2230,2230,0,-24214,-24940,-23276,-19376,-13766,-6590,824,8174,18,-42,10,14,-14,8,26,14,1
2231,2231,0,14738,20056,23268,24522,23474,20072,14814,7730,2,8,10,-4,2,-26,26,-20,1
2232,2232,0,-252,-8554,-15514,-20990,-24198,-24908,-23340,-19488,2,8,-40,30,2,8,-8,-4,1
2233,2233,0,-13766,-6590,808,8174,14684,20056,23300,24506,2,8,42,-20,2,8,-24,-4,1
2234,2234,0,23458,20104,14814,7746,-300,-8554,-15514,-20990,2,8,26,-4,-14,8,10,-20,1
2235,2235,0,-24246,-24940,-23292,-19392,-13750,-6590,792,8190,2,24,26,14,34,-10,42,14,1
2236,2236,0,14738,20040,23252,24490,23458,20088,14798,7730,2,-10,42,14,18,8,10,-4,1
2237,2237,0,-284,-8538,-15482,-20958,-24230,-24988,-23260,-19392,2,48,10,30,-14,-26,10,14,1
2238,2238,0,-13766,-6558,760,8174,14738,20024,23284,24522,2,8,10,14,2,-10,42,14,1
2239,2239,0,23426,20072,14814,7746,-236,-8538,-15548,-21022,-46,8,42,-4,2,48,10,-36,1
2240,2240,0,-24230,-24892,-23292,-19392,-13782,-6606,824,8206,34,-10,26,-4,-30,-10,26,14,1
2241,2241,0,14684,20008,23220,24522,23490,20104,14830,7762,-46,-26,-24,-4,-14,-10,10,-20,1
2242,2242,0,-220,-8506,-15434,-20990,-24246,-24908,-23244,-19408,2,8,10,30,34,24,10,-4,1
2243,2243,0,-13798,-6574,808,8242,14738,19976,23300,24490,34,-42,-8,-4,34,24,26,14,1
2244,2244,0,23458,20072,14814,7762,-252,-8554,-15514,-21038,18,32,26,14,18,-26,26,-4,1
2245,2245,0,-24144,-24892,-23276,-19392,-13766,-6590,808,8190,-14,8,42,14,-14,-10,-8,-20,1
2246,2246,0,14738,20024,23316,24522,23426,20088,14846,7762,-14,-10,-24,30,2,-26,26,14,1
2247,2247,0,-268,-8522,-15466,-20990,-24198,-24908,-23260,-19392,-14,8,42,30,-14,24,10,-4,1
2248,2248,0,-13718,-6638,808,8258,14706,20040,23316,24506,-14,-10,26,-4,18,8,10,30,1
2249,2249,0,23474,20120,14798,7746,-252,-8586,-15482,-20990,-14,-26,26,-4,-14,-10,26,14,1
2250,2250,0,-24246,-24924,-23260,-19392,-13798,-6590,824,8258,2,48,-8,-4,2,-10,10,-20,1
2251,2251,0,14770,20056,23284,24522,23410,20136,14878,7730,2,8,10,-36,50,8,26,14,1
2252,2252,0,-284,-8538,-15482,-20990,-24230,-24972,-23244,-19424,18,-10,10,30,2,-10,26,14,1
2253,2253,0,-13798,-6622,808,8174,14754,20008,23284,24474,2,8,10,-4,2,-10,26,-4,1
2254,2254,0,23474,20072,14862,7762,-300,-8538,-15548,-20974,18,48,-24,-36,-14,8,10,-4,1
2255,2255,0,-24198,-24940,-23276,-19340,-13750,-6638,824,8210,-46,-10,10,30,2,-10,-8,-4,1
2256,2256,0,14770,20024,23252,24522,23506,20104,14798,7730,-30,24,26,-20,-14,24,10,-36,1
2257,2257,0,-236,-8538,-15530,-20990,-24214,-24876,-23260,-19356,18,48,-8,-4,2,8,10,14,1
2258,2258,0,-13750,-6622,808,8226,14754,20040,23300,24474,-30,-10,42,78,18,8,10,30,1
2259,2259,0,23442,20136,14830,7714,-268,-8618,-15482,-20990,2,8,-8,14,18,24,-8,14,1
2260,2260,0,-24176,-24988,-23324,-19424,-13782,-6606,840,8226,18,-10,10,30,18,8,10,30,1
2261,2261,0,14754,19992,23268,24490,23490,20088,14798,7714,18,-10,10,30,50,24,10,14,1
2262,2262,0,-300,-8554,-15548,-20990,-24214,-24892,-23292,-19408,2,-26,-8,30,18,-10,-8,30,1
2263,2263,0,-13734,-6542,840,8210,14754,20040,23300,24538,-14,8,10,-4,2,8,-8,14,1
