Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/adc_en_vio_2
2483,2483,0,-10214,-2958,4632,11458,17358,21644,23900,24018,8,22,-20,-30,-8,6,14,20,1
2484,2484,0,21948,17546,11238,3828,-4448,-11998,-18416,-22670,-8,6,14,4,-8,6,-4,4,1
2485,2485,0,-24632,-24144,-21436,-16676,-10246,-2942,4600,11394,8,-12,-4,-30,-8,38,30,-14,1
2486,2486,0,17406,21644,23948,23986,21916,17578,11222,3844,8,-12,-4,20,24,-12,30,-30,1
2487,2487,0,-4432,-11982,-18384,-22670,-24632,-24176,-21452,-16660,8,6,30,36,24,6,-4,20,1
2488,2488,0,-10214,-2942,4664,11506,17406,21724,23932,24038,-8,6,-20,4,8,22,-20,-14,1
2489,2489,0,21852,17578,11222,3812,-4400,-11966,-18384,-22744,-8,-12,-20,4,-36,6,14,-14,1
2490,2490,0,-24678,-24144,-21388,-16676,-10324,-2942,4632,11394,8,6,14,-14,8,-28,14,4,1
2491,2491,0,17438,21692,23900,24054,21900,17610,11254,3796,24,-12,14,4,40,6,-36,4,1
2492,2492,0,-4416,-11950,-18352,-22702,-24678,-24112,-21420,-16660,8,38,-20,-30,-36,-12,-4,4,1
2493,2493,0,-10214,-2942,4664,11458,17374,21644,23932,24018,-8,-28,-4,20,24,-12,-20,-30,1
2494,2494,0,21852,17594,11190,3828,-4432,-11966,-18416,-22702,8,-12,-4,-14,24,6,-20,20,1
2495,2495,0,-24616,-24160,-21404,-16676,-10198,-2942,4648,11410,-8,-28,-20,4,-8,-12,-4,-14,1
2496,2496,0,17406,21660,23932,24070,21900,17662,11222,3812,8,22,14,-30,8,-12,-20,4,1
2497,2497,0,-4432,-11982,-18416,-22734,-24678,-24144,-21404,-16644,24,6,30,4,-8,6,-4,-14,1
2498,2498,0,-10214,-2942,4744,11394,17438,21644,23932,24054,8,22,14,-14,24,-12,-36,-14,1
2499,2499,0,21884,17630,11222,3812,-4432,-11982,-18432,-22718,24,6,-20,36,8,6,-20,20,1
2500,2500,0,-24678,-24144,-21404,-16660,-10182,-2990,4616,11378,-8,-28,-36,4,8,38,30,20,1
2501,2501,0,17406,21660,23932,24002,21868,17530,11206,3812,24,-28,30,-48,8,6,-4,-30,1
2502,2502,0,-4464,-11902,-18368,-22670,-24632,-24176,-21420,-16692,8,-12,30,20,24,6,14,-30,1
2503,2503,0,-10262,-2942,4696,11378,17406,21660,23884,24070,-8,-28,-36,-14,8,-28,-4,-14,1
2504,2504,0,21852,17630,11206,3812,-4384,-11966,-18432,-22728,40,22,-36,4,8,22,-4,-30,1
2505,2505,0,-24600,-24128,-21436,-16660,-10198,-2910,4712,11426,8,22,-4,20,24,-12,-4,-30,1
2506,2506,0,17390,21644,23932,24018,21868,17630,11238,3860,-8,-12,-4,-14,-8,22,14,-30,1
2507,2507,0,-4400,-11966,-18384,-22702,-24726,-24176,-21372,-16644,8,22,-4,-30,8,-12,14,36,1
2508,2508,0,-10214,-2942,4680,11442,17438,21644,23964,24018,-8,22,14,4,8,6,-20,-30,1
2509,2509,0,21900,17562,11238,3812,-4368,-11934,-18464,-22744,8,6,-4,-14,24,6,46,-30,1
2510,2510,0,-24678,-24128,-21404,-16660,-10214,-2958,4680,11426,8,6,-20,20,-52,6,14,-14,1
2511,2511,0,17406,21612,23916,24054,21900,17562,11222,3764,8,6,14,4,-52,6,-4,20,1
2512,2512,0,-4432,-11950,-18448,-22718,-24632,-24192,-21436,-16660,40,6,14,-48,8,6,-4,20,1
2513,2513,0,-10182,-2958,4648,11394,17390,21708,23900,24002,8,6,-36,20,24,6,30,20,1
2514,2514,0,21900,17578,11238,3812,-4416,-11950,-18416,-22670,8,-12,-20,-14,-8,22,-4,-14,1
2515,2515,0,-24632,-24128,-21420,-16660,-10246,-2942,4680,11426,-8,6,-4,20,24,6,14,-14,1
2516,2516,0,17390,21676,23916,24002,21900,17546,11206,3812,24,6,14,4,8,-12,-4,36,1
2517,2517,0,-4400,-11982,-18384,-22760,-24632,-24144,-21404,-16676,-8,-44,-20,-14,-8,6,14,-14,1
2518,2518,0,-10262,-2942,4616,11474,17484,21644,23948,24002,-8,6,30,4,40,22,-4,-14,1
2519,2519,0,21868,17546,11238,3764,-4400,-11982,-18480,-22686,8,-44,14,-48,-8,6,-20,4,1
2520,2520,0,-24616,-24144,-21404,-16612,-10214,-2942,4600,11394,-36,22,-4,20,8,6,-20,-30,1
2521,2521,0,17374,21676,23916,24018,21868,17498,11222,3828,-8,-12,-20,-14,24,-12,-4,-14,1
2522,2522,0,-4400,-12034,-18384,-22760,-24694,-24160,-21372,-16612,-8,6,14,-30,-8,6,-4,4,1
2523,2523,0,-10214,-2942,4632,11458,17406,21692,23900,24002,8,6,14,20,-8,-12,30,20,1
2524,2524,0,21868,17562,11206,3812,-4400,-11966,-18368,-22686,8,-12,-4,20,-8,6,30,-14,1
2525,2525,0,-24616,-24128,-21420,-16676,-10230,-2942,4696,11442,-24,22,46,4,-8,-12,-4,4,1
2526,2526,0,17500,21644,23964,24018,21932,17546,11174,3780,24,22,-4,-30,8,-28,-20,20,1
2527,2527,0,-4400,-11982,-18384,-22670,-24648,-24144,-21436,-16676,24,-28,14,4,8,6,-4,4,1
2528,2528,0,-10198,-2974,4648,11442,17438,21644,23916,24002,-8,-28,14,-14,8,-12,-4,4,1
2529,2529,0,21852,17562,11158,3828,-4432,-11950,-18400,-22702,24,-12,14,-14,8,6,-20,-30,1
2530,2530,0,-24710,-24112,-21404,-16676,-10230,-2942,4664,11442,24,-12,-4,4,8,22,-4,-30,1
2531,2531,0,17438,21644,23916,24038,21916,17546,11238,3828,24,22,30,4,-24,22,-20,-30,1
2532,2532,0,-4432,-11934,-18416,-22702,-24616,-24128,-21356,-16660,24,22,-20,4,8,-12,14,-30,1
2533,2533,0,-10262,-2942,4712,11442,17438,21660,23948,24054,24,-12,-4,-14,24,6,14,-30,1
2534,2534,0,21948,17546,11222,3828,-4368,-11950,-18400,-22718,-52,-28,46,20,-8,38,14,-48,1
2535,2535,0,-24648,-24128,-21404,-16676,-10166,-2910,4680,11442,-8,-44,14,-30,24,6,14,-14,1
2536,2536,0,17438,21692,23932,24018,21932,17578,11238,3796,40,6,-4,4,-8,6,-20,20,1
2537,2537,0,-4416,-11982,-18432,-22760,-24600,-24144,-21404,-16660,24,6,-4,-14,24,-12,30,4,1
2538,2538,0,-10214,-2926,4712,11410,17374,21660,23964,24002,-8,22,-20,-14,8,22,-36,-14,1
2539,2539,0,21868,17546,11206,3828,-4416,-12014,-18416,-22686,8,-12,-4,-48,8,6,14,-30,1
2540,2540,0,-24648,-24160,-21404,-16676,-10230,-2974,4712,11474,-8,38,-4,20,24,6,30,-30,1
2541,2541,0,17422,21644,23948,24018,21900,17626,11238,3780,8,-28,-20,-14,8,-28,14,-14,1
2542,2542,0,-4416,-11950,-18432,-22702,-24616,-24112,-21436,-16708,8,22,-4,-30,8,-12,14,-30,1
2543,2543,0,-10150,-2910,4664,11442,17390,21660,23900,24070,8,6,-4,-14,-52,-12,14,-14,1
2544,2544,0,21932,17562,11238,3780,-4400,-11918,-18416,-22686,8,-12,-4,-14,24,-12,-20,-14,1
2545,2545,0,-24694,-24144,-21388,-16644,-10214,-2958,4680,11426,24,22,-4,-14,8,-28,-4,4,1
2546,2546,0,17452,21644,23932,24038,21900,17578,11270,3764,-24,22,-4,-14,-8,-28,14,4,1
2547,2547,0,-4464,-11934,-18416,-22718,-24678,-24176,-21356,-16644,8,-12,14,4,8,-12,14,4,1
2548,2548,0,-10198,-2926,4680,11458,17468,21724,23900,24018,-8,6,-4,20,8,-12,-20,-30,1
2549,2549,0,21948,17546,11222,3796,-4400,-11950,-18368,-22760,24,-12,-20,-14,-36,6,-4,20,1
2550,2550,0,-24648,-24128,-21404,-16644,-10182,-2926,4648,11410,8,38,-4,20,24,22,14,4,1
2551,2551,0,17438,21644,23948,24038,21900,17578,11206,3764,24,6,-4,4,24,6,-20,36,1
2552,2552,0,-4432,-11918,-18416,-22702,-24632,-24176,-21372,-16644,24,-28,-4,20,-8,6,30,4,1
2553,2553,0,-10278,-2926,4680,11442,17406,21628,23964,24002,8,38,-4,-30,24,-28,-20,4,1
2554,2554,0,21884,17546,11222,3796,-4416,-11934,-18432,-22686,8,-28,30,4,8,-44,14,-14,1
2555,2555,0,-24600,-24144,-21404,-16644,-10230,-2942,4680,11442,-8,-28,-20,4,8,-12,-4,-14,1
2556,2556,0,17438,21644,23988,23986,21852,17530,11190,3748,8,6,-20,20,8,-12,-4,4,1
2557,2557,0,-4496,-11966,-18432,-22670,-24648,-24176,-21388,-16676,24,-12,-4,-30,-8,22,46,4,1
2558,2558,0,-10246,-2958,4680,11442,17390,21612,23932,24070,8,6,-20,-30,24,6,46,-14,1
2559,2559,0,21884,17546,11206,3812,-4496,-11998,-18384,-22686,24,6,-4,4,8,-12,14,4,1
2560,2560,0,-24648,-24112,-21404,-16628,-10246,-2958,4648,11442,-8,6,-4,-14,-8,6,-4,4,1
2561,2561,0,17374,21644,23916,24018,21884,17578,11174,3812,40,6,14,20,-8,-12,-4,-30,1
2562,2562,0,-4448,-11966,-18432,-22702,-24632,-24096,-21404,-16644,-52,-12,-4,-14,8,6,-4,4,1
2563,2563,0,-10246,-2958,4696,11410,17390,21676,23916,24002,8,22,14,20,24,-12,-20,-30,1
2564,2564,0,21852,17546,11158,3780,-4448,-11982,-18432,-22702,8,-12,-4,4,8,6,30,20,1
2565,2565,0,-24616,-24144,-21404,-16660,-10262,-2942,4664,11442,24,6,-20,4,-8,6,-20,-30,1
2566,2566,0,17468,21660,23916,24038,21852,17514,11142,3764,-8,6,14,-30,-8,-12,-4,-48,1
2567,2567,0,-4464,-11982,-18496,-22744,-24648,-24144,-21372,-16660,-8,6,-4,20,-8,6,14,20,1
2568,2568,0,-10230,-2974,4616,11394,17374,21644,23932,24054,8,-12,-4,-14,-8,6,30,20,1
2569,2569,0,21868,17530,11206,3764,-4432,-11982,-18432,-22686,8,38,14,36,8,-12,14,36,1
2570,2570,0,-24632,-24144,-21388,-16676,-10198,-2942,4632,11442,24,6,14,-30,-8,-12,-20,4,1
2571,2571,0,17500,21660,23916,24002,21884,17578,11206,3780,24,6,30,-30,-8,22,-4,20,1
2572,2572,0,-4464,-11918,-18416,-22744,-24726,-24192,-21356,-16522,8,-12,-4,-14,24,-12,14,20,1
2573,2573,0,-10214,-2942,4664,11490,17374,21660,23900,24002,8,-12,14,-30,40,6,-4,20,1
2574,2574,0,21884,17578,11206,3812,-4432,-11950,-18384,-22734,40,6,-4,-14,24,6,14,-14,1
2575,2575,0,-24632,-24144,-21388,-16676,-10182,-2926,4680,11426,8,6,-4,-14,8,-28,14,4,1
2576,2576,0,17390,21660,23916,24002,21868,17514,11174,3780,-52,-12,-36,20,8,38,14,-30,1
2577,2577,0,-4368,-12014,-18432,-22744,-24632,-24144,-21404,-16628,-52,-12,-4,20,56,22,14,36,1
2578,2578,0,-10230,-2942,4696,11410,17468,21676,23900,23970,8,-12,-4,4,24,22,-20,36,1
2579,2579,0,21852,17514,11206,3764,-4400,-12034,-18352,-22744,24,-28,-4,4,8,22,-4,-30,1
2580,2580,0,-24616,-24192,-21404,-16660,-10214,-2958,4712,11458,24,6,14,-14,-8,6,-4,-30,1
2581,2581,0,17452,21628,23900,23986,21812,17498,11190,3796,40,-12,14,20,24,6,14,-30,1
2582,2582,0,-4432,-11966,-18464,-22718,-24616,-24160,-21420,-16660,8,-12,14,4,-8,22,-20,20,1
2583,2583,0,-10182,-2894,4664,11522,17436,21660,23932,24034,24,-12,-4,-30,-8,-12,14,4,1
2584,2584,0,21884,17514,11206,3780,-4432,-11934,-18400,-22760,-8,-12,-4,4,40,22,-4,-30,1
2585,2585,0,-24632,-24128,-21404,-16644,-10214,-2878,4616,11410,8,-12,-20,-14,24,22,-4,4,1
2586,2586,0,17500,21740,23964,24018,21900,17562,11222,3796,8,6,14,4,8,-12,-20,-14,1
2587,2587,0,-4432,-11966,-18400,-22760,-24678,-24144,-21340,-16628,8,6,-4,-14,-8,6,-4,4,1
2588,2588,0,-10198,-2910,4696,11426,17468,21660,23948,24002,8,22,14,4,40,6,-4,20,1
2589,2589,0,21852,17578,11190,3812,-4464,-11950,-18432,-22776,8,38,-4,4,24,38,-20,4,1
2590,2590,0,-24632,-24112,-21404,-16644,-10182,-2910,4696,11442,8,-12,-20,-14,8,6,-4,4,1
2591,2591,0,17422,21644,23948,24070,21852,17594,11142,3780,24,-28,-4,-30,-8,-12,-36,-14,1
2592,2592,0,-4464,-11998,-18432,-22718,-24648,-24192,-21388,-16644,8,6,-4,4,8,6,-4,-30,1
2593,2593,0,-10182,-2942,4648,11474,17484,21644,23980,24022,24,-28,14,-30,-8,22,-4,4,1
2594,2594,0,21884,17530,11158,3780,-4448,-11966,-18448,-22718,-8,22,-20,-14,24,6,14,-48,1
2595,2595,0,-24616,-24176,-21420,-16708,-10134,-2926,4568,11426,8,6,46,20,-8,-12,14,-14,1
2596,2596,0,17374,21676,23932,24002,21916,17594,11158,3828,24,-28,14,-30,8,22,30,4,1
2597,2597,0,-4464,-11934,-18400,-22760,-24694,-24144,-21372,-16644,-8,6,-4,4,8,6,14,-30,1
2598,2598,0,-10214,-2910,4664,11426,17406,21596,23884,24002,-8,6,14,36,-8,6,14,4,1
2599,2599,0,21884,17562,11158,3748,-4464,-11982,-18432,-22718,-8,22,14,-48,24,6,-4,-14,1
2600,2600,0,-24648,-24192,-21372,-16660,-10214,-2942,4632,11442,-52,-12,-20,20,24,22,-4,36,1
2601,2601,0,17454,21628,23916,24002,21884,17546,11158,3780,8,6,-4,20,-52,-12,30,-14,1
2602,2602,0,-4496,-12018,-18464,-22702,-24694,-24144,-21404,-16612,24,-12,14,20,40,6,-4,36,1
2603,2603,0,-10198,-2910,4664,11442,17454,21660,23916,23986,8,-12,-36,-14,40,-12,-4,4,1
2604,2604,0,21868,17546,11126,3796,-4464,-11966,-18432,-22718,8,6,-20,4,24,6,-36,4,1
2605,2605,0,-24694,-24144,-21372,-16660,-10166,-2910,4680,11410,8,-12,-4,-30,24,-12,-20,4,1
2606,2606,0,17468,21644,23916,24070,21884,17530,11190,3780,-8,6,14,4,-8,6,-20,20,1
2607,2607,0,-4432,-11998,-18432,-22776,-24678,-24128,-21372,-16660,-8,-44,-20,4,-52,-28,14,-14,1
2608,2608,0,-10214,-2910,4680,11458,17438,21644,23900,23970,40,6,-20,20,-8,6,14,-14,1
2609,2609,0,21852,17562,11104,3780,-4432,-11950,-18416,-22808,8,-12,-4,20,40,6,-20,20,1
2610,2610,0,-24632,-24128,-21404,-16580,-10198,-2942,4680,11458,-8,-12,-4,20,-8,-12,-4,4,1
2611,2611,0,17468,21676,23916,23986,21836,17530,11174,3780,24,6,14,4,8,22,14,4,1
2612,2612,0,-4432,-12018,-18432,-22654,-24694,-24160,-21404,-16596,8,22,14,20,-36,-28,-4,4,1
2613,2613,0,-10182,-2894,4712,11490,17406,21644,23964,24002,40,22,30,-14,8,-12,-4,20,1
2614,2614,0,21932,17498,11190,3796,-4448,-12050,-18432,-22718,24,-12,30,20,8,6,-4,4,1
2615,2615,0,-24632,-24112,-21388,-16644,-10214,-2894,4712,11522,24,6,-4,4,24,6,46,36,1
2616,2616,0,17484,21676,23900,24018,21868,17546,11190,3780,-8,6,14,-14,-8,6,-20,4,1
2617,2617,0,-4464,-11966,-18432,-22702,-24600,-24144,-21452,-16628,8,22,-54,4,-8,-12,14,4,1
2618,2618,0,-10198,-2942,4728,11458,17422,21660,23932,24002,-8,6,14,4,24,-12,14,20,1
2619,2619,0,21852,17578,11206,3812,-4464,-12034,-18464,-22718,8,-12,14,4,-8,6,14,4,1
2620,2620,0,-24600,-24080,-21404,-16628,-10166,-2894,4728,11442,8,6,-4,4,8,6,-20,4,1
2621,2621,0,17406,21660,23916,24002,21836,17530,11190,3764,24,22,-4,4,-8,22,14,4,1
2622,2622,0,-4448,-11982,-18432,-22670,-24632,-24112,-21372,-16644,40,6,-20,-30,8,38,-4,4,1
2623,2623,0,-10166,-2910,4728,11458,17438,21644,23980,24018,8,6,-4,-14,-52,38,-36,4,1
2624,2624,0,21900,17546,11174,3796,-4448,-11982,-18432,-22744,8,22,-20,20,-24,6,-20,4,1
2625,2625,0,-24648,-24064,-21372,-16612,-10198,-2910,4696,11506,-8,6,-20,4,24,22,14,4,1
2626,2626,0,17468,21692,23964,24018,21868,17578,11158,3796,8,6,30,-30,40,6,14,-30,1
2627,2627,0,-4416,-11950,-18400,-22702,-24600,-24112,-21388,-16612,24,-28,-4,-14,24,22,14,-30,1
2628,2628,0,-10166,-2926,4712,11490,17500,21692,23900,24002,8,6,-4,4,24,-44,14,-30,1
2629,2629,0,21868,17530,11174,3796,-4432,-11966,-18432,-22760,-52,-12,-4,4,24,22,14,36,1
2630,2630,0,-24616,-24144,-21420,-16596,-10182,-2862,4680,11474,8,22,-20,4,8,22,14,4,1
2631,2631,0,17468,21676,23932,24018,21900,17498,11190,3780,-24,-28,-20,4,8,22,14,-14,1
2632,2632,0,-4448,-12050,-18416,-22718,-24616,-24080,-21340,-16596,8,22,30,20,8,22,14,-14,1
2633,2633,0,-10198,-2894,4712,11490,17500,21660,23900,24070,-8,22,-20,-30,-8,-12,14,20,1
2634,2634,0,21868,17546,11174,3780,-4432,-11982,-18448,-22718,8,-28,-20,4,24,-28,14,-30,1
2635,2635,0,-24678,-24176,-21420,-16596,-10198,-2942,4696,11458,8,6,-20,54,-8,-12,-20,4,1
2636,2636,0,17470,21676,23980,24018,21868,17514,11174,3796,8,6,-4,-14,-8,6,-4,-30,1
2637,2637,0,-4464,-11998,-18432,-22670,-24584,-24112,-21404,-16644,40,-44,14,20,-8,22,-4,4,1
2638,2638,0,-10182,-2878,4712,11490,17438,21644,23916,24018,-24,38,-4,-14,-8,22,14,-14,1
2639,2639,0,21884,17578,11174,3796,-4480,-11998,-18464,-22744,8,-12,-20,-14,8,6,14,20,1
2640,2640,0,-24600,-24128,-21356,-16628,-10150,-2910,4760,11442,-8,-44,-4,4,-8,-12,-4,-14,1
2641,2641,0,17484,21676,23932,24018,21868,17646,11222,3748,24,22,14,20,-36,6,-4,4,1
2642,2642,0,-4480,-11966,-18400,-22718,-24648,-24128,-21340,-16596,40,22,-4,-14,8,-44,-4,20,1
2643,2643,0,-10198,-2862,4712,11490,17454,21660,23980,24018,24,-12,14,20,-8,-12,14,20,1
2644,2644,0,21884,17514,11222,3812,-4432,-11950,-18400,-22744,-8,-28,14,4,24,6,-4,-14,1
2645,2645,0,-24616,-24128,-21372,-16628,-10198,-2894,4728,11474,8,6,30,36,-8,22,14,-14,1
2646,2646,0,17454,21660,23916,24002,21852,17546,11158,3780,8,6,-4,20,8,-12,-36,-30,1
2647,2647,0,-4464,-11966,-18400,-22702,-24616,-24128,-21404,-16596,24,-12,-4,20,24,-12,14,-48,1
2648,2648,0,-10198,-2910,4712,11458,17516,21708,23980,24018,24,22,-4,-14,-8,6,-4,-14,1
2649,2649,0,21900,17546,11174,3764,-4480,-11966,-18432,-22686,-8,6,30,-30,-8,22,-4,-14,1
2650,2650,0,-24632,-24144,-21388,-16596,-10182,-2894,4728,11458,40,38,-20,-14,24,6,-20,20,1
2651,2651,0,17438,21676,23916,24018,21868,17546,11174,3780,24,-12,46,20,24,6,-20,20,1
2652,2652,0,-4416,-11950,-18416,-22744,-24616,-24144,-21356,-16628,8,-12,30,-14,8,-12,30,4,1
2653,2653,0,-10198,-2942,4744,11458,17454,21692,23948,24018,-8,-12,30,-30,8,6,-20,4,1
2654,2654,0,21796,17498,11158,3780,-4480,-12066,-18432,-22744,-8,6,-20,4,8,-12,-36,20,1
2655,2655,0,-24678,-24176,-21404,-16660,-10214,-2910,4680,11458,-8,-28,14,4,-8,6,-4,20,1
2656,2656,0,17454,21644,23916,24018,21884,17530,11142,3796,40,6,30,-14,-8,-12,-4,-30,1
2657,2657,0,-4480,-12034,-18464,-22702,-24678,-24112,-21372,-16612,-8,-12,-4,4,24,6,-4,-14,1
2658,2658,0,-10182,-2894,4664,11442,17468,21644,23980,23970,24,6,-20,4,-36,-12,-4,-30,1
2659,2659,0,21852,17514,11174,3780,-4448,-11998,-18432,-22776,40,22,-4,36,40,-28,-4,-30,1
2660,2660,0,-24632,-24096,-21388,-16596,-10166,-2942,4680,11442,-8,-12,-4,4,8,22,30,20,1
2661,2661,0,17500,21676,23932,23970,21852,17530,11174,3812,-8,-12,14,4,-8,-12,-4,4,1
2662,2662,0,-4496,-12034,-18448,-22744,-24632,-24096,-21372,-16612,-8,-12,-20,20,-8,-12,14,4,1
2663,2663,0,-10150,-2894,4712,11458,17484,21708,23964,24070,8,22,-4,-30,-68,-12,14,4,1
2664,2664,0,21900,17546,11158,3796,-4496,-11982,-18432,-22744,8,-12,-20,20,8,22,-20,20,1
2665,2665,0,-24600,-24128,-21356,-16612,-10198,-2878,4744,11458,8,-12,-20,20,-8,22,-4,-30,1
2666,2666,0,17406,21644,23932,24034,21868,17514,11174,3732,8,-12,-20,4,24,6,-4,-14,1
2667,2667,0,-4480,-12034,-18416,-22718,-24678,-24112,-21404,-16628,24,22,14,4,-8,6,-4,36,1
2668,2668,0,-10246,-2910,4696,11490,17484,21692,23916,24038,-8,38,14,36,-8,-28,-4,36,1
2669,2669,0,21796,17530,11174,3748,-4528,-12034,-18416,-22776,40,38,-4,4,24,-12,14,20,1
2670,2670,0,-24648,-24112,-21404,-16628,-10182,-2910,4696,11442,8,6,-4,4,24,-12,-20,20,1
2671,2671,0,17484,21628,23932,23970,21812,17466,11174,3732,-8,38,-4,20,8,6,-4,20,1
2672,2672,0,-4448,-11998,-18448,-22792,-24632,-24128,-21372,-16660,-52,6,14,20,24,22,14,4,1
2673,2673,0,-10166,-2910,4728,11522,17500,21676,23900,23938,8,22,14,20,-8,-12,-20,20,1
2674,2674,0,21868,17530,11158,3716,-4448,-11982,-18480,-22760,8,22,-4,20,8,6,-4,4,1
2675,2675,0,-24648,-24112,-21372,-16644,-10150,-2910,4712,11506,-8,22,-4,20,24,38,-20,20,1
2676,2676,0,17468,21724,23932,24002,21868,17514,11158,3780,-8,22,-4,36,-8,6,-20,20,1
2677,2677,0,-4480,-11982,-18448,-22702,-24632,-24128,-21356,-16596,8,6,-4,-14,8,22,14,-30,1
2678,2678,0,-10198,-2878,4664,11458,17500,21708,23916,24002,-8,22,-4,-30,-8,38,-4,-14,1
2679,2679,0,21852,17530,11206,3764,-4496,-12066,-18448,-22760,24,-28,14,4,-36,-12,-4,4,1
2680,2680,0,-24678,-24112,-21420,-16644,-10086,-2878,4680,11474,24,-28,-36,20,8,6,-4,20,1
2681,2681,0,17468,21692,23980,24038,21852,17546,11174,3780,24,6,-4,4,24,22,-20,4,1
2682,2682,0,-4480,-11982,-18432,-22760,-24632,-24128,-21420,-16628,24,-12,-20,54,8,6,-4,4,1
2683,2683,0,-10166,-2910,4696,11474,17422,21724,23948,24002,-8,38,-4,-14,8,-12,14,4,1
2684,2684,0,21852,17546,11174,3780,-4464,-11998,-18432,-22760,24,6,-4,20,8,6,-20,4,1
2685,2685,0,-24632,-24128,-21372,-16628,-10182,-2926,4696,11490,-8,6,-4,4,-8,22,14,-14,1
2686,2686,0,17500,21628,23964,24018,21836,17546,11206,3812,24,22,30,4,8,6,14,-14,1
2687,2687,0,-4496,-12050,-18480,-22776,-24694,-24160,-21372,-16644,24,22,-20,36,8,-12,14,36,1
2688,2688,0,-10214,-2910,4696,11490,17500,21692,23900,24018,8,-12,14,-14,-8,22,-4,4,1
2689,2689,0,21836,17546,11174,3764,-4496,-12066,-18432,-22760,-8,-12,14,20,40,6,-4,20,1
2690,2690,0,-24648,-24160,-21436,-16612,-10166,-2926,4696,11538,-8,-12,-20,-14,-8,-12,-4,4,1
2691,2691,0,17470,21708,23916,23986,21884,17530,11110,3748,8,22,-4,20,8,6,-4,20,1
2692,2692,0,-4480,-11982,-18432,-22760,-24726,-24096,-21372,-16628,-52,6,14,-48,24,-12,-4,70,1
2693,2693,0,-10214,-2878,4680,11506,17484,21676,23964,24054,-8,-12,14,-14,8,-12,14,20,1
2694,2694,0,21868,17530,11190,3764,-4544,-12082,-18448,-22702,8,6,14,-30,8,6,14,36,1
2695,2695,0,-24632,-24144,-21356,-16612,-10214,-2894,4728,11426,8,-28,-20,-14,-8,38,14,4,1
2696,2696,0,17484,21676,23948,24002,21796,17530,11158,3764,8,22,-4,-14,8,6,-4,20,1
2697,2697,0,-4464,-12066,-18432,-22718,-24678,-24128,-21420,-16612,8,-12,-4,4,-36,22,-4,4,1
2698,2698,0,-10182,-2926,4696,11490,17500,21708,23884,23986,8,6,14,20,24,6,-20,4,1
2699,2699,0,21868,17546,11174,3748,-4448,-12014,-18520,-22792,-8,-12,-20,4,-8,-12,-4,20,1
2700,2700,0,-24742,-24176,-21404,-16644,-10230,-2878,4712,11490,8,-12,-4,4,-52,6,30,36,1
2701,2701,0,17438,21708,23932,24002,21812,17498,11126,3796,8,-12,14,-14,24,6,-4,4,1
2702,2702,0,-4496,-12050,-18432,-22744,-24678,-24160,-21388,-16612,40,6,14,4,8,22,-20,4,1
2703,2703,0,-10198,-2926,4744,11474,17438,21660,23916,24038,8,-12,-4,20,8,-12,14,4,1
2704,2704,0,21852,17498,11206,3764,-4464,-12050,-18464,-22776,-8,22,-20,4,24,22,-20,20,1
2705,2705,0,-24616,-24128,-21388,-16660,-10198,-2878,4744,11474,-8,6,14,36,-52,-12,-4,20,1
2706,2706,0,17390,21676,23980,23986,21836,17514,11158,3732,56,6,46,20,8,22,-4,20,1
2707,2707,0,-4480,-12018,-18464,-22760,-24648,-24112,-21388,-16628,24,-12,-4,4,8,-12,-4,20,1
2708,2708,0,-10182,-2878,4712,11506,17516,21724,23980,24002,-8,22,-20,4,8,22,-4,4,1
2709,2709,0,21868,17498,11190,3796,-4496,-11982,-18480,-22718,-8,22,-4,-14,24,22,-4,4,1
2710,2710,0,-24664,-24144,-21356,-16564,-10150,-2878,4696,11506,-8,6,14,20,-8,38,14,-14,1
2711,2711,0,17532,21676,23916,24038,21852,17530,11142,3796,8,6,-4,36,8,38,-4,36,1
2712,2712,0,-4480,-12082,-18432,-22776,-24662,-24160,-21388,-16612,-36,-28,-36,-14,24,-12,-20,4,1
2713,2713,0,-10134,-2926,4664,11506,17484,21740,23916,24002,24,38,14,20,-8,6,14,-14,1
2714,2714,0,21868,17578,11104,3780,-4496,-11998,-18496,-22760,8,6,-20,4,8,-12,14,4,1
2715,2715,0,-24678,-24128,-21356,-16596,-10182,-2910,4712,11458,24,-12,-4,-30,40,6,-4,20,1
2716,2716,0,17468,21676,23916,24070,21884,17594,11158,3732,24,6,-4,-14,40,6,-20,4,1
2717,2717,0,-4496,-11966,-18432,-22702,-24678,-24096,-21340,-16612,24,-12,-4,20,8,38,-4,4,1
2718,2718,0,-10182,-2910,4776,11570,17468,21676,23948,24018,-8,22,-20,20,-8,6,-4,20,1
