Sample in Buffer,Sample in Window,TRIGGER,u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],adc1_sync,adc2_sync,adc3_sync,adc4_sync
276,276,0,0,0800f8ff,0c00ecff,0,eefa4efb,0,0,fab8f9a8,1,1,1,1
277,277,0,0,f8ff1800,dcff1c00,0,2efa8efa,0,0,fa58fa18,1,1,1,1
278,278,0,8,fc000800,3c00fcff,0,bef9eef9,0,0,fb58fbb8,1,1,1,1
279,279,0,0,28001800,fcff1c00,0,cef9aef9,0,0,fd58fce8,1,1,1,1
280,280,0,0,28000800,1c002c00,0,2efaeef9,0,0,fe12fe18,1,1,1,1
281,281,0,8,fc001800,2c00fcff,0,eefa6efa,0,0,0090ffd2,1,1,1,1
282,282,0,8,fc001800,2c00ecff,0,eefb4efb,0,0,01200160,1,1,1,1
283,283,0,8,fcfff8ff,ecffdcff,0,5efd7efc,0,0,03ce02fe,1,1,1,1
284,284,0,0,0800f8ff,fc001c00,8,e8fe28fe,0,0,04f40384,1,1,1,1
285,285,0,2,0800fc00,dcfffcff,0,6600a6ff,0,0,053c0594,1,1,1,1
286,286,0,8,fcfff8ff,0c00fcff,0,fc013c01,0,0,06dc057c,1,1,1,1
287,287,0,0,18000800,fcfffc00,2,5c03ac02,0,0,065c060c,1,1,1,1
288,288,0,2,28007c00,fcffecff,8,aa04ec03,0,0,064c063c,1,1,1,1
289,289,0,8,fc000800,0c00dcff,0,a205fa04,0,0,05fc053c,1,1,1,1
290,290,0,0,18000800,ecffdcff,0,3206e205,0,0,042c058c,1,1,1,1
291,291,0,0,0800f8ff,fc001c00,8,52064206,0,0,03140494,1,1,1,1
292,292,0,0,f8ffe8ff,0c00fcff,0,12063206,0,0,01be025e,1,1,1,1
293,293,0,2,f8fffcff,1c003c00,0,8205d205,0,0,003001fe,1,1,1,1
294,294,0,0,e8ff0800,ecff2c00,0,7c043205,0,0,feb0ff80,1,1,1,1
295,295,0,8,fcfff8ff,1c003c00,0,4c03fc03,0,0,fd02fec2,1,1,1,1
296,296,0,8,fc000800,0c00fcff,0,ec01ac02,0,0,fb88fc38,1,1,1,1
297,297,0,0,0800f8ff,ecfffcff,0,66002c01,0,0,fa48fbc8,1,1,1,1
298,298,0,8,fcfff8ff,1c00acff,0,e8fe78ff,0,0,fa68fac8,1,1,1,1
299,299,0,0,38001800,fcff0c00,0,4efd08fe,0,0,f9d8f918,1,1,1,1
300,300,0,0,f8ffe8ff,2c00dcff,0,fefb9efc,0,4,f9fcf9a8,1,1,1,1
301,301,0,0,f8ff1800,1c00ccff,0,cefa3efb,0,0,faf8f9b8,1,1,1,1
302,302,0,2,0800fcff,3c00fcff,0,3efa9efa,0,0,fa78fa08,1,1,1,1
303,303,0,2,f8ff7c00,ecfffcff,0,cef9def9,0,0,fb58fbd8,1,1,1,1
304,304,0,2,0800fcff,dcff0c00,0,cef99ef9,0,0,fd88fce8,1,1,1,1
305,305,0,0,1800e8ff,1c000c00,0,1efaeef9,0,0,fe22fe28,1,1,1,1
306,306,0,2,1800fc00,ccfffcff,0,fefa5efa,0,0,00b0ffc2,1,1,1,1
307,307,0,0,f8ffe8ff,ecff0c00,0,eefb5efb,0,0,01200160,1,1,1,1
308,308,0,2,0800fcff,1c00bcff,0,5efd9efc,0,0,03be02fe,1,1,1,1
309,309,0,8,fc001800,1c000c00,0,f8fe28fe,0,0,0414044e,1,1,1,1
310,310,0,0,18000800,fcff0c00,0,7600a6ff,0,0,051c05b4,1,1,1,1
311,311,0,0,e8ff2800,ccfffcff,2,ec013c01,0,0,06fc059c,1,1,1,1
312,312,0,8,fc000800,2c00ecff,0,4c03ac02,0,0,065c063c,1,1,1,1
313,313,0,0,f8ff0800,0c00fc00,2,9a040c04,0,0,064c066c,1,1,1,1
314,314,0,8,fc001800,dcfffc00,2,92053205,0,0,05ec051c,1,1,1,1
315,315,0,0,f8ff1800,fcff0c00,0,0206e205,0,0,04fc049c,1,1,1,1
316,316,0,0,f8ff0800,ccffecff,0,32065206,0,0,033404a4,1,1,1,1
317,317,0,2,0800fcff,dcff0c00,0,1206fc06,2,0,019e0274,1,1,1,1
318,318,0,0,08001800,0c00fcff,0,7205e205,0,0,003001ee,1,1,1,1
319,319,0,0,1800e8ff,0c001c00,0,ba04fa04,0,0,fea0ff60,1,1,1,1
320,320,0,2,1800fc00,0c00acff,0,4c03ec03,0,0,fd12fec2,1,1,1,1
321,321,0,8,fcfff8ff,0c001c00,0,dc01ac02,0,0,fb78fc48,1,1,1,1
322,322,0,8,fc000800,3c00fcff,0,66003c01,0,0,fa58fbe8,1,1,1,1
323,323,0,0,28000800,dcff0c00,0,e8feb6ff,0,0,fa58fad8,1,1,1,1
324,324,0,2,f8fffc00,dcfffcff,2,2efd08fe,0,0,f9e8f928,1,1,1,1
325,325,0,0,f8ff1800,fcfffcff,8,eefb8efc,0,4,f9fcf9a8,1,1,1,1
326,326,0,2,1800fcff,dcff0c00,0,cefa3efb,0,0,fad8f9a8,1,1,1,1
327,327,0,0,f8ff3800,2c000c00,0,2efaaefa,0,0,fa48fa18,1,1,1,1
328,328,0,0,f8ff0800,3c000c00,0,bef9fef9,0,0,fb58fb98,1,1,1,1
329,329,0,0,f8ff0800,fcff0c00,0,fcf9aef9,8,0,fd78fcf8,1,1,1,1
330,330,0,0,18000800,dcff2c00,0,2efaeef9,0,0,fe22fe18,1,1,1,1
331,331,0,8,fc000800,dcfffcff,0,fefa7efa,0,0,00a0ffb2,1,1,1,1
332,332,0,8,fc002800,1c00ecff,0,0efc7efb,0,0,015e0170,1,1,1,1
333,333,0,0,28000800,0c00fcff,0,4efd9efc,0,0,03ae02fe,1,1,1,1
334,334,0,0,08001800,0c00bcff,0,d8fe08fe,0,0,04040474,1,1,1,1
335,335,0,2,3800fc00,ccffbcff,0,6600b6ff,0,0,053c05a4,1,1,1,1
336,336,0,0,1800f8ff,fc001c00,8,ec011c01,0,0,06dc05ac,1,1,1,1
337,337,0,8,fc000800,0c00dcff,0,4c039c02,0,0,064c063c,1,1,1,1
338,338,0,8,fc000800,ecfffc00,2,aa04fc03,0,0,066c065c,1,1,1,1
339,339,0,0,08001800,fcfffcff,8,92054205,0,0,05dc053c,1,1,1,1
340,340,0,8,fc001800,ecfffcff,0,1206f205,0,0,042c05ac,1,1,1,1
341,341,0,8,fc001800,fcfffcff,8,fc064206,8,0,03140494,1,1,1,1
342,342,0,0,f8ff1800,1c000c00,0,fc063206,8,0,019e0284,1,1,1,1
343,343,0,8,fc000800,fcffecff,0,8205c205,0,0,002001ee,1,1,1,1
344,344,0,0,28000800,fcff0c00,0,8a042205,0,0,fea0ff80,1,1,1,1
345,345,0,0,e8ff0800,dcffecff,0,1c03ec03,0,0,fd02fec2,1,1,1,1
346,346,0,0,e8fff8ff,0c001c00,0,ec01ac02,0,0,fb98fc38,1,1,1,1
347,347,0,0,f8ff3800,dcfffcff,0,66002c01,0,0,fa28fbf8,1,1,1,1
348,348,0,2,f8ff7cff,0c007cff,2,b8fea6ff,0,0,fa58fac8,1,1,1,1
349,349,0,8,fc001800,fcffecff,8,4efd08fe,0,0,f9c8f908,1,1,1,1
350,350,0,0,08001800,dcffecff,0,defb8efc,0,0,f998f9a8,1,1,1,1
351,351,0,2,0800fc00,fcff0c00,0,cefa7efb,0,0,faf8f9b8,1,1,1,1
352,352,0,2,1800fc00,ecff3c00,0,2efa6efa,0,0,fa68fa38,1,1,1,1
353,353,0,8,fcfff8ff,fcff0c00,0,cef9def9,0,0,fb48fbd8,1,1,1,1
354,354,0,0,08001800,1c002c00,0,cef9aef9,0,0,fd88fcf8,1,1,1,1
355,355,0,0,0800f8ff,0c00fcff,0,2efadef9,0,0,fe22fe48,1,1,1,1
356,356,0,8,fcfff8ff,dcfffc00,2,defa7efa,0,0,00a0ffe2,1,1,1,1
357,357,0,0,18000800,0c00ecff,0,0efc5efb,0,0,01400150,1,1,1,1
358,358,0,8,fcfff8ff,fcffecff,8,4efd9efc,0,0,039e02fe,1,1,1,1
359,359,0,0,18000800,1c000c00,0,f8fe28fe,0,0,04140484,1,1,1,1
360,360,0,8,fcfff8ff,fcfffcff,8,9600c6ff,0,0,053c05a4,1,1,1,1
361,361,0,0,f8ff2800,0c00fcff,0,ec013c01,0,0,06dc059c,1,1,1,1
362,362,0,0,1800d8ff,ecff4c00,0,4c03ac02,0,0,065c062c,1,1,1,1
363,363,0,0,0800e8ff,1c007cff,2,9a04ec03,0,0,064c066c,1,1,1,1
364,364,0,0,f8ffe8ff,dcfffcff,0,92050a05,0,0,05ec050c,1,1,1,1
365,365,0,2,f8fffcff,dcff0c00,0,2206e205,0,0,042c05ac,1,1,1,1
366,366,0,0,f8ff0800,ecfffcff,0,fc064206,8,0,03140484,1,1,1,1
367,367,0,2,3800fcff,fcffdcff,0,12063206,0,0,01be0274,1,1,1,1
368,368,0,0,1800e8ff,fcff1c00,0,7205e205,0,0,001001de,1,1,1,1
369,369,0,2,0800fc00,0c00dcff,0,aa04fa04,0,0,fec0ff70,1,1,1,1
370,370,0,2,0800fc00,0c00dcff,0,5c03dc03,0,0,fd02feb2,1,1,1,1
371,371,0,2,0800fc00,0c00ecff,0,ec019c02,0,0,fb88fc38,1,1,1,1
372,372,0,0,1800f8ff,1c00ecff,0,66003c01,0,0,fa48fbe8,1,1,1,1
373,373,0,0,f8ff0800,3c00dcff,0,c8feb6ff,0,0,fa68fab8,1,1,1,1
374,374,0,8,fc000800,1c00fcff,0,5efd08fe,0,0,f9c8f918,1,1,1,1
375,375,0,8,fc001800,fcfffc00,2,defb9efc,0,4,f9fcf9a8,1,1,1,1
376,376,0,0,f8ff0800,dcffecff,0,fefa4efb,0,0,f9c8f9b8,1,1,1,1
377,377,0,8,fc000800,fcff0c00,0,0efa8efa,0,0,fa58faf8,1,1,1,1
378,378,0,0,0800f8ff,fcffdcff,0,bef9eef9,0,0,fb48fbc8,1,1,1,1
379,379,0,2,f8fffc00,ecfffcff,2,bef9cef9,0,0,fd88fce8,1,1,1,1
380,380,0,0,f8ff0800,dcff3c00,0,3efadef9,0,0,fe12fe28,1,1,1,1
381,381,0,2,f8fffcff,fcffbcff,0,defa8efa,0,0,00a0ffd2,1,1,1,1
382,382,0,2,2800fcff,fcfffcff,2,fefb7efb,0,0,02400170,1,1,1,1
383,383,0,8,fc000800,fcfffcff,2,5efd9efc,0,0,03ae022e,1,1,1,1
384,384,0,0,0800e8ff,fcffdcff,8,d8fe18fe,0,0,0424045e,1,1,1,1
385,385,0,2,0800fc00,fcffecff,0,660096ff,0,0,053c0594,1,1,1,1
386,386,0,2,0800fc00,0c00ccff,0,bc013c01,0,0,06fc058c,1,1,1,1
387,387,0,0,1800f8ff,fcff1c00,0,5c03cc02,0,0,064c062c,1,1,1,1
388,388,0,8,fc000800,fc000c00,8,9a04ec03,0,0,064c065c,1,1,1,1
389,389,0,0,f8ff0800,0c001c00,0,92053205,0,0,05dc053c,1,1,1,1
390,390,0,2,2800fcff,fcff2c00,0,1206c205,0,0,043c059c,1,1,1,1
391,391,0,0,0800f8ff,ecff1c00,0,22064206,0,0,03f40394,1,1,1,1
392,392,0,2,0800fc00,0c00fcff,0,12063206,0,0,01ce024e,1,1,1,1
393,393,0,0,f8ffe8ff,0c003c00,0,8205e205,0,0,003001fe,1,1,1,1
394,394,0,8,fcffe8ff,dcfffc00,2,8a043205,0,0,fea0ff60,1,1,1,1
395,395,0,0,1800f8ff,ccff0c00,0,5c03ec03,0,0,fd02fed2,1,1,1,1
396,396,0,8,fc000800,fcff1c00,0,ec01ac02,0,0,fb68fc08,1,1,1,1
397,397,0,0,18000800,1c00fcff,2,56002c01,0,0,fa58fbe8,1,1,1,1
398,398,0,8,fc000800,dcfffcff,0,d8fe96ff,0,0,fa58fab8,1,1,1,1
399,399,0,0,e8ff0800,fcff0c00,0,3efd18fe,0,0,f9c8f928,1,1,1,1
400,400,0,8,fcfff8ff,fcffdcff,0,0efc9efc,0,0,f9a8f9b8,1,1,1,1
401,401,0,0,f8ff0800,fcfffcff,2,defa5efb,0,0,fae8f998,1,1,1,1
402,402,0,2,f8fffcff,0c00ecff,0,3efa8efa,0,0,fa58fa28,1,1,1,1
403,403,0,2,e8fffcff,1c00dcff,0,cef9eef9,0,0,fb38fbc8,1,1,1,1
404,404,0,8,fcfff8ff,fc000c00,8,fcf9bef9,8,0,fda8fcf8,1,1,1,1
405,405,0,0,0800f8ff,ecff0c00,0,4efadef9,0,0,fef2fd28,1,1,1,1
406,406,0,0,2800f8ff,2c00fcff,0,defa6efa,0,0,00a0ffc2,1,1,1,1
407,407,0,0,18000800,0c001c00,0,eefb6efb,0,0,02200150,1,1,1,1
408,408,0,0,1800f8ff,fcffecff,0,5efdaefc,0,0,03ce022e,1,1,1,1
409,409,0,0,f8ff0800,0c00ccff,0,f8fe18fe,0,0,04240474,1,1,1,1
410,410,0,2,e8fffcff,2c001c00,0,8600b6ff,0,0,055c05a4,1,1,1,1
411,411,0,8,fcfff8ff,fcfffcff,8,ec014c01,0,0,06dc057c,1,1,1,1
412,412,0,0,0800f8ff,ecffacff,0,4c03cc02,0,0,066c062c,1,1,1,1
413,413,0,2,f8fffc00,3c001c00,0,aa04fc03,0,1,064c06fc,1,1,1,1
414,414,0,2,e8fffcff,fcff0c00,0,92051a05,0,0,05ec053c,1,1,1,1
415,415,0,2,0800fcff,fcff1c00,0,1206c205,0,0,042c059c,1,1,1,1
416,416,0,0,e8fff8ff,1c00fcff,2,fc064206,8,0,03240484,1,1,1,1
417,417,0,2,0800fcff,fcffdcff,0,22065206,0,0,02be025e,1,1,1,1
418,418,0,2,f8fffc00,fc001c00,8,a205e205,0,0,0040010e,1,1,1,1
419,419,0,0,d8ff1800,dcff0c00,0,aa04fa04,0,0,fea0ff70,1,1,1,1
420,420,0,0,18000800,1c002c00,0,3c03dc03,0,0,fd12fee2,1,1,1,1
421,421,0,0,f8ff0800,2c00fcff,0,fc01bc02,0,0,fb88fc38,1,1,1,1
422,422,0,2,0800fcff,0c001c00,0,36001c01,0,0,fa38fbc8,1,1,1,1
423,423,0,2,08007c00,2c007c00,2,d8fe96ff,0,0,fa58faf8,1,1,1,1
424,424,0,0,1800f8ff,2c00ccff,0,4efd38fe,0,0,f9d8f928,1,1,1,1
425,425,0,8,fcfff8ff,0c001c00,0,eefb9efc,0,0,f9a8f9b8,1,1,1,1
426,426,0,8,fcfff8ff,fcffecff,0,eefa6efb,0,0,fae8f9c8,1,1,1,1
427,427,0,0,f8ffe8ff,2c001c00,0,2efa9efa,0,0,fa38fa18,1,1,1,1
428,428,0,2,e8fffcff,0c001c00,0,aef9fef9,0,0,fb38fbd8,1,1,1,1
429,429,0,0,f8ff0800,fcfffc00,2,bef99ef9,0,0,fd88fcf8,1,1,1,1
430,430,0,0,f8ff0800,1c000c00,0,1efaeef9,0,0,fe22fe28,1,1,1,1
431,431,0,2,f8fffcff,0c00fcff,0,eefa6efa,0,0,0080ffd2,1,1,1,1
432,432,0,0,18000800,fcfffcff,8,fefb5efb,0,0,01300160,1,1,1,1
433,433,0,8,fcffe8ff,fcfffcff,8,3efd9efc,0,0,03ae02fe,1,1,1,1
434,434,0,0,18000800,fc001c00,8,c8fe18fe,0,0,0414046e,1,1,1,1
435,435,0,0,f8ff0800,dcff0c00,0,8600b6ff,0,0,053c0594,1,1,1,1
436,436,0,0,f8ff1800,0c00ecff,0,fc014c01,0,0,06ec059c,1,1,1,1
437,437,0,8,fc000800,1c00fcff,0,3c03cc02,0,0,064c062c,1,1,1,1
438,438,0,8,fcfff8ff,0c003c00,0,8a041c04,0,0,064c063c,1,1,1,1
439,439,0,0,1800f8ff,ecff1c00,0,9205fa04,0,1,051c067c,1,1,1,1
440,440,0,0,e8fff8ff,0c00fcff,2,0206e205,0,0,042c058c,1,1,1,1
441,441,0,0,38002800,0c00fc00,2,52062206,0,0,032404a4,1,1,1,1
442,442,0,0,f8ff2800,ecfffcff,0,f2054206,0,0,01ae024e,1,1,1,1
443,443,0,2,0800fcff,fcffdcff,0,9205fc05,2,0,004001fe,1,1,1,1
444,444,0,2,f8fffc00,dcfffcff,2,6c043205,0,0,fea0ff60,1,1,1,1
445,445,0,2,0800fcff,dcfffcff,0,4c03dc03,0,0,fd02fec2,1,1,1,1
446,446,0,0,0800f8ff,ecfffcff,0,cc019c02,0,0,fb88fc72,1,1,1,1
447,447,0,0,0800e8ff,ecff0c00,0,76002c01,0,0,fa58fbb8,1,1,1,1
448,448,0,2,f8fffc00,fcffdcff,8,c8fe96ff,0,0,fa58fae8,1,1,1,1
449,449,0,8,fc000800,2c000c00,0,2efdf8fd,0,0,f9f8f908,1,1,1,1
450,450,0,0,08001800,0c00fcff,0,fefb8efc,0,4,f9fcf9b8,1,1,1,1
451,451,0,2,0800fc00,fcfffcff,8,defa5efb,0,0,fad8f9b8,1,1,1,1
452,452,0,8,fc001800,fcffbcff,0,1efa6efa,0,0,fa78fa28,1,1,1,1
453,453,0,0,18000800,fcffdcff,0,aef90efa,0,0,fb48fbc8,1,1,1,1
454,454,0,0,0800f8ff,fcfffcff,2,def9fcf9,2,0,fda8fce8,1,1,1,1
455,455,0,8,fc001800,0c00ecff,0,1efafcf9,2,0,fe12fe58,1,1,1,1
456,456,0,8,fcfff8ff,ccff4c00,0,eefa9efa,0,0,00b0ffc2,1,1,1,1
457,457,0,0,1800e8ff,ccfffcff,0,fefb7efb,0,0,02300140,1,1,1,1
458,458,0,2,f8fffc00,0c003c00,0,5efd9efc,0,0,03ce020e,1,1,1,1
459,459,0,0,e8ff2800,2c00dcff,0,c8fe08fe,0,0,0414046e,1,1,1,1
460,460,0,0,e8ff0800,0c00fcff,0,7600a6ff,0,0,051c0594,1,1,1,1
461,461,0,0,0800f8ff,fcfffcff,8,ec012c01,0,0,06fc05ac,1,1,1,1
462,462,0,0,1800f8ff,fcfffcff,8,4c03ac02,0,0,065c061c,1,1,1,1
463,463,0,2,f8fffc00,fcff1c00,0,9a04ec03,0,0,063c064c,1,1,1,1
464,464,0,8,fc001800,fc000c00,8,92050a05,0,0,05ec051c,1,1,1,1
465,465,0,0,e8ff0800,fcff0c00,0,2206b205,0,0,044c059c,1,1,1,1
466,466,0,0,08001800,dcff0c00,0,32065206,0,0,031404a4,1,1,1,1
467,467,0,0,1800f8ff,0c00fcff,0,22064206,0,0,01de026e,1,1,1,1
468,468,0,0,0800f8ff,ecffccff,0,8205e205,0,0,003001fe,1,1,1,1
469,469,0,0,08001800,fcff0c00,0,9a042205,0,0,fec0ff50,1,1,1,1
470,470,0,0,08002800,0c00ccff,0,5c03ec03,0,0,fdf2fdb2,1,1,1,1
471,471,0,2,1800fc00,fcffecff,8,dc019c02,0,0,fb88fc48,1,1,1,1
472,472,0,0,18000800,ccff0c00,0,56002c01,0,0,fa48fbe8,1,1,1,1
473,473,0,0,0800f8ff,ecfffcff,0,d8fe96ff,0,0,fa78fab8,1,1,1,1
474,474,0,0,08001800,ecffccff,0,5efd08fe,0,0,f9d8f918,1,1,1,1
475,475,0,0,f8ff1800,2c00fcff,2,defb9efc,0,0,f998f9a8,1,1,1,1
476,476,0,0,f8ff0800,ecfffcff,0,eefa6efb,0,0,fae8f9b8,1,1,1,1
477,477,0,2,f8fffcff,fcffdcff,0,1efa9efa,0,0,fa78fa08,1,1,1,1
478,478,0,0,18000800,fcffccff,8,def9fcfa,2,0,fb38fbc8,1,1,1,1
479,479,0,0,38000800,fcff0c00,0,fcf9bef9,8,0,fd78fcd8,1,1,1,1
480,480,0,8,fcfff8ff,ccffbcff,0,3efa0efa,0,0,fe12fe28,1,1,1,1
481,481,0,0,0800e8ff,ccfffcff,0,defa6efa,0,0,00a0ffe2,1,1,1,1
482,482,0,0,1800f8ff,2c000c00,0,eefb8efb,0,0,02200170,1,1,1,1
483,483,0,0,f8ff0800,fcffdcff,0,4efd9efc,0,0,03be020e,1,1,1,1
484,484,0,0,f8ff0800,fcffccff,8,c8fe08fe,0,0,0414044e,1,1,1,1
485,485,0,0,18000800,1c000c00,0,6600b6ff,0,0,053c0594,1,1,1,1
486,486,0,0,08002800,dcffbcff,0,dc013c01,0,0,06dc058c,1,1,1,1
487,487,0,8,fcfff8ff,dcffecff,0,4c03ac02,0,0,064c061c,1,1,1,1
488,488,0,0,08001800,fcffecff,8,ba04dc03,0,0,064c066c,1,1,1,1
489,489,0,2,f8fffc00,ccfffcff,0,72053205,0,0,05fc053c,1,1,1,1
490,490,0,8,fc000800,ecff0c00,0,2206e205,0,0,043c059c,1,1,1,1
491,491,0,0,28000800,dcffccff,0,32064206,0,0,031404a4,1,1,1,1
492,492,0,0,18000800,9cfffcff,2,32062206,0,0,02be0294,1,1,1,1
493,493,0,2,0800fc00,fcffdcff,8,8205c205,0,0,0040010e,1,1,1,1
494,494,0,0,0800f8ff,bcffccff,0,aa040a05,0,0,fe90ff50,1,1,1,1
495,495,0,0,f8ff1800,1c00ecff,0,5c031c04,0,0,fd12fee2,1,1,1,1
496,496,0,0,f8ff1800,bcffdcff,0,ec019c02,0,0,fb78fc38,1,1,1,1
497,497,0,2,0800fcff,fcffecff,8,66002c01,0,0,fa38fbd8,1,1,1,1
498,498,0,8,fcfff8ff,fcffbcff,8,c8fec6ff,0,0,fa78fad8,1,1,1,1
499,499,0,0,e8ff0800,dcfffcff,0,2efd08fe,0,0,f9e8f918,1,1,1,1
500,500,0,0,28001800,ecfffcff,2,fefb8efc,0,4,f9fcf9a8,1,1,1,1
501,501,0,0,0800f8ff,fcfffcff,2,eefa4efb,0,0,fad8f9b8,1,1,1,1
502,502,0,8,fcfff8ff,ecffccff,0,2efa6efa,0,0,fa48fa18,1,1,1,1
503,503,0,8,fc000800,dcff0c00,0,cef9def9,0,0,fb48fbc8,1,1,1,1
504,504,0,0,f8ffe8ff,bcfffcff,2,cef9bef9,0,0,fd78fcf8,1,1,1,1
505,505,0,2,0800fcff,9cffecff,0,0efaeef9,0,0,fe22fe62,1,1,1,1
506,506,0,8,fcfff8ff,fcffacff,0,eefa6efa,0,0,00b0ffe2,1,1,1,1
507,507,0,8,fcffe8ff,ecfffcff,2,fefb8efb,0,0,02300170,1,1,1,1
508,508,0,8,fcfff8ff,fcffccff,8,3efd8efc,0,0,03ae020e,1,1,1,1
509,509,0,8,fc001800,fcffecff,0,c8fe18fe,0,0,04140474,1,1,1,1
510,510,0,0,f8ff0800,dcffecff,0,5600b6ff,0,0,053c05b4,1,1,1,1
511,511,0,0,f8ff0800,ecfffcff,2,ec014c01,0,0,06dc058c,1,1,1,1
512,512,0,0,18000800,0c00fcff,0,5c03ac02,0,0,063c061c,1,1,1,1
513,513,0,2,28007c00,bcff7c00,2,9a040c04,0,4,06fc065c,1,1,1,1
514,514,0,8,fcfff8ff,0c00fcff,2,72051a05,0,0,05fc052c,1,1,1,1
515,515,0,8,fcfff8ff,dcffccff,0,0206d205,0,0,043c05ac,1,1,1,1
516,516,0,0,f8ff0800,1c00fcff,0,42063206,0,0,031404a4,1,1,1,1
517,517,0,8,fc001800,2c000c00,0,12063206,0,0,01ae0284,1,1,1,1
518,518,0,0,08001800,2c000c00,0,8205f205,0,0,004001fe,1,1,1,1
519,519,0,0,e8fff8ff,fcffdcff,0,9a043205,0,0,fec0ff80,1,1,1,1
520,520,0,8,fc001800,0c00fcff,2,5c03dc03,0,0,fd12fee2,1,1,1,1
521,521,0,0,0800f8ff,9cffdcff,0,ec018c02,0,0,fb88fc38,1,1,1,1
522,522,0,0,f8ff1800,fcffccff,0,66002c01,0,0,fa38fbe8,1,1,1,1
523,523,0,0,f8ff1800,0c00fcff,2,d8fea6ff,0,0,fa68fae8,1,1,1,1
524,524,0,2,f8fffcff,fcff1c00,0,3efd18fe,0,0,f9c8f908,1,1,1,1
525,525,0,0,1800d8ff,fcffecff,0,0efc8efc,0,0,f998f9b8,1,1,1,1
526,526,0,8,fcfff8ff,fcfffcff,2,eefa6efb,0,1,fad8f9fc,1,1,1,1
527,527,0,0,1800f8ff,ccffbcff,0,2efa7efa,0,0,fa58fa08,1,1,1,1
528,528,0,0,1800f8ff,ecff7cff,2,bef9cef9,0,0,fb38fbb8,1,1,1,1
529,529,0,0,08002800,ccfffcff,2,aef9cef9,0,0,fd88fcc8,1,1,1,1
530,530,0,0,0800f8ff,dcffecff,0,0efafef9,0,0,fe12fe18,1,1,1,1
531,531,0,0,0800e8ff,fcffecff,0,eefa8efa,0,0,00a0ffd2,1,1,1,1
532,532,0,0,08001800,fcffbcff,0,defb5efb,0,0,01300170,1,1,1,1
533,533,0,0,1800f8ff,fcfffcff,2,5efd7efc,0,0,039e02fe,1,1,1,1
534,534,0,0,18000800,fc000c00,8,f8fe18fe,0,0,0404045e,1,1,1,1
535,535,0,0,18000800,dcff0c00,0,760096ff,0,0,052c05a4,1,1,1,1
536,536,0,2,f8fffc00,fcffccff,8,ec012c01,0,0,06ec05ac,1,1,1,1
537,537,0,0,f8ff0800,0c00ecff,0,5c039c02,0,0,066c062c,1,1,1,1
538,538,0,0,08001800,fcffdcff,0,9a04fc03,0,4,06fc065c,1,1,1,1
539,539,0,0,f8ff1800,fc001c00,8,92053205,0,0,05ec053c,1,1,1,1
540,540,0,0,f8ff0800,fcff0c00,0,0206e205,0,0,042c058c,1,1,1,1
541,541,0,2,f8fffcff,1c00ecff,0,52064206,0,0,030404a4,1,1,1,1
542,542,0,0,18000800,ecfffcff,0,02062206,0,0,01be026e,1,1,1,1
543,543,0,8,fcfff8ff,ccfffcff,0,7205e205,0,0,003001ee,1,1,1,1
544,544,0,0,e8ff0800,fcffdcff,8,9a040a05,0,0,fec0ff70,1,1,1,1
545,545,0,0,1800f8ff,ccfffcff,0,4c03dc03,0,0,fd12feb2,1,1,1,1
546,546,0,2,1800fc00,0c00fcff,2,ec018c02,0,0,fc88fc28,1,1,1,1
547,547,0,0,0800f8ff,dcfffcff,0,66001c01,0,0,fa38fb08,1,1,1,1
548,548,0,8,fcfff8ff,dcfffcff,2,d8fea6ff,0,0,f958fad8,1,1,1,1
549,549,0,0,38001800,fcff1c00,0,1efd18fe,0,0,f9c8f9f8,1,1,1,1
550,550,0,8,fc000800,1c00ecff,0,eefb8efc,0,0,f978f9b8,1,1,1,1
551,551,0,8,fc000800,0c002c00,0,defa6efb,0,0,f9d8f998,1,1,1,1
552,552,0,8,fcfff8ff,0c00fcff,0,3efa8efa,0,0,fa78faf8,1,1,1,1
553,553,0,0,f8ff0800,1c00fcff,0,cef9eef9,0,0,fb48fbc8,1,1,1,1
554,554,0,0,1800d8ff,0c00fc00,2,bef9fcf9,2,0,fd88fcd8,1,1,1,1
555,555,0,0,1800f8ff,fcffccff,0,0efadef9,0,0,fe12fe18,1,1,1,1
556,556,0,0,18000800,ecff0c00,0,fefa7efa,0,0,00b0ffc2,1,1,1,1
557,557,0,0,f8ff0800,1c00fcff,0,eefb6efb,0,0,02200160,1,1,1,1
558,558,0,0,f8ff0800,dcffecff,0,3efd7efc,0,0,03be020e,1,1,1,1
559,559,0,8,fc000800,ccff0c00,0,b8fe08fe,0,0,0404044e,1,1,1,1
560,560,0,0,f8ff2800,ccffecff,0,5600b6ff,0,0,052c05a4,1,1,1,1
