Sample in Buffer,Sample in Window,TRIGGER,u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],adc1_sync,adc2_sync,adc3_sync,adc4_sync
285,285,0,0,00e0ff20,0a00daff,0,00fcffee,4,0,e4ff1400,1,1,1,1
286,286,0,0,ff200000,faff1a00,0,ffdeff0e,0,0,e4ff1400,1,1,1,1
287,287,0,0,00e0fff0,dafffcff,2,fffeffee,0,2,0400fcff,1,1,1,1
288,288,0,4,00fc0010,dafffcff,2,ff0e00fc,1,8,fcffe4ff,1,1,1,1
289,289,0,4,fffc0000,fcffeaff,8,ff1e00de,0,0,04001400,1,1,1,1
290,290,0,4,00fcfff0,2a000a00,0,fffcfffe,4,8,fc001400,1,1,1,1
291,291,0,4,007c0000,0a00baff,0,fffcfffe,4,0,1400e4ff,1,1,1,1
292,292,0,0,00400010,cafffc00,2,007cfffe,4,0,f4ff0400,1,1,1,1
293,293,0,4,00fc0000,0a001a00,0,00feff0e,0,0,04001400,1,1,1,1
294,294,0,0,fff0ff20,faff3a00,0,fffc000e,4,2,2400fc00,1,1,1,1
295,295,0,1,001000fc,9affdaff,0,00feffce,0,0,2400f4ff,1,1,1,1
296,296,0,0,fff0ff00,1a00eaff,0,fffeff1e,0,0,f4ff1400,1,1,1,1
297,297,0,4,00fcffe0,fc000a00,8,ff0e00de,0,8,fc000400,1,1,1,1
298,298,0,4,fffc0000,fcffeaff,8,ffdeffee,0,0,1400e4ff,1,1,1,1
299,299,0,0,ff0000e0,1a00daff,0,ffdefffe,0,0,0400e4ff,1,1,1,1
300,300,0,0,ff1000f0,1a00fc00,2,fffcffee,4,2,f4fffc00,1,1,1,1
301,301,0,0,001000f0,eaffcaff,0,ffeefffe,0,0,f4ff0400,1,1,1,1
302,302,0,0,fff0ff00,eafffcff,2,00fefffc,1,0,f4ff1400,1,1,1,1
303,303,0,0,ff2000e0,fc000a00,8,fffeff0e,0,0,f4ff0400,1,1,1,1
304,304,0,0,001000e0,0a00daff,0,ff0e00fc,1,2,f4fffcff,1,1,1,1
305,305,0,0,00f0ff20,faffeaff,0,00fcfffe,4,2,1400fcff,1,1,1,1
306,306,0,0,ff200000,faff2a00,0,fffeff1e,0,0,0400e4ff,1,1,1,1
307,307,0,0,001000e0,1a00fcff,2,000e00ee,0,0,04001400,1,1,1,1
308,308,0,1,ff0000fc,0a003a00,0,fffefffc,1,0,f4ff1400,1,1,1,1
309,309,0,0,ffd0ffe0,eafffc00,2,00feffde,0,0,24000400,1,1,1,1
310,310,0,0,001000f0,1a000a00,0,fffc000e,4,0,0400f4ff,1,1,1,1
311,311,0,1,001000fc,eaffdaff,0,00feffee,0,2,f4fffc00,1,1,1,1
312,312,0,0,00200000,0a00daff,0,ffeeff1e,0,0,14000400,1,1,1,1
313,313,0,4,00fc0000,faffdaff,0,ffdefffe,0,2,f4fffc00,1,1,1,1
314,314,0,4,fffc0000,fafffcff,2,ffdefffe,0,0,24001400,1,1,1,1
315,315,0,0,ff0000f0,fcffcaff,8,ff0e00fc,1,0,f4ff0400,1,1,1,1
316,316,0,0,000000f0,caff0a00,0,ff0e00fe,0,0,f4ff0400,1,1,1,1
317,317,0,0,00300010,caff1a00,0,00fcfffe,4,0,04001400,1,1,1,1
318,318,0,4,00fc0010,fcffdaff,8,fffeff0e,0,0,f4ff1400,1,1,1,1
319,319,0,0,00000010,0a00caff,0,fffeffee,0,2,2400fcff,1,1,1,1
320,320,0,1,000000fc,faffcaff,0,00eeffde,0,0,e4fff4ff,1,1,1,1
321,321,0,5,007c00fc,daffcaff,0,00eeff0e,0,0,0400f4ff,1,1,1,1
322,322,0,4,00fc0000,1a000a00,0,007c000e,4,2,1400fc00,1,1,1,1
323,323,0,4,00fc0000,0a00fc00,2,fffeff0e,0,0,e4ff0400,1,1,1,1
324,324,0,4,00fc0010,faffeaff,0,ffeefffc,1,0,f4ff0400,1,1,1,1
325,325,0,0,ffe0ff10,1a00eaff,0,ffeefffc,1,0,04001400,1,1,1,1
326,326,0,1,002000fc,2a00faff,0,fffefffc,1,0,f4ffe4ff,1,1,1,1
327,327,0,4,00fc0010,0a00faff,0,00feffee,0,8,fc000400,1,1,1,1
328,328,0,4,00fc0010,fcffcaff,8,fffeff0e,0,8,fc001400,1,1,1,1
329,329,0,0,00000030,fc000a00,8,fffefffc,1,0,0400f4ff,1,1,1,1
330,330,0,1,ff0000fc,caffeaff,0,ff1e00fc,1,2,e4fffc00,1,1,1,1
331,331,0,4,00fcfff0,eaff1a00,0,ff0e00de,0,0,e4ff0400,1,1,1,1
332,332,0,0,00000010,daff0a00,0,00fcfffe,4,8,fcfff4ff,1,1,1,1
333,333,0,0,ff000010,eaffcaff,0,ff1e000e,0,0,24001400,1,1,1,1
334,334,0,4,00fcfff0,0a00faff,0,00feffee,0,0,f4ff1400,1,1,1,1
335,335,0,0,00200010,faffeaff,0,00feff0e,0,8,fc002400,1,1,1,1
336,336,0,1,000000fc,0a00eaff,0,ffeeff0e,0,0,0400f4ff,1,1,1,1
337,337,0,1,000000fc,0a00caff,0,ff1e00fe,0,a,7c00fc00,1,1,1,1
338,338,0,1,ff1000fc,fcffeaff,8,000e00fe,0,0,14000400,1,1,1,1
339,339,0,0,00f0ffe0,fc000a00,8,00feff1e,0,2,e4fffc00,1,1,1,1
340,340,0,4,fffc0000,fc000a00,8,fffc000e,4,2,1400fcff,1,1,1,1
341,341,0,4,00fcfff0,0a00caff,0,ff0e00fe,0,0,f4ff0400,1,1,1,1
342,342,0,0,00200000,faffeaff,0,fffcfffe,4,0,14002400,1,1,1,1
343,343,0,4,00fc0000,1a004a00,0,fffeffee,0,0,f4ff0400,1,1,1,1
344,344,0,0,00100000,2a00fc00,2,ff1e00ee,0,0,f4ff0400,1,1,1,1
345,345,0,4,00fc0000,eaffdaff,0,fffcfffe,4,0,e4ff1400,1,1,1,1
346,346,0,0,00f0ff10,eaff1a00,0,fffcfffe,4,8,fcfff4ff,1,1,1,1
347,347,0,0,00f0ff10,eafffcff,2,ff0e00ee,0,0,e4ffd4ff,1,1,1,1
348,348,0,0,ff100000,eafffaff,0,ff0e00fe,0,0,f4ff0400,1,1,1,1
349,349,0,0,fff0ffd0,0a00baff,0,ff0e00ee,0,2,d4fffcff,1,1,1,1
350,350,0,0,00f0ffe0,2a00fc00,2,fffcfffe,4,0,e4ff0400,1,1,1,1
351,351,0,0,00000010,faff0a00,0,ffdeffee,0,0,f4ff1400,1,1,1,1
352,352,0,0,00000010,1a00fcff,2,00eefffe,0,0,e4ff1400,1,1,1,1
353,353,0,0,00f0ff10,fafffc00,2,00eeff0e,0,0,2400f4ff,1,1,1,1
354,354,0,0,00100020,caffeaff,0,fffeff0e,0,0,2400f4ff,1,1,1,1
355,355,0,0,00100000,daff3a00,0,002e00fc,1,0,f4ff1400,1,1,1,1
356,356,0,4,00fc0000,eaff2a00,0,fffc000e,4,0,1400e4ff,1,1,1,1
357,357,0,0,ffe0ff00,3a00fcff,2,fffeffee,0,2,f4fffc00,1,1,1,1
358,358,0,1,ff0000fc,cafffaff,0,ff0e00ee,0,8,fc000400,1,1,1,1
359,359,0,0,000000f0,2a00fcff,2,ffeeffde,0,0,0400f4ff,1,1,1,1
360,360,0,0,00f0ff10,cafffaff,0,fffcfffe,4,0,2400f4ff,1,1,1,1
361,361,0,0,00100000,fcfffaff,8,00fcfffe,4,0,24000400,1,1,1,1
362,362,0,0,00100020,1a00daff,0,fffeff0e,0,0,f4ff0400,1,1,1,1
363,363,0,4,00fc0000,fafffc00,2,fffefffc,1,0,e4ff0400,1,1,1,1
364,364,0,0,00f0ff00,eaff1a00,0,fffcffde,4,0,04001400,1,1,1,1
365,365,0,0,00000010,faff0a00,0,00fcffee,4,0,0400f4ff,1,1,1,1
366,366,0,1,001000fc,2a007cff,2,fffc000e,4,2,0400fc00,1,1,1,1
367,367,0,0,00f0ff20,3a000a00,0,ff7cffee,4,0,1400f4ff,1,1,1,1
368,368,0,4,00fc0000,fcfffaff,8,fffcffee,4,0,f4ff0400,1,1,1,1
369,369,0,4,fffc0010,3a000a00,0,fffcfffe,4,8,fc000400,1,1,1,1
370,370,0,0,000000e0,caff0a00,0,fffcfffe,4,8,fcffe4ff,1,1,1,1
371,371,0,1,ff0000fc,2a00eaff,0,00feffee,0,0,04001400,1,1,1,1
372,372,0,0,ff0000e0,0a00fc00,2,00eeff0e,0,2,2400fc00,1,1,1,1
373,373,0,0,001000e0,faff3a00,0,fffc000e,4,0,1400f4ff,1,1,1,1
374,374,0,1,ff1000fc,fc000a00,8,fffeffde,0,2,f4fffc00,1,1,1,1
375,375,0,4,00fcfff0,eafffaff,0,ffdefffc,1,0,1400e4ff,1,1,1,1
376,376,0,0,00000020,eaff1a00,0,ff0e00fe,0,8,fcfff4ff,1,1,1,1
377,377,0,1,000000fc,eaff2a00,0,00fcfffe,4,0,1400f4ff,1,1,1,1
378,378,0,1,ffe0fffc,eaff2a00,0,fffeff0e,0,0,14000400,1,1,1,1
379,379,0,1,fff0fffc,eafffcff,2,fffeffde,0,0,c4ff0400,1,1,1,1
380,380,0,1,fff0fffc,0a00fcff,2,00fcffee,4,0,1400e4ff,1,1,1,1
381,381,0,0,00f0ffe0,eaffdaff,0,ffeeff1e,0,0,1400d4ff,1,1,1,1
382,382,0,0,00200000,faffbaff,0,ff1e00fe,0,2,0400fc00,1,1,1,1
383,383,0,4,fffc0000,0a001a00,0,fffcffde,4,2,4400fc00,1,1,1,1
384,384,0,0,000000e0,fcfffaff,8,fffeffee,0,0,d4ff0400,1,1,1,1
385,385,0,0,00f0ff10,1a00daff,0,fffeffee,0,0,1400f4ff,1,1,1,1
386,386,0,0,00e0ff20,eafffc00,2,ffdeffee,0,0,1400f4ff,1,1,1,1
387,387,0,4,00fc0000,fc000a00,8,fffcfffe,4,0,e4fff4ff,1,1,1,1
388,388,0,0,fff0ff00,faffbaff,0,ffdeffee,0,0,04001400,1,1,1,1
389,389,0,1,ff0000fc,daffcaff,0,fffcfffe,4,2,1400fc00,1,1,1,1
390,390,0,0,ff0000f0,dafffaff,0,ff0e00fe,0,0,e4ff0400,1,1,1,1
391,391,0,0,002000f0,daff1a00,0,00fcfffe,4,8,fc000400,1,1,1,1
392,392,0,0,ff000010,caff2a00,0,ffeeff0e,0,0,04001400,1,1,1,1
393,393,0,0,000000f0,3a00faff,0,00fcfffe,4,0,f4ffe4ff,1,1,1,1
394,394,0,1,ff1000fc,1a000a00,0,ff0e002e,0,0,0400e4ff,1,1,1,1
395,395,0,0,ff0000f0,fcffeaff,8,000e00fe,0,2,1400fc00,1,1,1,1
396,396,0,0,fff0ffe0,0a007cff,2,fffc001e,4,0,0400e4ff,1,1,1,1
397,397,0,1,ffe0fffc,eaff1a00,0,fffeffee,0,0,e4ff1400,1,1,1,1
398,398,0,0,000000f0,faffdaff,0,00deffee,0,0,1400f4ff,1,1,1,1
399,399,0,0,00e0ff10,0a00fcff,2,fffeff1e,0,0,0400f4ff,1,1,1,1
400,400,0,0,ffd0ff10,0a001a00,0,000e00fc,1,8,fcfff4ff,1,1,1,1
401,401,0,0,000000f0,0a001a00,0,fffeff1e,0,0,1400e4ff,1,1,1,1
402,402,0,1,00f0fffc,daff1a00,0,fffeffee,0,0,e4ff0400,1,1,1,1
403,403,0,0,ff000010,4a001a00,0,000e00fc,1,0,04001400,1,1,1,1
404,404,0,0,002000e0,faffcaff,0,ff0e00fc,1,8,fcfff4ff,1,1,1,1
405,405,0,4,00fc0010,0a00eaff,0,fffcfffe,4,0,f4ffe4ff,1,1,1,1
406,406,0,4,00fc0010,fcffeaff,8,fffcfffe,4,0,e4ff0400,1,1,1,1
407,407,0,4,00fc0000,1a000a00,0,ffeefffe,0,0,14000400,1,1,1,1
408,408,0,0,00200010,2a00fc00,2,00fcfffe,4,0,2400e4ff,1,1,1,1
409,409,0,4,00fc0000,2a00fc00,2,fffeff0e,0,2,e4fffc00,1,1,1,1
410,410,0,0,00000020,4a000a00,0,fffefffc,1,0,04001400,1,1,1,1
411,411,0,1,00f0fffc,faff0a00,0,ff0e00de,0,8,fc001400,1,1,1,1
412,412,0,0,fff0ff00,faff1a00,0,ff7cfffe,4,8,7c000400,1,1,1,1
413,413,0,1,000000fc,1a00fcff,2,000e00fe,0,0,f4ff0400,1,1,1,1
414,414,0,1,002000fc,eafffaff,0,fffefffc,1,2,f4fffcff,1,1,1,1
415,415,0,0,00f0ff00,0a00daff,0,ffeeffde,0,0,f4ffe4ff,1,1,1,1
416,416,0,0,fff0ff10,faffcaff,0,fffeffde,0,0,c4ff0400,1,1,1,1
417,417,0,0,001000e0,faff0a00,0,000e00ee,0,0,0400f4ff,1,1,1,1
418,418,0,0,fff0ff20,fc002a00,8,000e00fc,1,0,0400f4ff,1,1,1,1
419,419,0,0,ff0000e0,eafffaff,0,fffefffc,1,2,0400fc00,1,1,1,1
420,420,0,0,000000e0,1a000a00,0,ffeefffc,1,0,f4ff1400,1,1,1,1
421,421,0,0,00000010,0a00fc00,2,00eefffe,0,2,0400fcff,1,1,1,1
422,422,0,0,ff000020,fafffc00,2,fffc000e,4,0,0400f4ff,1,1,1,1
423,423,0,0,fff0ffe0,faffeaff,0,00eefffe,0,0,1400f4ff,1,1,1,1
424,424,0,1,00f0fffc,eafffcff,2,ff0e001e,0,0,14000400,1,1,1,1
425,425,0,4,00fc0000,5a002a00,0,fffcfffe,4,0,1400f4ff,1,1,1,1
426,426,0,0,00200000,faff0a00,0,fffcfffe,4,0,f4ff0400,1,1,1,1
427,427,0,0,00e0ff00,caff1a00,0,ff2e00de,0,a,7cfffcff,1,1,1,1
428,428,0,4,fffc0000,faffeaff,0,00eefffe,0,0,04001400,1,1,1,1
429,429,0,0,000000f0,fafffcff,2,fffeff0e,0,2,0400fc00,1,1,1,1
430,430,0,0,ffe0ff20,0a002a00,0,000e00de,0,0,2400f4ff,1,1,1,1
431,431,0,0,000000f0,3a00eaff,0,00eefffc,1,8,fc000400,1,1,1,1
432,432,0,1,fff0fffc,1a00fc00,2,fffeff0e,0,0,f4ff1400,1,1,1,1
433,433,0,1,ff0000fc,1a002a00,0,fffefffc,1,2,2400fcff,1,1,1,1
434,434,0,0,001000f0,fcfffaff,8,ff0e00fc,1,0,d4fff4ff,1,1,1,1
435,435,0,0,00e0ff00,fc002a00,8,ff0e00fe,0,0,d4ff0400,1,1,1,1
436,436,0,0,00100000,1a00daff,0,00eefffe,0,0,1400f4ff,1,1,1,1
437,437,0,0,00f0ff00,eaffdaff,0,00feff0e,0,0,0400e4ff,1,1,1,1
438,438,0,0,ffd0ff00,1a005a00,0,fffeff0e,0,0,d4ff2400,1,1,1,1
439,439,0,0,00e0fff0,faff2a00,0,fffefffc,1,8,fc000400,1,1,1,1
440,440,0,0,ffe0ff00,eafffcff,2,fffefffc,1,0,f4ffe4ff,1,1,1,1
441,441,0,4,ff7cfff0,fc000a00,8,00eefffc,1,0,f4ff0400,1,1,1,1
442,442,0,0,00f0ffe0,faffeaff,0,00deff0e,0,2,1400fcff,1,1,1,1
443,443,0,4,00fc0000,eaff1a00,0,ffeeff0e,0,0,1400c4ff,1,1,1,1
444,444,0,0,00f0ff00,daff0a00,0,ff1e00fe,0,0,f4ff2400,1,1,1,1
445,445,0,0,00000010,0a002a00,0,00defffe,0,0,14000400,1,1,1,1
446,446,0,1,000000fc,2a003a00,0,fffeff0e,0,8,fcfff4ff,1,1,1,1
447,447,0,1,000000fc,1a000a00,0,fffeffee,0,0,f4ff0400,1,1,1,1
448,448,0,4,00fc0020,fc000a00,8,ff0e00ee,0,0,04001400,1,1,1,1
449,449,0,0,00100030,0a00faff,0,ff0e00fe,0,0,2400f4ff,1,1,1,1
450,450,0,4,00fc0000,fafffc00,2,fffcfffe,4,8,fcffe4ff,1,1,1,1
451,451,0,4,00fc0000,fc001a00,8,00fcfffe,4,0,f4ff0400,1,1,1,1
452,452,0,0,ff100000,2a00eaff,0,00beff0e,0,0,1400e4ff,1,1,1,1
453,453,0,0,00e0fff0,2a00caff,0,ff1e000e,0,2,e4fffc00,1,1,1,1
454,454,0,4,00fc0010,4a003a00,0,ffeefffe,0,0,e4ff0400,1,1,1,1
455,455,0,4,00fc0000,0a001a00,0,ff0e00fe,0,2,1400fcff,1,1,1,1
456,456,0,0,fff0ff10,eaff1a00,0,fffcfffe,4,0,04002400,1,1,1,1
457,457,0,1,001000fc,fc005a00,8,ffdefffe,0,0,04002400,1,1,1,1
458,458,0,1,000000fc,faff1a00,0,ff0e00fe,0,2,f4fffc00,1,1,1,1
459,459,0,0,00000010,0a004a00,0,fffcfffe,4,8,fc000400,1,1,1,1
460,460,0,1,00e0fffc,fc001a00,8,fffcfffe,4,0,2400f4ff,1,1,1,1
461,461,0,4,fffc0000,dafffaff,0,ff3e00ee,0,8,fc000400,1,1,1,1
462,462,0,0,ff1000e0,5a00eaff,0,ffeefffe,0,0,0400f4ff,1,1,1,1
463,463,0,4,00fcfff0,3a00faff,0,fffefffc,1,0,04003400,1,1,1,1
464,464,0,4,fffc0000,faff2a00,0,00deffee,0,2,2400fc00,1,1,1,1
465,465,0,0,002000e0,1a00eaff,0,fffc000e,4,0,f4ff0400,1,1,1,1
466,466,0,0,00000010,eaff0a00,0,fffeffde,0,2,0400fcff,1,1,1,1
467,467,0,1,ff0000fc,1a002a00,0,00eefffc,1,0,2400f4ff,1,1,1,1
468,468,0,4,fffcffe0,1a000a00,0,fffeff0e,0,0,0400f4ff,1,1,1,1
469,469,0,0,ff0000f0,daff2a00,0,ff0e00fc,1,2,f4fffc00,1,1,1,1
470,470,0,0,001000e0,fc001a00,8,ffdefffe,0,2,1400fcff,1,1,1,1
471,471,0,1,fff0fffc,eaffdaff,0,fffcfffe,4,0,f4ffd4ff,1,1,1,1
472,472,0,1,ff2000fc,fc000a00,8,ff0e00de,0,0,e4ff3400,1,1,1,1
473,473,0,4,00fcfff0,2a000a00,0,fffcfffe,4,0,0400f4ff,1,1,1,1
474,474,0,0,00f0ff00,0a001a00,0,ffeefffe,0,0,1400d4ff,1,1,1,1
475,475,0,0,ff000010,3a00faff,0,fffefffc,1,0,d4ff2400,1,1,1,1
476,476,0,0,000000f0,1a00fc00,2,00feffde,0,0,14000400,1,1,1,1
477,477,0,1,000000fc,fcfffaff,8,00eeff0e,0,0,2400e4ff,1,1,1,1
478,478,0,1,00f0fffc,1a000a00,0,fffeff1e,0,0,e4ff1400,1,1,1,1
479,479,0,4,00fc0010,1a00fc00,2,000e00fc,1,0,f4ff2400,1,1,1,1
480,480,0,0,00100000,1a00fc00,2,fffeff1e,0,2,2400fcff,1,1,1,1
481,481,0,4,00fc0000,3a002a00,0,fffeffee,0,0,e4ff1400,1,1,1,1
482,482,0,4,00fc0000,eaff1a00,0,ff0e00ee,0,0,e4ff1400,1,1,1,1
483,483,0,0,00f0ff00,3a00caff,0,ffeefffe,0,0,2400f4ff,1,1,1,1
484,484,0,4,00fc0000,fcffeaff,8,ffdefffe,0,8,fcfff4ff,1,1,1,1
485,485,0,0,00f0ff20,faff2a00,0,00fcfffe,4,0,04001400,1,1,1,1
486,486,0,0,00200000,faff1a00,0,ffeeff0e,0,8,fc001400,1,1,1,1
487,487,0,0,00100000,faff1a00,0,000e00fe,0,0,0400e4ff,1,1,1,1
488,488,0,0,ff100000,fc000a00,8,ff0e00fc,1,0,24001400,1,1,1,1
489,489,0,0,ff0000f0,1a004a00,0,00eefffe,0,8,fc000400,1,1,1,1
490,490,0,4,00fcfff0,dafffc00,2,00feff1e,0,0,2400e4ff,1,1,1,1
491,491,0,0,00f0ff10,fc001a00,8,fffc000e,4,0,e4ff1400,1,1,1,1
492,492,0,0,00200000,eaff1a00,0,ffeefffe,0,0,04003400,1,1,1,1
493,493,0,0,00000010,eaff1a00,0,fffefffc,1,0,2400f4ff,1,1,1,1
494,494,0,1,ffe0fffc,fc000a00,8,ff0e00ee,0,0,04001400,1,1,1,1
495,495,0,0,ff1000f0,1a00eaff,0,ffeeffde,0,2,2400fc00,1,1,1,1
496,496,0,0,ff2000e0,fafffc00,2,fffcfffe,4,0,f4ff1400,1,1,1,1
497,497,0,0,000000e0,dafffcff,2,00eefffe,0,2,0400fcff,1,1,1,1
498,498,0,1,001000fc,faff1a00,0,00feff2e,0,2,0400fc00,1,1,1,1
499,499,0,4,00fc0000,fc000a00,8,fffeff0e,0,0,04001400,1,1,1,1
500,500,0,0,fff0ff00,eafffaff,0,fffeffee,0,0,1400f4ff,1,1,1,1
501,501,0,0,00f0ffe0,faff7cff,2,fffeffee,0,0,f4ff0400,1,1,1,1
502,502,0,0,00100000,0a00eaff,0,007cfffc,5,8,7c000400,1,1,1,1
503,503,0,1,000000fc,faffdaff,0,ffeeff0e,0,0,0400f4ff,1,1,1,1
504,504,0,1,ffe0fffc,1a000a00,0,fffcfffe,4,0,f4ff1400,1,1,1,1
505,505,0,1,000000fc,0a00eaff,0,00eefffe,0,2,0400fcff,1,1,1,1
506,506,0,1,001000fc,0a00faff,0,ffeeff0e,0,2,f4fffc00,1,1,1,1
507,507,0,4,00fc0020,dafffc00,2,00eefffc,1,0,24001400,1,1,1,1
508,508,0,0,ff300020,1a00caff,0,fffeff0e,0,8,fcfff4ff,1,1,1,1
509,509,0,4,fffcfff0,fafffc00,2,000e00de,0,0,e4ff0400,1,1,1,1
510,510,0,0,002000f0,fcffcaff,8,00eefffc,1,0,0400f4ff,1,1,1,1
511,511,0,4,00fc0000,faffdaff,0,fffeff1e,0,0,2400f4ff,1,1,1,1
512,512,0,4,00fc0010,1a00fcff,2,ff1e00fc,1,8,fc000400,1,1,1,1
513,513,0,4,00fc0000,eaffcaff,0,00fcffee,4,0,f4ff1400,1,1,1,1
514,514,0,0,00000020,eaff1a00,0,fffeff1e,0,2,0400fcff,1,1,1,1
515,515,0,1,fff0fffc,faff0a00,0,000e00fc,1,0,d4ffe4ff,1,1,1,1
516,516,0,1,ff1000fc,fc002a00,8,ffeefffc,1,0,f4ff2400,1,1,1,1
517,517,0,0,001000f0,1a000a00,0,fffefffc,1,2,0400fcff,1,1,1,1
518,518,0,1,00f0fffc,fc000a00,8,fffcffee,4,0,e4ff2400,1,1,1,1
519,519,0,0,ff000010,eaff0a00,0,ff0e00fe,0,0,0400f4ff,1,1,1,1
520,520,0,0,001000e0,daff1a00,0,ff0e00fe,0,0,0400e4ff,1,1,1,1
521,521,0,1,00f0fffc,5a001a00,0,fffcfffe,4,0,0400f4ff,1,1,1,1
522,522,0,0,00300000,3a00faff,0,fffeffee,0,2,f4fffc00,1,1,1,1
523,523,0,0,00200000,1a000a00,0,ffcefffc,1,8,fc001400,1,1,1,1
524,524,0,1,000000fc,1a00faff,0,001e00fe,0,0,e4ff0400,1,1,1,1
525,525,0,1,002000fc,bafffaff,0,fffefffc,1,0,f4ff2400,1,1,1,1
526,526,0,0,00f0ff00,daff0a00,0,00fefffc,1,2,1400fcff,1,1,1,1
527,527,0,4,00fc0000,eafffaff,0,fffeff0e,0,2,f4fffc00,1,1,1,1
528,528,0,0,00000020,0a001a00,0,fffeffee,0,0,f4ff1400,1,1,1,1
529,529,0,1,ff2000fc,1a00eaff,0,00defffc,1,2,f4fffcff,1,1,1,1
530,530,0,0,001000e0,0a00fc00,2,fffc000e,4,2,e4fffcff,1,1,1,1
531,531,0,4,007c0000,1a00daff,0,00feffde,0,0,24000400,1,1,1,1
532,532,0,4,00fc0020,eafffaff,0,fffeff0e,0,8,7cfff4ff,1,1,1,1
533,533,0,0,00f0ff20,2a001a00,0,00feffee,0,8,fc001400,1,1,1,1
534,534,0,0,00100000,eaff1a00,0,fffc000e,4,0,24000400,1,1,1,1
535,535,0,0,00f0ff00,eaffdaff,0,ff0e00fe,0,0,f4ff0400,1,1,1,1
536,536,0,0,ff000010,2a003a00,0,fffeffee,0,0,04002400,1,1,1,1
537,537,0,0,001000f0,eaffcaff,0,00fefffc,1,0,04001400,1,1,1,1
538,538,0,0,00200000,1a00faff,0,fffc000e,4,2,0400fc00,1,1,1,1
539,539,0,1,00f0fffc,0a00fc00,2,00fcffee,4,8,fcfff4ff,1,1,1,1
540,540,0,0,ff300010,1a002a00,0,00feff0e,0,0,2400e4ff,1,1,1,1
541,541,0,0,000000e0,0a00faff,0,fffc000e,4,0,e4ff0400,1,1,1,1
542,542,0,0,ff000020,eaff3a00,0,fffeffee,0,0,e4ff0400,1,1,1,1
543,543,0,0,000000f0,0a00faff,0,ff0e00fc,1,2,f4fffcff,1,1,1,1
544,544,0,0,00f0ff20,daff1a00,0,ff0e00ee,0,2,f4fffcff,1,1,1,1
545,545,0,4,fffc0000,2a003a00,0,ffdeffee,0,2,f4fffcff,1,1,1,1
546,546,0,0,001000f0,2a006a00,0,ff1e00ee,0,0,04001400,1,1,1,1
547,547,0,1,00f0fffc,eaffcaff,0,00eeffde,0,2,f4fffc00,1,1,1,1
548,548,0,0,00e0ff20,1a000a00,0,ff0e001e,0,2,f4fffcff,1,1,1,1
549,549,0,4,fffc0000,1a000a00,0,00defffe,0,0,24001400,1,1,1,1
550,550,0,0,ff0000f0,fcfffaff,8,fffeff0e,0,0,0400f4ff,1,1,1,1
551,551,0,4,00fcffe0,eaff3a00,0,ff0e00ee,0,2,e4fffc00,1,1,1,1
552,552,0,0,00000020,2a003a00,0,00eefffe,0,0,24001400,1,1,1,1
553,553,0,1,000000fc,daffbaff,0,00feff0e,0,0,f4ff0400,1,1,1,1
554,554,0,1,001000fc,fcffeaff,8,00fc000e,4,0,e4ff0400,1,1,1,1
555,555,0,4,00fc0000,1a00eaff,0,ffeeff0e,0,8,fc001400,1,1,1,1
556,556,0,0,00f0ff00,faffeaff,0,000e00fe,0,0,e4ff0400,1,1,1,1
557,557,0,4,fffc0010,2a004a00,0,ffeefffc,1,0,0400d4ff,1,1,1,1
558,558,0,0,000000e0,2a000a00,0,fffefffc,1,0,0400f4ff,1,1,1,1
559,559,0,1,ff0000fc,eafffc00,2,fffefffc,1,0,04002400,1,1,1,1
560,560,0,0,001000e0,eaff0a00,0,001e00de,0,8,fcfff4ff,1,1,1,1
561,561,0,0,00100000,2a000a00,0,ffeeff0e,0,0,e4fff4ff,1,1,1,1
562,562,0,0,ff000020,daff3a00,0,003e00fc,1,0,1400f4ff,1,1,1,1
563,563,0,0,002000e0,1a00eaff,0,fffc000e,4,0,f4ff0400,1,1,1,1
564,564,0,0,00e0ff10,1a000a00,0,fffcffee,4,0,f4ff0400,1,1,1,1
565,565,0,0,ff100020,eaff0a00,0,00fcfffe,4,0,0400d4ff,1,1,1,1
566,566,0,0,000000e0,fcfffaff,8,ffeeff0e,0,0,04001400,1,1,1,1
567,567,0,1,fff0fffc,1a00daff,0,00defffe,0,2,0400fc00,1,1,1,1
568,568,0,1,00f0fffc,fcffdaff,8,00deff0e,0,0,14002400,1,1,1,1
569,569,0,0,00100000,fc000a00,8,00eeff0e,0,8,fc000400,1,1,1,1
570,570,0,1,001000fc,daff0a00,0,fffeff0e,0,0,f4ff1400,1,1,1,1
571,571,0,0,00f0ff00,cafffaff,0,fffefffc,1,0,f4ff1400,1,1,1,1
572,572,0,0,00f0ff20,0a00faff,0,ff0e00de,0,2,f4fffcff,1,1,1,1
