Sample in Buffer,Sample in Window,TRIGGER,u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],adc1_sync,adc2_sync,adc3_sync,adc4_sync
0,0,0,0,ff100000,9affdaff,0,00fcfffe,4,2,1400fcff,1,1,1,1
1,1,0,0,000000e0,0a00eaff,0,ff0e001e,0,8,fcfff4ff,1,1,1,1
2,2,0,1,00f0fffc,dafffaff,0,ffeeffde,0,0,04001400,1,1,1,1
3,3,0,0,00f0ff10,0a001a00,0,000e00fe,0,0,f4ffe4ff,1,1,1,1
4,4,0,0,00f0ff20,eafffaff,0,fffeff1e,0,2,0400fcff,1,1,1,1
5,5,0,0,00f0ff00,cafffcff,2,fffeffee,0,2,1400fc00,1,1,1,1
6,6,0,4,ff7c0000,eaff1a00,0,00fcffee,4,0,f4ff2400,1,1,1,1
7,7,0,0,ffe0fff0,cafffcff,2,ffdeff0e,0,0,0400e4ff,1,1,1,1
8,8,0,1,ff0000fc,1a00daff,0,ff2e00ee,0,2,e4fffc00,1,1,1,1
9,9,0,0,00e0fff0,cafffc00,2,00eefffe,0,0,f4ff1400,1,1,1,1
10,10,0,4,00fc0000,faff2a00,0,00eeff2e,0,0,0400e4ff,1,1,1,1
11,11,0,0,ffe0ff20,daff2a00,0,00feff0e,0,0,e4fff4ff,1,1,1,1
12,12,0,4,fffcfff0,fc001a00,8,00fc001e,4,8,fcfff4ff,1,1,1,1
13,13,0,0,001000e0,0a00eaff,0,fffc000e,4,0,14000400,1,1,1,1
14,14,0,1,ff0000fc,1a002a00,0,ff0e00ee,0,0,0400e4ff,1,1,1,1
15,15,0,0,001000e0,2a00fc00,2,ffeefffe,0,8,fcffe4ff,1,1,1,1
16,16,0,0,00e0ff00,eafffaff,0,ffeefffc,1,0,f4ff2400,1,1,1,1
17,17,0,4,fffc0010,0a001a00,0,fffefffc,1,0,f4ff0400,1,1,1,1
18,18,0,0,000000f0,0a00daff,0,00eefffc,1,2,f4fffcff,1,1,1,1
19,19,0,1,ff0000fc,daffbaff,0,ffeeff0e,0,0,f4ff0400,1,1,1,1
20,20,0,0,00f0ffe0,faffcaff,0,ffeefffe,0,8,fc000400,1,1,1,1
21,21,0,0,00100020,faff0a00,0,ff0e00fe,0,0,0400e4ff,1,1,1,1
22,22,0,4,00fc0000,eafffcff,2,ff7cfffe,4,2,e4fffc00,1,1,1,1
23,23,0,4,00fc0000,0a00baff,0,000e00fe,0,0,e4ff0400,1,1,1,1
24,24,0,0,00100000,aafffaff,0,fffeff1e,0,0,e4fff4ff,1,1,1,1
25,25,0,0,ff000020,daff0a00,0,00fcffee,4,0,1400f4ff,1,1,1,1
26,26,0,0,000000f0,eafffaff,0,fffc001e,4,0,0400f4ff,1,1,1,1
27,27,0,0,00f0ff20,eafffcff,2,ff1e00ee,0,2,f4fffc00,1,1,1,1
28,28,0,0,00200000,fc000a00,8,001e00fe,0,0,f4ff1400,1,1,1,1
29,29,0,0,ff100000,0a001a00,0,ff1e000e,0,2,f4fffcff,1,1,1,1
30,30,0,0,ffe0fff0,0a00faff,0,fffeffee,0,2,f4fffcff,1,1,1,1
31,31,0,4,00fcfff0,baffdaff,0,001e00ee,0,0,e4ff0400,1,1,1,1
32,32,0,0,ff200000,1a000a00,0,fffeff0e,0,0,0400f4ff,1,1,1,1
33,33,0,0,000000f0,2a000a00,0,00fefffc,1,0,e4fff4ff,1,1,1,1
34,34,0,1,00f0fffc,eaffdaff,0,fffeff0e,0,0,e4ff2400,1,1,1,1
35,35,0,4,fffc0000,eaffdaff,0,00eefffc,1,2,2400fcff,1,1,1,1
36,36,0,0,ff0000f0,daff0a00,0,fffeff0e,0,8,fcfff4ff,1,1,1,1
37,37,0,0,000000e0,0a00eaff,0,00eeffde,0,0,04001400,1,1,1,1
38,38,0,0,ffe0ff10,0a003a00,0,ff0e001e,0,0,2400f4ff,1,1,1,1
39,39,0,0,ff0000f0,caffdaff,0,ff0e00fe,0,0,04001400,1,1,1,1
40,40,0,0,ff0000e0,fcfffaff,8,fffeffee,0,0,f4ff1400,1,1,1,1
41,41,0,0,000000d0,1a00caff,0,00deffee,0,0,04001400,1,1,1,1
42,42,0,1,00e0fffc,dafffc00,2,00fc000e,4,0,0400f4ff,1,1,1,1
43,43,0,0,ff000010,faffbaff,0,fffeff0e,0,0,0400e4ff,1,1,1,1
44,44,0,0,000000e0,eafffcff,2,fffeffee,0,0,e4ff2400,1,1,1,1
45,45,0,1,ffe0fffc,dafffaff,0,00fefffc,1,0,14000400,1,1,1,1
46,46,0,0,003000f0,fcffeaff,8,ffeeff0e,0,0,1400f4ff,1,1,1,1
47,47,0,4,00fc0010,eaff0a00,0,fffcfffe,4,2,0400fc00,1,1,1,1
48,48,0,0,ff200000,1a00fcff,2,00defffe,0,2,0400fc00,1,1,1,1
49,49,0,0,ff0000f0,faffeaff,0,fffc000e,4,8,fcfff4ff,1,1,1,1
50,50,0,0,000000e0,0a00caff,0,001e00fe,0,8,fcfff4ff,1,1,1,1
51,51,0,1,ff1000fc,dafffaff,0,ffdeff0e,0,0,f4ff0400,1,1,1,1
52,52,0,4,fffcffe0,eaff0a00,0,fffeffee,0,a,7cfffcff,1,1,1,1
53,53,0,0,ff1000f0,0a00faff,0,ffeeffde,0,0,0400f4ff,1,1,1,1
54,54,0,0,001000e0,faffdaff,0,ff0e00fc,1,0,0400d4ff,1,1,1,1
55,55,0,1,ff0000fc,faff3a00,0,fffcffee,4,2,e4fffc00,1,1,1,1
56,56,0,0,00f0ffe0,0a00fcff,2,fffeffde,0,0,4400f4ff,1,1,1,1
57,57,0,0,fff0ff00,caffeaff,0,ff0e00fc,1,0,f4ff0400,1,1,1,1
58,58,0,1,000000fc,0a00faff,0,ff0e00fe,0,2,f4fffcff,1,1,1,1
59,59,0,0,00000010,fcfffaff,8,fffeffee,0,8,fc000400,1,1,1,1
60,60,0,1,00f0fffc,faffcaff,0,ff0e00ee,0,0,f4ffe4ff,1,1,1,1
61,61,0,0,ffe0ff00,caff2a00,0,002e00fe,0,0,14000400,1,1,1,1
62,62,0,0,ff1000f0,fafffcff,2,fffc000e,4,8,fc000400,1,1,1,1
63,63,0,0,000000f0,faffcaff,0,ff0e00fe,0,0,e4ff0400,1,1,1,1
64,64,0,0,00000010,daff0a00,0,ff0e00ee,0,2,1400fcff,1,1,1,1
65,65,0,4,00fc0010,3a001a00,0,ff0e00de,0,0,1400f4ff,1,1,1,1
66,66,0,0,00100000,faffeaff,0,ff1e00de,0,0,0400f4ff,1,1,1,1
67,67,0,0,00f0ff00,faff0a00,0,ff0e00fe,0,0,d4ff2400,1,1,1,1
68,68,0,0,00000010,eaffdaff,0,000e00fe,0,0,1400f4ff,1,1,1,1
69,69,0,1,00f0fffc,2a001a00,0,fffefffc,1,0,f4ffd4ff,1,1,1,1
70,70,0,4,fffc0000,eaffdaff,0,ff0e00ee,0,0,f4ff1400,1,1,1,1
71,71,0,0,ff0000f0,faffcaff,0,ff1e00fe,0,2,1400fcff,1,1,1,1
72,72,0,0,001000f0,4a001a00,0,00deffee,0,0,f4ffe4ff,1,1,1,1
73,73,0,0,00e0ff00,1a000a00,0,fffeff0e,0,0,e4ff1400,1,1,1,1
74,74,0,0,ffe0ff00,faff0a00,0,00eefffc,1,0,f4ff1400,1,1,1,1
75,75,0,0,001000f0,1a000a00,0,fffeff0e,0,0,14000400,1,1,1,1
76,76,0,0,00000020,1a000a00,0,ff1e00ee,0,2,f4fffc00,1,1,1,1
77,77,0,1,ff0000fc,0a003a00,0,00fcfffe,4,8,fc000400,1,1,1,1
78,78,0,0,000000f0,1a00daff,0,00fc000e,4,0,f4ff1400,1,1,1,1
79,79,0,4,fffc0020,4a000a00,0,00feff0e,0,8,fc001400,1,1,1,1
80,80,0,0,002000f0,2a003a00,0,ffceff0e,0,8,fc001400,1,1,1,1
81,81,0,4,007c0000,eaff3a00,0,ff0e00fe,0,0,0400e4ff,1,1,1,1
82,82,0,0,00100000,0a00fcff,2,ff0e00de,0,0,04001400,1,1,1,1
83,83,0,4,fffc0000,0a00fc00,2,fffeffee,0,2,0400fc00,1,1,1,1
84,84,0,0,000000e0,fcfffaff,8,ff1e00de,0,2,1400fc00,1,1,1,1
85,85,0,0,00000020,eaff1a00,0,ff0e00fe,0,0,0400f4ff,1,1,1,1
86,86,0,0,00200010,2a00fcff,2,00fcfffe,4,0,2400e4ff,1,1,1,1
87,87,0,1,000000fc,fcffeaff,8,ffeeff0e,0,0,f4ffe4ff,1,1,1,1
88,88,0,1,000000fc,caffeaff,0,ffeeffde,0,2,0400fcff,1,1,1,1
89,89,0,0,fff0ff20,1a00daff,0,00feffde,0,0,0400f4ff,1,1,1,1
90,90,0,4,00fcffe0,dafffaff,0,00feff0e,0,2,0400fc00,1,1,1,1
91,91,0,0,00f0ff00,0a00eaff,0,00feff0e,0,0,f4ff2400,1,1,1,1
92,92,0,0,ff100000,fafffc00,2,fffc000e,4,0,0400e4ff,1,1,1,1
93,93,0,4,00fcffe0,1a00daff,0,ff0e00fe,0,2,f4fffc00,1,1,1,1
94,94,0,4,00fc0000,eafffaff,0,fffcfffe,4,0,e4ff1400,1,1,1,1
95,95,0,0,00f0ff10,1a000a00,0,fffcffee,4,2,f4fffcff,1,1,1,1
96,96,0,0,ff100000,eaff0a00,0,fffcfffe,4,2,0400fcff,1,1,1,1
97,97,0,0,000000f0,0a00faff,0,007cfffe,4,2,e4fffc00,1,1,1,1
98,98,0,0,00d0ff10,dafffc00,2,ffeeff0e,0,0,f4ff0400,1,1,1,1
99,99,0,4,00fc0010,eaff1a00,0,fffefffc,1,0,f4ffe4ff,1,1,1,1
100,100,1,4,00fc0000,eafffaff,0,fffeffee,0,0,f4ff1400,1,1,1,1
101,101,0,0,00f0ff10,1a00fcff,2,ffdeffee,0,2,2400fcff,1,1,1,1
102,102,0,4,00fc0000,fcfffaff,8,fffcfffe,4,0,f4ff0400,1,1,1,1
103,103,0,4,00fc0000,0a00eaff,0,fffeffde,0,0,24000400,1,1,1,1
104,104,0,0,00e0ff10,faff1a00,0,fffefffc,1,8,fcfff4ff,1,1,1,1
105,105,0,0,ff100000,eaff1a00,0,ff0e00ee,0,0,0400f4ff,1,1,1,1
106,106,0,4,fffcfff0,0a00fcff,2,fffcfffe,4,0,0400f4ff,1,1,1,1
107,107,0,0,001000f0,1a002a00,0,00fcfffe,4,0,e4fff4ff,1,1,1,1
108,108,0,4,fffc0000,1a002a00,0,ffdeff0e,0,0,04001400,1,1,1,1
109,109,0,0,000000f0,0a00daff,0,fffcfffe,4,2,2400fc00,1,1,1,1
110,110,0,0,00f0ff10,faffdaff,0,00fcfffe,4,0,f4ff1400,1,1,1,1
111,111,0,4,ff7c0000,1a00caff,0,00eeff0e,0,0,f4ff0400,1,1,1,1
112,112,0,0,00e0fff0,eafffc00,2,fffeff1e,0,2,0400fcff,1,1,1,1
113,113,0,0,00000030,1a00faff,0,fffeffde,0,0,1400e4ff,1,1,1,1
114,114,0,1,000000fc,0a00fc00,2,fffefffc,1,0,14000400,1,1,1,1
115,115,0,1,00f0fffc,0a001a00,0,00feffee,0,2,0400fc00,1,1,1,1
116,116,0,0,ff000030,1a00daff,0,00fc000e,4,2,1400fc00,1,1,1,1
117,117,0,0,001000d0,faffdaff,0,ffeeff0e,0,8,fcfff4ff,1,1,1,1
118,118,0,0,ffe0ff00,daffeaff,0,ff0e00fe,0,0,f4ff2400,1,1,1,1
119,119,0,0,ff1000f0,daff0a00,0,001e00ee,0,0,f4ff1400,1,1,1,1
120,120,0,4,00fcffe0,faffeaff,0,ffdefffc,1,0,04001400,1,1,1,1
121,121,0,0,00000030,faffeaff,0,001e00fe,0,0,0400f4ff,1,1,1,1
122,122,0,1,001000fc,1a002a00,0,fffeff0e,0,2,1400fc00,1,1,1,1
123,123,0,0,00100020,1a00daff,0,fffefffc,1,0,f4ffe4ff,1,1,1,1
124,124,0,4,fffc0000,bafffaff,0,fffefffc,1,0,0400e4ff,1,1,1,1
125,125,0,0,fff0ffe0,fafffcff,2,00feffee,0,2,f4fffc00,1,1,1,1
126,126,0,1,002000fc,1a00caff,0,ff1e000e,0,0,f4ff0400,1,1,1,1
127,127,0,0,00f0ff00,1a000a00,0,ff7cfffe,4,2,0400fcff,1,1,1,1
128,128,0,0,fff0ff20,eaffcaff,0,ff0e00fe,0,2,1400fc00,1,1,1,1
129,129,0,1,001000fc,1a000a00,0,fffcfffe,4,0,f4ffe4ff,1,1,1,1
130,130,0,1,000000fc,1a00daff,0,ff0e00fe,0,0,d4ff0400,1,1,1,1
131,131,0,1,001000fc,1a00faff,0,00fcfffe,4,0,24000400,1,1,1,1
132,132,0,4,00fc0000,2a00eaff,0,fffeff0e,0,0,d4fff4ff,1,1,1,1
133,133,0,0,00d0ff00,0a00eaff,0,ff0e00ee,0,0,f4ff3400,1,1,1,1
134,134,0,0,ff200010,0a00eaff,0,000e00fe,0,2,f4fffcff,1,1,1,1
135,135,0,4,00fcfff0,fcffcaff,8,fffefffc,1,0,04001400,1,1,1,1
136,136,0,0,ffe0ff00,0a002a00,0,fffeffee,0,2,1400fc00,1,1,1,1
137,137,0,0,ff2000f0,eafffc00,2,ffeefffc,1,8,fcfff4ff,1,1,1,1
138,138,0,4,00fcffe0,0a00fcff,2,fffefffc,1,0,e4ff2400,1,1,1,1
139,139,0,0,00000010,daff2a00,0,ffeeffde,0,0,1400f4ff,1,1,1,1
140,140,0,0,ff300010,caff2a00,0,000e00fe,0,0,0400e4ff,1,1,1,1
141,141,0,0,000000f0,daff2a00,0,fffefffc,1,0,1400f4ff,1,1,1,1
142,142,0,0,00100030,faff0a00,0,00eeffde,0,2,d4fffc00,1,1,1,1
143,143,0,4,00fc0000,3a000a00,0,00eeff0e,0,0,0400f4ff,1,1,1,1
144,144,0,0,00000010,daff2a00,0,00feff1e,0,0,0400f4ff,1,1,1,1
145,145,0,1,fff0fffc,eafffcff,2,00feff0e,0,0,f4ff1400,1,1,1,1
146,146,0,1,000000fc,fcfffaff,8,fffeff1e,0,0,2400d4ff,1,1,1,1
147,147,0,1,fff0fffc,fcffdaff,8,ffeefffc,1,0,f4ff0400,1,1,1,1
148,148,0,1,001000fc,fc000a00,8,ffeefffe,0,0,e4ff0400,1,1,1,1
149,149,0,4,00fc0000,1a00eaff,0,ffdefffe,0,0,f4ff0400,1,1,1,1
150,150,0,4,00fc0010,fcfffaff,8,fffcfffe,4,0,f4ffe4ff,1,1,1,1
151,151,0,0,fff0ff10,1a00caff,0,ff0e00ee,0,0,e4ff0400,1,1,1,1
152,152,0,0,001000e0,2a00faff,0,ff1e00fe,0,8,fcfff4ff,1,1,1,1
153,153,0,4,fffc0000,faff0a00,0,ff0e00ee,0,0,f4ffe4ff,1,1,1,1
154,154,0,0,ff0000f0,dafffcff,2,fffcfffe,4,2,f4fffcff,1,1,1,1
155,155,0,0,fff0ffe0,1a00eaff,0,ffeeffde,0,0,f4ff1400,1,1,1,1
156,156,0,0,fff0ffe0,daff7c00,2,fffeffde,0,0,14000400,1,1,1,1
157,157,0,1,00e0fffc,1a00fcff,2,ff7cfffc,5,0,0400e4ff,1,1,1,1
158,158,0,0,ff000010,daff2a00,0,00eefffe,0,0,0400e4ff,1,1,1,1
159,159,0,4,00fcfff0,eaffcaff,0,00eeff1e,0,0,0400f4ff,1,1,1,1
160,160,0,4,00fc0000,0a00fcff,2,fffc000e,4,0,d4fff4ff,1,1,1,1
161,161,0,0,00e0ff00,dafffc00,2,ffeefffe,0,0,04001400,1,1,1,1
162,162,0,0,ff000010,eaffcaff,0,fffcfffe,4,0,f4ffe4ff,1,1,1,1
163,163,0,4,fffcfff0,fc001a00,8,fffeffee,0,8,fc001400,1,1,1,1
164,164,0,0,ffe0fff0,eafffaff,0,00feffde,0,8,fc001400,1,1,1,1
165,165,0,1,001000fc,0a00daff,0,ff1e000e,0,8,fcfff4ff,1,1,1,1
166,166,0,0,fff0ff00,faff1a00,0,00fcfffe,4,0,e4ff0400,1,1,1,1
167,167,0,1,00f0fffc,1a00eaff,0,ff1e000e,0,2,f4fffcff,1,1,1,1
168,168,0,0,fff0ff00,0a00fc00,2,ff2e00fe,0,0,f4ff0400,1,1,1,1
169,169,0,1,ff1000fc,fcfffaff,8,00feffee,0,0,14000400,1,1,1,1
170,170,0,0,001000e0,eaff0a00,0,ff0e001e,0,0,0400f4ff,1,1,1,1
171,171,0,5,007c00fc,eaff2a00,0,00eeffce,0,0,e4ff2400,1,1,1,1
172,172,0,0,00000010,daff0a00,0,ff1e000e,0,0,14002400,1,1,1,1
173,173,0,4,fffc0010,0a00fcff,2,ff0e00fe,0,0,f4ffe4ff,1,1,1,1
174,174,0,0,000000f0,fcffeaff,8,fffcfffe,4,2,0400fcff,1,1,1,1
175,175,0,1,ff0000fc,0a001a00,0,fffcfffe,4,2,f4fffc00,1,1,1,1
176,176,0,0,fff0ffe0,1a00eaff,0,00eefffe,0,0,0400e4ff,1,1,1,1
177,177,0,1,00f0fffc,0a00eaff,0,fffeff0e,0,2,0400fc00,1,1,1,1
178,178,0,4,fffc0000,faffeaff,0,fffefffc,1,2,e4fffc00,1,1,1,1
179,179,0,0,ff1000e0,faff2a00,0,ffeefffc,1,8,fc000400,1,1,1,1
180,180,0,4,00fcffe0,eafffcff,2,fffcfffe,4,0,0400e4ff,1,1,1,1
181,181,0,0,00000010,2a00fcff,2,00feffee,0,8,fcffe4ff,1,1,1,1
182,182,0,1,001000fc,0a001a00,0,fffeff0e,0,0,f4ff2400,1,1,1,1
183,183,0,1,000000fc,cafffaff,0,ff0e00ee,0,8,fc001400,1,1,1,1
184,184,0,1,001000fc,dafffaff,0,fffcfffe,4,0,2400f4ff,1,1,1,1
185,185,0,1,000000fc,daffeaff,0,fffcfffe,4,0,e4ff0400,1,1,1,1
186,186,0,5,007c00fc,daff1a00,0,00fcfffe,4,2,f4fffcff,1,1,1,1
187,187,0,0,fff0ff20,0a00eaff,0,007c000e,4,0,1400e4ff,1,1,1,1
188,188,0,1,00e0fffc,1a00caff,0,fffc000e,4,0,0400f4ff,1,1,1,1
189,189,0,0,00f0ff00,eafffaff,0,fffcfffe,4,0,e4ff1400,1,1,1,1
190,190,0,0,fff0ff10,bafffcff,2,ffdeffee,0,0,1400f4ff,1,1,1,1
191,191,0,1,fff0fffc,2a00daff,0,000e00fe,0,0,1400e4ff,1,1,1,1
192,192,0,1,ff0000fc,eaffdaff,0,ff1e00fc,1,0,d4fff4ff,1,1,1,1
193,193,0,4,fffcfff0,eaff0a00,0,00fcfffe,4,0,e4fff4ff,1,1,1,1
194,194,0,0,000000f0,eafffcff,2,fffc000e,4,0,e4ffd4ff,1,1,1,1
195,195,0,0,00100020,aaffdaff,0,fffcffee,4,8,fcfff4ff,1,1,1,1
196,196,0,0,00f0ff00,faff0a00,0,fffeffde,0,0,f4ff0400,1,1,1,1
197,197,0,0,00e0ff00,caff1a00,0,000e00de,0,8,fc001400,1,1,1,1
198,198,0,0,00000020,fcffeaff,8,fffefffc,1,0,f4ffe4ff,1,1,1,1
199,199,0,1,001000fc,faffdaff,0,ff1e00fc,1,0,f4ff2400,1,1,1,1
200,200,0,1,000000fc,0a00eaff,0,00eefffe,0,0,f4ff0400,1,1,1,1
201,201,0,5,007c00fc,eaff7c00,2,fffeff0e,0,2,1400fcff,1,1,1,1
202,202,0,4,fffc0000,daffcaff,0,fffeffde,0,0,14002400,1,1,1,1
203,203,0,0,ff0000e0,eaffcaff,0,000e00ee,0,0,f4ff0400,1,1,1,1
204,204,0,0,ff0000e0,bafffcff,2,ffeefffc,1,0,04001400,1,1,1,1
205,205,0,0,00e0fff0,eaffcaff,0,ff0e00fe,0,2,e4fffc00,1,1,1,1
206,206,0,0,ff000010,fafffcff,2,ffeeffde,0,2,0400fcff,1,1,1,1
207,207,0,0,00e0fff0,daff0a00,0,000e00fc,1,0,04001400,1,1,1,1
208,208,0,0,00e0ff10,daffcaff,0,000e00fc,1,2,0400fc00,1,1,1,1
209,209,0,4,00fc0000,0a00faff,0,ffeefffc,1,0,0400f4ff,1,1,1,1
210,210,0,0,00f0ff10,caffeaff,0,ffeeffde,0,2,1400fc00,1,1,1,1
211,211,0,0,fff0ff10,aaffdaff,0,ff0e00fc,1,0,f4ff2400,1,1,1,1
212,212,0,0,ff1000e0,faff0a00,0,ffeefffe,0,0,1400d4ff,1,1,1,1
213,213,0,0,002000f0,faffcaff,0,fffeffde,0,0,14000400,1,1,1,1
214,214,0,4,fffc0000,daffeaff,0,00fefffc,1,2,f4fffc00,1,1,1,1
215,215,0,0,001000e0,daffeaff,0,fffc000e,4,2,0400fcff,1,1,1,1
216,216,0,4,007c0000,caff7cff,2,fffeffee,0,8,fc002400,1,1,1,1
217,217,0,4,00fc0000,1a00daff,0,000e00ce,0,0,f4ff0400,1,1,1,1
218,218,0,0,00100000,0a00fc00,2,fffeff1e,0,8,fc000400,1,1,1,1
219,219,0,0,ffe0ff00,0a00eaff,0,ff1e00fc,1,8,fc000400,1,1,1,1
220,220,0,4,fffcfff0,eafffc00,2,fffcfffe,4,0,04001400,1,1,1,1
221,221,0,0,ff0000e0,2a00fcff,2,fffcffee,4,2,1400fc00,1,1,1,1
222,222,0,4,00fcfff0,1a000a00,0,ff0e00fe,0,8,fc000400,1,1,1,1
223,223,0,4,00fc0000,caff0a00,0,000e00de,0,0,e4ff1400,1,1,1,1
224,224,0,4,00fc0010,eafffaff,0,00eefffc,1,8,fcfff4ff,1,1,1,1
225,225,0,0,00000010,0a00fcff,2,ff0e001e,0,0,2400f4ff,1,1,1,1
226,226,0,0,ff000010,daffeaff,0,ff0e00fe,0,2,0400fc00,1,1,1,1
227,227,0,4,fffcfff0,eaff0a00,0,fffcfffe,4,8,fc001400,1,1,1,1
228,228,0,0,ff1000e0,dafffaff,0,ff0e00fe,0,8,fc000400,1,1,1,1
229,229,0,0,ff0000e0,fcffeaff,8,fffcffde,4,0,0400f4ff,1,1,1,1
230,230,0,0,ff0000f0,fcffcaff,8,ff0e00ee,0,8,fcffe4ff,1,1,1,1
231,231,0,4,ff7cfff0,faff1a00,0,00eeffce,0,0,24001400,1,1,1,1
232,232,0,0,00f0ffe0,daff1a00,0,ff0e001e,0,8,7c000400,1,1,1,1
233,233,0,0,00100000,3a001a00,0,ff0e00ee,0,8,fcfff4ff,1,1,1,1
234,234,0,0,00e0ff00,2a00eaff,0,000e00fe,0,0,1400f4ff,1,1,1,1
235,235,0,0,ff000010,3a001a00,0,ffeefffc,1,0,0400f4ff,1,1,1,1
236,236,0,0,ff0000e0,daff0a00,0,ff0e00fc,1,0,e4ff1400,1,1,1,1
237,237,0,4,00fcfff0,0a001a00,0,001e00ee,0,0,2400f4ff,1,1,1,1
238,238,0,0,00100000,faffeaff,0,fffefffc,1,2,0400fc00,1,1,1,1
239,239,0,0,ffd0ff20,1a000a00,0,fffefffc,1,0,f4ff1400,1,1,1,1
240,240,0,0,ffe0fff0,eafffaff,0,fffefffc,1,2,1400fcff,1,1,1,1
241,241,0,0,000000f0,cafffcff,2,ff0e00fc,1,2,2400fc00,1,1,1,1
242,242,0,1,00d0fffc,fcffeaff,8,ff1e00fe,0,0,2400e4ff,1,1,1,1
243,243,0,0,00100000,baff0a00,0,00fcfffe,4,0,0400f4ff,1,1,1,1
244,244,0,0,00f0ff00,0a00caff,0,ffdeff1e,0,2,0400fc00,1,1,1,1
245,245,0,0,fff0ff00,eafffaff,0,ff0e00fe,0,0,04001400,1,1,1,1
246,246,0,1,ff2000fc,3a007cff,2,00fcffde,4,0,f4ff1400,1,1,1,1
247,247,0,0,000000f0,0a00eaff,0,fffeff1e,0,0,1400e4ff,1,1,1,1
248,248,0,4,fffc0010,cafffc00,2,001e00ee,0,0,14002400,1,1,1,1
249,249,0,0,001000f0,faffdaff,0,00deff0e,0,8,fc000400,1,1,1,1
250,250,0,0,00f0ff00,faffcaff,0,fffeff0e,0,0,1400e4ff,1,1,1,1
251,251,0,0,ff000010,1a00eaff,0,ffeefffc,1,0,14000400,1,1,1,1
252,252,0,0,ff0000e0,2a00faff,0,fffcfffe,4,0,0400e4ff,1,1,1,1
253,253,0,0,001000f0,bafffc00,2,00fcfffe,4,2,f4fffc00,1,1,1,1
254,254,0,4,00fc0000,eafffaff,0,ffdeff0e,0,0,24001400,1,1,1,1
255,255,0,0,ffe0ff00,daff1a00,0,00fcfffe,4,0,1400f4ff,1,1,1,1
256,256,0,0,002000d0,baffaaff,0,ffceff0e,0,2,f4fffc00,1,1,1,1
257,257,0,4,00fc0000,2a00faff,0,001e00ee,0,0,e4ff1400,1,1,1,1
258,258,0,4,fffc0000,faffcaff,0,ffeefffc,1,2,1400fcff,1,1,1,1
259,259,0,0,00f0ffe0,faffeaff,0,ffeefffe,0,0,e4ff3400,1,1,1,1
260,260,0,4,00fc0000,baff1a00,0,ff0e00fe,0,2,1400fcff,1,1,1,1
261,261,0,0,ff000010,faffcaff,0,ffdefffe,0,0,1400f4ff,1,1,1,1
262,262,0,0,ff2000f0,faffeaff,0,ff7cffee,4,0,e4ff0400,1,1,1,1
263,263,0,0,00c0fff0,daff0a00,0,fffeffee,0,8,fc001400,1,1,1,1
264,264,0,0,00f0ff00,daffbaff,0,00deffee,0,8,fc000400,1,1,1,1
265,265,0,0,00f0ff10,fcffcaff,8,fffc000e,4,0,e4ff0400,1,1,1,1
266,266,0,4,00fc0010,fc000a00,8,ffdeffee,0,0,04002400,1,1,1,1
267,267,0,0,00f0ff20,caffdaff,0,00cefffe,0,8,fc001400,1,1,1,1
268,268,0,0,fff0ff20,fcffeaff,8,00feff0e,0,0,14002400,1,1,1,1
269,269,0,1,001000fc,caff9aff,0,00fc000e,4,0,e4ff2400,1,1,1,1
270,270,0,0,00e0ff00,eaff8aff,0,fffeff0e,0,0,04002400,1,1,1,1
271,271,0,0,ff000020,bafffaff,0,ff0e00fc,1,0,2400d4ff,1,1,1,1
272,272,0,0,00f0ffe0,eaffcaff,0,ffeefffe,0,0,0400d4ff,1,1,1,1
273,273,0,4,00fc0000,fcfffaff,8,fffefffc,1,0,04001400,1,1,1,1
274,274,0,4,00fc0000,caffeaff,0,00eefffc,1,2,1400fc00,1,1,1,1
275,275,0,0,00100000,1a00daff,0,ff0e001e,0,0,0400e4ff,1,1,1,1
276,276,0,0,00e0ff00,fcffeaff,8,ff0e00ee,0,0,e4fff4ff,1,1,1,1
277,277,0,4,00fc0000,fc000a00,8,00feffde,0,8,7cfff4ff,1,1,1,1
278,278,0,0,00f0ff00,caff1a00,0,ff0e001e,0,0,1400f4ff,1,1,1,1
279,279,0,0,00f0ff00,0a00daff,0,001e00de,0,0,e4fff4ff,1,1,1,1
280,280,0,4,00fc0000,faffdaff,0,fffefffc,1,8,fc001400,1,1,1,1
281,281,0,4,fffc0000,eafffcff,2,ff0e00de,0,0,0400e4ff,1,1,1,1
282,282,0,4,fffcfff0,eafffcff,2,fffcfffe,4,0,e4ff1400,1,1,1,1
283,283,0,4,fffcffe0,2a00fcff,2,00fcffee,4,0,24000400,1,1,1,1
284,284,0,0,000000f0,aaff0a00,0,ff0e001e,0,0,0400f4ff,1,1,1,1
