Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc3_a1_1[15:0],u3_adc_analysis/adc3_a2_1[15:0],u3_adc_analysis/adc3_a3_1[15:0],u3_adc_analysis/adc3_a4_1[15:0],u3_adc_analysis/adc3_a1_2[15:0],u3_adc_analysis/adc3_a2_2[15:0],u3_adc_analysis/adc3_a3_2[15:0],u3_adc_analysis/adc3_a4_2[15:0],u3_adc_analysis/adc4_a1_1[15:0],u3_adc_analysis/adc4_a2_1[15:0],u3_adc_analysis/adc4_a3_1[15:0],u3_adc_analysis/adc4_a4_1[15:0],u3_adc_analysis/adc4_a1_2[15:0],u3_adc_analysis/adc4_a2_2[15:0],u3_adc_analysis/adc4_a3_2[15:0],u3_adc_analysis/adc4_a4_2[15:0],u3_adc_analysis/time_4s_1
123,123,0,-3818,-10720,10318,4276,-13080,3908,10430,-10562,-3118,-11956,10570,5328,-13986,3320,11810,-10726,-36,8,-10,-6,-20,-24,8,-6,0,0,0,0,0,0,0,0,0
124,124,0,-4058,13086,-4194,-10498,10686,3834,-12942,4276,-5130,13996,-3604,-11810,10926,4978,-13982,3776,-20,-56,8,-6,-36,40,8,-22,0,0,0,0,0,0,0,0,0
125,125,0,10398,-10784,-3796,13104,-4620,-10278,10970,3384,11646,-11026,-4734,13990,-4006,-11494,11194,4548,12,24,24,-6,-4,40,-10,-38,0,0,0,0,0,0,0,0,0
126,126,0,-13016,4638,10096,-10998,-3274,13054,-5114,-10008,-14018,4228,11354,-11264,-4316,14028,-4440,-11216,12,8,-10,-22,28,24,-10,12,0,0,0,0,0,0,0,0,0
127,127,0,11094,3012,-12838,5064,9856,-11172,-2978,13072,11470,4034,-14030,4596,11118,-11510,-3892,14006,28,40,-10,12,-4,-8,-10,-6,0,0,0,0,0,0,0,0,0
128,128,0,-5290,-9776,11474,2608,-12984,5502,9596,-11454,-4826,-10946,11698,3710,-13986,5058,10882,-11810,-4,8,-42,-6,-36,40,-26,-22,0,0,0,0,0,0,0,0,0
129,129,0,-2442,13038,-5788,-9476,11492,2200,-12774,5812,-3470,13996,-5238,-10646,11900,3320,-13982,5482,12,24,-74,-6,-4,-24,8,12,0,0,0,0,0,0,0,0,0
130,130,0,9212,-11646,-2270,12944,-5986,-9210,11832,1746,10526,-11988,-3108,13942,-5650,-10392,12136,2838,-20,8,-10,44,28,-8,-42,-22,0,0,0,0,0,0,0,0,0
131,131,0,-12920,6216,8846,-11842,-1634,12878,-6480,-8922,-13890,5888,10260,-12266,-2630,13874,-6076,-10098,28,40,24,-38,12,-8,-26,44,0,0,0,0,0,0,0,0,0
132,132,0,11850,1518,-12630,6526,8644,-11986,-1286,12816,12370,2406,-13854,6174,9960,-12422,-2150,13830,-52,40,8,12,12,-8,-10,-22,0,0,0,0,0,0,0,0,0
133,133,0,-6838,-8574,12142,982,-12712,6860,8332,-12098,-6408,-9796,12556,1962,-13762,6580,9680,-12702,12,-24,-10,12,12,24,-26,12,0,0,0,0,0,0,0,0,0
134,134,0,-860,12750,-7198,-8270,12212,640,-12568,7212,-1810,13746,-6800,-9498,12724,1528,-13622,7092,12,24,-10,12,-4,40,8,12,0,0,0,0,0,0,0,0,0
135,135,0,8034,-12258,-412,12604,-7444,-7972,12332,210,9338,-12832,-1268,13718,-7174,-9174,12892,1084,12,-8,-26,28,-36,24,-26,12,0,0,0,0,0,0,0,0,0
136,136,0,-12482,7584,7752,-12380,10,12472,-7872,-7584,-13634,7382,9016,-13064,-904,13586,-7568,-8802,-20,-40,-10,-6,12,-24,24,-6,0,0,0,0,0,0,0,0,0
137,137,0,12474,-192,-12242,7928,7452,-12508,310,12380,13082,602,-13454,7758,8612,-13124,-436,13452,28,8,-42,12,12,-8,-26,12,0,0,0,0,0,0,0,0,0
138,138,0,-8158,-7358,12640,-666,-12194,8234,7124,-12674,-7948,-8502,13244,192,-13394,8080,8264,-13290,12,-8,-10,12,12,-24,-10,-6,0,0,0,0,0,0,0,0,0
139,139,0,820,12248,-8450,-6888,12714,-1036,-12052,8498,76,13294,-8326,-8140,13394,-252,-13230,8434,-20,-8,8,-6,28,8,8,12,0,0,0,0,0,0,0,0,0
140,140,0,6782,-12750,1048,12018,-8772,-6576,12768,-1420,7918,-13412,520,13260,-8642,-7810,13484,-662,-36,40,-10,-6,-20,8,-26,-56,0,0,0,0,0,0,0,0,0
141,141,0,-11954,8846,6300,-12942,1554,11934,-8952,-6228,-13082,8860,7604,-13598,906,13020,-9012,-7412,-4,-40,-26,-6,-4,8,-10,-6,0,0,0,0,0,0,0,0,0
142,142,0,12866,-1798,-11712,9094,6030,-12910,1978,11730,13634,-1098,-12918,9152,7216,-13618,1352,12886,12,-8,40,-22,28,-8,-10,-6,0,0,0,0,0,0,0,0,0
143,143,0,-9330,-5826,12928,-2250,-11586,9416,5690,-13038,-9354,-6964,13700,-1550,-12716,9444,6852,-13742,44,-24,8,-22,-4,8,8,12,0,0,0,0,0,0,0,0,0
144,144,0,2438,11444,-9626,-5494,12962,-2594,-11346,9730,1728,12686,-9706,-6646,13746,-1996,-12544,9818,28,-24,8,12,-36,40,-26,-56,0,0,0,0,0,0,0,0,0
145,145,0,5304,-13010,2916,11264,-9898,-5084,13006,-3094,6422,-13842,2124,12478,-9962,-6298,13828,-2426,28,56,-10,-38,-20,24,-42,12,0,0,0,0,0,0,0,0,0
146,146,0,-11218,9980,4890,-13118,3352,10972,-10094,-4766,-12364,10094,6050,-13942,2598,12334,-10270,-5794,12,24,-10,-38,-36,8,-10,12,0,0,0,0,0,0,0,0,0
147,147,0,13010,-3440,-10816,10252,4526,-13042,3732,10768,13920,-2938,-12130,10414,5648,-13922,3058,12106,28,8,-26,-6,-4,-8,-26,12,0,0,0,0,0,0,0,0,0
148,148,0,-10370,-4366,13038,-3834,-10744,10456,4168,-13150,-10512,-5500,13924,-3304,-11950,10700,5220,-14038,-4,40,-26,-6,-20,8,-26,12,0,0,0,0,0,0,0,0,0
149,149,0,4142,10556,-10594,-3898,13058,-4196,-10370,10720,3438,11764,-10804,-4976,13984,-3706,-11692,10982,-4,-24,-42,-22,60,8,-10,-22,0,0,0,0,0,0,0,0,0
150,150,0,3774,-13058,4476,10268,-10824,-3504,13006,-4580,4858,-13954,3956,11498,-11118,-4618,14026,-4064,-4,8,-42,-6,12,24,-10,-22,0,0,0,0,0,0,0,0,0
151,151,0,-10242,10892,3508,-13102,4846,10070,-11170,-3142,-11446,11296,4456,-14038,4354,11344,-11308,-4096,-20,24,56,-22,-20,24,-42,-22,0,0,0,0,0,0,0,0,0
152,152,0,13074,-4946,-9950,11232,2958,-12978,5268,9746,14000,-4586,-11116,11482,3964,-13986,4844,11050,-4,8,-26,44,12,-8,-26,-22,0,0,0,0,0,0,0,0,0
153,153,0,-11394,-2690,12990,-5462,-9602,11396,2550,-13070,-11606,-3786,13956,-4912,-10942,11748,3630,-14054,-4,-24,8,-6,-4,8,-26,-6,0,0,0,0,0,0,0,0,0
154,154,0,5608,9548,-11472,-2298,12914,-5842,-9388,11624,5186,10802,-11948,-3320,13952,-5374,-10612,11956,-36,8,-10,-6,-20,-24,-58,-6,0,0,0,0,0,0,0,0,0
155,155,0,2102,-12878,6014,9174,-11682,-1910,12832,-6090,3182,-13938,5612,10430,-12102,-2972,13892,-5746,28,-8,-26,12,-20,-56,-42,12,0,0,0,0,0,0,0,0,0
156,156,0,-9060,11870,1606,-12974,6406,8878,-11892,-1500,-10336,12174,2698,-13958,5920,10142,-12288,-2410,28,8,8,-6,12,-24,-10,-38,0,0,0,0,0,0,0,0,0
157,157,0,12762,-6560,-8706,11986,1282,-12750,6592,8578,13920,-6186,-9994,12414,2262,-13842,6374,9866,-4,24,-42,-6,28,-24,-26,12,0,0,0,0,0,0,0,0,0
158,158,0,-12034,-1186,12736,-6840,-8478,12184,792,-12674,-12460,-2108,13812,-6566,-9722,12670,1838,-13742,-20,8,-10,-38,-20,8,-26,-6,0,0,0,0,0,0,0,0,0
159,159,0,7038,8282,-12180,-698,12602,-7278,-8158,12274,6726,9460,-12694,-1654,13698,-6948,-9332,12814,-52,8,-26,-38,-36,24,8,-88,0,0,0,0,0,0,0,0,0
160,160,0,444,-12572,7346,7976,-12386,-352,12492,-7552,1378,-13698,7148,9184,-12858,-1210,13564,-7248,-20,-24,-26,12,-20,-8,-26,28,0,0,0,0,0,0,0,0,0
161,161,0,-7804,12456,54,-12460,7708,7664,-12456,98,-9040,12976,944,-13598,7488,8860,-13054,-662,-20,-56,-42,-6,-36,8,-26,-6,0,0,0,0,0,0,0,0,0
162,162,0,12378,-7840,-7612,12588,-358,-12306,7960,7276,13522,-7746,-8700,13196,556,-13412,7914,8466,-4,24,-10,-38,-36,-8,-26,-22,0,0,0,0,0,0,0,0,0
163,163,0,-12546,496,12300,-8222,-7140,12670,-770,-12114,-13194,-252,13372,-8060,-8338,13278,64,-13338,28,56,-74,-6,-20,8,-26,-22,0,0,0,0,0,0,0,0,0
164,164,0,8388,6956,-12568,886,12106,-8526,-7022,12732,8244,8176,-13294,112,13258,-8392,-8056,13436,-4,-8,-58,44,-20,8,-26,-6,0,0,0,0,0,0,0,0,0
165,165,0,-1130,-12002,8592,6642,-12744,1290,11960,-8834,-362,-13156,8608,7822,-13426,538,13164,-8704,12,8,8,-22,-36,8,-42,-22,0,0,0,0,0,0,0,0,0
166,166,0,-6448,12862,-1722,-11842,8972,6264,-12710,1762,-7676,13554,-812,-13064,8946,7446,-13558,1052,-52,-24,-26,12,12,8,-10,28,0,0,0,0,0,0,0,0,0
167,167,0,11732,-9178,-6154,12912,-2010,-11726,9118,5892,12954,-9174,-7240,13644,-1266,-12832,9240,7108,-20,-24,24,12,-4,-8,-10,-6,0,0,0,0,0,0,0,0,0
168,168,0,-12968,2088,11722,-9428,-5730,12974,-2556,-11470,-13698,1416,12820,-9450,-6886,13730,-1698,-12686,-4,8,-10,44,-20,8,-26,-22,0,0,0,0,0,0,0,0,0
169,169,0,9578,5550,-12806,2576,11380,-9712,-5544,13056,9594,6660,-13774,1898,12594,-9748,-6528,13846,12,-8,8,12,12,24,-10,-22,0,0,0,0,0,0,0,0,0
170,170,0,-2768,-11342,9820,5096,-12984,2894,11316,-9944,-2050,-12470,9910,6318,-13874,2278,12326,-10098,-4,8,-10,12,-20,-24,-10,12,0,0,0,0,0,0,0,0,0
171,171,0,-4988,13070,-3518,-11102,10048,4814,-12910,3320,-6082,13858,-2524,-12298,10206,5936,-13902,2722,12,-8,-10,-22,-52,-40,-10,12,0,0,0,0,0,0,0,0,0
172,172,0,10950,-10198,-4612,13072,-3658,-10848,10224,4388,12188,-10360,-5782,13926,-2934,-12004,10506,5530,-4,-8,-10,12,28,-8,-26,-56,0,0,0,0,0,0,0,0,0
173,173,0,-13064,3738,10778,-10466,-4186,13070,-4162,-10578,-13970,3236,11928,-10678,-5346,13996,-3428,-11898,-52,-24,8,-22,-20,24,-42,-6,0,0,0,0,0,0,0,0,0
174,174,0,10638,4004,-12942,4196,10542,-10720,-3970,13088,10814,5154,-13966,3600,11726,-10882,-4934,14006,-4,24,-10,-22,-36,-24,24,12,0,0,0,0,0,0,0,0,0
175,175,0,-4438,-10432,10690,3596,-13032,4558,10144,-10966,-3830,-11572,11082,4748,-14002,4050,11418,-11136,-36,-8,-10,12,-20,56,8,-6,0,0,0,0,0,0,0,0,0
176,176,0,-3418,13070,-4892,-10088,11062,3206,-12942,4904,-4508,13980,-4248,-11474,11326,4308,-13998,4468,-36,8,8,28,-20,24,-26,28,0,0,0,0,0,0,0,0,0
177,177,0,9952,-11156,-3120,13056,-5130,-9872,11348,2752,11310,-11462,-4090,13990,-4682,-11110,11570,3854,-4,-40,-10,-6,28,40,24,-6,0,0,0,0,0,0,0,0,0
178,178,0,-12968,5306,9644,-11342,-2592,13054,-5640,-9556,-14002,4850,10978,-11698,-3654,14028,-5078,-10758,-20,8,-26,-6,-68,-56,8,-6,0,0,0,0,0,0,0,0,0
179,179,0,11460,2348,-12838,5700,9418,-11582,-2348,12944,11804,3384,-13982,5280,10622,-11892,-3268,13958,-138,40,-26,28,-4,8,-10,-6,0,0,0,0,0,0,0,0,0
180,180,0,-5858,-9360,11848,1954,-12920,6040,8958,-11694,-5458,-10520,12088,3014,-13906,5670,10362,-12202,-4,24,-10,-6,-20,-8,-10,-56,0,0,0,0,0,0,0,0,0
181,181,0,-1810,12910,-6336,-9018,11780,1582,-12726,6414,-2806,13890,-5910,-10210,12252,2646,-13918,6110,-36,-8,-10,12,-20,24,24,-56,0,0,0,0,0,0,0,0,0
182,182,0,8876,-11902,-1446,12848,-6544,-8734,12158,1094,10072,-12342,-2342,13862,-6264,-9940,12460,2122,-4,-24,8,12,44,8,-10,12,0,0,0,0,0,0,0,0,0
183,183,0,-12776,6748,8394,-12050,-1002,12750,-7102,-8398,-13810,6484,9728,-12606,-1906,13810,-6720,-9594,-4,-24,8,-6,-52,-24,-10,-22,0,0,0,0,0,0,0,0,0
184,184,0,12180,720,-12520,7116,8210,-12274,-524,12636,12692,1730,-13758,6822,9434,-12752,-1554,13718,-52,-24,-10,12,-84,8,8,44,0,0,0,0,0,0,0,0,0
185,185,0,-7332,-8100,12332,306,-12498,7402,7880,-12364,-7030,-9254,12868,1196,-13634,7250,9160,-12926,-4,-8,8,44,12,8,-10,-6,0,0,0,0,0,0,0,0,0
186,186,0,-230,12536,-7674,-7764,12426,12,-12360,7784,-1032,13602,-7392,-8924,13002,768,-13526,7614,-20,-56,-42,12,-20,8,-42,28,0,0,0,0,0,0,0,0,0
187,187,0,7564,-12524,166,12412,-8030,-7454,12492,-438,8788,-13108,-580,13500,-7836,-8584,13196,368,-20,40,-10,-22,-4,-24,-10,44,0,0,0,0,0,0,0,0,0
188,188,0,-12290,8026,7250,-12572,644,12248,-8324,-7104,-13362,7920,8480,-13258,-170,13374,-8184,-8220,-4,24,8,-6,-36,24,-42,28,0,0,0,0,0,0,0,0,0
189,189,0,12570,-868,-12100,8386,6878,-12702,920,12098,13330,-92,-13246,8322,8046,-13364,344,13244,-68,-24,-26,-38,-20,24,-26,12,0,0,0,0,0,0,0,0,0
190,190,0,-8644,-6752,12736,-1324,-11954,8702,6512,-12926,-8450,-7906,13404,-486,-13082,8630,7732,-13482,-36,-24,-10,-6,12,8,-58,-6,0,0,0,0,0,0,0,0,0
191,191,0,1378,11902,-8784,-6372,12778,-1666,-11776,8982,700,13054,-8844,-7572,13586,-954,-13038,9056,-20,8,8,12,-4,24,-10,28,0,0,0,0,0,0,0,0,0
192,192,0,6126,-12878,1702,11810,-9234,-6038,12960,-2106,7360,-13586,1168,12918,-9168,-7164,13668,-1406,-52,40,-42,12,-36,24,-26,-38,0,0,0,0,0,0,0,0,0
193,193,0,-11602,9320,5736,-13006,2278,11594,-9546,-5590,-12842,9364,6964,-13678,1584,12736,-9500,-6742,12,24,8,28,-20,24,-26,12,0,0,0,0,0,0,0,0,0
194,194,0,12962,-2448,-11394,9602,5480,-12994,2646,11328,13714,-1816,-12646,9690,6566,-13810,2014,12542,-36,-24,8,44,-4,8,8,12,0,0,0,0,0,0,0,0,0
195,195,0,-9786,-5234,12990,-2950,-11266,9852,5092,-13102,-9834,-6362,13844,-2198,-12412,9934,6176,-13942,-20,72,-26,-6,-36,-8,-10,12,0,0,0,0,0,0,0,0,0
196,196,0,3208,11036,-10094,-4862,13010,-3296,-10920,10130,2406,12368,-10192,-6002,13872,-2694,-12210,10270,12,88,-26,-6,-4,-24,-10,28,0,0,0,0,0,0,0,0,0
197,197,0,4686,-13042,3620,10848,-10354,-4462,13038,-3642,5776,-13922,2882,12158,-10384,-5644,13924,-3060,-20,8,-26,12,-20,8,8,44,0,0,0,0,0,0,0,0,0
198,198,0,-10760,10360,4278,-13118,3870,10636,-10562,-4100,-11990,10572,5396,-14006,3278,11934,-10692,-5152,12,40,8,-22,12,8,24,-6,0,0,0,0,0,0,0,0,0
199,199,0,13010,-4052,-10514,10656,3934,-13058,4310,10332,13936,-3610,-11820,10870,4954,-13986,3758,11652,-4,8,-42,12,-4,-24,-10,28,0,0,0,0,0,0,0,0,0
200,200,0,-10824,-3680,13022,-4452,-10306,10860,3572,-13102,-10990,-4826,14026,-3968,-11526,11098,4572,-14022,28,-8,-10,28,-4,-8,8,28,0,0,0,0,0,0,0,0,0
201,201,0,4670,10136,-10984,-3270,12994,-4802,-10078,11104,4210,11376,-11292,-4356,13984,-4400,-11212,11370,-4,-8,8,28,12,8,-10,-6,0,0,0,0,0,0,0,0,0
202,202,0,3070,-13026,4984,9858,-11298,-2950,13022,-5318,4178,-13986,4652,11146,-11542,-3982,13994,-4784,-4,-8,-26,-6,-4,8,-10,-6,0,0,0,0,0,0,0,0,0
203,203,0,-9786,11316,2788,-13038,5416,9660,-11440,-2490,-11022,11684,3726,-14038,4986,10914,-11784,-3448,-4,24,8,-6,-4,24,-10,-6,0,0,0,0,0,0,0,0,0
204,204,0,12946,-5682,-9594,11528,2262,-12946,5848,9326,13968,-5230,-10708,11844,3358,-13938,5412,10542,12,-8,24,44,-20,8,24,-22,0,0,0,0,0,0,0,0,0
205,205,0,-11682,-2038,12944,-5962,-9154,11790,1750,-12974,-11990,-3052,13940,-5594,-10464,12126,2826,-13974,-4,-8,8,-6,-4,-8,8,-38,0,0,0,0,0,0,0,0,0
206,206,0,6206,8974,-11860,-1712,12778,-6368,-8872,11922,5808,10270,-12242,-2554,13888,-6026,-10112,12334,-4,-24,-10,12,-68,-24,-26,-22,0,0,0,0,0,0,0,0,0
207,207,0,1426,-12798,6528,8726,-12002,-1346,12752,-6708,2406,-13842,6192,9946,-12380,-2252,13828,-6390,-20,-40,-42,-6,-52,8,-10,-6,0,0,0,0,0,0,0,0,0
208,208,0,-8660,12094,904,-12758,6926,8426,-12100,-866,-9866,12592,1982,-13798,6582,9652,-12646,-1750,-20,8,-10,28,-36,-24,-26,44,0,0,0,0,0,0,0,0,0
209,209,0,12570,-7092,-8308,12274,644,-12622,7236,8120,13762,-6836,-9452,12766,1584,-13746,7036,9328,-68,8,-42,-6,-52,-24,-26,28,0,0,0,0,0,0,0,0,0
210,210,0,-12338,-528,12476,-7376,-8014,12392,150,-12460,-12842,-1362,13668,-7152,-9120,12880,1136,-13598,-4,-24,-26,12,-20,-56,-26,12,0,0,0,0,0,0,0,0,0
211,211,0,7516,7744,-12376,-70,12442,-7744,-7722,12540,7392,8956,-12934,-912,13586,-7516,-8828,13062,-4,-8,-42,12,-36,-8,8,12,0,0,0,0,0,0,0,0,0
212,212,0,-230,-12428,7848,7476,-12466,304,12316,-8052,636,-13460,7700,8650,-13130,-518,13420,-7916,-20,40,-10,-6,-36,8,-26,12,0,0,0,0,0,0,0,0,0
213,213,0,-7316,12600,-572,-12268,8226,7068,-12598,726,-8530,13198,360,-13370,8030,8290,-13294,-50,-20,-8,8,-22,12,-8,-10,44,0,0,0,0,0,0,0,0,0
214,214,0,12058,-8382,-7086,12732,-1050,-12130,8512,6754,13346,-8232,-8136,13372,-186,-13188,8480,7986,-20,24,-26,12,-20,8,24,-22,0,0,0,0,0,0,0,0,0
215,215,0,-12712,1242,12072,-8670,-6646,12798,-1478,-11922,-13410,410,13164,-8592,-7820,13454,-628,-13112,-36,8,8,28,-4,-24,24,28,0,0,0,0,0,0,0,0,0
216,216,0,8844,6408,-12694,1618,11748,-9034,-6320,12896,8804,7558,-13542,924,13034,-8978,-7392,13612,-4,24,-10,-6,-4,-8,-10,-22,0,0,0,0,0,0,0,0,0
217,217,0,-1898,-11774,9038,6004,-12920,1960,11754,-9348,-1072,-12864,9128,7236,-13666,1304,12868,-9260,-36,8,-10,-22,-68,24,-10,-56,0,0,0,0,0,0,0,0,0
218,218,0,-5922,12942,-2412,-11534,9450,5710,-12758,2380,-7046,13714,-1476,-12766,9466,6882,-13790,1686,-4,8,8,-6,12,24,-26,12,0,0,0,0,0,0,0,0,0
219,219,0,11476,-9616,-5608,13008,-2576,-11390,9628,5256,12692,-9636,-6656,13782,-1922,-12550,9728,6446,12,-8,-10,-22,12,8,8,12,0,0,0,0,0,0,0,0,0
220,220,0,-12952,2750,11380,-9880,-5162,13054,-3104,-11182,-13810,2098,12444,-9954,-6264,13842,-2342,-12362,12,8,-26,12,-4,24,-42,12,0,0,0,0,0,0,0,0,0
221,221,0,9888,4862,-12822,3176,11014,-10134,-4844,13104,10072,6032,-13918,2594,12306,-10248,-5894,13878,-20,40,-58,-6,-4,-8,-26,12,0,0,0,0,0,0,0,0,0
222,222,0,-3402,-11012,10208,4548,-13048,3578,10842,-10338,-2758,-12132,10362,5658,-13970,3006,12024,-10534,-4,8,-26,12,28,24,8,-6,0,0,0,0,0,0,0,0,0
223,223,0,-4362,13144,-3954,-10674,10510,4132,-12958,4010,-5490,13996,-3268,-11978,10670,5250,-13982,3440,-4,-24,24,44,12,8,8,-38,0,0,0,0,0,0,0,0,0
224,224,0,10574,-10624,-4146,13088,-4218,-10496,10612,3786,11868,-10786,-5094,14022,-3654,-11684,10978,4876,28,-8,8,-88,12,8,-10,-6,0,0,0,0,0,0,0,0,0
225,225,0,-13016,4394,10208,-10838,-3594,13118,-4676,-10226,-13970,3874,11498,-11056,-4698,13996,-4120,-11538,28,-24,8,-6,-52,40,-42,-22,0,0,0,0,0,0,0,0,0
226,226,0,10998,3402,-12972,4760,10016,-11060,-3360,13056,11238,4484,-14014,4322,11390,-11382,-4264,14022,-36,-40,8,-22,-4,-8,-42,-38,0,0,0,0,0,0,0,0,0
227,227,0,-5004,-9972,11348,2912,-13032,5162,9756,-11278,-4508,-11142,11450,3986,-13970,4708,11098,-11698,12,-56,-10,12,12,8,-10,-22,0,0,0,0,0,0,0,0,0
228,228,0,-2816,13038,-5512,-9652,11380,2574,-12838,5540,-3846,13996,-4966,-10854,11726,3576,-13966,5120,-20,24,-26,-6,-20,-8,-26,12,0,0,0,0,0,0,0,0,0
229,229,0,9530,-11534,-2492,12944,-5746,-9440,11674,2108,10846,-11860,-3428,13958,-5362,-10674,11976,3126,12,-8,-10,12,-36,-8,-10,-22,0,0,0,0,0,0,0,0,0
230,230,0,-12840,5886,9118,-11662,-1946,12926,-6218,-9156,-13922,5526,10506,-12106,-2934,13948,-5782,-10290,12,40,-42,-22,-36,8,-26,12,0,0,0,0,0,0,0,0,0
231,231,0,11732,1758,-12646,6254,8972,-11854,-1588,12880,12156,2726,-13934,5982,10152,-12260,-2556,13894,-36,-8,-10,12,-36,-8,-42,12,0,0,0,0,0,0,0,0,0
232,232,0,-6480,-8898,12040,1294,-12776,6652,8544,-12002,-6098,-10104,12358,2234,-13890,6320,9942,-12510,-36,8,-26,-22,-4,-40,-10,-22,0,0,0,0,0,0,0,0,0
233,233,0,-1114,12766,-7022,-8462,12132,864,-12552,6930,-2088,13826,-6544,-9722,12594,1858,-13806,6678,60,8,-26,-6,-4,24,-42,44,0,0,0,0,0,0,0,0,0
234,234,0,8372,-12146,-668,12700,-7268,-8212,12332,534,9578,-12672,-1650,13766,-6870,-9438,12788,1398,-4,-8,-26,12,-36,40,-10,12,0,0,0,0,0,0,0,0,0
235,235,0,-12578,7306,7976,-12332,-358,12568,-7548,-7860,-13714,7122,9256,-12862,-1250,13666,-7256,-9036,28,40,-10,12,-20,8,8,-56,0,0,0,0,0,0,0,0,0
236,236,0,12426,140,-12376,7608,7676,-12444,54,12476,13018,1008,-13558,7534,8946,-12960,-812,13532,-36,-8,8,12,44,8,-42,12,0,0,0,0,0,0,0,0,0
237,237,0,-7918,-7550,12556,-294,-12370,7936,7346,-12524,-7612,-8754,13108,536,-13458,7824,8576,-13210,12,-8,-26,12,-4,40,-10,-22,0,0,0,0,0,0,0,0,0
238,238,0,540,12392,-8190,-7264,12602,-708,-12148,8306,-378,13422,-8040,-8416,13226,70,-13310,8210,-4,8,-10,28,-4,-56,-26,-6,0,0,0,0,0,0,0,0,0
239,239,0,7006,-12622,792,12162,-8526,-6884,12672,-1100,8212,-13332,64,13292,-8418,-8102,13404,-342,12,8,24,12,12,-40,8,-6,0,0,0,0,0,0,0,0,0
240,240,0,-12066,8574,6640,-12774,1314,12030,-8722,-6484,-13162,8486,7882,-13482,492,13150,-8748,-7668,-138,56,-42,-6,12,8,-26,12,0,0,0,0,0,0,0,0,0
241,241,0,12762,-1570,-11892,8902,6358,-12798,1638,11874,13506,-822,-13054,8908,7472,-13524,1024,12982,28,-8,-42,-6,-36,-8,-10,-6,0,0,0,0,0,0,0,0,0
242,242,0,-9076,-6214,12816,-1968,-11730,9192,5912,-12966,-9056,-7356,13652,-1216,-12906,9200,7116,-13662,-36,8,-26,-22,-36,40,-10,12,0,0,0,0,0,0,0,0,0
243,243,0,2134,11726,-9372,-5770,12930,-2320,-11426,9430,1394,12832,-9404,-6912,13682,-1656,-12694,9562,-4,24,8,-22,-68,-8,-26,12,0,0,0,0,0,0,0,0,0
244,244,0,5528,-12978,2566,11480,-9706,-5458,12990,-2806,6694,-13762,1854,12654,-9738,-6522,13780,-2054,-36,24,8,-6,-36,8,-26,-6,0,0,0,0,0,0,0,0,0
245,245,0,-11346,9788,5236,-13054,3002,11284,-9982,-5078,-12492,9886,6358,-13870,2246,12464,-9994,-6082,-36,24,-26,-22,-4,-8,-10,28,0,0,0,0,0,0,0,0,0
246,246,0,13026,-3062,-11186,10034,4814,-13026,3524,11024,13904,-2486,-12304,10126,5904,-13874,2730,12254,12,-8,-10,-56,-20,8,-42,-22,0,0,0,0,0,0,0,0,0
247,247,0,-10226,-4574,12974,-3558,-10856,10280,4422,-13134,-10352,-5676,13844,-2948,-12118,10418,5564,-13974,12,-24,8,-22,-4,40,-26,-6,0,0,0,0,0,0,0,0,0
248,248,0,3790,10716,-10434,-4244,13106,-3892,-10578,10524,3182,12014,-10644,-5300,13984,-3372,-11900,10758,-4,8,-10,-6,-52,-8,-26,44,0,0,0,0,0,0,0,0,0
249,249,0,4110,-13090,4184,10444,-10680,-3844,13070,-4276,5170,-13938,3614,11716,-10910,-4954,14010,-3792,-4,24,-10,-38,-4,-24,-26,-6,0,0,0,0,0,0,0,0,0
250,250,0,-10370,10748,3732,-13134,4558,10264,-10816,-3430,-11622,11002,4780,-14038,3996,11524,-11180,-4454,-20,-24,-26,12,12,24,-10,12,0,0,0,0,0,0,0,0,0
251,251,0,13010,-4702,-10110,11040,3276,-13058,4922,9954,14000,-4256,-11324,11274,4338,-13970,4408,11210,-52,-8,8,-6,-36,8,-10,-38,0,0,0,0,0,0,0,0,0
252,252,0,-11190,-3168,13038,-5142,-9954,11186,2868,-13038,-11398,-4160,14010,-4630,-11102,11572,3908,-14022,-4,-8,-42,-22,-68,-8,8,-22,0,0,0,0,0,0,0,0,0
253,253,0,5352,9676,-11394,-2618,12962,-5538,-9674,11480,4826,10978,-11736,-3680,13984,-5054,-10820,11748,-4,-8,-26,-6,-36,8,-10,12,0,0,0,0,0,0,0,0,0
254,254,0,2422,-12978,5706,9358,-11506,-2256,12974,-5850,3470,-13970,5268,10622,-11926,-3276,13956,-5418,-20,-8,8,-22,-20,8,-26,28,0,0,0,0,0,0,0,0,0
