Sample in Buffer,Sample in Window,TRIGGER,u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],adc1_sync
834,834,0,0,f6ff0600,1
835,835,0,0,f6ff0600,1
836,836,0,0,f6ff0600,1
837,837,0,0,f6ff1600,1
838,838,0,2,0600fcff,1
839,839,0,2,f6fffc00,1
840,840,0,0,06004c00,1
841,841,0,8,fcfff6ff,1
842,842,0,8,fc000600,1
843,843,0,0,1600f6ff,1
844,844,0,8,fc000600,1
845,845,0,0,1600f6ff,1
846,846,0,0,0600f6ff,1
847,847,0,8,fcfff6ff,1
848,848,0,0,06001600,1
849,849,0,0,0600e6ff,1
850,850,0,8,fc001600,1
851,851,0,0,06001600,1
852,852,0,0,1600f6ff,1
853,853,0,0,0600f6ff,1
854,854,0,2,0600fc00,1
855,855,0,0,1600f6ff,1
856,856,0,2,0600fc00,1
857,857,0,2,f6fffc00,1
858,858,0,2,1600fcff,1
859,859,0,2,1600fc00,1
860,860,0,2,0600fc00,1
861,861,0,8,7cfff6ff,1
862,862,0,0,f6ff1600,1
863,863,0,8,fc000600,1
864,864,0,0,e6ff1600,1
865,865,0,0,16000600,1
866,866,0,0,e6fff6ff,1
867,867,0,2,0600fcff,1
868,868,0,0,0600f6ff,1
869,869,0,2,1600fc00,1
870,870,0,2,f6fffc00,1
871,871,0,8,fc000600,1
872,872,0,0,0600f6ff,1
873,873,0,0,f6ff1600,1
874,874,0,8,fc001600,1
875,875,0,0,16000600,1
876,876,0,2,f6fffc00,1
877,877,0,0,f6ff1600,1
878,878,0,0,f6ff1600,1
879,879,0,8,fc001600,1
880,880,0,8,fc000600,1
881,881,0,0,06001600,1
882,882,0,2,1600fc00,1
883,883,0,0,16000600,1
884,884,0,2,1600fc00,1
885,885,0,0,f6ff0600,1
886,886,0,8,fc001600,1
887,887,0,0,16000600,1
888,888,0,8,fc000600,1
889,889,0,8,fc000600,1
890,890,0,8,fc002600,1
891,891,0,8,7cfff6ff,1
892,892,0,8,fc000600,1
893,893,0,8,fc000600,1
894,894,0,0,f6ff0600,1
895,895,0,8,fc001600,1
896,896,0,8,fcfff6ff,1
897,897,0,0,26000600,1
898,898,0,8,fc000600,1
899,899,0,8,fc000600,1
900,900,0,0,f6ff0600,1
901,901,0,0,06001600,1
902,902,0,8,fcfff6ff,1
903,903,0,0,0600e6ff,1
904,904,0,2,1600fc00,1
905,905,0,0,f6ff0600,1
906,906,0,0,26000600,1
907,907,0,0,16000600,1
908,908,0,0,0600f6ff,1
909,909,0,0,1600f6ff,1
910,910,0,8,fc000600,1
911,911,0,0,f6ff0600,1
912,912,0,8,fc000600,1
913,913,0,8,fcfff6ff,1
914,914,0,0,e6ff1600,1
915,915,0,0,16000600,1
916,916,0,2,0600fc00,1
917,917,0,0,06002600,1
918,918,0,0,f6ff1600,1
919,919,0,0,f6ff0600,1
920,920,0,0,f6ff1600,1
921,921,0,2,0600fcff,1
922,922,0,8,fc001600,1
923,923,0,0,0600e6ff,1
924,924,0,0,f6ff1600,1
925,925,0,2,f6fffcff,1
926,926,0,2,1600fcff,1
927,927,0,8,fc000600,1
928,928,0,8,fc000600,1
929,929,0,0,16003c00,1
930,930,0,2,1600fc00,1
931,931,0,0,0600f6ff,1
932,932,0,0,e6fff6ff,1
933,933,0,0,f6ff0600,1
934,934,0,8,fc001600,1
935,935,0,0,16000600,1
936,936,0,8,7cfff6ff,1
937,937,0,8,fcfff6ff,1
938,938,0,0,f6ff1600,1
939,939,0,0,06001600,1
940,940,0,8,fc001600,1
941,941,0,0,f6ff0600,1
942,942,0,8,fc000600,1
943,943,0,0,16000600,1
944,944,0,8,fc000600,1
945,945,0,0,1600f6ff,1
946,946,0,0,1600f6ff,1
947,947,0,0,f6ff0600,1
948,948,0,2,f6fffcff,1
949,949,0,2,f6fffcff,1
950,950,0,0,16000600,1
951,951,0,0,26000600,1
952,952,0,2,0600fc00,1
953,953,0,0,f6ff1600,1
954,954,0,0,f6ff0600,1
955,955,0,0,16002600,1
956,956,0,0,f6ff0600,1
957,957,0,0,f6ff1600,1
958,958,0,0,f6ff0600,1
959,959,0,0,f6ff1600,1
960,960,0,2,1600fcff,1
961,961,0,0,f6ff0600,1
962,962,0,2,1600fcff,1
963,963,0,8,fcfff6ff,1
964,964,0,0,e6ff0600,1
965,965,0,8,fcfff6ff,1
966,966,0,0,06001600,1
967,967,0,0,06001600,1
968,968,0,0,0600f6ff,1
969,969,0,0,0600f6ff,1
970,970,0,0,06001600,1
971,971,0,2,d6fffc00,1
972,972,0,0,06001600,1
973,973,0,0,0600f6ff,1
974,974,0,0,0600f6ff,1
975,975,0,2,0600fc00,1
976,976,0,0,0600f6ff,1
977,977,0,0,f6ffe6ff,1
978,978,0,8,fc000600,1
979,979,0,0,e6ff0600,1
980,980,0,8,fcfff6ff,1
981,981,0,0,e6ff0600,1
982,982,0,0,1600f6ff,1
983,983,0,0,f6ff0600,1
984,984,0,2,1600fcff,1
985,985,0,2,f6fffc00,1
986,986,0,8,fc000600,1
987,987,0,0,1600f6ff,1
988,988,0,0,f6ff0600,1
989,989,0,2,0600fcff,1
990,990,0,2,f6fffc00,1
991,991,0,2,0600fcff,1
992,992,0,0,0600f6ff,1
993,993,0,2,0600fc00,1
994,994,0,0,d6fff6ff,1
995,995,0,8,fc000600,1
996,996,0,8,7c000600,1
997,997,0,0,f6ff0600,1
998,998,0,0,06001600,1
999,999,0,0,f6ff1600,1
1000,1000,0,0,16000600,1
1001,1001,0,0,06002600,1
1002,1002,0,0,06001600,1
1003,1003,0,0,0600e6ff,1
1004,1004,0,0,1600f6ff,1
1005,1005,0,0,0600f6ff,1
1006,1006,0,0,f6ffe6ff,1
1007,1007,0,0,f6ff0600,1
1008,1008,0,0,f6ff1600,1
1009,1009,0,0,f6ffe6ff,1
1010,1010,0,8,fc000600,1
1011,1011,0,8,7c001600,1
1012,1012,0,0,06001600,1
1013,1013,0,2,e6fffc00,1
1014,1014,0,0,f6ff2600,1
1015,1015,0,0,f6ffc6ff,1
1016,1016,0,2,f6fffcff,1
1017,1017,0,2,1600fcff,1
1018,1018,0,0,0600f6ff,1
1019,1019,0,2,2600fc00,1
1020,1020,0,0,0600f6ff,1
1021,1021,0,0,0600f6ff,1
1022,1022,0,0,1600f6ff,1
1023,1023,0,0,f6ff0600,1
