Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc1_a1_1[15:0],u3_adc_analysis/adc1_a2_1[15:0],u3_adc_analysis/adc1_a3_1[15:0],u3_adc_analysis/adc1_a4_1[15:0],u3_adc_analysis/adc1_a1_2[15:0],u3_adc_analysis/adc1_a2_2[15:0],u3_adc_analysis/adc1_a3_2[15:0],u3_adc_analysis/adc1_a4_2[15:0],u3_adc_analysis/adc1_b1_1[15:0],u3_adc_analysis/adc1_b2_1[15:0],u3_adc_analysis/adc1_b3_1[15:0],u3_adc_analysis/adc1_b4_1[15:0],u3_adc_analysis/adc1_b1_2[15:0],u3_adc_analysis/adc1_b2_2[15:0],u3_adc_analysis/adc1_b3_2[15:0],u3_adc_analysis/adc1_b4_2[15:0],u3_adc_analysis/time_8s_1
2188,2188,0,-24194,-23974,-23718,-23388,-22892,-22558,-22180,-21828,12,36,4,-24,-4,-14,-14,-24,0
2189,2189,0,-21216,-20804,-20420,-19794,-19196,-18740,-18122,-17534,12,-30,-14,-24,-4,4,4,10,0
2190,2190,0,-16928,-16312,-15686,-15032,-14286,-13634,-12932,-12182,-4,-14,4,10,12,4,20,26,0
2191,2191,0,-11508,-10706,-9946,-9234,-8470,-7684,-6892,-6098,-4,-14,-30,26,-4,36,-14,10,0
2192,2192,0,-5324,-4466,-3708,-2872,-2078,-1286,-436,392,12,-30,4,-8,-48,20,20,-24,0
2193,2193,0,1188,1998,2814,3632,4374,5244,6016,6790,-4,-14,-14,26,-48,-46,20,26,0
2194,2194,0,7552,8314,9086,9810,10568,11216,12016,12750,-48,-14,4,26,-4,-14,20,-24,0
2195,2195,0,13364,14098,14768,15414,15962,16548,17198,17754,-4,-30,4,10,12,-14,-14,10,0
2196,2196,0,18260,18804,19384,19948,20328,20844,21294,21742,-32,4,20,10,12,20,4,10,0
2197,2197,0,22060,22500,22842,23222,23456,23782,24054,24354,-64,-14,4,26,-4,-14,4,26,0
2198,2198,0,24504,24756,24888,25118,25150,25310,25424,25492,12,4,20,-24,28,-14,4,10,0
2199,2199,0,25454,25486,25472,25508,25374,25294,25248,25118,-4,4,4,-8,-48,-14,-14,-8,0
2200,2200,0,24942,24692,24552,24354,24026,23834,23482,23170,-4,36,4,10,28,20,4,10,0
2201,2201,0,22762,22452,22096,21742,21236,20812,20298,19852,12,-14,-14,10,44,4,20,26,0
2202,2202,0,19272,18724,18224,17626,17006,16452,15814,15122,12,-14,4,26,-4,-14,4,-8,0
2203,2203,0,14490,13832,13148,12424,11672,10944,10248,9470,-48,20,4,-8,-32,-14,4,-8,0
2204,2204,0,8654,7946,7160,6352,5548,4808,3936,3130,-32,20,20,-8,-32,20,4,-8,0
2205,2205,0,2294,1524,684,-138,-936,-1740,-2554,-3410,-4,4,4,10,12,36,-14,-24,0
2206,2206,0,-4224,-5042,-5778,-6606,-7378,-8136,-8910,-9696,-20,20,20,10,-4,-30,36,-24,0
2207,2207,0,-10404,-11094,-11864,-12608,-13300,-13992,-14676,-15320,12,4,4,-8,12,-30,4,10,0
2208,2208,0,-15970,-16554,-17166,-17824,-18342,-18926,-19442,-20008,12,4,20,10,28,52,-30,10,0
2209,2209,0,-20458,-20990,-21518,-21972,-22216,-22670,-23076,-23454,-4,-14,-14,10,-4,20,-14,-8,0
2210,2210,0,-23698,-23990,-24366,-24606,-24758,-24922,-25232,-25392,-4,-14,-14,10,12,4,4,26,0
2211,2211,0,-25440,-25568,-25694,-25828,-25712,-25712,-25780,-25796,12,4,20,10,-32,20,4,10,0
2212,2212,0,-25632,-25568,-25488,-25328,-25120,-24890,-24790,-24542,12,4,4,10,12,-14,-14,10,0
2213,2213,0,-24194,-23958,-23670,-23388,-22908,-22558,-22212,-21828,12,-14,4,10,-32,20,20,10,0
2214,2214,0,-21216,-20804,-20388,-19810,-19212,-18740,-18122,-17566,-32,-14,4,42,44,4,-14,-24,0
2215,2215,0,-16896,-16296,-15654,-15032,-14286,-13634,-12948,-12198,12,4,4,26,-4,20,4,10,0
2216,2216,0,-11476,-10706,-9978,-9250,-8438,-7684,-6892,-6098,-4,-30,4,-8,12,-14,-14,26,0
2217,2217,0,-5324,-4466,-3702,-2840,-2078,-1270,-452,376,-4,-14,-14,26,28,4,36,10,0
2218,2218,0,1188,1998,2798,3632,4390,5244,6000,6790,12,-14,-14,26,-32,4,4,26,0
2219,2219,0,7536,8314,9118,9810,10552,11200,12048,12734,12,36,20,26,-32,20,20,26,0
2220,2220,0,13380,14082,14800,15382,15978,16532,17214,17770,12,-14,4,42,-4,4,-14,-24,0
2221,2221,0,18338,18836,19400,19932,20360,20844,21310,21742,12,4,4,10,-4,4,-14,10,0
2222,2222,0,22060,22484,22858,23254,23456,23782,24078,24354,12,-30,20,10,12,4,4,26,0
2223,2223,0,24520,24708,24958,25118,25182,25294,25408,25476,28,-14,-14,-24,-48,-14,4,-24,0
2224,2224,0,25470,25454,25504,25516,25342,25310,25232,25086,-48,4,4,-8,-48,-14,-14,-8,0
2225,2225,0,24894,24708,24584,24336,24042,23766,23498,23170,-48,-30,4,10,-64,4,4,10,0
2226,2226,0,22832,22468,22112,21710,21236,20796,20314,19868,12,36,20,10,-4,-14,4,-8,0
2227,2227,0,19272,18676,18208,17642,16974,16388,15814,15154,28,4,-14,26,-4,4,-14,-8,0
2228,2228,0,14458,13848,13132,12440,11704,10928,10232,9420,-4,-30,20,-8,-4,-14,20,-8,0
2229,2229,0,8670,7914,7144,6368,5564,4792,3952,3146,12,-14,4,-8,-64,4,4,10,0
2230,2230,0,2352,1508,716,-106,-968,-1724,-2554,-3330,28,4,4,10,12,4,20,26,0
2231,2231,0,-4208,-5010,-5762,-6606,-7362,-8120,-8910,-9644,-4,4,-14,10,-20,-30,-30,10,0
2232,2232,0,-10404,-11110,-11832,-12592,-13268,-13960,-14692,-15354,-32,20,4,10,-4,4,20,10,0
2233,2233,0,-15970,-16522,-17166,-17776,-18326,-18958,-19442,-19944,-4,36,4,10,-4,-14,-14,-8,0
2234,2234,0,-20426,-20974,-21486,-21940,-22270,-22654,-23044,-23436,-48,20,-14,-8,-4,20,4,-8,0
2235,2235,0,-23698,-24006,-24350,-24574,-24742,-24922,-25184,-25376,-4,-14,4,26,12,36,-14,-8,0
2236,2236,0,-25456,-25552,-25700,-25796,-25728,-25744,-25780,-25796,12,-14,-14,10,12,4,4,-8,0
2237,2237,0,-25632,-25568,-25440,-25376,-25088,-24890,-24758,-24558,-4,-30,4,-8,-4,4,-14,10,0
2238,2238,0,-24210,-23958,-23670,-23388,-22908,-22542,-22164,-21812,-4,4,20,-8,-4,36,20,-24,0
2239,2239,0,-21184,-20820,-20388,-19794,-19244,-18708,-18090,-17550,-32,20,-14,-40,12,4,4,10,0
2240,2240,0,-16896,-16280,-15670,-15016,-14334,-13650,-12900,-12214,12,-30,20,10,-4,-14,-14,26,0
2241,2241,0,-11476,-10690,-9930,-9250,-8470,-7668,-6844,-6098,-4,4,-14,10,12,-14,-14,-24,0
2242,2242,0,-5324,-4466,-3638,-2856,-2062,-1270,-404,344,12,-14,4,-8,44,-14,4,-8,0
2243,2243,0,1156,1998,2814,3648,4390,5244,6000,6806,-4,36,-14,-24,-48,20,-30,10,0
2244,2244,0,7520,8266,9086,9826,10584,11232,12032,12782,44,-14,4,-8,28,4,4,10,0
2245,2245,0,13380,14082,14784,15414,15978,16564,17198,17818,12,4,20,-8,-4,4,-30,-8,0
2246,2246,0,18276,18852,19416,19964,20360,20828,21306,21742,-48,20,-14,10,60,-14,4,10,0
2247,2247,0,22108,22452,22874,23254,23456,23734,24078,24370,28,4,-30,10,12,4,-14,26,0
2248,2248,0,24504,24724,24974,25102,25166,25262,25392,25532,-4,-30,-14,26,-4,4,-14,-24,0
2249,2249,0,25454,25470,25510,25532,25342,25278,25200,25102,-20,-14,4,10,12,20,4,-8,0
2250,2250,0,24926,24708,24536,24370,24042,23766,23498,23170,-4,36,-14,26,-4,-14,20,10,0
2251,2251,0,22778,22452,22096,21710,21236,20812,20298,19868,28,-14,4,10,-48,4,-14,10,0
2252,2252,0,19272,18708,18224,17658,16990,16420,15830,15170,12,4,-30,-24,-4,-30,-14,10,0
2253,2253,0,14474,13832,13148,12424,11688,10928,10232,9452,-20,4,-14,10,28,-14,20,-24,0
2254,2254,0,8670,7930,7128,6352,5564,4738,3920,3146,-48,-14,4,-8,-32,-30,-14,10,0
2255,2255,0,2298,1508,700,-106,-968,-1676,-2514,-3362,12,4,4,10,-48,4,-14,42,0
2256,2256,0,-4224,-5026,-5794,-6622,-7346,-8104,-8910,-9696,12,20,-14,-8,-4,4,-14,10,0
2257,2257,0,-10420,-11126,-11864,-12544,-13300,-13976,-14676,-15338,-4,4,-14,-24,12,4,4,10,0
2258,2258,0,-15922,-16570,-17182,-17808,-18342,-18958,-19490,-19992,-4,-14,-30,-8,12,20,4,-40,0
2259,2259,0,-20442,-20974,-21518,-21940,-22270,-22638,-23044,-23454,12,-14,4,10,-48,36,4,-24,0
2260,2260,0,-23714,-23974,-24350,-24606,-24758,-24906,-25184,-25392,28,20,4,-24,-48,4,4,26,0
2261,2261,0,-25440,-25568,-25716,-25796,-25760,-25744,-25764,-25796,12,-14,36,26,-4,4,-14,10,0
2262,2262,0,-25632,-25552,-25440,-25344,-25136,-24890,-24790,-24574,-48,-30,-30,-8,28,4,4,-24,0
2263,2263,0,-24194,-23958,-23654,-23388,-22924,-22574,-22180,-21708,-64,4,4,10,-4,-30,-14,10,0
2264,2264,0,-21200,-20788,-20372,-19746,-19212,-18740,-18122,-17566,-4,-14,-14,-24,-4,-14,-14,-8,0
2265,2265,0,-16928,-16312,-15654,-15000,-14302,-13650,-12948,-12182,-4,4,-14,26,-64,20,20,10,0
2266,2266,0,-11492,-10690,-9978,-9234,-8454,-7700,-6892,-6130,12,4,-14,10,-64,-14,-14,-8,0
2267,2267,0,-5340,-4514,-3622,-2888,-2062,-1238,-420,392,12,-14,-30,10,-4,-14,-14,10,0
2268,2268,0,1172,1998,2830,3664,4390,5228,6032,6806,-4,-30,-30,-24,-4,-14,-14,10,0
2269,2269,0,7536,8282,9102,9874,10552,11200,12048,12766,-4,-14,-14,26,12,4,4,10,0
2270,2270,0,13348,14066,14784,15382,15946,16516,17230,17802,28,-14,20,10,-32,-30,4,10,0
2271,2271,0,18292,18820,19400,19948,20360,20844,21294,21742,12,4,20,10,-4,4,4,-24,0
2272,2272,0,22076,22484,22842,23238,23440,23782,24078,24354,-4,-14,4,-40,-64,4,-14,10,0
2273,2273,0,24504,24692,24942,25102,25150,25262,25392,25516,28,4,-30,-8,-48,-14,4,10,0
2274,2274,0,25438,25454,25472,25516,25358,25294,25232,25086,-32,-30,-30,-8,-4,-14,-14,10,0
2275,2275,0,24926,24676,24552,24354,24010,23766,23466,23222,-4,-14,4,10,-48,4,-30,26,0
2276,2276,0,22762,22468,22096,21678,21188,20764,20282,19834,12,4,-14,-8,-48,-14,4,10,0
2277,2277,0,19272,18724,18176,17642,17006,16388,15814,15154,-48,-14,-30,-8,-48,-30,-14,10,0
2278,2278,0,14506,13816,13132,12424,11704,10944,10248,9452,-4,20,4,10,28,-14,4,-8,0
2279,2279,0,8670,7946,7128,6336,5532,4792,3920,3180,-64,4,-14,10,-4,36,-30,10,0
2280,2280,0,2320,1540,700,-122,-952,-1708,-2570,-3410,28,-14,-14,-24,-4,-14,-14,-8,0
2281,2281,0,-4208,-5010,-5762,-6622,-7362,-8104,-8894,-9680,-4,20,-14,-8,12,-30,-14,-8,0
2282,2282,0,-10388,-11094,-11832,-12624,-13300,-13960,-14708,-15338,12,20,20,10,28,20,-30,42,0
2283,2283,0,-15906,-16522,-17214,-17808,-18358,-18958,-19458,-20008,-32,-30,-14,10,-4,4,-14,-24,0
2284,2284,0,-20426,-20990,-21486,-21956,-22200,-22670,-23076,-23470,28,-14,-14,-24,-4,-30,-14,10,0
2285,2285,0,-23698,-24022,-24366,-24606,-24758,-24922,-25184,-25408,-48,4,-14,42,-4,4,4,26,0
2286,2286,0,-25456,-25552,-25694,-25764,-25680,-25728,-25796,-25764,12,36,4,-8,-48,-30,-14,10,0
2287,2287,0,-25648,-25536,-25440,-25360,-25104,-24906,-24774,-24574,12,4,20,-8,12,4,-14,-8,0
2288,2288,0,-24178,-24006,-23686,-23372,-22924,-22558,-22132,-21828,12,4,4,26,-4,20,-14,-24,0
2289,2289,0,-21232,-20804,-20404,-19778,-19228,-18756,-18138,-17550,-4,-46,-30,26,-4,-30,-14,-8,0
2290,2290,0,-16928,-16248,-15670,-14980,-14302,-13634,-12932,-12182,-48,-14,-46,26,28,4,-14,-8,0
2291,2291,0,-11492,-10706,-9978,-9234,-8422,-7732,-6860,-6114,-48,-14,4,26,-4,4,20,-24,0
2292,2292,0,-5308,-4466,-3622,-2872,-2046,-1286,-388,392,12,-14,20,10,28,-14,-14,-8,0
2293,2293,0,1172,1966,2830,3664,4390,5212,6000,6790,12,4,4,10,-4,-30,-14,-24,0
2294,2294,0,7584,8266,9054,9810,10552,11266,12016,12762,-4,4,-14,-56,-20,4,-14,-24,0
2295,2295,0,13380,14098,14752,15414,15962,16632,17198,17786,12,4,-30,10,-48,4,4,26,0
2296,2296,0,18292,18804,19368,19964,20328,20828,21258,21774,-48,-14,4,42,-32,4,-30,-8,0
2297,2297,0,22060,22516,22842,23238,23456,23782,24054,24320,-4,4,-14,10,-4,4,-14,10,0
2298,2298,0,24504,24708,24888,25102,25166,25294,25360,25492,12,-14,4,10,-64,-30,4,10,0
2299,2299,0,25486,25486,25456,25532,25326,25294,25184,25118,12,36,4,-24,-4,4,4,10,0
2300,2300,0,24926,24724,24568,24336,24042,23766,23498,23190,-4,-30,4,26,-4,20,-14,10,0
2301,2301,0,22778,22484,22064,21726,21220,20828,20282,19852,12,-46,-30,-24,12,36,-14,-40,0
2302,2302,0,19288,18724,18192,17642,17006,16436,15782,15138,-48,-14,-14,26,12,-14,-46,10,0
2303,2303,0,14458,13832,13132,12440,11704,10944,10232,9486,-48,-14,-14,-8,12,20,-30,-8,0
2304,2304,0,8686,7946,7144,6368,5548,4808,3952,3130,-4,4,-14,10,12,20,4,10,0
2305,2305,0,2294,1508,716,-106,-952,-1724,-2554,-3394,-4,4,-14,10,-48,-14,-30,26,0
2306,2306,0,-4208,-4978,-5812,-6574,-7378,-8040,-8910,-9696,-48,20,-14,-8,12,-14,-14,26,0
2307,2307,0,-10420,-11078,-11848,-12592,-13268,-13960,-14708,-15354,-4,4,-14,-56,12,-14,-30,-8,0
2308,2308,0,-15938,-16506,-17214,-17824,-18294,-18926,-19458,-20008,12,4,20,-24,-48,-30,4,-8,0
2309,2309,0,-20426,-20942,-21518,-21940,-22238,-22622,-23076,-23470,-4,-30,-14,-8,-4,-14,4,-24,0
2310,2310,0,-23682,-24038,-24366,-24622,-24742,-24906,-25184,-25376,-4,-14,4,-8,-48,20,-14,10,0
2311,2311,0,-25440,-25552,-25700,-25796,-25728,-25680,-25796,-25796,28,4,20,-8,-4,-14,4,42,0
2312,2312,0,-25632,-25536,-25440,-25360,-25120,-24858,-24790,-24542,12,-14,4,-24,-4,-14,-14,10,0
2313,2313,0,-24194,-23958,-23718,-23356,-22908,-22526,-22212,-21796,12,4,4,-8,-48,36,36,-8,0
2314,2314,0,-21216,-20788,-20388,-19746,-19180,-18708,-18154,-17566,-48,-46,-14,26,12,-46,4,10,0
2315,2315,0,-16912,-16264,-15670,-15064,-14302,-13634,-12964,-12164,28,-30,36,-8,-4,-14,-14,10,0
2316,2316,0,-11476,-10706,-10010,-9202,-8422,-7684,-6892,-6098,12,4,-14,26,12,-14,-30,10,0
2317,2317,0,-5340,-4466,-3654,-2872,-2094,-1254,-404,408,-4,4,-14,-24,-48,4,-14,-24,0
2318,2318,0,1172,1982,2798,3648,4390,5228,6016,6806,-4,36,4,-24,-4,36,20,26,0
2319,2319,0,7568,8298,9086,9826,10536,11216,11992,12798,-4,4,20,10,-4,20,4,26,0
2320,2320,0,13380,14114,14768,15446,15962,16548,17150,17770,12,36,20,10,12,20,-14,10,0
2321,2321,0,18276,18852,19384,19964,20344,20860,21294,21742,-48,4,4,-8,-4,-14,4,10,0
2322,2322,0,22124,22500,22842,23206,23456,23766,24078,24354,28,-30,-14,-24,-48,4,20,-8,0
2323,2323,0,24520,24692,24872,25118,25166,25294,25392,25492,-32,-14,4,-8,-4,-14,-30,-8,0
2324,2324,0,25486,25454,25456,25476,25342,25310,25168,25102,-64,4,-14,10,-64,-14,4,10,0
2325,2325,0,24926,24708,24520,24354,24010,23850,23482,23190,12,-14,-30,10,12,20,20,-8,0
2326,2326,0,22778,22468,22048,21694,21252,20812,20298,19834,-4,20,-14,-24,-4,20,-14,10,0
2327,2327,0,19240,18740,18176,17658,16990,16420,15798,15154,12,4,20,10,-4,4,4,10,0
2328,2328,0,14442,13832,13132,12440,11688,10928,10232,9452,-4,-14,4,10,-4,-14,-14,10,0
2329,2329,0,8718,7946,7112,6352,5548,4754,3920,3114,-48,4,4,-56,12,-14,20,10,0
2330,2330,0,2294,1540,668,-106,-936,-1724,-2546,-3362,-48,-14,20,10,-32,36,-14,10,0
2331,2331,0,-4256,-4994,-5812,-6606,-7346,-8136,-8878,-9712,28,-30,-14,-40,-48,4,-14,-8,0
2332,2332,0,-10388,-11078,-11864,-12608,-13300,-13992,-14708,-15338,12,20,4,10,-32,-30,-14,42,0
2333,2333,0,-15922,-16522,-17166,-17856,-18326,-18942,-19458,-19992,28,4,4,26,-48,-14,4,26,0
2334,2334,0,-20410,-20974,-21518,-21940,-22254,-22622,-23076,-23486,12,20,-30,-24,-48,4,20,-8,0
2335,2335,0,-23666,-24006,-24350,-24622,-24758,-24906,-25216,-25392,12,20,-14,10,-4,-14,-14,10,0
2336,2336,0,-25456,-25568,-25732,-25828,-25728,-25712,-25796,-25764,12,20,-30,-24,-20,4,20,-40,0
2337,2337,0,-25632,-25536,-25424,-25360,-25120,-24890,-24790,-24606,-32,-14,-14,-24,12,4,20,10,0
2338,2338,0,-24194,-23958,-23686,-23356,-22924,-22542,-22196,-21844,-48,36,20,10,28,4,-14,-8,0
2339,2339,0,-21200,-20788,-20372,-19810,-19196,-18756,-18122,-17566,28,-14,-14,10,28,-14,-14,10,0
2340,2340,0,-16896,-16280,-15686,-15032,-14270,-13650,-12964,-12230,-4,-14,20,10,28,-30,20,-24,0
2341,2341,0,-11492,-10722,-9994,-9234,-8454,-7684,-6942,-6114,-32,-14,4,26,12,-14,4,-8,0
2342,2342,0,-5356,-4498,-3654,-2904,-2094,-1270,-452,360,-4,4,-14,26,12,20,4,-24,0
2343,2343,0,1188,1998,2814,3632,4406,5260,6016,6806,-32,4,4,26,12,-14,4,-24,0
2344,2344,0,7568,8298,9070,9858,10568,11216,12016,12746,28,-14,-14,-8,-4,20,-14,-24,0
2345,2345,0,13380,14082,14768,15414,15962,16600,17198,17802,28,20,20,26,-4,-14,-30,10,0
2346,2346,0,18338,18852,19368,19964,20328,20860,21244,21758,-4,20,4,-40,-4,20,4,10,0
2347,2347,0,22076,22468,22842,23254,23456,23782,24054,24354,-4,36,4,-24,-32,-14,-14,10,0
2348,2348,0,24504,24708,24888,25138,25166,25294,25360,25476,12,36,-14,-24,-32,-14,-30,10,0
2349,2349,0,25454,25486,25472,25516,25374,25310,25216,25118,12,4,-14,-8,-32,20,4,26,0
2350,2350,0,24910,24724,24536,24354,24026,23798,23482,23206,12,4,20,-8,12,36,-14,-8,0
2351,2351,0,22794,22484,22080,21710,21252,20812,20282,19868,-4,36,20,10,-4,20,-30,26,0
2352,2352,0,19272,18740,18192,17642,17006,16388,15814,15122,12,36,4,26,-4,4,-14,-8,0
2353,2353,0,14490,13832,13132,12424,11656,10928,10200,9452,-4,20,-14,10,12,20,-14,26,0
2354,2354,0,8638,7930,7160,6352,5580,4770,3952,3146,-48,-14,4,-24,28,-14,4,10,0
2355,2355,0,2320,1508,652,-106,-968,-1740,-2570,-3346,-4,20,4,-8,12,4,4,10,0
2356,2356,0,-4240,-5042,-5778,-6622,-7346,-8104,-8894,-9712,-4,-14,4,26,12,20,4,-24,0
2357,2357,0,-10404,-11062,-11816,-12608,-13268,-13976,-14708,-15354,-4,4,-14,10,-4,20,-14,10,0
2358,2358,0,-15938,-16554,-17166,-17824,-18342,-18990,-19474,-20008,-4,-14,4,10,12,-30,-14,10,0
2359,2359,0,-20426,-20990,-21486,-21972,-22286,-22654,-23076,-23470,28,-14,-14,10,-4,4,-14,10,0
2360,2360,0,-23682,-24022,-24334,-24638,-24742,-24906,-25184,-25408,-4,20,4,-8,28,4,4,10,0
2361,2361,0,-25440,-25552,-25700,-25828,-25728,-25728,-25780,-25780,12,4,4,10,-32,4,4,10,0
2362,2362,0,-25632,-25520,-25456,-25344,-25088,-24874,-24758,-24542,12,36,4,26,-4,36,4,10,0
2363,2363,0,-24194,-23958,-23718,-23372,-22892,-22526,-22180,-21692,-32,-14,20,10,12,4,4,-8,0
2364,2364,0,-21200,-20820,-20404,-19778,-19228,-18724,-18122,-17566,28,20,20,-8,28,4,-14,26,0
2365,2365,0,-16880,-16264,-15702,-15048,-14302,-13602,-12964,-12214,-4,20,4,-8,-48,-14,4,-24,0
2366,2366,0,-11492,-10690,-9978,-9218,-8438,-7684,-6958,-6098,12,36,4,-24,-48,4,4,42,0
2367,2367,0,-5340,-4450,-3670,-2888,-2126,-1254,-420,392,-32,4,4,10,44,4,-14,-8,0
2368,2368,0,1188,1982,2782,3664,4374,5228,6032,6790,-4,4,-14,10,12,36,-14,10,0
2369,2369,0,7552,8282,9070,9794,10584,11250,12024,12750,-4,20,20,10,-4,20,20,26,0
2370,2370,0,13348,14082,14736,15398,15978,16548,17198,17770,-4,-14,-14,10,-4,-30,-14,10,0
2371,2371,0,18292,18820,19384,19932,20344,20860,21278,21742,-48,20,-14,10,12,20,4,10,0
2372,2372,0,22092,22500,22858,23222,23488,23782,24054,24336,12,36,4,10,-32,4,4,-8,0
2373,2373,0,24488,24756,24942,25102,25182,25294,25392,25492,12,20,36,-24,12,20,20,-8,0
2374,2374,0,25454,25486,25488,25532,25358,25310,25216,25086,-48,20,4,10,-32,20,20,-24,0
2375,2375,0,24894,24740,24536,24354,24042,23834,23466,23238,12,4,-14,-24,-4,-14,4,10,0
2376,2376,0,22832,22484,22064,21742,21236,20828,20314,19884,12,4,52,26,-4,-14,-14,10,0
2377,2377,0,19272,18724,18208,17642,16990,16436,15814,15154,12,-14,-14,-8,-20,20,-14,-8,0
2378,2378,0,14426,13848,13148,12408,11720,10944,10248,9452,-4,-14,20,10,28,-14,4,-24,0
2379,2379,0,8718,7914,7096,6352,5548,4754,3936,3130,-4,-14,20,10,-4,-14,4,-8,0
2380,2380,0,2278,1508,684,-154,-984,-1740,-2570,-3362,-4,52,4,-8,-4,20,36,-8,0
2381,2381,0,-4256,-5026,-5762,-6606,-7362,-8104,-8926,-9696,12,-14,4,-8,-48,4,4,10,0
2382,2382,0,-10404,-11094,-11864,-12592,-13284,-13960,-14708,-15354,12,20,4,-24,12,-30,4,10,0
2383,2383,0,-15938,-16522,-17166,-17824,-18358,-18990,-19474,-20008,28,-14,36,10,-4,-14,4,26,0
2384,2384,0,-20378,-21006,-21502,-21972,-22254,-22638,-23076,-23470,-4,-14,4,-8,12,-14,4,-8,0
2385,2385,0,-23682,-24006,-24318,-24590,-24774,-24906,-25184,-25392,-4,36,36,-24,12,20,-14,-8,0
2386,2386,0,-25408,-25504,-25700,-25812,-25776,-25744,-25764,-25780,12,-14,4,-24,-4,36,20,26,0
2387,2387,0,-25616,-25552,-25440,-25360,-25120,-24874,-24758,-24542,28,-30,4,-8,-32,4,4,-8,0
2388,2388,0,-24210,-23958,-23702,-23372,-22940,-22542,-22180,-21796,12,4,4,-8,12,20,4,-24,0
2389,2389,0,-21232,-20788,-20388,-19810,-19244,-18740,-18138,-17566,12,20,4,26,-48,-30,-14,10,0
2390,2390,0,-16944,-16280,-15670,-15016,-14302,-13650,-12932,-12198,-32,20,-14,-8,12,-14,4,-24,0
2391,2391,0,-11460,-10722,-10010,-9250,-8438,-7668,-6860,-6130,-4,4,-14,-8,-64,-30,-30,10,0
2392,2392,0,-5324,-4498,-3686,-2888,-2094,-1222,-436,344,12,4,4,10,-4,4,4,26,0
2393,2393,0,1204,1998,2814,3616,4390,5244,6016,6774,-48,4,20,-8,-32,-14,-30,-8,0
2394,2394,0,7568,8298,9086,9810,10520,11282,12016,12746,28,-14,-30,10,-64,20,4,-24,0
2395,2395,0,13364,14082,14768,15430,15978,16548,17198,17802,-4,4,-14,26,-4,4,20,26,0
2396,2396,0,18292,18820,19384,19964,20376,20860,21274,21742,-64,4,4,-24,-48,4,20,26,0
2397,2397,0,22092,22548,22810,23206,23456,23782,24078,24354,12,20,4,10,-32,-30,-14,26,0
2398,2398,0,24536,24724,24904,25102,25182,25326,25392,25532,12,4,4,-8,-48,20,4,-24,0
2399,2399,0,25454,25486,25472,25492,25358,25294,25216,25102,12,-14,-14,-24,-4,-30,-14,10,0
2400,2400,0,24910,24708,24536,24354,24058,23798,23466,23222,12,4,-14,10,28,4,-30,-8,0
2401,2401,0,22794,22500,22096,21710,21220,20812,20314,19834,-32,20,-14,-40,12,4,-30,-24,0
2402,2402,0,19272,18740,18192,17626,17022,16404,15846,15186,-64,4,-14,42,-4,-14,20,10,0
2403,2403,0,14458,13832,13132,12424,11688,10944,10216,9452,-4,-14,20,10,-4,4,4,42,0
2404,2404,0,8702,7946,7112,6384,5580,4754,3936,3164,-4,-14,4,10,-4,-14,-30,10,0
2405,2405,0,2326,1540,700,-106,-952,-1708,-2530,-3346,12,4,-14,26,-4,36,20,-8,0
2406,2406,0,-4208,-5026,-5778,-6606,-7346,-8120,-8894,-9676,12,-14,-14,26,-4,36,20,-24,0
2407,2407,0,-10420,-11094,-11896,-12608,-13332,-13944,-14708,-15320,-4,4,4,10,-64,-14,-14,-24,0
2408,2408,0,-15922,-16554,-17182,-17808,-18310,-18974,-19490,-19976,12,20,-30,10,-4,-14,20,26,0
2409,2409,0,-20426,-21006,-21534,-21972,-22254,-22670,-23060,-23502,-48,-14,4,-8,-4,-14,20,-8,0
2410,2410,0,-23666,-23990,-24334,-24622,-24742,-24954,-25200,-25408,-4,20,4,-8,-4,20,4,26,0
2411,2411,0,-25424,-25568,-25716,-25796,-25744,-25712,-25796,-25780,-48,20,-14,10,-48,-14,4,-8,0
2412,2412,0,-25648,-25520,-25440,-25376,-25120,-24890,-24806,-24558,28,-30,20,-24,12,4,-14,-24,0
2413,2413,0,-24178,-23926,-23686,-23404,-22908,-22542,-22212,-21780,-48,-14,-14,10,12,-30,4,-24,0
2414,2414,0,-21236,-20820,-20404,-19778,-19228,-18724,-18122,-17582,12,20,4,10,-48,36,-14,10,0
2415,2415,0,-16928,-16296,-15670,-14980,-14286,-13618,-12964,-12230,12,4,20,-8,28,4,-14,-24,0
2416,2416,0,-11460,-10690,-10010,-9234,-8438,-7668,-6876,-6114,-48,-30,4,-8,-4,-14,-30,-8,0
2417,2417,0,-5340,-4482,-3670,-2904,-2094,-1238,-436,392,-32,-14,20,10,-48,20,4,26,0
2418,2418,0,1220,1982,2798,3664,4390,5212,6016,6790,-32,-14,-30,-24,12,36,4,-8,0
2419,2419,0,7520,8282,9054,9826,10568,11266,12016,12734,-4,20,-14,-8,-4,-14,-14,10,0
2420,2420,0,13396,14066,14736,15414,15962,16616,17182,17754,-4,4,-14,-24,-4,-14,4,10,0
2421,2421,0,18338,18852,19400,19916,20328,20860,21278,21774,12,20,-14,10,-4,4,20,26,0
2422,2422,0,22044,22484,22826,23186,23472,23750,24078,24336,-48,4,-14,-40,12,4,-14,26,0
2423,2423,0,24520,24676,24920,25086,25182,25278,25392,25532,-64,20,20,26,12,4,4,-24,0
