Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac1_int/syncb_logic,sysref_logic,sysref_o,u_ila_3_tx_aresetn
445,445,0,5bd519c64ace31cb7fc8a2d120c444d949c1e3e10dc048eb75c035f57ec268ff,0,1,0,0,1
446,446,0,cc3d9521a93f7618e53fb70e7e3e97047e3b59faf73640f008318ee6d82984dd,0,1,0,0,1
447,447,0,27c3a90118c7d80b7fccba1537d30d1f15db9427e5e3192f6ded68356ff7593a,0,1,0,0,1
448,448,0,1d28a4dba51fb4d35d16e7cc830c69c757025ec31cf8e0c014ee00c082e4c4c0,0,1,0,0,1
449,449,0,abf93d3be903583e0d0eda3fd417ba3f0021f83d5329a03a9730c7359d368e2f,0,1,0,0,1
450,450,0,7de227c1cfd9e3c31bd229c894cbddcd64c6dad4afc2f1dc8bc0efe507c097ef,0,1,0,0,1
451,451,0,c137052e0d3c5526d03eab1df73f3e147b3f4c0a5e3d1700af39e1f58634edeb,0,1,0,0,1
452,452,0,23c0c7f19ec1eafbb2c427064bc93d104bcfe8198ad6e922d9de052b01e80732,0,1,0,0,1
453,453,0,3533cde96d2c83e0822407d8a81b91d0181252ca120872c5d6fd13c2a9f34ac0,0,1,0,0,1
454,454,0,1bea6633fbf3d3382afecb3c6408353f68120040f31b283fc624b13ca92cad38,0,1,0,0,1
455,455,0,76f11dc0b4e752c092de29c24bd694c515cf7fca20c9c9d093c448d88cc1cbe0,0,1,0,0,1
456,456,0,3e2e9837b634d331d339c72a763da322853f9b19f43fec0fc03ed505f03b97fb,0,1,1,1,1
457,457,0,18c1c7e205c03dec96c033f6c7c26a0089c69e0ac4cb8d1455d2f51d12da9826,0,1,1,1,1
458,458,0,1d3b58f9713647ef6130a3e51329acdcb9209cd48717a9cdbb0d00c89603c6c3,0,1,1,1,1
459,459,0,e8db5e28cde4c62f64eef4356ef8c13aaa020d3ed50cc23fab16d43fed1f453e,0,1,1,1,1
460,460,0,56010dc31cf7b7c01ded01c09ae3eec0d1da78c3fbd290c74dcc19cdf2c6f0d3,0,1,1,1,1
461,461,0,dc21b63d172a373a3e313a352237e02e9c3b5327903ec41eea3f6b15a03f860b,0,1,1,1,1
462,462,0,f6c599d567c2cadd6cc0dbe611c091f05ac1acfa3dc4ea04a8c8080f7fcec318,0,1,1,1,1
463,463,0,583f4d09133d15ff3e39e3f4f133f9ea502d9ae1862502d9c61c69d1491302cb,0,1,1,1,1
464,464,0,f4cfd21a50d7bf23b6dfc22bf1e8a632c3f23e38ebfc653c2807003f3511fe3f,0,1,1,1,1
465,465,0,2011c7c912070cc5d5fcd4c1adf234c0dce835c0a3dfd9c13fd715c5e5cfd3c9,0,1,1,1,1
466,466,0,5e13fd3fd91cfc3e98255d3c602d3338fe3398324839b22b1a3dad235b3fbe1a,0,1,1,1,1
467,467,0,71ce0ecb9dc878d135c413d955c1ade110c00eeb6ec0f9f46dc22bffffc56309,0,1,1,1,1
468,468,0,a33fae18e93ff20e8b3ed404943b96fa16377bf02f31c7e6062ab7ddc92189d5,0,1,1,1,1
469,469,0,fcc69c0b5acc80150bd3d71ee3da6427aee3ef2e32ed463532f7403a6c01bc3d,0,1,1,1,1
470,470,0,da1fe0d397160ccdbf0c85c7940271c358f8eac04fee01c0b9e4bbc0d6db14c3,0,1,1,1,1
471,471,0,ac034a3ed10dd63f9c17c03fcb20073e2429b83a6f30e8357d36b72f253b4d28,0,1,1,1,1
472,472,0,00dacec346d20bc8b7cbb7cd7fc6acd4c0c2bedc93c0b7e506c05cef1cc16ef9,0,1,1,1,1
473,473,0,f83b8626c43ee11df53f7814833f890a703d5400ca391df6a93428ec2f2eb4e2,0,1,1,1,1
474,474,0,90c1adfb9bc4ea052cc9011023cfb0195cd6b522a5ded72ac9e7e1318bf1a337,0,1,1,1,1
475,475,0,992cb8e0b42437d8df1bbad0531273ca4e088bc514fe23c2e6f350c007ea1fc0,0,1,1,1,1
476,476,0,bff3b738ecfdb83c27082b3f2d120040bb1b313f9424c43c7d2cc93842335933,0,1,1,1,1
477,477,0,ede74cc0c6de19c279d67bc53dcf5eca40c99fd0aac418d899c196e021c0e2e9,0,1,1,1,1
478,478,0,9334f931b939f42a653dd6227e3fd319f73f2710cc3e1206063cd4fbb637b1f1,0,1,1,1,1
479,479,0,07c002ec8ec0f7f5b5c22d006ec6620aa0cb53142ad2be1de1d9672691e2142e,0,1,1,1,1
480,480,0,923682ef8930dbe54229dfdced20c9d4c017cfcdf70d1ec8d303dbc395f923c1,0,1,1,1,1
481,481,0,95e49d2f29eed33531f8a93a6d02fe3d990cbc3f7216d93fb81f533e2e28343b,0,1,1,1,1
482,482,0,59f7c1c058ed00c0d1e3e4c003db65c327d373c772ccf4cc0ec7c4d320c3b6db,0,1,1,1,1
483,483,0,e829503a16315c3502370a2f863b8327833efa1ee63fa515a73fc30bc63d9301,0,1,1,1,1
484,484,0,78c296dd73c0a3e60ec055f04dc16ffa27c4ad048ac8cc0e58ce8a186bd5a821,0,1,1,1,1
485,485,0,253d52ff59391ff5153433eb7b2dd0e1b82532d9fc1c93d1831324cb8a0910c6,0,1,1,1,1
486,486,0,20d78d2382df952bb8e8803287f22038aefc503ceb06f53efa10fd3f9b1a613f,0,1,1,1,1
487,487,0,4f0724c512fde3c1e9f239c016e931c0d8dfcbc16ed7fdc40ed0b2c9e8c9cbcf,0,1,1,1,1
488,488,0,a31c073f6625723c342d5038da33be322c39df2b073de023523ff61afe3f5b11,0,1,1,1,1
489,489,0,bcc84ed14bc4e2d862c177e113c0d4ea67c0bcf45cc2eefee6c52709ecca2313,0,1,0,0,1
490,490,0,ec3f2e0f983e1105ab3bd3fa3637b7f05731ffe6342aebddfd21b7d5e71897ce,0,1,0,0,1
491,491,0,36cc4615e0d2a21eb1da342777e3c52ef8ec2435f5f6263a2e01ab3d600b9c3f,0,1,0,0,1
492,492,0,d01631cdfb0ca2c7d20285c395f8f5c08aee01c0f0e4b2c009dc01c30dd4e0c6,0,1,0,0,1
493,493,0,950dd23f6317c53f9720163ef528d13a473009365d36e02f0e3b7c283c3e0f20,0,1,0,0,1
494,494,0,71d2edc7dbcb91cd9ac67fd4d2c28bdc9bc07fe504c021ef10c131f9b9c36e03,0,1,0,0,1
495,495,0,b83e171ef33fb2148a3fc50a813d9100e4395af6cc3462ec5a2eeae2b72632da,0,1,0,0,1
496,496,0,85c4ad050cc9c60ffcce77192dd6822270deaa2a90e7ba3150f1843770fbe33b,0,1,0,0,1
497,497,0,e62467d8161ce3d08d1295ca8b08a4c551fe33c222f456c040ea1bc0eee083c1,0,1,0,0,1
498,498,0,affda43ceb07213ff2110040841b3b3f6224d73c512ce5381d337e339a38c52c,0,1,0,0,1
499,499,0,fbde09c2a8d663c565cf3cca60c976d0c1c4e8d7a7c161e025c0a8e946c083f3,0,1,0,0,1
500,500,0,9e39222b533d0923763f0b1af93f6310d83e4f061b3c11fcd437edf11f3226e8,0,1,0,0,1
501,501,0,86c0baf5a3c2f0ff53c6250a7dcb191400d2881db0d936265be2e92dc8eb7034,0,1,0,0,1
502,502,0,b13013e6712912dd2221f7d4f917f5cd330e3cc81004f0c3d2f92fc1bdef09c0,0,1,0,0,1
503,503,0,eeedb235f5f7903a3002ee3d5d0cb63f3916dd3f831f613efe274b3b742fb136,0,1,0,0,1
504,504,0,92ed00c008e4dac035db51c353d356c796cccfcc2ac798d333c383dbcac05ee4,0,1,0,0,1
505,505,0,ef307e35e336332f6f3bb327763e2f1fe33fdf15ad3fff0bd63dd001693a96f7,0,1,0,0,1
506,506,0,7ac06ae60cc01af041c132fa12c470046bc8900e31ce52183ed5732163ddba29,0,1,0,0,1
507,507,0,74395cf539346deba62d06e2e92563d9331dbdd1be1347cbc7092ac690ff89c2,0,1,0,0,1
508,508,0,4ddf682b7fe85b324bf2033871fc3c3cae06ea3ebf10fb3f631a693f5923373d,0,1,0,0,1
509,509,0,4ffdf2c125f33ec04fe92cc00de0bdc19dd7e5c436d092c908caa3cf3cc5f1d6,0,1,0,0,1
510,510,0,3425863c092d6d38b633e33211390b2cf53c1324493f2d1bff3f9611113f8c07,0,1,0,0,1
511,511,0,61c4b2d86fc142e116c09bea60c080f44cc2b1feccc5ea08cacae91224d16c1c,0,1,0,0,1
512,512,0,a53e4e05c13b10fb5437f2f07d3137e7622a1fde3122e5d51f19bece690fdbc8,0,1,0,0,1
513,513,0,b4d26c1e7fda032740e39b2ebdec0235b9f60d3af1009b3d230b953f0d15ef3f,0,1,0,0,1
514,514,0,370dbfc70f0399c3d2f8ffc0c5ee02c028e5a9c03bdcefc239d4c5c656cd12cc,0,1,0,0,1
515,515,0,2917ca3f6220253ec628e93a1f302a363c360830f63aab282d3e4420cd3f0917,0,1,0,0,1
516,516,0,fecb6bcdb5c653d4e4c258dca4c047e503c0e6ee05c1f4f8a5c33103d0c7590d,0,1,0,0,1
517,517,0,f03fec14913f010b913dcf00fe3997f6ee349cec842e21e3e82663da4d1e9cd2,0,1,0,0,1
518,518,0,edc88b0fd5ce3f19ffd54e223cde7c2a57e7933114f1663732fbcd3b7005ac3e,0,1,0,0,1
519,519,0,4d1c0dd1c812b6cac808bec58efe43c25ef45dc07aea18c023e176c197d86ec4,0,1,0,0,1
520,520,0,ae07173fb711ff3f4d1b443f2f24ea3c242c0139f832a2337e38f02c913c1825,0,1,1,1,1
521,521,0,d7d64ac58ccf1bca80c94dd0d8c4b8d7b5c12be029c06fe941c047f3fac172fd,0,1,1,1,1
522,522,0,413d3d236e3f431afa3f9e10e33e8b06303c4efcf23729f245325fe84f2b2fdf,0,1,1,1,1
523,523,0,92c2b2ff39c6e9095acbde13d5d1521d7fd9052624e2bf2d8eeb4d347ef58439,0,1,1,1,1
524,524,0,a02946dd562124d532181cce6f0e5ac84d0406c40ffa3ac1f8ef0bc04be67ec0,0,1,1,1,1
525,525,0,b8f7773af301df3d210cb13fff15e13f4d1f6e3ece27623b4a2fd1369035d930,0,1,1,1,1
526,526,0,3fe4d0c067db3ec37fd33ac7baccabcc46c76cd346c351dbd4c027e400c0b3ed,0,1,1,1,1
527,527,0,c3365c2f583be327683e651fdf3f1816b33f3b0ce63d0d02823ad2f79f35cded,0,1,1,1,1
528,528,0,0ac0dfef35c1f5f9fcc332044dc8550e0bce191810d53f212fdd8b2932e6c730,0,1,1,1,1
529,529,0,5c34a7ebd12d3ce21a2694d9691de8d1f8136acb030a44c6cdff9ac298f582c0,0,1,1,1,1
530,530,0,46e835320ff2e53733fc273c7106de3e8410fa3f2b1a713f2623493d3b2b8f39,0,1,1,1,1
531,531,0,61f343c088e928c043e0afc1cdd7cec45fd072c929ca7bcf55c5c2d601c218df,0,1,1,1,1
532,532,0,dd2c8a3892330833f538382ce23c4524403f651b0040d1111b3fc807993c8dfd,0,1,1,1,1
533,533,0,7cc10ce119c061ea5ac044f43cc273feb3c5ad08a8caae12fbd0351c82d80225,0,1,1,1,1
534,534,0,d63b4dfb73372ef1a43170e7902a53de652213d65819e6cea50ffac88b0578c4,0,1,1,1,1
535,535,0,4edad32609e3712e83ecdf347cf6f339b4008a3de70a8e3fd314f13f361eb13e,0,1,1,1,1
536,536,0,4c03aec30ff90ac100ef03c060e5a0c06edcdcc266d4aac67ccdefcbddc789d2,0,1,1,1,1
537,537,0,2d20343e9728003bf72f4b361c363130de3adb281f3e7920c83f4217cf3f730d,0,1,1,1,1
538,538,0,d1c626d4f7c225dcadc010e502c0abeefbc0b8f890c3f402b3c71d0d46cdf016,0,1,1,1,1
539,539,0,983f3e0ba23d0c01183ad3f61135d7ecae2e58e3192795da831ec7d2261522cc,0,1,1,1,1
540,540,0,adce0719d1d51a2208de4e2a1fe76d31d8f04737f5fab73b3305a03e4f0fed3f,0,1,1,1,1
541,541,0,0213d8ca0409d7c5cbfe53c29af463c0b4ea15c059e169c1c7d858c436d1cec8,0,1,1,1,1
542,542,0,7c11ff3f151b4d3ffd23fd3cf82b1d39d332c63361381c2d7d3c4a250d3f841c,0,1,1,1,1
543,543,0,b5cffac9a0c925d0f0c489d7c3c1f6df2ec036e93cc00bf3ebc135fd32c57107,0,1,1,1,1
544,544,0,663f7b1afc3fd910ee3ec806453c8bfc103865f26b3298e87c2b64df702306d7,0,1,1,1,1
545,545,0,1fc6ac0938cba413abd11b1d4ed9d325eee1942d54eb293441f5693975ff303d,0,1,1,1,1
546,546,0,8a2152d56a1842ceaa0e79c88a041bc44cfa46c134f00dc083e677c079dd81c2,0,1,1,1,1
547,547,0,b501cf3de40baa3fc615e43f181f7c3e9e27793b212ff1366f3500315e3ace29,0,1,1,1,1
548,548,0,99db2bc3abd31ec7dfcc86cc63c740d35ac31fdbdec0f0e300c079edc6c07bf7,0,1,1,1,1
549,549,0,413b13285b3e9a1fdb3f5216b93f770cf53d4b029b3a0ff8c03508ee862f76e4,0,1,1,1,1
550,550,0,29c1b8f9e7c3f5032fc8190ee5cde017e3d40b21fcdc5d29fae5a030a3efa436,0,1,1,1,1
551,551,0,fc2d72e24b26c5d9a01d12d232148dcb400a5fc60a00abc2d4f589c0e1eb08c0,0,1,1,1,1
552,552,0,d3f1c737f6fb123c3406d33e4910f83ff319793ff3225b3d0e2baa390f327f34,0,1,1,1,1
553,553,0,c1e923c078e0a1c1fdd7b7c488d052c94bca53cf6dc594d610c2e4de49c00de8,0,1,0,0,1
554,554,0,6e332d33d938642ccf3c7824373f9c1b00400c12253f0508ad3ccafda7389df3,0,1,0,0,1
555,555,0,1dc027ea54c007f42cc236fe99c5710886ca7412d1d0fe1b52d8d024d6e0b22c,0,1,0,0,1
556,556,0,92376af1cb31a9e7be2a87de982241d690190dcfe00f1ac9c8058ec48afb89c1,0,1,0,0,1
557,557,0,d3e2472e48ecbd3440f6d9397700793dab0a873f9914f43f001ebe3ea226ec3b,0,1,0,0,1
558,558,0,4cf915c13bef05c097e598c0a1dccac293d48ec6a2cdcbcbfac75ed2c2c31cda,0,1,0,0,1
559,559,0,6728183bce2f6b36fb355930c63a0a29103eae20c33f7b17d43faf0d423e8903,0,1,0,0,1
560,560,0,09c3f3dbb6c0d8e401c070eef0c07bf87cc3b70296c7e10c21cdb716f9d3f81f,0,1,0,0,1
561,561,0,b23d4901313a10f7333511edd82e8fe34927c7dab91ef3d2601546cc7a0becc6,0,1,0,0,1
562,562,0,a3d5e621d5dd202ae6e646319df02837b8faa13bf604933e140fea3fce189f3f,0,1,0,0,1
563,563,0,4109f1c509ff63c2d6f46ac0eeea12c08fe15cc1f8d842c460d1afc8fbca86ce,0,1,0,0,1
564,564,0,de1a563fca230f3dcb2b3839ae32ea334438472d693c7c25023fbb1cfe3f3d13,0,1,0,0,1
565,565,0,c0c9fccf07c559d7d1c1c1df33c0fde836c0cff2dcc1f8fc1ac53407d9c94111,0,1,0,0,1
566,566,0,fd3f1411fa3e0507593cc8fc2d38a1f29132d1e8a92b99dfa32335d7b31addcf,0,1,0,0,1
567,567,0,15cb6a1381d1e51c1dd9a225b8e1692d1aeb063405f54d3938ff1e3d70095d3f,0,1,0,0,1
568,568,0,a31869cee60e97c8c70431c489fa53c16ff00fc0bbe66fc0addd70c27fd505c6,0,1,0,0,1
569,569,0,a80ba43f8c15e83fe21e893e6e27903bf82e10374d352731453afc29bf3dbe21,0,1,0,0,1
570,570,0,d7d302c704cd62cc7fc714d36dc3eddae8c0b9e301c03eedbdc03ef718c37801,0,1,0,0,1
571,571,0,4d3ecf1fd73f8b16bf3fb30c043e8802b33a4cf8e23543eeaf2faee44328ccdb,0,1,0,0,1
572,572,0,d2c3b80311c8dd0dbfcda717b6d4d620c9dc2e29c2e5783068ef84367bf92a3b,0,1,0,0,1
573,573,0,7c26f6d9d61d3dd26c14b0cb7c0a7ac64700bdc211f691c01cec06c0a9e21ec1,0,1,0,0,1
574,574,0,b9fbfd3bf705c73e0e10f63fbb19813fc0226c3de12ac439e831a234a937262e,0,1,0,0,1
575,575,0,ade093c12dd8a0c4b1d032c96cca2bcf86c565d620c2afde4fc0d4e720c097f1,0,1,0,0,1
576,576,0,bd38902cbc3caa242d3fd31b004047122f3f4208c03c07fec338d9f35233fbe9,0,1,0,0,1
577,577,0,4dc0cbf31cc2f9fd80c5340864ca3912a8d0c71b22d89e24a1e0862ceee94933,0,1,0,0,1
578,578,0,f131e1e7eb2abbdecc2270d6c81935cf1b1039c90506a5c4c7fb96c1a5f120c0,0,1,0,0,1
579,579,0,0eec9a3403f6be393900683d6e0a7f3f5f14f63fca1dca3e7126013c1d2eb037,0,1,0,0,1
580,580,0,76ef06c0cfe590c0d4dcb9c2c0d474c6c7cda8cb18c833d2d7c3ebd921c19ce2,0,1,0,0,1
581,581,0,a52f8b36da358130ae3a3929013ee220bd3fb417d83feb0d503ec603303b89f9,0,1,0,0,1
582,582,0,bfc0a1e400c035eee6c03ef869c37a0279c7a50cfccc7e16cdd3c31fc0db3828,0,1,0,0,1
583,583,0,4b3a4cf755354ced012fc6e37927f8daef1e1ed399156accb60b08c786011cc3,0,1,0,0,1
584,584,0,a1ddf229aee61e3161f009377bfa8a3bb904863ed80ee73f9618a63fb221c33d,0,1,1,1,1
585,585,0,46ff74c213f571c027eb0fc0c5e150c128d92cc48ad190c81dcb60ce0bc675d5,0,1,1,1,1
586,586,0,9723223d9e2b543988320e342638732d543cad25f73ef11cfd3f77135f3f7e09,0,1,1,1,1
587,587,0,1fc52ad7e0c18cdf38c0c3e832c093f2cec1bafc02c5f706b9c90611d4cfa61a,0,1,1,1,1
588,588,0,043f42076d3c06fd4a38ddf2b6320ae9d62bcddfd62364d7eb1a05d04f11e1c9,0,1,1,1,1
589,589,0,57d1ae1cecd8702582e13d2de0eae233c9f43239fafe0b3d3309543f2f13fe3f,0,1,1,1,1
590,590,0,210fb6c8040547c4c6fa5fc1abf012c0f3e668c0e0dd60c2add5ebc58fcef3ca,0,1,1,1,1
591,591,0,5215eb3fad1e963e3e27a63bce2e2f372b354f312c3a2b2aaf3df2219d3fdb18,0,1,1,1,1
592,592,0,29cd3ecc9cc7e8d281c3bbdaf2c082e301c004edb4c002f705c33b01e6c66c0b,0,1,1,1,1
593,593,0,d33fc416c43fef0c133ec502cc3a89f803367eeed72fe5e47228fedb042004d4,0,1,1,1,1
594,594,0,f3c7a10d99cd6e1789d4a22095dcff288be550302def63363ef9133b7b033f3e,0,1,1,1,1
595,595,0,0c1e68d2a614d3cbb90a95c68500cfc24ef69ac056ec04c0dfe213c127dabdc3,0,1,1,1,1
596,596,0,ba05bb3ed20ff33f8319893f8c227d3db32adf39c231c5348b37512ee73bad26,0,1,1,1,1
597,597,0,5dd889c4dbd013c98eca04cf9fc537d62fc27bde55c09ce71cc05cf186c17cfb,0,1,1,1,1
598,598,0,a93cdc24233f0b1c00408112393f7f08d43c44fedf3815f4763335eabc2ce3e0,0,1,1,1,1
599,599,0,0dc2bcfd68c5f70743cafe117fd08f1bf2d76c246be05a2cb4e925338ff3a038,0,1,1,1,1
600,600,0,182bf0deff229ed6001a5ccf571059c94206bcc404fca4c1e1f124c01ae848c0,0,1,1,1,1
601,601,0,c7f5a439fcff573d320a773f2514f83f931dd53e4026173cf22dce3777341732,0,1,1,1,1
602,602,0,07e688c008dda7c2edd459c6edcd85cb36c808d2ecc3bad92cc166e208c0d4eb,0,1,1,1,1
603,603,0,b935a930953a6829f13d1721b83fed17dc3f270e5e3e0304473bc6f9ab36b1ef,0,1,1,1,1
604,604,0,00c0faeddcc001f855c33c025cc7690cd7cc4416a1d38e1f8edb082869e47c2f,0,1,1,1,1
605,605,0,773586ed2b2ffde3a9272adb241f4ad3d3158eccf20b24c7c4012fc389f7c8c0,0,1,1,1,1
606,606,0,76e6f73026f0e9363efa743b7c04793e9d0ee43f5d18ac3f7e21d33dc329643a,0,1,1,1,1
607,607,0,4ff578c061eb0cc0fbe144c159d916c4b5d172c840cb39ce25c647d585c26ddd,0,1,1,1,1
608,608,0,722b6f396232313409389e2d403cdf25ec3e281dfb3fb213673fba09343d83ff,0,1,1,1,1
609,609,0,efc158df3dc08ae82dc057f2c0c17dfceac4ba0698c9cb10abcf6e1afbd66423,0,1,1,1,1
610,610,0,823c43fd673819f3db3243e9022c02e0082494d7221b2ed08a1102ca7f0737c5,0,1,1,1,1
611,611,0,bcd83f254de1122da6eabe338cf41639bdfef93cf6084b3ff512ff3f771c0f3f,0,1,1,1,1
612,612,0,41055dc403fb6cc1e6f015c02ce762c014de4fc2dbd5d1c5b6ced1cad5c82dd1,0,1,1,1,1
613,613,0,771ea23e0d27bc3ba42e4e3709357631123a592a9e3d2622973f1419ee3f5d0f,0,1,1,1,1
614,614,0,b9c7bdd295c389dafdc04be302c0c9ecabc0c5f6f2c2fe00cac6300b1acc1815,0,1,1,1,1
615,615,0,c93f2b0d223e0203e43ac6f82336b8ee00301de5a22831dc392030d4fe164fcd,0,1,1,1,1
616,616,0,73cd35175cd46d2063dcd02853e52730f2ee433601f9fb3a3e03303e650dce3f,0,1,1,1,1
617,617,0,e014f7cbf50ab0c6c200e1c28af6a2c090ec03c016e308c159daa9c393d2d6c7,0,1,0,0,1
618,618,0,970ff13f4b19903f59228e3d852af9399b31e7346c377b2ed13bde26af3e421e,0,1,0,0,1
619,619,0,04d1f3c8b0caddceb8c508d63fc247de5bc063e718c020f179c13ffb73c47d05,0,1,0,0,1
620,620,0,193f421cff3fbc12423fbb08e63c82fefb3852f49b336eeae72c18e10e258dd8,0,1,0,0,1
621,621,0,4fc5ba0722cac31156d0581bc2d7392436e02d2c7be9003353f383387efd953c,0,1,0,0,1
622,622,0,3223cdd6381a84cf921079c97f06d3c442fcb2c11df229c053e842c024dffdc1,0,1,0,0,1
623,623,0,bfff453df5096f3fea13fa3f5d1de13e0f262c3cc72dec3754343d328939462b,0,1,0,0,1
624,624,0,3bdd96c21bd53ec614ce62cb54c8ded101c489d938c130e20ac09aeb80c08af5,0,1,0,0,1
625,625,0,7c3a9629e23d4b21b23f2618e03f620e6c3e41045e3b03facb36ecefd0303fe6,0,1,0,0,1
626,626,0,d2c0c4f742c3ff0140c72d0cb2cc0b1675d3581f5bdbd82732e4532fbfed9735,0,1,0,0,1
627,627,0,542f34e4d9275ddb5a1f76d30c16b3cc2f0c40c7010242c3c6f7d2c0c1ed00c0,0,1,0,0,1
628,628,0,ebefca3601fa5d3b3f046b3e610ee03f2518b23f4a21e23d95297d3acf309835,0,1,0,0,1
629,629,0,9beb0ac031e238c18ad901c4dfd153c862cb13ce3fc61ad596c23add80c03ee6,0,1,0,0,1
630,630,0,3d325534eb37c82d2b3c1026e13e5e1dfa3fec13703ff709463dc0ff8a398cf5,0,1,0,0,1
631,631,0,42c051e828c01bf2b1c140fcd3c47d0678c9901083cf361accd6312323df452b,0,1,0,0,1
632,632,0,843855f301337ce92f2c38e03b24c3d75a1b57d0c51123cabc0750c580fdfec1,0,1,0,0,1
633,633,0,17e1e62c6dea9a3350f4fb3880fee63cba08423fba12ff3f401c193f0d25953c,0,1,0,0,1
634,634,0,41fb79c122f119c064e75bc048de3fc209d6b8c5deceafcaf4c803d173c48cd8,0,1,0,0,1
635,635,0,dd26d23b7a2e6d37e6349c31f839872a8e3d5a22903f4c19f13f980faf3e7e05,0,1,0,0,1
636,636,0,a9c358da08c114e303c08feca2c089f6e0c2c000afc6f30af6cbdf1492d2411e,0,1,0,0,1
637,637,0,313e3f03fc3a03f94436f3ee283054e5d12864dc6e205dd4371774cd670dd7c7,0,1,0,0,1
638,638,0,2fd4382030dca1281be5ff2fb7ee2236c4f8e33a0103223e290dc93ffc16ce3f,0,1,0,0,1
639,639,0,310bcbc6ff00f3c2c7f6abc0cbec02c04de3fdc08bda95c3bed2b9c71bcc4ecd,0,1,0,0,1
640,640,0,1219973f25229f3d572a133a75310a354d37a52ebc3b0f27a23e781eee3f1a15,0,1,0,0,1
641,641,0,d1cab5ced2c5dad550c213de62c02ae715c0e5f06cc102fb5cc44005d4c85b0f,0,1,0,0,1
642,642,0,ff3ff6124c3ff808f93cbffe17398ef4bf33a8ea132d4ee14025bdd8781c2ed1,0,1,0,0,1
643,643,0,01ca89112dd0211b92d7072401e0012c42e9db3217f3673841fd813c7d070f3f,0,1,0,0,1
644,644,0,701aaccfcd1099c9bc06ebc47ffcc0c159f22dc08ce83dc059dfeec1fcd637c5,0,1,0,0,1
645,645,0,b909673fb013fb3f261dec3ede25403c9d2d0a38303463326e39732b333d6523,0,1,0,0,1
646,646,0,48d524c63ace3fcb72c8b3d117c458d944c1f9e10cc060eb78c04ef585c282ff,0,1,0,0,1
647,647,0,d23d7f21ac3f5f18e43f9e0e793e7e04753b40faea3628f0f83077e6c5296edd,0,1,0,0,1
648,648,0,2ec3c20124c7f10b8dccd11549d3231f29dba827fbe32a2f85ed763588f7633a,0,1,0,0,1
649,649,0,09288fdb8f1fa2d34616d8cc6b0c5dc73e0255c303f8dcc0fced00c06be4c8c0,0,1,0,0,1
650,650,0,c4f9463b02045e3e250edc3fec17b83f1521f23d6629963aa830ba35aa367d2f,0,1,0,0,1
651,651,0,67e22cc1bbd9ecc309d235c885cbeccd59c6ecd4a8c206dd88c006e608c0b0ef,0,1,0,0,1
652,652,0,cd37f32d163c4126d53e951df83f2614783f330a573dfeffa439c8f57834d6eb,0,1,0,0,1
653,653,0,24c0dff1a4c103fcbcc4400658c955105bcfff199dd6fe22efde172b19e81632,0,1,0,0,1
654,654,0,2533b6e95b2c6de06d24f3d7911b80d0001244caf90768c5bdfd0dc291f348c0,0,1,0,0,1
655,655,0,33ea753314f4df3843fed33c7d08393f80120040091c233fdb24a93cbb2ca138,0,1,0,0,1
656,656,0,5df11cc09de755c07dde2fc238d69fc505cf8dca13c9dad08ac45bd886c1e1e0,0,1,0,0,1
657,657,0,502e8b37c434c331de39b42a7d3d8e22883f8419f33fd40fbb3ebc05e83b7efb,0,1,0,0,1
658,658,0,13c1dee204c054ec99c04cf6cec2830094c6b70ad2cba51467d20b1e26daac26,0,1,0,0,1
659,659,0,133b3ff964362fef51308ce5002997dca3208ad470179acda30df4c77d03bec3,0,1,0,0,1
660,660,0,fddb7128e4e4d62f7cee023687f8cb3ac302133eee0cc43fc316d33f03203f3e,0,1,0,0,1
661,661,0,3c0105c303f7b4c005ed01c083e3f2c0bcda81c3ead29cc73fcc28cde7c602d4,0,1,0,0,1
662,662,0,f121af3d292a2c3a4e312c352e37cf2ea53b3f27953eae1eeb3f54159e3f6e0b,0,1,0,0,1
663,663,0,ebc5acd560c2dfdd69c0f2e612c0a9f05fc1c5fa46c40305b5c8200f8eceda18,0,1,0,0,1
664,664,0,543f35090c3dfcfe3339caf4e333e2ea3e2d84e17225eed8af1c58d13113f4ca,0,1,0,0,1
665,665,0,04d0e91a63d7d423ccdfd42b08e9b532dbf24a3804fd6d3c4107043f4e11fe3f,0,1,0,0,1
666,666,0,0811bac9f90603c5bcfccec194f232c0c5e837c08edfdfc12bd71fc5d5cfe0c9,0,1,0,0,1
667,667,0,7613fd3ff01cf73eac25553c712d27380d3489325339a02b213d98235f3fa71a,0,1,0,0,1
668,668,0,61ce1ccb91c889d12cc427d950c1c3e10fc026eb71c011f574c244ff0ac67c09,0,1,0,0,1
669,669,0,a53f9718e73fda0e863ebb048b3b7dfa0a3763f01f31b0e6f329a2ddb42176d5,0,1,0,0,1
670,670,0,08c7b50b69cc98151dd3ed1ef7da7827c4e3002f4aed54354bf74a3a8501c23d,0,1,0,0,1
671,671,0,c41fced37f16fdcca70c7ac77b0269c33ff8e6c037ee00c0a2e4bfc0c1db1bc3,0,1,0,0,1
672,672,0,c503503ee90dd83fb317bd3fe120013e3829ae3a8030db358a36a62f2f3b3928,0,1,0,0,1
