Sample in Buffer,Sample in Window,TRIGGER,u3_adc_analysis/adc2_a1_1[15:0],u3_adc_analysis/adc2_a2_1[15:0],u3_adc_analysis/adc2_a3_1[15:0],u3_adc_analysis/adc2_a4_1[15:0],u3_adc_analysis/adc2_a1_2[15:0],u3_adc_analysis/adc2_a2_2[15:0],u3_adc_analysis/adc2_a3_2[15:0],u3_adc_analysis/adc2_a4_2[15:0],u3_adc_analysis/adc2_b1_1[15:0],u3_adc_analysis/adc2_b2_1[15:0],u3_adc_analysis/adc2_b3_1[15:0],u3_adc_analysis/adc2_b4_1[15:0],u3_adc_analysis/adc2_b1_2[15:0],u3_adc_analysis/adc2_b2_2[15:0],u3_adc_analysis/adc2_b3_2[15:0],u3_adc_analysis/adc2_b4_2[15:0],u3_adc_analysis/time_8s_2
3353,3353,0,-25586,-25548,-25474,-25304,-25064,-24918,-24744,-24454,18,-12,32,16,34,44,0,32,0
3354,3354,0,-24060,-23866,-23564,-23236,-22750,-22346,-22056,-21502,18,-44,16,16,2,20,-18,16,0
3355,3355,0,-21018,-20502,-20158,-19556,-18982,-18376,-17852,-17238,-14,44,16,16,-14,-28,16,0,0
3356,3356,0,-16600,-15972,-15342,-14690,-13946,-13224,-12546,-11864,-46,4,16,-34,-14,-12,0,0,0
3357,3357,0,-11110,-10332,-9598,-8858,-8010,-7266,-6500,-5682,18,-12,-18,48,2,-12,16,32,0
3358,3358,0,-4890,-4038,-3284,-2438,-1626,-784,14,834,2,-12,16,32,2,-12,0,48,0
3359,3359,0,1626,2442,3266,4040,4858,5704,6468,7224,-14,-28,0,0,18,4,-34,0,0
3360,3360,0,7992,8726,9538,10222,10954,11686,12434,13088,-14,-12,16,0,-30,20,0,-18,0
3361,3361,0,13786,14448,15168,15740,16310,16954,17600,18114,-14,4,0,16,18,-12,16,-18,0
3362,3362,0,18628,19196,19740,20208,20644,21118,21558,21944,2,4,-18,16,18,4,-18,16,0
3363,3363,0,22330,22764,23090,23396,23662,24010,24260,24528,18,4,0,-18,2,-12,0,0,0
3364,3364,0,24662,24880,25064,25240,25284,25434,25510,25586,18,4,16,0,-14,-28,0,0,0
3365,3365,0,25546,25550,25598,25520,25380,25306,25188,25078,-14,-12,48,16,18,44,0,-18,0
3366,3366,0,24852,24688,24452,24260,23944,23680,23360,23092,2,-28,-18,0,18,-12,0,0,0
3367,3367,0,22632,22296,21928,21474,21034,20544,20082,19582,2,-12,0,0,-30,4,32,0,0
3368,3368,0,19002,18418,17922,17338,16740,16094,15482,14844,2,60,16,32,-14,-12,0,0,0
3369,3369,0,14138,13456,12756,12102,11274,10510,9794,9082,18,4,32,32,-14,44,0,16,0
3370,3370,0,8278,7488,6768,5980,5130,4318,3506,2702,-14,-12,-18,48,18,4,48,0,0
3371,3371,0,1866,1082,206,-570,-1418,-2236,-3030,-3824,18,-12,16,-18,2,4,-18,0,0
3372,3372,0,-4626,-5426,-6258,-6986,-7780,-8606,-9340,-10102,2,4,16,0,2,-12,0,0,0
3373,3373,0,-10822,-11556,-12338,-13026,-13674,-14406,-15100,-15692,2,44,0,0,-14,-12,32,32,0
3374,3374,0,-16314,-16954,-17580,-18124,-18710,-19240,-19916,-20272,-14,44,16,0,2,-12,16,16,0
3375,3375,0,-20770,-21174,-21786,-22104,-22528,-22950,-23372,-23642,2,4,-34,0,2,-12,56,0,0
3376,3376,0,-23900,-24240,-24560,-24780,-24888,-25158,-25394,-25548,18,-28,16,16,-46,-28,16,0,0
3377,3377,0,-25538,-25708,-25820,-25878,-25810,-25852,-25868,-25758,2,4,16,0,-30,20,32,0,0
3378,3378,0,-25618,-25580,-25490,-25304,-25048,-24902,-24726,-24454,2,-28,0,0,2,4,16,0,0
3379,3379,0,-24100,-23850,-23548,-23236,-22750,-22330,-22072,-21550,-14,-28,0,32,-14,-12,16,-18,0
3380,3380,0,-21050,-20536,-20142,-19556,-18998,-18408,-17820,-17238,-30,-12,-34,0,2,4,16,0,0
3381,3381,0,-16600,-15988,-15358,-14690,-13968,-13272,-12578,-11896,-14,20,0,-18,18,4,16,0,0
3382,3382,0,-11110,-10332,-9566,-8858,-8058,-7266,-6484,-5746,-14,20,0,16,-30,-12,0,16,0
3383,3383,0,-4890,-4022,-3268,-2470,-1648,-820,14,818,-14,-28,-34,0,18,-12,16,16,0
3384,3384,0,1626,2410,3282,4024,4826,5656,6420,7224,2,-12,16,32,2,28,0,0,0
3385,3385,0,7992,8742,9522,10222,10970,11686,12434,13104,2,-28,0,-18,18,-28,0,0,0
3386,3386,0,13770,14432,15152,15740,16310,16922,17552,18098,18,20,0,-18,2,-12,16,-18,0
3387,3387,0,18628,19196,19740,20208,20644,21150,21592,21992,-14,-28,0,16,2,-12,16,32,0
3388,3388,0,22314,22716,23074,23468,23694,23978,24260,24496,2,-12,16,0,2,4,-34,32,0
3389,3389,0,24694,24880,25064,25208,25316,25386,25510,25568,2,4,16,16,2,4,0,0,0
3390,3390,0,25530,25582,25558,25488,25380,25286,25236,25078,-14,-28,16,32,-14,-12,16,0,0
3391,3391,0,24900,24656,24484,24260,23928,23680,23392,23076,-14,-12,-18,16,2,-12,0,16,0
3392,3392,0,22664,22296,21896,21474,21018,20544,20066,19598,2,4,0,0,-30,-12,48,32,0
3393,3393,0,19018,18450,17954,17338,16756,16094,15530,14860,-14,-28,0,0,2,-28,0,16,0
3394,3394,0,14122,13488,12740,12086,11290,10542,9810,9098,-14,44,32,16,2,20,48,16,0
3395,3395,0,8326,7520,6784,5980,5162,4318,3554,2702,2,-12,32,16,-14,44,0,0,0
3396,3396,0,1896,1066,222,-538,-1402,-2204,-3014,-3840,34,4,16,-18,-14,4,16,0,0
3397,3397,0,-4626,-5442,-6306,-7018,-7748,-8590,-9356,-10070,-30,-12,48,32,-14,-12,16,16,0
3398,3398,0,-10822,-11588,-12354,-13010,-13690,-14406,-15084,-15740,-14,4,-34,0,-14,-12,32,0,0
3399,3399,0,-16314,-16970,-17596,-18108,-18710,-19256,-19932,-20272,-30,20,32,16,-14,4,0,-18,0
3400,3400,0,-20802,-21222,-21770,-22104,-22512,-22950,-23388,-23674,2,4,0,16,-14,4,-34,-18,0
3401,3401,0,-23884,-24224,-24544,-24796,-24888,-25142,-25378,-25500,-46,-12,16,16,18,-28,0,16,0
3402,3402,0,-25602,-25660,-25804,-25838,-25778,-25804,-25836,-25806,2,-12,16,16,-14,4,32,32,0
3403,3403,0,-25666,-25564,-25490,-25304,-25032,-24918,-24744,-24438,2,-28,16,16,2,4,16,32,0
3404,3404,0,-24100,-23866,-23564,-23252,-22750,-22346,-22040,-21534,-14,4,0,16,-30,44,-18,0,0
3405,3405,0,-21066,-20520,-20174,-19572,-18998,-18424,-17820,-17254,2,-28,16,0,34,44,-18,16,0
3406,3406,0,-16632,-16004,-15326,-14706,-13946,-13272,-12578,-11896,-30,4,0,0,18,4,-18,16,0
3407,3407,0,-11094,-10332,-9566,-8826,-8026,-7282,-6468,-5698,-14,4,48,0,18,20,16,0,0
3408,3408,0,-4906,-4038,-3232,-2470,-1610,-848,62,778,-14,44,16,32,2,4,-18,32,0
3409,3409,0,1626,2410,3282,4040,4858,5656,6468,7208,2,44,0,-18,2,4,0,0,0
3410,3410,0,7976,8758,9554,10270,10938,11702,12482,13104,-30,-12,-34,32,18,4,32,0,0
3411,3411,0,13770,14480,15168,15788,16326,16938,17568,18156,18,4,16,0,-14,44,0,0,0
3412,3412,0,18644,19196,19740,20224,20644,21160,21624,22008,2,44,-18,16,2,-28,0,0,0
3413,3413,0,22314,22732,23134,23518,23646,24010,24260,24528,2,-12,-34,32,2,4,32,16,0
3414,3414,0,24630,24880,25064,25256,25284,25402,25526,25586,18,28,32,0,2,4,32,32,0
3415,3415,0,25514,25614,25566,25552,25412,25338,25220,25094,-14,4,16,0,18,-12,16,16,0
3416,3416,0,24900,24656,24468,24244,23928,23664,23392,23108,18,4,0,0,18,4,32,-18,0
3417,3417,0,22680,22280,21912,21490,21002,20512,20082,19598,18,4,16,0,-14,4,-18,-18,0
3418,3418,0,19018,18434,17938,17386,16756,16094,15498,14860,18,-12,32,16,18,-12,0,32,0
3419,3419,0,14090,13456,12756,12086,11322,10542,9866,9082,18,44,-34,-34,2,28,-18,-18,0
3420,3420,0,8278,7472,6768,5964,5114,4318,3506,2726,18,28,0,32,-14,4,0,0,0
3421,3421,0,1912,1066,254,-554,-1402,-2220,-3014,-3840,-30,44,0,-18,2,4,16,32,0
3422,3422,0,-4610,-5476,-6290,-7034,-7756,-8606,-9356,-10118,2,44,0,16,18,4,0,-18,0
3423,3423,0,-10806,-11604,-12316,-13042,-13690,-14406,-15116,-15740,18,4,16,-18,-30,-12,16,0,0
3424,3424,0,-16330,-16986,-17548,-18172,-18726,-19240,-19932,-20272,18,20,0,-18,2,4,-18,-34,0
3425,3425,0,-20802,-21206,-21770,-22104,-22512,-22982,-23356,-23674,2,44,-34,16,-30,20,16,-18,0
3426,3426,0,-23868,-24256,-24560,-24764,-24904,-25142,-25394,-25500,-14,4,0,0,-30,-28,16,16,0
3427,3427,0,-25554,-25708,-25770,-25806,-25778,-25804,-25836,-25758,-46,-12,0,0,-30,-12,0,-18,0
3428,3428,0,-25618,-25564,-25442,-25304,-25032,-24886,-24744,-24438,2,4,16,0,2,4,16,-18,0
3429,3429,0,-24084,-23834,-23564,-23204,-22766,-22330,-22040,-21518,-46,20,16,16,-14,20,16,-18,0
3430,3430,0,-21018,-20520,-20126,-19572,-19014,-18408,-17820,-17222,2,4,32,16,-14,4,0,0,0
3431,3431,0,-16600,-15988,-15358,-14672,-13930,-13272,-12546,-11864,2,-12,0,0,-30,28,0,0,0
3432,3432,0,-11126,-10332,-9550,-8826,-8058,-7266,-6484,-5682,-46,4,16,0,2,4,0,32,0
3433,3433,0,-4858,-4054,-3200,-2422,-1626,-804,30,868,2,-12,32,-18,-62,-12,32,0,0
3434,3434,0,1626,2442,3314,4072,4826,5672,6484,7208,-14,-12,48,0,34,4,-18,-34,0
3435,3435,0,7992,8774,9522,10222,10954,11686,12450,13104,-30,-12,16,0,-30,28,0,0,0
3436,3436,0,13786,14448,15136,15740,16358,16954,17584,18082,34,-12,-18,16,18,-12,16,0,0
3437,3437,0,18612,19196,19740,20208,20644,21134,21592,21974,2,20,0,-18,-14,4,16,16,0
3438,3438,0,22314,22732,23150,23412,23646,24010,24260,24528,-14,-12,16,-18,2,28,16,0,0
3439,3439,0,24662,24864,25032,25192,25284,25434,25510,25552,-14,-28,0,32,2,4,0,-18,0
3440,3440,0,25530,25546,25542,25488,25380,25302,25220,25062,-30,-28,16,-34,2,4,32,0,0
3441,3441,0,24868,24656,24468,24260,23944,23648,23392,23076,-30,60,16,0,-30,-12,16,0,0
3442,3442,0,22616,22312,21864,21474,20986,20528,20098,19598,18,4,-18,32,-30,4,-34,0,0
3443,3443,0,19018,18434,17938,17370,16740,16094,15498,14844,18,4,32,0,-14,44,-18,0,0
3444,3444,0,14106,13440,12740,12086,11274,10526,9866,9082,34,4,0,16,2,-12,16,0,0
3445,3445,0,8294,7488,6768,5980,5098,4334,3522,2686,-30,-28,0,0,2,-12,0,-18,0
3446,3446,0,1912,1050,238,-522,-1418,-2220,-3014,-3824,-46,20,-18,32,2,-44,0,0,0
3447,3447,0,-4594,-5458,-6258,-7018,-7802,-8574,-9356,-10086,-46,44,0,16,2,-12,-18,16,0
3448,3448,0,-10838,-11588,-12300,-13026,-13674,-14406,-15132,-15724,-14,44,-18,0,-14,4,-18,-18,0
3449,3449,0,-16282,-16938,-17596,-18108,-18710,-19224,-19932,-20304,18,-12,0,-50,18,20,0,-18,0
3450,3450,0,-20770,-21222,-21754,-22120,-22544,-22950,-23340,-23674,2,44,-18,0,-30,-12,-34,0,0
3451,3451,0,-23900,-24256,-24560,-24764,-24936,-25158,-25362,-25548,2,20,32,0,18,20,0,-18,0
3452,3452,0,-25570,-25692,-25786,-25806,-25778,-25820,-25852,-25774,-30,4,16,32,-14,20,16,-34,0
3453,3453,0,-25650,-25548,-25458,-25304,-25048,-24854,-24744,-24470,-14,20,16,0,2,-12,0,32,0
3454,3454,0,-24076,-23866,-23548,-23116,-22750,-22362,-22056,-21518,2,4,0,16,2,20,16,-18,0
3455,3455,0,-21082,-20502,-20158,-19572,-18998,-18408,-17836,-17238,2,-28,0,0,-14,-12,16,-34,0
3456,3456,0,-16616,-15972,-15358,-14690,-13968,-13256,-12562,-11864,2,4,0,0,2,4,0,32,0
3457,3457,0,-11126,-10316,-9534,-8842,-8026,-7266,-6484,-5730,2,20,0,-18,2,4,16,-18,0
3458,3458,0,-4906,-4022,-3268,-2454,-1642,-816,46,802,-30,20,16,-18,-46,20,0,0,0
3459,3459,0,1610,2426,3282,4056,4810,5672,6468,7240,2,4,0,32,2,20,32,0,0
3460,3460,0,7976,8742,9522,10274,10922,11686,12450,13136,18,4,0,-34,-14,20,0,16,0
3461,3461,0,13770,14464,15152,15756,16326,16922,17584,18140,-14,20,0,0,2,4,16,16,0
3462,3462,0,18596,19180,19724,20224,20644,21118,21608,21990,-14,20,0,32,-30,44,16,0,0
3463,3463,0,22298,22732,23090,23468,23694,23968,24276,24560,-46,-28,0,-18,-14,-12,16,0,0
3464,3464,0,24678,24864,25080,25240,25284,25402,25510,25586,-46,4,0,16,-30,20,16,16,0
3465,3465,0,25546,25562,25598,25520,25380,25286,25220,25094,-14,-12,0,-18,2,4,16,16,0
3466,3466,0,24916,24688,24500,24276,23944,23664,23392,23108,2,-28,32,-18,2,4,-18,16,0
3467,3467,0,22664,22328,21896,21490,21034,20544,20082,19614,-14,4,0,-18,-14,4,0,0,0
3468,3468,0,19034,18466,17922,17386,16756,16110,15498,14876,2,4,0,32,34,4,-34,16,0
3469,3469,0,14138,13456,12772,12086,11290,10526,9850,9082,-14,44,0,-18,-14,20,16,16,0
3470,3470,0,8294,7488,6752,6012,5130,4318,3522,2734,2,20,-34,16,-46,4,0,0,0
3471,3471,0,1912,1066,254,-538,-1434,-2236,-3030,-3840,2,4,0,-18,-14,4,16,16,0
3472,3472,0,-4594,-5458,-6274,-7082,-7772,-8590,-9356,-10102,2,20,-18,32,2,-12,16,16,0
3473,3473,0,-10806,-11588,-12338,-13010,-13690,-14390,-15084,-15692,-14,20,16,32,-14,-12,0,32,0
3474,3474,0,-16314,-16938,-17580,-18140,-18710,-19240,-19900,-20256,-30,20,0,0,18,20,32,32,0
3475,3475,0,-20754,-21238,-21786,-22120,-22480,-22982,-23388,-23674,-14,-12,16,32,18,4,0,32,0
3476,3476,0,-23884,-24272,-24576,-24764,-24904,-25142,-25378,-25484,-30,4,0,16,34,28,-18,0,0
3477,3477,0,-25554,-25692,-25820,-25822,-25794,-25836,-25820,-25790,-30,28,16,32,18,-44,32,-18,0
3478,3478,0,-25650,-25596,-25490,-25304,-25058,-24886,-24726,-24454,18,-12,0,-34,18,-28,0,32,0
3479,3479,0,-24028,-23866,-23564,-23236,-22766,-22314,-22056,-21534,-14,-12,0,-34,2,-28,0,0,0
3480,3480,0,-21050,-20568,-20174,-19556,-18998,-18424,-17868,-17238,-30,4,-18,32,2,-28,-18,16,0
3481,3481,0,-16600,-16020,-15358,-14690,-13984,-13272,-12562,-11848,-30,4,0,-18,2,20,0,32,0
3482,3482,0,-11110,-10368,-9598,-8842,-8042,-7298,-6468,-5730,-30,4,0,-18,-30,4,0,16,0
3483,3483,0,-4890,-4070,-3268,-2470,-1642,-804,30,818,-46,44,16,0,-14,-12,16,16,0
3484,3484,0,1642,2426,3298,4056,4858,5656,6452,7208,-14,-28,32,16,-30,-12,32,0,0
3485,3485,0,8008,8758,9554,10238,10970,11702,12466,13088,-30,-12,0,16,-14,20,0,0,0
3486,3486,0,13754,14480,15152,15756,16374,16970,17552,18140,18,4,0,0,-14,4,0,32,0
3487,3487,0,18596,19212,19740,20208,20644,21134,21574,21912,-30,44,16,16,18,-28,0,32,0
3488,3488,0,22314,22748,23074,23452,23662,23994,24260,24528,2,-12,0,48,2,4,16,-18,0
3489,3489,0,24662,24864,25064,25256,25300,25434,25526,25552,2,-12,16,0,-14,-12,-18,0,0
3490,3490,0,25530,25550,25542,25552,25396,25306,25236,25078,2,-12,16,0,2,4,-18,0,0
3491,3491,0,24884,24672,24452,24276,23944,23680,23392,23076,-14,-28,0,-18,-14,4,16,0,0
3492,3492,0,22648,22280,21896,21474,21018,20544,20082,19598,-14,-12,32,16,-14,-12,16,0,0
3493,3493,0,19002,18482,17970,17402,16740,16094,15514,14876,18,-12,0,16,2,-12,0,0,0
3494,3494,0,14154,13456,12740,12086,11274,10558,9778,9082,2,-12,0,0,18,-12,16,-34,0
3495,3495,0,8310,7504,6784,5964,5130,4334,3522,2742,2,-12,32,0,-14,4,0,0,0
3496,3496,0,1912,1050,270,-538,-1402,-2220,-2998,-3824,2,-12,32,32,-14,-12,32,16,0
3497,3497,0,-4610,-5426,-6242,-7050,-7796,-8590,-9340,-10086,-14,-12,-34,0,2,4,16,-18,0
3498,3498,0,-10822,-11572,-12300,-12992,-13706,-14390,-15084,-15724,2,20,16,0,-46,4,-18,0,0
3499,3499,0,-16314,-16970,-17548,-18108,-18726,-19224,-19852,-20304,2,20,16,0,-30,4,16,16,0
3500,3500,0,-20770,-21222,-21754,-22120,-22496,-22966,-23340,-23642,2,20,16,32,-30,20,0,16,0
3501,3501,0,-23884,-24256,-24528,-24796,-24920,-25174,-25362,-25500,2,4,16,-34,-14,-28,-34,-18,0
3502,3502,0,-25570,-25708,-25786,-25806,-25778,-25804,-25786,-25774,-14,4,16,-18,18,20,-18,0,0
3503,3503,0,-25618,-25596,-25474,-25336,-25042,-24886,-24688,-24454,-14,4,32,32,2,-12,0,0,0
3504,3504,0,-24100,-23834,-23564,-23268,-22750,-22330,-22040,-21534,2,4,-18,0,2,-12,32,0,0
3505,3505,0,-21114,-20520,-20142,-19572,-19014,-18424,-17820,-17270,-46,20,-18,-18,18,4,16,32,0
3506,3506,0,-16600,-15988,-15326,-14690,-13930,-13272,-12562,-11848,34,20,16,-34,34,-12,16,16,0
3507,3507,0,-11078,-10348,-9566,-8890,-8058,-7250,-6500,-5746,-30,44,16,-18,-14,-12,-18,0,0
3508,3508,0,-4890,-4022,-3252,-2470,-1642,-832,14,834,2,-12,32,32,-30,44,-18,0,0
3509,3509,0,1610,2426,3298,4072,4842,5672,6468,7240,2,4,16,0,-30,-28,0,0,0
3510,3510,0,7992,8726,9506,10222,10970,11702,12434,13104,-14,4,16,0,18,4,-18,16,0
3511,3511,0,13770,14448,15152,15704,16342,16922,17584,18082,-30,-12,0,32,-14,4,16,0,0
3512,3512,0,18628,19180,19724,20192,20660,21086,21574,21944,-14,4,32,32,2,4,32,-18,0
3513,3513,0,22330,22716,23074,23452,23678,23952,24244,24496,-30,4,0,0,18,4,0,32,0
3514,3514,0,24662,24848,25064,25224,25316,25402,25494,25520,-30,4,16,32,18,4,-18,-18,0
3515,3515,0,25546,25546,25566,25488,25412,25270,25204,25062,-14,20,0,16,2,4,0,0,0
3516,3516,0,24900,24704,24452,24276,23960,23648,23392,23076,-46,4,0,16,2,-12,32,0,0
3517,3517,0,22664,22296,21880,21474,21018,20544,20082,19598,-14,-28,0,16,18,-12,0,0,0
3518,3518,0,19050,18466,17922,17370,16740,16094,15498,14876,-14,-12,0,-18,34,4,32,0,0
3519,3519,0,14106,13488,12756,12070,11290,10510,9810,9050,-14,-12,32,0,2,-12,32,16,0
3520,3520,0,8310,7504,6752,5932,5146,4334,3538,2694,-14,4,0,0,2,-12,16,0,0
3521,3521,0,1912,1066,222,-538,-1386,-2252,-3014,-3824,-30,4,0,0,-30,20,16,16,0
3522,3522,0,-4610,-5458,-6290,-7050,-7780,-8574,-9356,-10102,34,4,0,0,-14,4,32,16,0
3523,3523,0,-10838,-11540,-12322,-13010,-13706,-14406,-15100,-15724,-30,4,0,0,-46,4,-34,0,0
3524,3524,0,-16298,-16970,-17596,-18140,-18710,-19224,-19916,-20320,2,20,-18,-18,2,20,0,0,0
3525,3525,0,-20818,-21222,-21754,-22120,-22496,-22950,-23356,-23674,-46,44,-18,-18,-14,-12,-18,0,0
3526,3526,0,-23884,-24256,-24576,-24780,-24936,-25190,-25378,-25484,2,-12,0,16,18,-12,16,0,0
3527,3527,0,-25538,-25724,-25804,-25806,-25794,-25804,-25868,-25790,-30,4,0,-18,2,4,16,0,0
3528,3528,0,-25650,-25548,-25490,-25336,-25074,-24902,-24760,-24470,-30,4,32,32,2,-12,32,0,0
3529,3529,0,-24076,-23882,-23548,-23252,-22750,-22314,-22056,-21518,-30,20,32,0,-30,-12,32,-34,0
3530,3530,0,-21114,-20552,-20158,-19572,-19014,-18392,-17820,-17270,2,4,16,-34,2,28,0,0,0
3531,3531,0,-16600,-16004,-15342,-14722,-13968,-13256,-12562,-11864,2,4,-18,0,-30,4,-18,16,0
3532,3532,0,-11094,-10316,-9550,-8842,-8010,-7298,-6500,-5730,18,4,0,16,2,4,16,0,0
3533,3533,0,-4890,-4038,-3232,-2470,-1610,-772,46,802,18,4,-34,0,-30,20,16,0,0
3534,3534,0,1610,2410,3282,4072,4858,5656,6500,7240,18,20,32,16,18,4,0,0,0
3535,3535,0,7976,8774,9570,10254,10966,11702,12514,13120,2,4,0,0,-46,4,0,0,0
3536,3536,0,13786,14480,15152,15804,16342,16986,17584,18140,-46,4,16,16,2,4,-18,32,0
3537,3537,0,18644,19212,19772,20208,20644,21150,21624,21976,-30,20,16,32,-14,44,48,16,0
3538,3538,0,22298,22748,23090,23484,23646,24010,24292,24528,-14,4,-34,0,34,44,32,32,0
3539,3539,0,24630,24832,25080,25240,25268,25402,25510,25602,-30,-12,16,0,-14,-12,-18,-18,0
3540,3540,0,25546,25546,25566,25552,25396,25354,25236,25094,-30,-12,0,0,34,4,0,-34,0
3541,3541,0,24884,24688,24500,24276,23960,23648,23392,23092,2,20,32,0,2,-12,16,32,0
3542,3542,0,22648,22280,21912,21506,21002,20544,20082,19582,-30,4,16,0,-30,4,0,-18,0
3543,3543,0,19034,18482,17922,17386,16740,16078,15530,14876,2,-12,16,-18,18,-12,-18,-18,0
3544,3544,0,14106,13440,12772,12118,11242,10542,9850,9082,2,-12,0,0,2,20,16,0,0
3545,3545,0,8310,7472,6736,5980,5186,4334,3490,2734,18,4,-34,-34,18,-12,16,-34,0
3546,3546,0,1912,1066,222,-538,-1402,-2236,-2966,-3824,-14,44,0,-34,-30,4,0,0,0
3547,3547,0,-4594,-5476,-6258,-7002,-7740,-8590,-9356,-10086,-46,44,0,0,-30,4,0,16,0
3548,3548,0,-10822,-11604,-12284,-13026,-13690,-14406,-15084,-15756,2,-12,-18,-18,2,20,0,16,0
3549,3549,0,-16282,-16954,-17564,-18140,-18710,-19240,-19900,-20272,-14,4,0,0,-14,-12,0,0,0
3550,3550,0,-20770,-21206,-21738,-22104,-22480,-22950,-23372,-23674,-14,-12,16,16,2,20,-18,0,0
3551,3551,0,-23900,-24240,-24544,-24764,-24920,-25174,-25362,-25516,-14,20,-18,-34,2,4,48,0,0
3552,3552,0,-25554,-25724,-25786,-25806,-25778,-25804,-25852,-25758,18,-28,32,0,2,4,16,16,0
3553,3553,0,-25618,-25580,-25474,-25304,-25032,-24870,-24726,-24454,-14,-28,-18,-18,-30,-12,0,-18,0
3554,3554,0,-24100,-23866,-23548,-23220,-22734,-22314,-22008,-21518,-14,44,0,-18,-46,-12,0,16,0
3555,3555,0,-21050,-20520,-20142,-19508,-18966,-18392,-17820,-17254,18,4,-18,0,-14,4,16,0,0
3556,3556,0,-16616,-15988,-15358,-14672,-13930,-13240,-12546,-11864,-30,-28,32,32,2,28,32,0,0
3557,3557,0,-11086,-10316,-9566,-8842,-8026,-7266,-6500,-5666,-14,4,16,0,-46,-28,0,-18,0
3558,3558,0,-4874,-4006,-3268,-2438,-1610,-788,30,834,-14,4,0,-18,-46,4,16,-18,0
3559,3559,0,1610,2442,3266,4056,4826,5688,6420,7240,2,-12,0,0,2,20,0,-18,0
3560,3560,0,7976,8742,9522,10222,10954,11702,12450,13136,2,4,16,0,-30,-44,16,-18,0
3561,3561,0,13770,14464,15120,15756,16342,16954,17568,18124,2,20,0,16,-46,4,-34,32,0
3562,3562,0,18612,19196,19740,20192,20628,21134,21574,21960,-14,4,16,32,-14,-12,16,16,0
3563,3563,0,22330,22748,23074,23452,23646,24042,24276,24528,-30,-12,16,0,18,28,-34,0,0
3564,3564,0,24662,24880,25064,25240,25268,25434,25510,25568,-30,-12,32,0,-46,-12,-18,32,0
3565,3565,0,25514,25546,25542,25552,25396,25338,25220,25078,-14,-44,0,-18,2,-12,-18,-34,0
3566,3566,0,24900,24688,24484,24276,23960,23664,23376,23092,-14,-12,32,-18,-14,-28,16,0,0
3567,3567,0,22648,22312,21880,21474,20986,20528,20098,19582,2,-12,0,-18,2,4,-34,0,0
3568,3568,0,18986,18434,17938,17370,16740,16094,15530,14876,-14,4,0,-50,18,-12,-34,0,0
3569,3569,0,14106,13504,12804,12118,11322,10526,9850,9098,-14,4,16,0,18,4,-18,0,0
3570,3570,0,8342,7488,6768,5996,5146,4318,3554,2734,2,-12,16,-34,-46,4,0,0,0
3571,3571,0,1912,1066,238,-506,-1386,-2220,-2998,-3808,2,4,0,0,18,28,0,0,0
3572,3572,0,-4626,-5476,-6274,-7002,-7780,-8590,-9324,-10070,2,-28,0,-34,34,-28,16,-18,0
3573,3573,0,-10806,-11540,-12284,-13010,-13690,-14406,-15068,-15740,-14,4,16,16,-14,44,0,32,0
3574,3574,0,-16282,-16954,-17564,-18108,-18726,-19224,-19884,-20288,2,44,0,16,2,-28,-18,-18,0
3575,3575,0,-20770,-21206,-21754,-22120,-22496,-22950,-23340,-23674,-14,-12,0,16,-14,-12,32,-34,0
3576,3576,0,-23868,-24240,-24560,-24796,-24904,-25190,-25378,-25516,2,4,32,-18,18,4,0,0,0
3577,3577,0,-25538,-25692,-25786,-25854,-25810,-25804,-25786,-25806,-14,4,32,0,-30,4,-34,-34,0
3578,3578,0,-25650,-25564,-25458,-25336,-25064,-24870,-24710,-24454,2,20,16,0,2,4,16,0,0
3579,3579,0,-24068,-23850,-23548,-23252,-22766,-22314,-22072,-21518,18,4,16,-18,2,4,16,0,0
3580,3580,0,-21034,-20486,-20158,-19588,-18998,-18408,-17820,-17254,-14,20,0,16,18,-12,0,0,0
3581,3581,0,-16600,-15972,-15342,-14672,-13946,-13256,-12562,-11896,2,20,16,0,18,-28,16,48,0
3582,3582,0,-11078,-10300,-9566,-8842,-8042,-7282,-6500,-5714,2,4,-34,16,-14,4,-18,16,0
3583,3583,0,-4890,-4006,-3284,-2486,-1626,-788,46,834,-14,20,0,0,-30,4,32,16,0
3584,3584,0,1610,2426,3282,4056,4842,5672,6436,7208,-30,20,0,0,-14,4,0,0,0
3585,3585,0,7992,8742,9554,10222,10966,11686,12418,13104,-30,4,0,16,2,20,16,16,0
3586,3586,0,13818,14464,15152,15788,16326,16938,17584,18082,-46,-12,-18,16,-14,4,16,-18,0
3587,3587,0,18660,19180,19708,20192,20644,21134,21558,21944,34,4,0,0,2,60,32,-18,0
3588,3588,0,22346,22716,23134,23412,23678,23994,24260,24528,2,44,-18,0,-14,4,16,0,0
3589,3589,0,24694,24848,25064,25208,25316,25450,25542,25568,2,4,0,0,-30,4,0,-34,0
3590,3590,0,25546,25566,25542,25520,25412,25302,25204,25078,-14,-12,16,-18,-14,-12,0,0,0
3591,3591,0,24932,24704,24484,24276,23960,23696,23408,23092,-30,4,16,-18,-30,-12,-18,16,0
3592,3592,0,22680,22312,21912,21474,21034,20528,20066,19566,-30,-12,0,-18,2,4,16,-18,0
3593,3593,0,18986,18482,17954,17370,16772,16142,15498,14876,-14,4,-18,0,18,-12,16,0,0
