Sample in Buffer,Sample in Window,TRIGGER,u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u3_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u4_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],u2_adc_top/u1_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxcharisk[3:0],u2_adc_top/u2_adc_module/u_adc_jesd204b/gt0_rxdata[31:0],adc1_sync,adc2_sync,adc3_sync,adc4_sync
566,566,0,2,04007c00,41031d44,1,30f20d76,0,0,0a2ad300,1,1,1,0
567,567,0,8,fc001400,0511e877,9,d8120fc0,0,0,13ba32de,1,1,1,0
568,568,0,0,14000400,490cbb12,4,106ad934,0,0,d5bed8a2,1,1,1,0
569,569,0,0,0400f4ff,91091114,3,0ca030b0,0,0,33d60d1a,1,1,1,0
570,570,0,0,0400f4ff,49440213,2,db86d64a,0,0,d68a1032,1,1,1,0
571,571,0,0,1400f4ff,66136563,0,30981336,0,0,10e8d69a,1,1,1,0
572,572,0,0,24000400,44650365,0,d42a0970,0,0,0d4233ea,1,1,1,0
573,573,0,0,e4ff0400,c1112f44,0,163cddde,0,0,d8fad476,1,1,1,0
574,574,0,8,fc000400,62241428,6,06103076,0,0,32e213ee,1,1,1,0
575,575,0,8,fc000400,64200689,0,df76d306,0,0,d39e0af2,1,1,1,0
576,576,0,8,fcfff4ff,48661b21,0,2f041974,0,0,1620db1a,1,1,1,0
577,577,0,0,04001400,95518c30,0,d2000342,0,0,07a232c8,1,1,1,0
578,578,0,0,04002400,91e60590,0,1bd8e186,0,0,ddc2d118,1,1,1,0
579,579,0,0,04001400,650799ed,0,00722e76,0,0,31ca1968,1,1,1,0
580,580,0,0,24001400,11266211,9,e476d10a,0,0,d04a04f2,1,1,1,0
581,581,0,8,fc000400,41656492,0,2d041e36,0,0,1ce6dfa2,1,1,1,0
582,582,0,8,fc000400,7552d598,0,d036fd8a,0,0,01123188,1,1,1,0
583,583,0,8,fc000400,44110463,6,20a0e692,0,0,e27ccf04,1,1,1,0
584,584,0,0,0400e4ff,5246ee12,1,fa8c2c74,0,0,30e61e8a,1,1,1,0
585,585,0,0,1400f4ff,d97490ad,8,e912d000,0,0,ceb0fd0c,1,1,1,0
586,586,0,2,2400fc00,7d7f73dd,7,2baa2274,0,0,2112e5cc,1,1,1,0
587,587,0,0,24000400,757e9473,d,cfe0f60e,0,0,faec2e94,1,1,1,0
588,588,0,0,1400f4ff,e7739906,8,2464ec74,0,0,e7decd98,1,1,1,0
589,589,0,2,1400fc00,3dd4737d,3,f37e2998,0,0,2dba23d0,1,1,1,0
590,590,0,0,04002400,7d7f77bd,c,ef24cff8,0,0,cd10f78e,1,1,1,0
591,591,0,2,1400fc00,387fd7df,4,27e0262c,0,0,2692ea4e,1,1,1,0
592,592,0,0,1400f4ff,7bfd37b7,8,cffaf0de,0,0,f34e2c22,1,1,1,0
593,593,0,0,0400f4ff,7d6fcc73,3,28f0f124,0,0,ed1ecdea,1,1,1,0
594,594,0,8,fc002400,7ba22675,1,ee20266e,0,0,2a5028be,1,1,1,0
595,595,0,0,04002400,e7f69bdd,e,f474cf2c,0,0,ccd2f066,1,1,1,0
596,596,0,0,24001400,37f93877,9,241e2ac8,0,0,2a7cf0fe,1,1,1,0
597,597,0,8,fc000400,909d33c6,4,cf6eeb18,0,0,edb02826,1,1,1,0
598,598,0,8,fc002400,7dd6ec06,e,2b2ef8b4,0,0,f30ecdde,1,1,1,0
599,599,0,8,fc000400,cd5fdbf6,e,e8ca2158,0,0,26c62b62,1,1,1,0
600,600,0,0,f4ff1400,16fd6d0c,6,fb42d07e,0,0,cd72ea32,1,1,1,0
601,601,0,0,1400e4ff,06b3a513,0,1fec2c20,0,0,2de0f62e,1,1,1,0
602,602,0,8,fc000400,406679b0,0,d000e684,0,0,e7fa235e,1,1,1,0
603,603,0,0,14000400,85001499,6,2efefdc2,0,0,facecdf0,1,1,1,0
604,604,0,0,14000400,621190b7,0,e32e1d04,0,0,21ac2e58,1,1,1,0
605,605,0,8,fc000400,c1440610,1,01c8d14a,0,0,ce52e5e4,1,1,1,0
606,606,0,0,34002400,66a54149,2,1ae42e22,0,0,2f60fd4e,1,1,1,0
607,607,0,0,04001400,70047199,4,d2c4e0b8,0,0,e2561ffc,1,1,1,0
608,608,0,8,fc001400,82993bad,0,2f4004b8,0,0,004ccfda,1,1,1,0
609,609,0,0,04002400,f1202024,0,dee61774,0,0,1cf2304e,1,1,1,0
610,610,0,2,0400fc00,21421264,e,0708d476,0,0,d006e0d8,1,1,1,0
611,611,0,0,d4ff1400,04060070,4,15423076,0,0,31c2033c,1,1,1,0
612,612,0,0,f4ff0400,10810521,0,d55edc30,0,0,dd0a1ab2,1,1,1,0
613,613,0,8,fc000400,24888000,1,30360a70,0,0,06aad178,1,1,1,0
614,614,0,0,e4ff0400,44019133,0,da8812a2,0,0,179232f8,1,1,1,0
615,615,0,0,14000400,212479c4,0,0d28d798,0,0,d380db18,1,1,1,0
616,616,0,0,1400f4ff,47eb1911,0,0fb2302c,0,0,325e0a0a,1,1,1,0
617,617,0,0,f4ff0400,bed94161,2,d896d8d2,0,0,d94a14ca,1,1,1,0
618,618,0,0,04001400,c120c6d6,0,302210b6,0,0,0ddad40e,1,1,1,0
619,619,0,0,e4ff1400,11059486,8,d7cc0c82,0,0,11223316,1,1,1,0
620,620,0,0,e4fff4ff,58024224,5,12e8da08,0,0,d628d73a,1,1,1,0
621,621,0,2,e4fffcff,8414c144,c,098230d8,0,0,3334107a,1,1,1,0
622,622,0,8,fc001400,b3d48291,8,dc40d5e6,0,0,d5160e52,1,1,1,0
623,623,0,0,14000400,3bc599b7,b,30c815de,0,0,1348d84a,1,1,1,0
624,624,0,2,1400fc00,b8b7e69f,5,d3a80622,0,0,0bea323a,1,1,1,0
625,625,0,0,04002400,95ac053f,4,18f6deb8,0,0,da6ad30e,1,1,1,0
626,626,0,0,f4ff3400,19fef7e7,6,03542f66,0,0,32fa15f0,1,1,1,0
627,627,0,0,f4ff2400,72d70699,1,e198d2d0,0,0,d2b807d2,1,1,1,0
628,628,0,0,f4ff1400,b15e6026,4,2e181b4a,0,0,1928dd02,1,1,1,0
629,629,0,8,fc001400,309d99be,4,d17c00b4,0,0,0442320e,1,1,1,0
630,630,0,0,14002400,cf9ffb9d,9,1df8e3a8,0,0,df92d09a,1,1,1,0
631,631,0,0,14002400,dc6d386c,c,fd042e5e,0,0,31c01b56,1,1,1,0
632,632,0,8,fc000400,67d9e7d7,8,e6b2d066,0,0,cf440142,1,1,1,0
633,633,0,0,14000400,8bb6e7dd,6,2cf41f60,0,4,1efce1bc,1,1,1,0
634,634,0,2,2400fc00,ed807167,1,d060faac,0,0,fe723078,1,1,1,0
635,635,0,0,0400e4ff,22dd28ed,4,22fee822,0,0,e4bcce40,1,1,1,0
636,636,0,0,14002400,c2dd0d73,1,f74e2b2a,0,0,2ffc20a2,1,1,1,0
637,637,0,2,2400fc00,e49f76d9,d,eba4cfbe,0,0,cd28fb4c,1,1,1,0
638,638,0,2,f4fffc00,f673db99,5,294824e4,0,0,2350e7ee,1,1,1,0
639,639,0,0,34001400,68d5385d,1,cf58f4de,0,0,f7de2d8a,1,1,1,0
640,640,0,0,04001400,dbd85df8,a,265cee64,0,0,ea7ecda0,1,1,1,0
641,641,0,0,f4ff1400,b897901b,4,f12e2820,0,0,2c922566,1,1,1,0
642,642,0,0,1400e4ff,01f3cd9c,1,f144cf90,0,0,cdc2f46e,1,1,1,0
643,643,0,0,14000400,8202c1fa,c,260e2860,0,0,272eed0e,1,1,1,0
644,644,0,2,3400fc00,41901012,0,cfacee50,0,0,f1d62aa0,1,1,1,0
645,645,0,0,14002400,09664920,8,2978f454,0,0,effecc82,1,1,1,0
646,646,0,8,fc002400,90244442,d,eb6824ee,0,0,28b029dc,1,1,1,0
647,647,0,0,14002400,98c84444,1,f784cfc4,0,0,cc4eeef0,1,1,1,0
648,648,0,2,2400fc00,a5184448,1,220e2b50,0,0,2bf2f2ee,1,1,1,0
649,649,0,0,14000400,2100c888,0,d00ee92a,0,0,ebd02666,1,1,1,0
650,650,0,0,1400f4ff,640622c1,4,2c80fa22,0,0,f64ecda6,1,1,1,0
651,651,0,0,0400f4ff,91144012,5,e6d41f8c,0,0,24fe2c12,1,1,1,0
652,652,0,0,d4ffe4ff,21810819,0,fdb2d050,0,0,cde0e8c2,1,1,1,0
653,653,0,8,fc001400,41481311,1,1dbc2d66,0,0,2e76f9ae,1,1,1,0
654,654,0,0,0400f4ff,e92d44c8,0,d1d8e3a6,0,0,e57a22ac,1,1,1,0
655,655,0,0,04001400,00101130,4,2e6c0042,0,0,fc2ecee2,1,1,1,0
656,656,0,2,14007c00,41404890,1,e1281bb4,0,0,1fbc2fc0,1,1,1,0
657,657,0,0,1400d4ff,f8722021,0,03a8d26a,0,0,cf5ae3b6,1,1,1,0
658,658,0,0,0400f4ff,6c38da80,2,18642f7a,0,0,30ceff4c,1,1,1,0
659,659,0,0,04003400,d6207e18,8,d3f6de86,0,0,e0381dd2,1,1,1,0
660,660,0,0,1400f4ff,11d9ed78,4,2f9806d8,0,0,031cd0ac,1,1,1,0
661,661,0,2,f4fffc00,9b6f3ddf,0,dcd815f2,0,0,1a723122,1,1,1,0
662,662,0,0,f4ff2400,b70c38ce,9,0940d5ce,0,0,d108dec0,1,1,1,0
663,663,0,8,fc000400,6ed838d3,8,1252306c,0,0,321a067a,1,1,1,0
664,664,0,0,14000400,f9f30605,0,d6e8daf8,0,0,db881782,1,1,1,0
665,665,0,0,0400f4ff,74cced9b,7,30bc0cd8,0,0,099ad2a0,1,1,1,0
666,666,0,2,2400fc00,5b0028f9,8,d8621082,0,0,14023398,1,1,1,0
667,667,0,0,14000400,438538d0,0,0f66d8c6,0,0,d45ed9ba,1,1,1,0
668,668,0,8,fc000400,b7d8c179,8,0dd230a2,0,0,33960c9a,1,1,1,0
669,669,0,0,e4fff4ff,74db675c,5,da28d72c,0,0,d7ba1112,1,1,1,0
670,670,0,0,1400f4ff,2cf27367,2,30381258,0,0,0f2ad698,1,1,1,0
671,671,0,2,14007c00,3d6c069b,8,d5660ab2,0,0,0efa32b4,1,1,1,0
672,672,0,0,1400f4ff,ecd479f7,1,157edcb0,0,0,d87ad5a4,1,1,1,0
673,673,0,0,14002400,57f975f5,b,07123040,0,0,339a1208,1,1,1,0
674,674,0,8,fc000400,c4062585,0,de18d428,0,0,d3ae0b12,1,1,1,0
675,675,0,0,0400f4ff,33dbdd31,0,2fe61786,0,0,1570da9a,1,1,1,0
676,676,0,0,f4ffe4ff,9478859f,9,d25004d2,0,0,08d232ba,1,1,1,0
677,677,0,8,fc000400,ed7772ec,0,1ae4e0d8,0,0,dc2ad2b8,1,1,1,0
678,678,0,0,0400e4ff,12f99937,f,01d42e88,0,0,32381878,1,1,1,0
679,679,0,0,f4ff2400,bc5aa422,9,e3c8d132,0,0,d05a0542,1,1,1,0
680,680,0,0,0400d4ff,6d301226,0,2ece1c1a,0,0,1be6def2,1,1,1,0
681,681,0,0,2400f4ff,8882cd51,0,d0eefd04,0,0,02523150,1,1,1,0
682,682,0,0,14000400,68d062f8,0,1fc0e5d2,0,1,e1accffc,1,1,1,0
683,683,0,0,0400e4ff,2202622c,0,fbec2c56,0,0,30f81d2c,1,1,1,0
684,684,0,0,d4ff1400,9820208a,6,e842d020,0,0,cedefe62,1,1,1,0
685,685,0,8,fcfff4ff,f2828888,4,2bca217e,0,0,20fae3dc,1,1,1,0
686,686,0,0,04001400,8288003d,2,cfeef788,0,0,fb6c2f36,1,1,1,0
687,687,0,2,f4fffc00,08180c22,2,243eebc2,0,0,e6fecda8,1,1,1,0
688,688,0,0,14000400,18048922,0,f51e2a08,0,0,2d1a23d0,1,1,1,0
689,689,0,0,f4ff2400,78428308,0,ed34cf28,0,0,cd96f8ee,1,1,1,0
690,690,0,2,2400fcff,4841209f,0,28d025dc,0,0,25b0e98e,1,1,1,0
691,691,0,0,e4fff4ff,0882c248,2,cf00f25e,0,0,f5be2c42,1,1,1,0
692,692,0,0,14000400,dc860102,8,27caf004,0,0,ec1ecd22,1,1,1,0
693,693,0,0,2400f4ff,0ba09802,4,efe026de,0,0,2a60277e,1,1,1,0
694,694,0,0,1400d4ff,00840017,0,f344cf3c,0,0,cc02f2f6,1,1,1,0
695,695,0,0,14000400,e6308688,0,246e29d0,0,0,295ceffe,1,1,1,0
696,696,0,8,fc000400,2888130a,0,cf34ecb8,0,0,ef502970,1,1,1,0
697,697,0,0,e4ff1400,06222488,4,2ad0f674,0,0,f2decc3c,1,1,1,0
698,698,0,8,fc000400,f29ad8b3,1,e9aa22fe,0,0,27462b22,1,1,1,0
699,699,0,8,fc000400,a4586667,0,f9e2cf94,0,0,cd16ec30,1,1,1,0
700,700,0,0,f4ff0400,d2d86bc8,0,202c2ca4,0,0,2c62f52e,1,1,1,0
701,701,0,0,24001400,c606c18e,0,d0c0e664,0,0,e9f224ce,1,1,1,0
702,702,0,0,0400f4ff,5ff83bee,6,2dd6fca2,0,0,f88ecd60,1,1,1,0
703,703,0,0,04001400,0470b3fc,2,e4061e8c,0,0,224e2ed6,1,1,1,0
704,704,0,2,f4fffc00,a6a058e3,8,ff78d158,0,0,ce52e6ca,1,1,1,0
705,705,0,8,fc001400,eb268c8c,8,1b742efc,0,0,2ff8fb1e,1,1,1,0
706,706,0,0,14002400,de4fcddb,2,d2cae1be,0,0,e306208c,1,1,1,0
707,707,0,0,14000400,b6bb0992,c,2fa20278,0,0,fffcceaa,1,1,1,0
708,708,0,2,0400fc00,86f2be4a,2,df6c1954,0,0,1d92304e,1,1,1,0
709,709,0,2,0400fc00,bb2e983b,8,0658d3c4,0,0,d0ece0a8,1,1,1,0
710,710,0,0,04001400,eec1db28,1,16f22f18,0,0,31d2020c,1,1,1,0
711,711,0,0,0400f4ff,83e39adf,0,d41edd68,0,0,de401b82,1,1,1,0
712,712,0,2,0400fc00,4f7821ae,1,302c09e0,0,0,0522d168,1,1,1,0
713,713,0,2,0400fc00,6b60b98d,2,db8a1352,0,0,188232ca,1,1,1,0
714,714,0,2,0400fc00,ed3df0a2,0,0c48d618,0,0,d220dc08,1,1,1,0
715,715,0,0,e4ff1400,6783db7b,0,10823008,0,0,3228096a,1,1,1,0
716,716,0,0,04001400,ff2e2fbb,1,d826d9b2,0,0,d94a15d2,1,1,1,0
717,717,0,2,f4fffc00,bf1b18be,9,30040f36,0,0,0c12d4ae,1,1,1,0
718,718,0,2,0400fcff,62088612,0,d7f40da2,0,0,12223316,1,1,1,0
719,719,0,0,0400e4ff,82228824,2,110cda68,0,0,d5b8d78a,1,1,1,0
720,720,0,2,e4fffc00,182298c8,0,0a7230e8,0,0,33040fda,1,1,1,0
721,721,0,8,fc001400,23c44421,1,dcd8d5d6,0,0,d5640f42,1,1,1,0
722,722,0,8,fcfff4ff,88122100,0,30b0142e,0,0,1198d7ea,1,1,1,0
723,723,0,0,f4ff0400,88188c80,0,d4f60712,0,0,0c3233ea,1,1,1,0
724,724,0,0,f4ffe4ff,02404430,1,1746de50,0,0,d95ad456,1,1,1,0
725,725,0,0,04001400,92c8203a,2,04c22f96,0,0,321a15ce,1,1,1,0
726,726,0,0,e4ffd4ff,00481c22,9,e008d3e0,0,0,d20809c2,1,1,1,0
727,727,0,0,e4ff2400,0c8c5022,3,2f081a64,0,0,1720dc7a,1,1,1,0
728,728,0,0,14000400,20901002,1,d1a20104,0,0,055232b8,1,1,1,0
729,729,0,2,1400fc00,04802112,8,1ccae2f8,0,0,de52d1ca,1,1,1,0
730,730,0,0,f4ff0400,66c2ec48,0,fe342e7e,0,0,31d01a48,1,1,1,0
731,731,0,0,14002400,102c103f,a,e512d1ae,0,0,d0f20272,1,1,1,0
732,732,0,0,04002400,a012490c,0,2de61e38,0,0,1dcce00c,1,1,1,0
733,733,0,2,2400fc00,d82e2852,0,d0c6fb1c,0,0,ffb23068,1,1,1,0
734,734,0,0,04001400,ce76f2dd,8,21eee742,0,0,e30ccfae,1,1,1,0
735,735,0,2,0400fc00,1242581b,0,f8ec2b04,0,0,2fe61f8a,1,1,1,0
736,736,0,8,fcffe4ff,e1981267,1,ead2cf8e,0,0,ce80fc9c,1,1,1,0
737,737,0,8,fc000400,737e3b6b,2,2ab8239e,0,0,2252e62e,1,1,1,0
738,738,0,0,04001400,3b19dbdb,8,cf98f57e,0,0,f93e2e7a,1,1,1,0
739,739,0,0,f4ff1400,3b18f7c1,8,2574ed54,0,0,e99ecd26,1,1,1,0
740,740,0,8,fc001400,6e6fdbee,8,f2de28a0,0,0,2cd22410,1,1,1,0
741,741,0,0,2400f4ff,b30f30c2,8,f044cfa0,0,0,cde2f5fe,1,1,1,0
742,742,0,0,0400f4ff,3ebb6bde,0,278e273a,0,0,26d6eb5e,1,1,1,0
743,743,0,0,14002400,6df9fb99,8,cfeaef20,0,0,f2462be0,1,1,1,0
744,744,0,2,0400fc00,dbdb86b6,1,2910f344,0,0,eefeccd2,1,1,1,0
745,745,0,8,fc002400,b67f1aee,c,ec382534,0,0,292029ae,1,1,1,0
746,746,0,0,1400e4ff,9becf7de,a,f664cff4,0,0,ccccefb0,1,1,1,0
747,747,0,0,0400f4ff,4faa7a7e,5,23ae2a30,0,0,2aa2f1fe,1,1,1,0
748,748,0,2,f4fffc00,becfa8b3,d,cf1eea12,0,0,ec6027d6,1,1,1,0
749,749,0,0,24001400,cf937b5f,0,2c1ef9d2,0,0,f53ecdce,1,1,1,0
750,750,0,0,0400f4ff,fafefb32,2,e7f4204c,0,0,257e2c12,1,1,1,0
751,751,0,8,fc001400,d0db76e9,6,fc72d060,0,0,cd00ea82,1,1,1,0
752,752,0,0,e4ff1400,f7ed996e,1,1e8c2d16,0,0,2d20f84e,1,1,1,0
753,753,0,0,04001400,bbb6f9fb,2,d1d8e466,0,0,e75a23fe,1,1,1,0
754,754,0,8,fc002400,f7dbfb6e,0,2e2eff32,0,0,fb0ece00,1,1,1,0
755,755,0,0,f4ff0400,8de3bebf,1,e24e1c54,0,0,202c2f88,1,1,1,0
756,756,0,2,f4fffcff,3cdffc72,0,0238d23a,0,0,ce62e49c,1,1,1,0
757,757,0,0,14002400,0944d298,8,19242f32,0,0,3070fecc,1,1,1,0
758,758,0,0,14000400,7103a2c8,4,d3f4dfc8,0,0,e1281e72,1,1,1,0
759,759,0,0,e4ff2400,80922222,7,2f300548,0,0,01fccf8c,1,1,1,0
760,760,0,0,e4ff2400,66301178,4,ddf816e2,0,0,1b3231cc,1,1,1,0
761,761,0,0,f4ffd4ff,7c9230da,8,0880d4d6,0,0,d026dfc0,1,1,1,0
762,762,0,0,14000400,093f4886,8,14623086,0,0,310a05f2,1,1,1,0
763,763,0,0,24000400,54c092c8,0,d698db30,0,0,dcae18f2,1,1,1,0
764,764,0,0,d4ff1400,81084c8a,8,30580b38,0,0,082ad2a8,1,1,1,0
765,765,0,0,34000400,64114464,4,d95811b2,0,0,15d23218,1,1,1,0
766,766,0,0,14002400,829986b1,8,0ed6d79c,0,0,d380daea,1,1,1,0
767,767,0,8,fc002400,84929012,1,0eb23094,0,0,326e0b7a,1,1,1,0
768,768,0,0,24001400,8c38106c,2,d916d864,0,0,d8ea12fa,1,1,1,0
769,769,0,8,fc001400,66c2f839,0,3068119c,0,0,0e8ad558,1,1,1,0
770,770,0,0,1400d4ff,18c70938,0,d6580b82,0,0,0f423336,1,1,1,0
771,771,0,2,f4fffc00,90396486,0,14a8db18,0,0,d72ad6d4,1,1,1,0
772,772,0,0,24001400,f1c81208,2,08723020,0,0,327a1158,1,1,1,0
773,773,0,0,0400f4ff,2299ba90,5,ddd0d476,0,0,d4060dea,1,1,1,0
774,774,0,2,0400fc00,1346d27c,1,2fc816c6,0,0,142ed98a,1,1,1,0
775,775,0,8,fc002400,ff192030,1,d39805c2,0,0,09e2328a,1,1,1,0
776,776,0,0,24000400,0902db88,0,19f4df58,0,0,dbdad2c8,1,1,1,0
777,777,0,8,fc001400,7b70b088,0,02142f5c,0,0,323817b0,1,1,1,0
778,778,0,0,0400e4ff,86928802,1,e238d262,0,0,d1b80672,1,1,1,0
779,779,0,0,04002400,63459860,0,2e1e1c1a,0,0,1ad8dd52,1,1,1,0
780,780,0,0,04002400,4224c693,4,d13eff84,0,0,0392311a,1,1,1,0
781,781,0,0,1400f4ff,78a42390,0,1eb8e452,0,1,e02cd0fc,1,1,1,0
782,782,0,0,14000400,3d221906,0,fc6c2d96,0,0,30f81c36,1,1,1,0
783,783,0,0,f4ffe4ff,28c80848,0,e762d046,0,0,cf2e00c2,1,1,1,0
784,784,0,0,24000400,ee11a037,4,2cc42060,0,0,1ffae25c,1,1,1,0
785,785,0,0,04001400,215c0379,0,cf54f94c,0,0,fddc2f56,1,1,1,0
786,786,0,0,14003400,98dc2638,4,232eead2,0,0,e54ece10,1,1,1,0
787,787,0,0,e4ffd4ff,9c02a298,0,f6de2a22,0,0,2ef421c2,1,1,1,0
788,788,0,8,fc000400,bb2cbb0c,8,ec84cf10,0,0,cd76f9cc,1,1,1,0
789,789,0,8,fc001400,cfd0e6f2,0,290825e4,0,0,2450e8ee,1,1,1,0
790,790,0,0,1400f4ff,509f7866,0,cf20f32e,0,0,f64e2d42,1,1,1,0
791,791,0,8,fcfff4ff,c45ac68c,0,26eaef54,0,0,eb4ecd82,1,1,1,0
792,792,0,8,fc000400,6fcfed4f,a,f08e27d0,0,0,2ba02602,1,1,1,0
793,793,0,0,04002400,ee9f26d2,4,f224cf4a,0,0,cc52f3b6,1,1,1,0
794,794,0,0,14002400,ee184fdb,0,25ae2880,0,0,282eeefe,1,1,1,0
795,795,0,0,14000400,78e0d8d8,0,cfacedb0,0,0,f0262aa0,1,1,1,0
796,796,0,0,1400f4ff,dc9a6f5c,5,2a58f564,0,0,f1eecc3c,1,1,1,0
797,797,0,2,e4fffc00,3bdb7a77,d,eab8236e,0,0,28662a12,1,1,1,0
798,798,0,0,e4ff2400,3c03915a,0,f8d2cfde,0,0,cd5eed50,1,1,1,0
799,799,0,8,fc000400,3e732a78,c,21c82b6e,0,0,2c72f42e,1,1,1,0
800,800,0,0,f4ff2400,9b6f22ef,9,d0fee75a,0,0,eaf2251e,1,1,1,0
801,801,0,2,1400fcff,735074be,8,2db6fb72,0,0,f75ecda6,1,1,1,0
802,802,0,0,1400f4ff,bbbb4feb,5,e5161f1c,0,0,238e2d60,1,1,1,0
803,803,0,8,fc000400,7ebcf5be,7,fe12d158,0,0,cd90e7ba,1,1,1,0
804,804,0,0,14002400,a18c9f13,0,1c242e7e,0,0,2eb8faae,1,1,1,0
805,805,0,0,1400e4ff,91f918c4,0,d1bae28e,0,0,e46421dc,1,1,1,0
806,806,0,8,fc000400,25842290,0,2fa201f8,0,0,fd5ecee2,1,1,1,0
807,807,0,8,fc001400,504200c8,0,e0481a14,0,0,1efc2fc0,1,1,1,0
808,808,0,0,e4ff0400,11925420,1,0418d394,0,0,cf4ae2d6,1,1,1,0
809,809,0,0,14002400,44044841,0,17e22fa0,0,0,31d4007c,1,1,1,0
810,810,0,8,fc000400,60c83b33,4,d426de86,0,0,df481c22,1,1,1,0
811,811,0,0,f4ff2400,05c84161,8,30060840,0,0,04c2d076,1,1,1,0
812,812,0,8,fc000400,10949c11,1,dcb01442,0,0,19c2317a,1,1,1,0
813,813,0,0,0400f4ff,6b51c410,9,0ac8d52e,0,0,d118dd2e,1,1,1,0
814,814,0,0,1400f4ff,12860740,2,11b230d6,0,0,326807ba,1,1,1,0
815,815,0,0,14002400,e68049d3,0,d7ccd9f8,0,0,db5a16a2,1,1,1,0
816,816,0,2,1400fc00,06104120,a,30040e48,0,0,0a4ad300,1,1,1,0
817,817,0,2,1400fc00,40208812,5,d8140fa2,0,0,131233be,1,1,1,0
818,818,0,0,24003400,42141340,0,1026d946,0,0,d568d8a2,1,1,1,0
819,819,0,2,1400fc00,4662a114,0,0cfc30a2,4,0,32a60d3a,1,1,1,0
820,820,0,0,14000400,30982f04,0,db68d62c,0,0,d69a10ea,1,1,1,0
821,821,0,2,14007c00,11641840,b,30481328,0,0,10f8d66a,1,1,1,0
822,822,0,2,1400fc00,954516b0,0,d44c0962,0,0,0dea32da,1,1,1,0
823,823,0,0,14002400,7d88c144,4,162edde0,0,0,d81ad586,1,1,1,0
824,824,0,2,0400fc00,62463b11,0,06123068,0,0,33d213be,1,1,1,0
825,825,0,0,14002400,42907248,5,df98d318,0,0,d3ae0a12,1,1,1,0
826,826,0,0,e4ff0400,21402014,2,2f161976,0,0,1610db1a,1,1,1,0
827,827,0,2,d4fffcff,8d058432,0,d2020364,0,0,073a32a8,1,1,1,0
828,828,0,8,fc000400,8ed9f998,4,1bbae188,0,0,dda2d148,1,1,1,0
829,829,0,8,fc000400,23dadba0,0,00842e88,0,0,31aa1948,1,1,1,0
830,830,0,0,14000400,7f98d991,1,e422d10c,0,0,d01204c2,1,1,1,0
831,831,0,2,f4fffc00,d3caddf6,3,2d061e48,0,0,1cd6df92,1,1,1,0
832,832,0,0,14000400,49193937,1,d0c6fc8c,0,0,00023158,1,1,1,0
833,833,0,8,fc002400,49c468d8,0,20e0e682,0,0,e24ccff4,1,1,1,0
834,834,0,0,04002400,52d93de2,0,f97c2c54,0,0,30e61eaa,1,1,1,0
835,835,0,2,1400fc00,3d2c76af,2,e9f2cfe0,0,0,cea0fd0c,1,1,1,0
836,836,0,8,fcffe4ff,9d3b3758,2,2a8a22b4,0,0,2152e56e,1,1,1,0
837,837,0,0,e4ff0400,5b7c7874,8,cfc0f6fe,0,0,fafc2e84,1,1,1,0
838,838,0,0,04001400,076dccdd,2,2434ec74,0,0,e79ecd88,1,1,1,0
839,839,0,0,e4fff4ff,dfe67999,9,f38e2988,0,0,2dda23c0,1,1,1,0
840,840,0,2,0400fcff,96d93425,4,ef34cff8,0,0,cd30f78e,1,1,1,0
841,841,0,0,14002400,6077dfde,6,27b0260c,0,0,2682ea5e,1,1,1,0
842,842,0,8,fc000400,7f7578fc,0,cfcaf0ce,0,0,f32e2c22,1,1,1,0
843,843,0,0,04001400,18143965,4,28d0f124,0,0,ed2ecdca,1,1,1,0
844,844,0,0,0400e4ff,ddfc7f26,8,ee20263e,0,0,2a60288e,1,1,1,0
845,845,0,0,04001400,fddf37f4,b,f444cf1c,0,0,cd02f166,1,1,1,0
846,846,0,0,2400e4ff,d93bdd38,2,231e2ad8,0,0,2aa2f00e,1,1,1,0
847,847,0,0,f4ff0400,9fdf641c,8,cf3eebe8,0,0,eda02846,1,1,1,0
848,848,0,0,f4ff0400,86d99c6d,1,2beef794,0,0,f3feccde,1,1,1,0
849,849,0,2,0400fcff,2dc1c218,0,e8ca214e,0,0,26b62bea,1,1,1,0
850,850,0,0,1400c4ff,7beddd09,4,fa52d03e,0,0,cd26eb32,1,1,1,0
851,851,0,2,04007c00,10c1c108,5,1ffc2cf0,0,0,2df0f64e,1,1,1,0
852,852,0,2,3400fc00,e3128c41,5,d0f0e546,0,0,e822243e,1,1,1,0
853,853,0,0,04001400,44711ed9,0,2d2efec2,0,0,facecd00,1,1,1,0
854,854,0,2,1400fc00,8c1178c0,4,e3fe1cf4,0,0,21cc2e22,1,1,1,0
855,855,0,0,f4ff2400,82004840,5,01b8d13a,0,0,ce72e5e4,1,1,1,0
856,856,0,0,f4ff0400,c1902444,1,1af42e0c,0,0,3070fd6e,1,1,1,0
857,857,0,8,fc000400,41801111,0,d2c4e078,0,0,e2361f0c,1,1,1,0
