Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac4_int/tx_tdata[255:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac2_int/tx_tdata[255:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac3_int/tx_tdata[255:0],int_dac_top/top_dac4_int/syncb_buf,int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac2_int/syncb_buf,int_dac_top/top_dac3_int/syncb_buf,int_dac_top/top_dac3_int/syncb_logic,int_dac_top/top_dac4_int/syncb_logic,int_dac_top/top_dac1_int/syncb_logic,int_dac_top/top_dac2_int/syncb_logic,sysref_logic,sysref_o,int_dac_top/top_dac1_int/tx_aresetn,int_dac_top/top_dac3_int/tx_aresetn,int_dac_top/top_dac2_int/tx_aresetn,int_dac_top/top_dac4_int/tx_aresetn
289,289,0,0,27223904,c2e8e03551fc91283d104a179222bb038431cfef9f3b79dde43f84ceea3d65c4,0,cdfabb29,9ac9d33faed62a3ecde76d364afb5c293d0f3f18b221c304dc30cff03d3b58de,0,99dd13fc,f81649ca6303aad77aeffde82fdd90fc4cce791046c4c62217c0ac312ac2b63b,f,bcbcbcbc,dd2e96e34f27cddac01ef8d267154bcc820bf0c651010cc318f7b7c019ed01c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
290,290,0,0,033e8ac4,9431b7efa83b64dde63f74cee33d5cc4d2351bc07d281ac2321727caa20379d7,0,173baede,550f2718c821aa04ec30b7f0473b43ded53f1ccf243ebec45f362cc04829d9c1,0,10c2913b,3cce92103dc4db2216c0bc3130c2bf3b57cae93fbdd7d33d14e9b035a9fc4d28,f,bcbcbcbc,95f02437b0fa9e3bee04913e0c0fea3fc718a03fe021b53d1a2a353a41313735,0,0,0,1,0,1,1,1,0,0,1,1,1,1
291,291,0,0,07042bd7,c53519c06a2820c21b1735ca89038cd79fefd9e84fdd6afc64ce551053c4a722,0,9529c1c1,d73f0ccf1e3eb5c452362ac03529dfc11018a7c99004c1d69ef0e4e72ede63fb,0,45fc9b28,64caeb3fd1d7cc3d2ce9a235c2fc3928aa10e016f0224a03cc3162efc83b1add,f,bcbcbcbc,f5ea11c096e15bc1fed83fc466d1abc8ffca82cef4c59dd566c2cedd6bc0dfe6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
292,292,0,0,78c45222,87eff1e83add83fc54ce6d104ac4bc2218c0a43127c2b13b42cae73fa0d7dd3d,0,83defffa,f917b5c97704d4d686f0fbe718de7cfbfcce6e0fabc4dd2128c0fc30e5c1503b,0,a43b6edd,c210c91606233103dc314aefd13b05ddec3f2ccec63d34c4953515c0262837c2,f,bcbcbcbc,a932ef3340384d2d663c8225003fc21cfe3f4413573f4909123d10ff3c39def4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
293,293,0,0,52d7f63d,17c0b4312dc2ba3b50cae93fb3d7d63d08e9b7359dfc562886100317d1227003,0,cdc12a3b,ecce860fa2c4f22127c00c31ebc15a3bc2c9d83fe8d6183e13e8453695fb2229,0,74281dc2,ed3f1dcebf3d2bc4873513c012283dc2b11672ca1803e4d732ef43e9f0dcdbfc,f,bcbcbcbc,33c0f5e836c0c7f2dbc1f0fc17c52c07d5c93a11f7cfd71a53d7c323badfc62b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
294,294,0,0,7c22d403,20e9a935b6fc43289e10ec16e6225703c4316eefc33b25ddea3f44ced03d41c4,0,31fb6f29,cfc9da3ffbd6123e2ae83736aefb0f299f0fe21708225e041c316ef0633b03de,0,44dd77fc,9a1680caff02f8d719ef5be9dbdcf4fc0dcedb1022c41b2312c0eb3144c2da3b,f,bcbcbcbc,3138a8f29632d8e8af2b9fdfa9233bd7ba1ae2cf1c11c4c90d070ac5d0fcd3c1,0,0,1,1,0,1,1,0,0,0,1,1,1,1
295,295,0,0,ea3d65c4,d43156efcc3b10ddeb3f34cec93d38c49c3515c02f2834c2d4165eca3e03c7d7,0,3d3b58de,b70fca171d2245042c3155f06c3beedddc3fdcce0c3e98c42a3625c0fb28f1c1,0,2ac2b63b,fdcdf31019c4302311c0fb314bc2e33b8ecaee3f0cd8b93d72e979350dfdfe27,f,bcbcbcbc,b1e1632d13eb0134fdf44a3930ff1b3d68095c3f6213fd3fde1cfb3e9c255c3c,0,0,0,1,0,1,1,1,0,0,1,1,1,1
296,296,0,0,a20379d7,8e3514c01c283ac2bd166bca2503dad73eef37e9fadccffc24ceb6102fc4fb22,0,4829d9c1,de3fccce063e8fc41d3623c0e828f7c1b317ddc92c040ed73df041e8d9ddc7fb,0,a9fc4d28,9ccaef3f1fd8b23d8ae96b3527fdeb270b1182164523e6020b3201efec3bc6dc,f,bcbcbcbc,91fa54c177f010c0c2e66fc0b3dd6ec285d501c66ece11cb9bc87bd134c417d9,0,0,0,1,0,1,1,1,0,0,1,1,1,1
297,297,0,0,53c4a722,25ef4fe9e5dce8fc15cece1026c4102313c0e33141c2d53b79caed3feed7c33d,0,2ede63fb,9c17eac9130422d725f059e8c3dde0fbbbcecf0f86c4322222c03d31fdc1763b,0,c83b1add,23116b165923cd021a32e9eef43bb1dcf13fedcdab3d10c45e3510c0d72751c2,f,bcbcbcbc,6827933bf22e143749352c31423a022abd3dc521a33faa18e83fee0e8a3ecf04,0,0,0,1,0,1,1,1,0,0,1,1,1,1
298,298,0,0,a0d7dd3d,12c0f33147c2de3b87caee3f02d8bc3d66e9803501fd0828e710a51625230c03,0,e5c1503b,abcee80f7cc4472220c04d3104c27f3bf8c9df3f35d7003e70e80f36f9fbd528,0,262837c2,f23fdecda53d07c450350fc0c32758c25316a9cab40233d8d1eea1e99cdc40fd,f,bcbcbcbc,70c3e6dae9c0b2e301c037edbbc037f715c37001fec6a10b5dcc85150ed3db1e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
299,299,0,0,d1227003,7ee972351afdf427ff108e163a23f30203320defe73bd0dcef3f05ceb53d1dc4,0,95fb2229,05cae13f48d7f93d88e8023613fcc128001084175d22fa035d310cf0883baedd,0,f0dcdbfc,3c16b7ca9b0247d8b8eeb9e987dc59fdcecd3b11ffc36e230ec02a325fc2fd3b,f,bcbcbcbc,063e9002b63a54f8e6354aeeb42fb5e44928d2dbd61fddd3921609cdbb0c83c7,0,0,0,1,0,1,1,1,0,0,1,1,1,1
300,300,0,0,d03d41c4,1332f5eef03bbbdcf03ff5cdaf3d14c4643511c0e1274ec2761695cad90215d8,0,633b03de,18106d177222e1036d31f4ef913b99dde23f9bcef33d73c4f4351ec0ae280ac2,0,44c2da3b,bfcd5411f6c383230dc03a3266c2063cc5caf33f5ad89e3dd0e9423572fdb027,f,bcbcbcbc,b0d4cf20c2dc2829bbe5733061ef7f3673f9273bb0034b3ed50dd63fa017bf3f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
301,301,0,0,3e03c7d7,57350fc0cd2755c25f16a2cac00229d8ddee95e9a7dc33fde6cd17110cc44f23,0,fb28f1c1,e43f8bceed3d6ac4e7351dc09b2810c2551713cac8035cd7dcef9fe884dd2cfc,0,0dfdfe27,d3caf43f6ed8973de8e934358bfd9c276c112416982382024932a0ee0f3c72dc,f,bcbcbcbc,840a7dc64f00bfc219f692c023ec06c0b0e21cc1fcd9d0c342d20dc8b4cbbacd,0,0,0,1,0,1,1,1,0,0,1,1,1,1
302,302,0,0,2fc4fb22,c5eeade992dc4cfdd6cd2f1103c464230ec022325bc2f93bb0caf13f3dd8a83d,0,d9ddc7fb,3e1720caaf036fd7c3efb6e86edd45fc7cce311061c487221cc07c3116c29b3b,0,ec3bc6dc,84110c16ad236802593288ee173c5ddcf53fafcd903dedc326350cc088276cc2,f,bcbcbcbc,b419823fb9226e3ddb2ac839e331a634a5372c2efa3b8326c53edd1df53f7314,0,0,0,1,0,1,1,1,0,0,1,1,1,1
303,303,0,0,eed7c33d,0dc0323262c2013cbecaf23f50d8a13dc4e9493565fdb927481147167923a702,0,fdc1763b,6cce491058c49c221ac08c311dc2a43b2ecae53f83d7e63dcee8d9355efc8728,0,d72751c2,f63fa0cd893de4c318350bc0742773c2f515e1ca4f0282d870eeffe948dca4fd,f,bcbcbcbc,70ca26cf89c55fd622c2a9de50c0cde71fc090f191c1b1fb9dc4ef052ec90610,0,0,0,1,0,1,1,1,0,0,1,1,1,1
304,304,0,0,25230c03,dce93b357efda627601130168e238e024132acee0a3c7ddcf33fc6cd9a3dfac3,0,f9fbd528,3bcae73f96d7e03de5e8cb3577fc742861102717b12296039c31abefad3b59dd,0,9cdc40fd,dd15efca360296d858ee17ea34dcbdfd90cd9c11dcc3c2230ac068327ac2203c,f,bcbcbcbc,00404e12313f4a08c33c0ffec738e1f3563302ea952cb4e0b02433d8da1bb7d0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
305,305,0,0,b53d1dc4,513294ee133c68dcf43fb7cd943df1c32d350cc0922769c21816ccca750264d8,0,883baedd,79100f17c6227d03ac3193efb63b44dde83f5cced93d4fc4be3519c0602823c2,0,5fc2fd3b,81cdb411d3c3d72309c0783281c2283cfdcaf63fa9d8823d2fea0a35d6fd6127,f,bcbcbcbc,60ca3112a3d0c01b1bd898249ae0802ce6e94533c4f3b938f1fdb93c2c082c3f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
306,306,0,0,d90215d8,1f350bc07e2770c20116daca5c0278d87ceef4e953dc98fda7cd7811e9c3a323,0,ae280ac2,e93f4cced33d46c4b03517c04d282ac2f81649ca6303aad77aeffde82fdd90fc,0,72fdb027,0bcbf73fbdd87b3d46eafc34f0fd4d27cc11c615ec231d02873240ee313c1fdc,f,bcbcbcbc,cf193acf23103dc90d06a8c4cffb98c1adf121c0e9e74dc0c2de1ac276d67dc5,0,0,0,1,0,1,1,1,0,0,1,1,1,1
307,307,0,0,0cc44f23,64ee0bea3edcb1fd98cd9011e0c3b8230ac0603277c21c3ce8caf53f8cd88d3d,0,84dd2cfc,e01657ca4a03bdd762ef14e91adda9fc3cce92103dc4db2216c0bc3130c2bf3b,2,0f3cfcdc,e511ae1500240402973227ee3a3c0adcf83f71cd743dcbc3ed3408c0392788c2,f,bcbcbcbc,660a7e3f5714f63fc31dcb3e6b26043c172eb4379534f631bb39f12a663dd222,0,0,1,1,0,1,1,0,0,0,1,1,1,1
308,308,0,0,3dd8a83d,0ac070327ec2243cf6caf63f9fd8863d23ea1135cafd6a27a811e915cc234302,0,16c29b3b,2cceaa1034c4f02215c0cc3137c2c83b64caeb3fd1d7cc3d2ce9a235c2fc3928,0,88276cc2,f93f62cd6d3dc2c3df3408c025278fc296151acbeb01d1d80fee5eeaf5db09fe,f,bcbcbcbc,c6d470c6cccda3cb1cc82ed2dac3e4d922c195e207c007ec8ec0fbf5b6c23100,0,0,0,1,0,1,1,1,0,0,1,1,1,1
309,309,0,0,7923a702,3aea0335e3fd5727c011d115e1232a027f324cee2d3c29dcf73f88cd7f3dd8c3,0,5efc8728,72caec3fe4d7c63d43e99535dbfc2628c210c91606233103dc314aefd13b05dd,0,48dca4fd,7f1528cbd201e5d8f7ed76eae0db22fe52cdfd11bac3152407c0a63296c2423c,f,bcbcbcbc,ff3de920bd3fbc17583ff30d523ece03333b91f98f367def8630d6e53f29dbdc,0,0,0,1,0,1,1,1,0,0,1,1,1,1
310,310,0,0,9a3dfac3,8f3234ee353c14dcf83f79cd783dcfc3f53409c0432785c2ba1504cb1002b3d8,0,ad3b59dd,db10b1161b231803eb3132efda3bf0dced3f1dcebf3d2bc4873513c012283dc2,0,7ac2203c,43cd1512b1c32a2406c0b5329dc24a3c36cbfa3ff9d8663d8dead1343bfe1127,f,bcbcbcbc,66c3720275c79d0cf7cc7616c7d3bc1fbadb32289ae4a02f2deed63536f8ab3a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
311,311,0,0,750264d8,e63408c02f278cc2a21513cbf701c7d81bee52ea00dcfcfd69cdd911c6c3f623,0,602823c2,ee3f0dceb93d22c4793512c0fe2744c29a1680caff02f8d719ef5be9dbdcf4fc,0,d6fd6127,44cbfa3f0dd95f3da5eac33454fefd262d1267153f24b901c532dfed533cccdb,f,bcbcbcbc,8027ffdaf61e24d3a1156fccbe0b0cc78e011ec354f7c0c053ed00c0cde3e4c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
312,312,0,0,e9c3a323,03ee6aeaebdb15fe5acdf111bec30b2407c09e3293c23e3c21cbf83fdbd8713d,0,2fdd90fc,82168ecae6020cd801ef72e9c6dc0dfdfdcdf31019c4302311c0fb314bc2e33b,0,313c1fdc,45124f1553249f01d432c7ed5b3cb7dbfb3f34cd583da9c3b53405c0e926a4c2,f,bcbcbcbc,73fa883bb104843ed10ee73f8f18a63fac21c53dec294e3a193159350537062f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
313,313,0,0,8cd88d3d,06c0ae329ac2463c2fcbf93fefd86a3d81ead8342efe1b2709128a152024de01,0,30c2bf3b,edcd0b1110c4452310c00b3251c2ec3b9ccaef3f1fd8b23d8ae96b3527fdeb27,0,392788c2,fb3f25cd513da1c3a63405c0d526acc2381552cb860121d9afedbdeaa2db6dfe,f,bcbcbcbc,cce14ec12ed929c490d18cc822cb5bce0ec66fd576c29add72c0a7e60fc05af0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
314,314,0,0,cc234302,99eaca3447fe0727211273153424c501bd32ebed4f3cd6dbfa3f4bcd633db6c3,0,c2fc3928,a9caf13f33d8ab3da1e95e3540fdd72723116b165923cd021a32e9eef43bb1dc,0,f5db09fe,201561cb6d0135d997edd4ea8edb86fe15cd5d1298c3682404c0e332b3c2643c,f,bcbcbcbc,2338782d523cb425f63ef81cfd3f7f13603f8509243d4eff57391bf512342feb,0,0,0,1,0,1,1,1,0,0,1,1,1,1
315,315,0,0,7f3dd8c3,cc32d3ed573cc1dbfb3f3bcd5c3dadc3bc3406c0f326a1c25b153dcbac0103d9,0,d13b05dd,3b1153166e23b4022a32d1eefd3b9cdcf23fdecda53d07c450350fc0c32758c2,0,96c2423c,06cd751290c37d2404c0f232bac26c3c6fcbfc3f49d94a3decea98349ffec126,f,bcbcbcbc,31c08bf2ccc1b3fcffc4ef06b5c9ff10cecf9f1a24d7902386df992bbce88332,0,0,0,1,0,1,1,1,0,0,1,1,1,1
316,316,0,0,1002b3d8,ae3405c0df26a8c243154bcb930117d9bbedb1eaaddb61fe2ccd3912a5c34924,0,12283dc2,f33fcecd9e3dffc342350ec0b0275fc23c16b7ca9b0247d8b8eeb9e987dc59fd,0,3bfe1127,7dcbfd3f5dd9423d04eb8a34b9fead268d1208159124540102337fed743c79db,f,bcbcbcbc,bb3211e9db2bd4dfdc236ad7f21a0bd05711e5c94a0722c50dfde2c1e4f238c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
317,317,0,0,c6c3f623,a3edc8ea98db7afe1dcd51129cc35e2405c0db32afc25f3c5acbfb3f2bd9543d,0,dbdcf4fc,2416c5ca82025ad8a0eed0e972dc72fdbfcd5411f6c383230dc03a3266c2063c,0,533cccdb,a512f014a6243b01113367ed7c3c64dbfd3ff7cc3b3d88c37b3403c09926c1c2,f,bcbcbcbc,d9eadd33c1f42e39f3fe093d2b09533f2813fe3fa71c063f6a25703c382d4e38,0,0,0,1,0,1,1,1,0,0,1,1,1,1
318,318,0,0,dbd8713d,04c0eb32b6c2683c68cbfc3f3fd94d3de0ea9f3493fecb2669122c1572247a01,0,4bc2e33b,afcd6c11edc398230cc049326cc20f3cd3caf43f6ed8973de8e934358bfd9c27,0,e926a4c2,fe3fe8cc343d80c36d3403c08526c9c2d9148ccb220171d94fed1ceb50dbd2fe,f,bcbcbcbc,b2f013c0fbe668c0e7dd5dc2b3d5e7c594ceeecabac851d14ac4e6d861c17be1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
319,319,0,0,2024de01,f8ea9134acfeb7268112141587246101fa328bed703c83dbfc3f0ecd463d94c3,0,27fdeb27,e1caf53f82d8903dffe92635a4fd882784110c16ad236802593288ee173c5ddc,0,a2db6dfe,c1149acb090185d937ed33eb3bdbebfed9ccbd1277c3bb2402c02033d0c2853c,f,bcbcbcbc,c92e333727355431283a312aad3df9219d3fe318ec3f290f973e0c05a93bcefa,0,0,0,1,0,1,1,1,0,0,1,1,1,1
320,320,0,0,633db6c3,093373ed783c6fdbfd3ffecc3f3d8cc3833403c0a326bec2fc1476cb470153d9,0,f43bb1dc,9c11f515c2234f02683270ee203c48dcf63fa0cd893de4c318350bc0742773c2,0,b3c2643c,caccd5126fc3cf2402c02f33d7c28d3ca9cbfe3f99d92c3d4beb5f3404ff7126,f,bcbcbcbc,f4c07be301c0fcecb2c0faf602c33301e3c6640b39cc4b15e3d2a61eb5da3827,0,0,0,1,0,1,1,1,0,0,1,1,1,1
321,321,0,0,ac0103d9,743403c08f26c5c2e41485cb2e0167d95bed10eb5adbc5feefcc991284c39c24,0,c32758c2,f63f90cd823ddcc30a350ac061277ac2dd15efca360296d858ee17ea34dcbdfd,0,9ffec126,b7cbfe3fadd9253d63eb50341dff5d26ed12a914e424f0003e331fed953c27db,f,bcbcbcbc,cf3a91f8073685eedc2fece4782805dc0b2009d4cc162ecdf70ca0c7cd0284c3,0,0,1,1,0,1,1,0,0,0,1,1,1,1
322,322,0,0,a5c34924,43ed27eb45dbdefee0ccb1127bc3b02402c01833ccc2803c93cbfd3f7bd9373d,0,87dc59fd,c615fdca1d02a9d840ee2fea1fdcd6fd81cdb411d3c3d72309c0783281c2283c,0,743c79db,05139114f824d6004d3307ed9d3c12dbff3fbacc1e3d67c3423401c04926dfc2,f,bcbcbcbc,8fdcf92883e54a3025ef5f3636f9103b73033d3e9a0dd23f6717c53f9b20153e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
323,323,0,0,2bd9543d,02c02733d4c2893ca1cbfe3f8fd9303d3feb6634f7fe7b26c912cd14c5241501,0,66c2063c,71cdcc11cbc3ec2308c0873288c2313c0bcbf73fbdd87b3d46eafc34f0fd4d27,0,9926c1c2,ff3fabcc163d5fc3333401c03526e6c27914c6cbbd00c1d9efec7bebfeda36ff,f,bcbcbcbc,8d00d1c255f69bc05dec04c0e6e211c12edabbc36dd2f0c7d8cb94cd98c683d4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
324,324,0,0,72247a01,57eb573410ff6726e112b514d924fc0036332bed913c31dbfe3fd1cc293d73c3,0,8bfd9c27,1acbf83fd1d8743d5eeaed3409fe3927e511ae1500240402973227ee3a3c0adc,0,50dbd2fe,6214d4cba400d5d9d7ec92ebe9da4fff9ccc1d1357c30d2501c05c33eec2a53c,f,bcbcbcbc,86227f3dad2ae239bd31c9348737562ee43bb426b93e131ef33fad14893fc00a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
325,325,0,0,463d94c3,463313ed993c1cdbff3fc2cc213d6bc3493402c05326dbc29d14b0cbe300a3d9,0,173c5ddc,fd1196151524eb01a6320fee423cf5dbf93f62cd6d3dc2c3df3408c025278fc2,0,d0c2853c,8dcc35134fc3212501c06b33f5c2ad3ce3cbff3fead90f3daaeb253468ff2126,f,bcbcbcbc,a2c531d631c274de56c094e71bc054f184c174fb86c4b2050ec9cb0fffce7c19,0,0,0,1,0,1,1,1,0,0,1,1,1,1
326,326,0,0,470153d9,3a3401c03f26e2c28514becbca00b7d9fbec6feb08db2affb3ccf91263c3ee24,0,742773c2,fa3f52cd663dbac3d13407c0112796c27f1528cbd201e5d8f7ed76eae0db22fe,0,04ff7126,f1cbff3ffed9073dc2eb163482ff0c264d134a1436258b007a33bfecb53cd5da,f,bcbcbcbc,3a3f8608d63c4cfee3381df47b333ceac12ce9e0e22463d8121ce0d0891292ca,0,0,0,1,0,1,1,1,0,0,1,1,1,1
327,327,0,0,84c39c24,e3ec87ebf3da43ffa4cc11135bc3022501c05533eac2a13ccdcbff3fcbd91a3d,0,34dcbdfd,671536cbb901f9d8dfed8deaccdb3bfe43cd1512b1c32a2406c0b5329dc24a3c,0,953c27db,651332144a2572008933a7ecbd3cc0da00407fccff3c47c3073400c0f825fdc2,f,bcbcbcbc,79d0881becd7652465e0542cade9203387f39c38b4fda63cef07223ff7110040,0,0,0,1,0,1,1,1,0,0,1,1,1,1
328,328,0,0,7bd9373d,01c06433f1c2a93cdbcbff3fdfd9123d9eeb2c345cff2b2629136e141725b100,0,81c2283c,34cd2d12a9c33f2405c0c532a4c2533c44cbfa3f0dd95f3da5eac33454fefd26,0,4926dfc2,004070ccf83c3fc3f93300c0e42504c31a1400cc590012da8fecdaebacda9bff,f,bcbcbcbc,5e105dc94a06bfc40cfca6c1e9f125c021e847c0f7de0bc2a4d665c561cf3fca,0,0,0,1,0,1,1,1,0,0,1,1,1,1
329,329,0,0,c5241501,b6eb1d3475ff1626411356142b2598007333cbecb13cdfdaff3f95cc0b3d53c3,0,f0fd4d27,52cbfb3f21d9583dbdeab5346dfee92645124f1553249f01d432c7ed5b3cb7db,0,feda36ff,02140fcc400026da77ecf2eb97dab4ff61cc7d1337c35e2500c098330cc3c53c,f,bcbcbcbc,1d14f83f8c1dd73e3a26193ced2dd23772341c32a0391e2b543d0623763f071a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
330,330,0,0,293d73c3,8133b3ecb93ccada004086cc033d4bc30f3401c00226f9c23e14eacb7e00f4d9,0,3a3c0adc,5d12381568248601e332afed643ca2dbfb3f25cd513da1c3a63405c0d526acc2,0,eec2a53c,52cc95132fc3732500c0a73314c3cd3c1dcc00403bdaf03c0aecea33cdffd025,f,bcbcbcbc,f2cd80cb3ac803d2efc3b3d92ec15fe208c0cdeb87c0bff5a5c2f4ff55c62a0a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
331,331,0,0,e300a3d9,003400c0ee2501c32614f9cb650008da9becceebb6da8eff77cc591343c34025,0,25278fc2,fc3f15cd4a3d98c3983404c0c126b3c2201561cb6d0135d997edd4ea8edb86fe,0,68ff2126,2ccc00404fdae83c22ecdb33e6ffbb25ad13ea1387252600b5335fecd53c83da,f,bcbcbcbc,b73ff417dd3f2e0e603e0b044a3bcef9af36b9efae300ee66e290edd1e21f3d4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
332,332,0,0,63c3ee24,83ece6eba2daa7ff68cc71133bc3542500c0903308c3c13c07cc00401cdafc3c,0,e0db22fe,08156fcb540149d97fedecea79db9ffe06cd751290c37d2404c0f232bac26c3c,0,b53cd5da,c513d2139c250d00c43347ecdc3c6fda004043cce13c28c3cd3300c0a7251bc3,f,bcbcbcbc,59c7610cd2cc3d169bd3871f87db022862e4772ff3edb435f9f7923a3502ef3d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
333,333,0,0,cbd91a3d,00c09f3310c3c93c16cc004030daf43cfeebf133c0ffda2589130e1469254c00,0,9dc24a3c,f7cc8d1288c3912403c00233c1c2743c7dcbfd3f5dd9423d04eb8a34b9fead26,0,f825fdc2,004034ccd93c20c3be3300c0932523c3bb133bccf4ff63da2fec3aec5adaffff,f,bcbcbcbc,2b1f4fd3da1593ccfa0b28c7cb0131c391f7c9c08eed00c004e4dac031db52c3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
334,334,0,0,1725b100,16ece333daffc525a113f6137d253300ae336becd13c8dda004059ccec3c33c3,0,54fefd26,8ccbfd3f71d93b3d1ceb7b34d2fe9926a512f014a6243b01113367ed7c3c64db,0,acda9bff,a3134accdbff77da17ec51ec46da180026ccdd1318c3b02500c0d3332bc3e43c,f,bcbcbcbc,7404773e950ee33f5618ad3f7721d53dbe29673af2307b35e536302f713bb027,0,0,1,1,0,1,1,0,0,0,1,1,1,1
335,335,0,0,0b3d53c3,bd3353ecd83c79da00404bcce53c2bc3d43300c0b12518c3de1325cc1a0045da,0,5b3cb7db,bd12d914bb24220120334fed853c50dbfe3fe8cc343d80c36d3403c08526c9c2,0,0cc3c53c,17ccf51310c3c42500c0e23333c3ec3c58cc00408cdad13c69ecaf3331007e25,f,bcbcbcbc,5fd913c4bad16ec844cb34ce28c641d587c267dd79c06fe60cc01ff042c136fa,0,0,0,1,0,1,1,1,0,0,1,1,1,1
336,336,0,0,7e00f4d9,c53300c09d251fc3c61333cc010059da3bec2eec64daf3ff3cccb91324c39125,0,d526acc2,fe3fd9cc2c3d77c35f3402c07126d0c2c1149acb090185d937ed33eb3bdbebfe,0,cdffd025,67cc0040a0dac93c81eca0334b006a250d148b13d925c2fff033ffebf33c32da,f,bcbcbcbc,3d3ce525ea3e2f1dfb3fb913693fc209363d8bff723957f5363469eba32d02e2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
337,337,0,0,43c34025,23ec45ec50da0c002dccd1131cc3a62500c0cc3327c3e03c42cc00406ddadd3c,0,8edb86fe,a914a9cbf00099d91fed4beb27db04ffcaccd5126fc3cf2402c02f33d7c28d3c,0,d53c83da,25147313ed25a9ffff33e7ebfb3c1dda004008ccc13c09c3913300c056253bc3,f,bcbcbcbc,bec175fce7c4b30694c9c410a6cf671af5d65d2351df6c2b83e85e324ff20538,0,0,0,1,0,1,1,1,0,0,1,1,1,1
338,338,0,0,1cdafc3c,00c0da332fc3e83c51cc004082dad53c5decb63325008925e913af13ba25e8ff,0,bac26c3c,bacced1267c3e42401c03e33dfc2953cb7cbfe3fadd9253d63eb50341dff5d26,0,a7251bc3,0040facbb93c01c3823300c0412543c35b1376cc90ffb5dad0eb99ec09da6400,f,bcbcbcbc,082c09e00f249ad7291b33d0921106ca87073bc54bfdf1c120f33dc04ae92cc0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
339,339,0,0,69254c00,75eca8333e00742501149713ce25cfffe9330becf03c3cda00401ecccd3c14c3,0,b9fead26,c6cbff3fc1d91e3d7beb423436ff492605139114f824d6004d3307ed9d3c12db,0,5adaffff,431385cc77ffc9dab8ebb1ecf5d97d00ebcb3c14f9c2012601c00e344bc3033d,f,bcbcbcbc,85f41339b5fef63cef084a3fed12ff3f701c103f3825843c0c2d6b38b933e032,0,0,0,1,0,1,1,1,0,0,1,1,1,1
340,340,0,0,ec3c33c3,f833f3ebf73c27da004010ccc53c0dc3993300c0602537c37f1360ccb5ff96da,0,7c3c64db,1d1379140d25bd005c33efeca53cfedaff3fabcc163d5fc3333401c03526e6c2,0,2bc3e43c,dccb5414f2c2152601c01c3452c30a3d94ccff3fdedab13cc9ec733396002d25,f,bcbcbcbc,33e761c01bde4dc2e1d5cec5bbcecccad9c827d160c4b6d86ec146e116c09fea,0,0,0,1,0,1,1,1,0,0,1,1,1,1
341,341,0,0,1a0045da,8a3300c04b253fc367136fcc9cffaadadbeb8dec13da570001cc191405c3e325,0,8526c9c2,ff3f9ccc0f3d57c3253401c02126eec26214d4cba400d5d9d7ec92ebe9da4fff,0,31007e25,a3ccff3ff2daaa3ce1ec6433af0018256c142b1329265dff2b34a0eb123de1d9,f,bcbcbcbc,04357a310f3a5f2a9c3d2d22963f1b19ee3f650fa43e4905bf3b0bfb5237eef0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
