Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac4_int/tx_tdata[255:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac2_int/tx_tdata[255:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac3_int/tx_tdata[255:0],int_dac_top/top_dac4_int/syncb_buf,int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac2_int/syncb_buf,int_dac_top/top_dac3_int/syncb_buf,int_dac_top/top_dac3_int/syncb_logic,int_dac_top/top_dac4_int/syncb_logic,int_dac_top/top_dac1_int/syncb_logic,int_dac_top/top_dac2_int/syncb_logic,sysref_logic,sysref_o,int_dac_top/top_dac1_int/tx_aresetn,int_dac_top/top_dac3_int/tx_aresetn,int_dac_top/top_dac2_int/tx_aresetn,int_dac_top/top_dac4_int/tx_aresetn
819,819,0,0,f43bb1dc,9c11f515c2234f02683270ee203c48dcf63fa0cd893de4c318350bc0742773c2,0,7c22d403,20e9a935b6fc43289e10ec16e6225703c4316eefc33b25ddea3f44ced03d41c4,2,f1c3fc23,1bee52ea00dcfcfd69cdd911c6c3f62308c08f328cc2353c13cbf83fc7d8783d,f,bcbcbcbc,023495324b39ad2b1c3da8235c3fb91afd3f1a11fb3e0c075b3ccffc3038a7f2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
820,820,0,0,c32758c2,f63f90cd823ddcc30a350ac061277ac2dd15efca360296d858ee17ea34dcbdfd,0,ea3d65c4,d43156efcc3b10ddeb3f34cec93d38c49c3515c02f2834c2d4165eca3e03c7d7,0,78d8943d,07c09e3293c23e3c21cbf83fdbd8713d6aeae63415fe2f27f111a2150b24f701,f,bcbcbcbc,10c014eb6fc0fff46fc231ff02c6690912cb64137cd1df1c18d99d25b3e1642d,0,0,1,1,0,1,1,0,0,0,1,1,1,1
821,821,0,0,87dc59fd,c615fdca1d02a9d840ee2fea1fdcd6fd81cdb411d3c3d72309c0783281c2283c,0,a20379d7,8e3514c01c283ac2bd166bca2503dad73eef37e9fadccffc24ceb6102fc4fb22,0,b8235c02,81ead8342efe1b2709128a152024de01ae3203ee463cebdbf93f5acd6a3dbec3,f,bcbcbcbc,133775f02b31c1e6012ab2ddc42184d5a9186dceec0e9ac8ce0433c490fa54c1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
822,822,0,0,66c2063c,71cdcc11cbc3ec2308c0873288c2313c0bcbf73fbdd87b3d46eafc34f0fd4d27,0,53c4a722,25ef4fe9e5dce8fc15cece1026c4102313c0e33141c2d53b79caed3feed7c33d,0,863de0c3,bd32ebed4f3cd6dbfa3f4bcd633db6c3ca3406c007279ac273152fcbc501efd8,f,bcbcbcbc,b3e3f32e38ed4a3538f7423a7201bd3da20ba33f8615e83fdd1e8a3e6927923b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
823,823,0,0,8bfd9c27,1acbf83fd1d8743d5eeaed3409fe3927e511ae1500240402973227ee3a3c0adc,0,a0d7dd3d,12c0f33147c2de3b87caee3f02d8bc3d66e9803501fd0828e710a51625230c03,0,2a029fd8,bc3406c0f326a1c25b153dcbac0103d9d3ed99eac1db47fe3bcd2112adc33424,f,bcbcbcbc,52f8e9c049ee01c0b3e4bcc0d1db16c3dcd3ffc608cd5ecc82c710d36fc3e8da,0,0,0,1,0,1,1,1,0,0,1,1,1,1
824,824,0,0,173c5ddc,fd1196151524eb01a6320fee423cf5dbf93f62cd6d3dc2c3df3408c025278fc2,0,d1227003,7ee972351afdf427ff108e163a23f30203320defe73bd0dcef3f05ceb53d1dc4,0,cfc3e123,bbedb1eaaddb61fe2ccd3912a5c3492405c0cc32a8c2573c4bcbfb3f17d95c3d,f,bcbcbcbc,2929b63a7430e5358036b32f283b48284b3ed51fd73f9116bf3fb90c063e8e02,0,0,0,1,0,1,1,1,0,0,1,1,1,1
825,825,0,0,742773c2,fa3f52cd663dbac3d13407c0112796c27f1528cbd201e5d8f7ed76eae0db22fe,0,d03d41c4,1332f5eef03bbbdcf03ff5cdaf3d14c4643511c0e1274ec2761695cad90215d8,0,c7d8783d,05c0db32afc25f3c5acbfb3f2bd9543dc8eaae347afedf26511243155e249301,f,bcbcbcbc,bfc2c3dc92c0bde506c062ef1dc175f9d0c3b2030ec8d70dbbcda117b1d4d120,0,0,0,1,0,1,1,1,0,0,1,1,1,1
826,826,0,0,34dcbdfd,671536cbb901f9d8dfed8deaccdb3bfe43cd1512b1c32a2406c0b5329dc24a3c,0,3e03c7d7,57350fc0cd2755c25f16a2cac00229d8ddee95e9a7dc33fde6cd17110cc44f23,0,0b24f701,e0ea9f3493fecb2669122c1572247a01eb32a3ed683c98dbfc3f1dcd4d3d9cc3,f,bcbcbcbc,6e3d4e00c73917f6a63422ec2b2eaee28126fbd9dc1d41d27214b3cb820a7cc6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
827,827,0,0,81c2283c,34cd2d12a9c33f2405c0c532a4c2533c44cbfa3f0dd95f3da5eac33454fefd26,0,2fc4fb22,c5eeade992dc4cfdd6cd2f1103c464230ec022325bc2f93bb0caf13f3dd8a83d,0,6a3dbec3,fa328bed703c83dbfc3f0ecd463d94c3913404c0b726b6c2141568cb61013fd9,f,bcbcbcbc,60d6ba22aadedc2acee7e43191f1a637b3fbfa3bf105c63e0810f53fb519823f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
828,828,0,0,f0fd4d27,52cbfb3f21d9583dbdeab5346dfee92645124f1553249f01d432c7ed5b3cb7db,0,eed7c33d,0dc0323262c2013cbecaf23f50d8a13dc4e9493565fdb927481147167923a702,0,c501efd8,833403c0a326bec2fc1476cb470153d973edf8ea6fdbacfefecc81128cc38724,f,bcbcbcbc,480889c50dfe21c2dff34fc001ea1fc0b3e092c132d89ec4b6d02fc970ca27cf,0,0,0,1,0,1,1,1,0,0,1,1,1,1
829,829,0,0,3a3c0adc,5d12381568248601e332afed643ca2dbfb3f25cd513da1c3a63405c0d526acc2,0,25230c03,dce93b357efda627601130168e238e024132acee0a3c7ddcf33fc6cd9a3dfac3,0,adc33424,5bed10eb5adbc5feefcc991284c39c2403c00933c5c2783c85cbfd3f67d93f3d,f,bcbcbcbc,c11b303f9924c23c812cc63846335533ba38942cba3caf242c3fd91b00404d12,0,0,0,1,0,1,1,1,0,0,1,1,1,1
830,830,0,0,25278fc2,fc3f15cd4a3d98c3983404c0c126b3c2201561cb6d0135d997edd4ea8edb86fe,0,b53d1dc4,513294ee133c68dcf43fb7cd943df1c32d350cc0922769c21816ccca750264d8,0,17d95c3d,02c01833ccc2803c93cbfd3f7bd9373d27eb7434defe8f26b112e414b0242e01,f,bcbcbcbc,3dc9a4d0a8c41dd898c19be021c0e8e94dc0c5f31ac2f3fd7ec52e0861ca3312,0,0,0,1,0,1,1,1,0,0,1,1,1,1
831,831,0,0,e0db22fe,08156fcb540149d97fedecea79db9ffe06cd751290c37d2404c0f232bac26c3c,0,d90215d8,1f350bc07e2770c20116daca5c0278d87ceef4e953dc98fda7cd7811e9c3a323,0,5e249301,3feb6634f7fe7b26c912cd14c5241501273343ed893c45dbfe3fe0cc303d7bc3,f,bcbcbcbc,f63f2110cb3e0b06043ccefbb337abf1f531e7e7f02ac1ded12275d6ce1939cf,0,0,0,1,0,1,1,1,0,0,1,1,1,1
832,832,0,0,9dc24a3c,f7cc8d1288c3912403c00233c1c2743c7dcbfd3f5dd9423d04eb8a34b9fead26,0,0cc44f23,64ee0bea3edcb1fd98cd9011e0c3b8230ac0603277c21c3ce8caf53f8cd88d3d,0,4d3d9cc3,36332bed913c31dbfe3fd1cc293d73c3573402c06726d4c2b514a1cbfc008fd9,f,bcbcbcbc,a4cb59142fd2c41de6d96c2697e2182e08ec9634fdf5bc393300663d680a7e3f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
833,833,0,0,54fefd26,8ccbfd3f71d93b3d1ceb7b34d2fe9926a512f014a6243b01113367ed7c3c64db,0,3dd8a83d,0ac070327ec2243cf6caf63f9fd8863d23ea1135cafd6a27a811e915cc234302,0,61013fd9,493402c05326dbc29d14b0cbe300a3d913ed57eb1cdb10ffc2cce1126bc3d924,f,bcbcbcbc,ba17cbcdf10d1bc8cd03d9c38ff922c17cef06c0d5e58fc0dadcb7c2c5d471c6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
834,834,0,0,5b3cb7db,bd12d914bb24220120334fed853c50dbfe3fe8cc343d80c36d3403c08526c9c2,0,7923a702,3aea0335e3fd5727c011d115e1232a027f324cee2d3c29dcf73f88cd7f3dd8c3,0,8cc38724,fbec6feb08db2affb3ccf91263c3ee2401c04633e2c2993cbecbff3fb7d9213d,f,bcbcbcbc,9f0cbd3f7816d83fbd1f513e3328323ba12f8e36d7358530ab3a3e29ff3de820,0,0,1,1,0,1,1,0,0,0,1,1,1,1
835,835,0,0,d526acc2,fe3fd9cc2c3d77c35f3402c07126d0c2c1149acb090185d937ed33eb3bdbebfe,0,9a3dfac3,8f3234ee353c14dcf83f79cd783dcfc3f53409c0432785c2ba1504cb1002b3d8,0,67d93f3d,01c05533eac2a13ccdcbff3fcbd91a3d87eb3a3443ff3f26111385140225ca00,f,bcbcbcbc,23d376c76eccf8cc0bc7c8d31ec3bbdbc0c09be400c02feee5c038f867c37302,0,0,0,1,0,1,1,1,0,0,1,1,1,1
836,836,0,0,8edb86fe,a914a9cbf00099d91fed4beb27db04ffcaccd5126fc3cf2402c02f33d7c28d3c,0,750264d8,e63408c02f278cc2a21513cbf701c7d81bee52ea00dcfcfd69cdd911c6c3f623,0,b0242e01,9eeb2c345cff2b2629136e141725b1006433e3eca93cf3daff3fa4cc123d5bc3,f,bcbcbcbc,843ef41ee73f9f15a63fbc0bc43d8d014d3a53f7583552ed052fcbe37e27feda,0,0,0,1,0,1,1,1,0,0,1,1,1,1
837,837,0,0,bac26c3c,bacced1267c3e42401c03e33dfc2953cb7cbfe3fadd9253d63eb50341dff5d26,0,e9c3a323,03ee6aeaebdb15fe5acdf111bec30b2407c09e3293c23e3c21cbf83fdbd8713d,0,303d7bc3,7333cbecb13cdfdaff3f95cc0b3d53c31d3401c01626f1c25614dbcb9800dfd9,f,bcbcbcbc,2ac4b3048dc8d20e5cce901870d5ad219bdded29a8e61a315bf0063775fa883b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
838,838,0,0,b9fead26,c6cbff3fc1d91e3d7beb423436ff492605139114f824d6004d3307ed9d3c12db,0,8cd88d3d,06c0ae329ac2463c2fcbf93fefd86a3d81ead8342efe1b2709128a152024de01,0,fc008fd9,0f3401c00226f9c23e14eacb7e00f4d9b3ecb6ebcada75ff86cc41134bc32b25,f,bcbcbcbc,b2252dd9f71c8fd17d1321cb84090dc64cff76c219f572c02deb0fc0cae14fc1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
839,839,0,0,7c3c64db,1d1379140d25bd005c33efeca53cfedaff3fabcc163d5fc3333401c03526e6c2,0,cc234302,99eaca3447fe0727211273153424c501bd32ebed4f3cd6dbfa3f4bcd633db6c3,0,6bc3d924,9becceebb6da8eff77cc591343c3402500c0813301c3b93cf9cb004008da033d,f,bcbcbcbc,b4fc523cf106f63e0011fd3fa01a603f9223243d9a2b5639843211342338772d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
840,840,0,0,8526c9c2,ff3f9ccc0f3d57c3253401c02126eec26214d4cba400d5d9d7ec92ebe9da4fff,0,7f3dd8c3,cc32d3ed573cc1dbfb3f3bcd5c3dadc3bc3406c0f326a1c25b153dcbac0103d9,0,b7d9213d,00c0903308c3c13c07cc00401cdafc3ce6eb0034a7ffee257113261454256500,f,bcbcbcbc,d3dfccc169d700c509d0b5c9e4c9cfcf22c525d7e1c187df38c0bee831c08df2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
841,841,0,0,3bdbebfe,4a14e3cb8b00ead9bfecaaebd5da68ff8dcc35134fc3212501c06b33f5c2ad3c,0,1002b3d8,ae3405c0df26a8c243154bcb930117d9bbedb1eaaddb61fe2ccd3912a5c34924,0,0225ca00,feebf133c0ffda2589130e1469254c009f3383ecc93ca2da004068ccf43c3bc3,f,bcbcbcbc,2f39da2b093ddb23533ff01afe3f5511053f4807703c0cfd4d38e3f2ba3210e9,0,0,0,1,0,1,1,1,0,0,1,1,1,1
842,842,0,0,d7c28d3c,7fcc4d1347c3362500c07a33fdc2b53cf1cbff3ffed9073dc2eb163482ff0c26,0,c6c3f623,a3edc8ea98db7afe1dcd51129cc35e2405c0db32afc25f3c5acbfb3f2bd9543d,0,123d5bc3,ae336becd13c8dda004059ccec3c33c3e33300c0c52510c3f61316cc330030da,f,bcbcbcbc,68c0c2f45ec2f4fee8c52d09efca291352d1a81ce7d86b257de1392ddaeade33,0,0,0,1,0,1,1,1,0,0,1,1,1,1
843,843,0,0,1dff5d26,00cc004012daff3cdaeb07349bfff825651332144a2572008933a7ecbd3cc0da,0,dbd8713d,04c0eb32b6c2683c68cbfc3f3fd94d3de0ea9f3493fecb2669122c1572247a01,0,9800dfd9,d43300c0b12518c3de1325cc1a0045da53ec16ec79dadaff4bcca1132bc37d25,f,bcbcbcbc,5331f9e62f2ae6ddf821b2d5e11893ce280fb9c80b0549c4cdfa60c1b1f013c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
844,844,0,0,9d3c12db,7d131a145e25590098338fecc53cacda004070ccf83c3fc3f93300c0e42504c3,0,2024de01,f8ea9134acfeb7268112141587246101fa328bed703c83dbfc3f0ecd463d94c3,0,4bc32b25,3bec2eec64daf3ff3cccb91324c3912500c0bd331fc3d83c33cc004059dae53c,f,bcbcbcbc,feec2835fcf6293a3501ad3d660b9d3f4c15eb3fa71e973e3927a83bca2e3237,0,0,0,1,0,1,1,1,0,0,1,1,1,1
845,845,0,0,3526e6c2,004061ccf03c37c3ea3300c0d0250cc302140fcc400026da77ecf2eb97dab4ff,0,633db6c3,093373ed783c6fdbfd3ffecc3f3d8cc3833403c0a326bec2fc1476cb470153d9,0,08da033d,00c0cc3327c3e03c42cc00406ddadd3c45ecc5330c009d25d113c613a6250100,f,bcbcbcbc,84ee01c0ebe4b3c003dc03c308d4e3c62dcd3acc9fc7e4d283c3b6daf3c07ce3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
846,846,0,0,e9da4fff,ea131dcc26003bda5fec0aec83dacdff52cc95132fc3732500c0a73314c3cd3c,0,ac0103d9,743403c08f26c5c2e41485cb2e0167d95bed10eb5adbc5feefcc991284c39c24,0,54256500,5decb63325008925e913af13ba25e8ffda3323ece83c50da00402dccd53c1cc3,f,bcbcbcbc,4b3006366036db2f103b77283d3e0a20d23fca16c43ff50c153ecb02ce3a8ff8,0,0,0,1,0,1,1,1,0,0,1,1,1,1
847,847,0,0,f5c2ad3c,43ccad1328c3872500c0b5331bc3d53c2ccc00404fdae83c22ecdb33e6ffbb25,0,a5c34924,43ed27eb45dbdefee0ccb1127bc3b02402c01833ccc2803c93cbfd3f7bd9373d,0,f43c3bc3,e9330becf03c3cda00401ecccd3c14c3a83300c074252fc3971351cccfff82da,f,bcbcbcbc,9ac085e504c027ef12c138f9bbc37503f0c79b0d95cd681784d49c2090dcfa28,0,0,1,1,0,1,1,0,0,0,1,1,1,1
848,848,0,0,82ff0c26,3bcc004063dae13c3aeccd33ffffa725c513d2139c250d00c43347ecdc3c6fda,0,2bd9543d,02c02733d4c2893ca1cbfe3f8fd9303d3feb6634f7fe7b26c912cd14c5241501,0,330030da,993300c0602537c37f1360ccb5ff96daf3eb75ec27da3e0010cc01140dc3ce25,f,bcbcbcbc,e13954f6c8345cec552ee5e2b2262dda121e6cd2ac14d7cbbf0a97c68b00d0c2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
849,849,0,0,bd3cc0da,dd13bb13b025f4ffd3332fece43c5ada004034ccd93c20c3be3300c0932523c3,0,72247a01,57eb573410ff6726e112b514d924fc0036332bed913c31dbfe3fd1cc293d73c3,0,2bc37d25,dbeb8dec13da570001cc191405c3e32500c0f8333fc3f73c6fcc0040aadac53c,f,bcbcbcbc,76deae2a96e7be3156f1873776fbe53bb405ba3ecc0ff33f7d19893f87227f3d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
850,850,0,0,e42504c3,004026ccd13c18c3af3300c07e252bc3a3134accdbff77da17ec51ec46da1800,0,463d94c3,463313ed993c1cdbff3fc2cc213d6bc3493402c05326dbc29d14b0cbe300a3d9,0,59dae53c,00c0063447c3ff3c7ecc0040bfdabd3ca5ec8a3370004b2530146713f7259cff,f,bcbcbcbc,4bfe31c21cf456c03aea1cc0e8e084c162d887c4dfd00fc991ca00cfa2c532d6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
851,851,0,0,97dab4ff,8b1358ccc2ff8cdaffeb69ec32da310017ccf51310c3c42500c0e23333c3ec3c,0,470153d9,3a3401c03f26e2c28514becbca00b7d9fbec6feb08db2affb3ccf91263c3ee24,0,a6250100,bdec7b338900372548144f130b2683ff1534c4eb073dffd9ff3ff2cbb53cfdc2,f,bcbcbcbc,6724d53c552ce23821337a339d38c02ca63ce124223f101c004087123a3f8508,0,0,0,1,0,1,1,1,0,0,1,1,1,1
852,852,0,0,14c3cd3c,08cc0d1409c3d92500c0f0333bc3f33c67cc0040a0dac93c81eca0334b006a25,0,84c39c24,e3ec87ebf3da43ffa4cc11135bc3022501c05533eac2a13ccdcbff3fcbd91a3d,0,d53c1cc3,2434aceb0e3debd9ff3fe4cbae3cf6c26c3301c022254fc337138dcc6affd3da,f,bcbcbcbc,bfc4edd7a5c166e0a5c0aee947c089f30bc2b5fd65c5f10740caf8117ad08a1b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
853,853,0,0,e6ffbb25,76cc0040b5dac13c99ec91336400562525147313ed25a9ffff33e7ebfb3c1dda,0,7bd9373d,01c06433f1c2a93cdbcbff3fdfd9123d9eeb2c345cff2b2629136e141725b100,0,cfff82da,5d3301c00e2556c31f139ccc51ffe8da94ebd5ecd7d9a300d5cb6014eec21f26,f,bcbcbcbc,d73e4806193c0bfcd137e7f11b3220e81d2bf5de0423a3d6061a60cf5d105cc9,0,0,0,1,0,1,1,1,0,0,1,1,1,1
854,854,0,0,dc3c6fda,3c145b13012690ff0e34d0eb033d09da0040facbb93c01c3823300c0412543c3,0,c5241501,b6eb1d3475ff1626411356142b2598007333cbecb13cdfdaff3f95cc0b3d53c3,0,0dc3ce25,7cebedecc2d9bc00c7cb7814e7c2332601c032345fc3163dabccff3ffcdaa53c,f,bcbcbcbc,04d28e1db5d93b2660e2ee2dceeb7334c0f5a139f6ff553d2c0a773f1f14f83f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
855,855,0,0,932523c3,ff3febcbb13cf9c2733301c02d254bc3431385cc77ffc9dab8ebb1ecf5d97d00,0,293d73c3,8133b3ecb93ccada004086cc033d4bc30f3401c00226f9c23e14eacb7e00f4d9,0,aadac53c,01c0413467c31d3dbaccff3f11db9d3c05ed4e33d500f92490140713482638ff,f,bcbcbcbc,2d0e39c80a04eec3ccf92dc1b7ef08c00de687c00ddda5c2f2d456c6f1cd81cb,0,0,0,1,0,1,1,1,0,0,1,1,1,1
856,856,0,0,46da1800,2b1394cc5dffdedaa0ebc9ece1d99600dccb5414f2c2152601c01c3452c30a3d,0,e300a3d9,003400c0ee2501c32614f9cb650008da9becceebb6da8eff77cc591343c34025,0,f7259cff,1ded3f33ee00e524a814ef125c261fff4f3464eb253daed9fe3fb8cb953cdfc2,f,bcbcbcbc,3f16dd3f881f5f3e0328493b782fae36b535ad30933a6c29f03d1c21b73ff317,0,0,0,1,0,1,1,1,0,0,1,1,1,1
857,857,0,0,33c3ec3c,cecb6c14eac2292601c02b345bc3123da3ccff3ff2daaa3ce1ec6433af001825,0,63c3ee24,83ece6eba2daa7ff68cc71133bc3542500c0903308c3c13c07cc00401cdafc3c,0,b53cfdc2,5e344deb2c3d9ad9fe3faacb8d3cd8c2303302c0d0246fc3d712c9cc05ff25db,f,bcbcbcbc,92ccd3cc27c79cd331c388dbc9c064e400c0f4eddbc0fbf753c3360259c7630c,0,0,0,1,0,1,1,1,0,0,1,1,1,1
858,858,0,0,4b006a25,b2ccff3f07dba13cf9ec5533c8000425841413133e2644ff393488eb193dcdd9,0,cbd91a3d,00c09f3310c3c93c16cc004030daf43cfeebf133c0ffda2589130e1469254c00,0,6affd3da,213302c0bc2477c3bf12d8ccecfe3adb35eb35ed86d907019bcbbf14d0c27026,f,bcbcbcbc,e33fd915ac3ff90bd43dca01673a8ff77a358ced2f2f02e4ae2730db2a1f4ed3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
859,859,0,0,fb3c1dda,9c14fb1252262bff483470eb213db8d9ff3fbfcb993ce3c2463301c0ef2463c3,0,1725b100,16ece333daffc525a113f6137d253300ae336becd13c8dda004059ccec3c33c3,0,eec21f26,1deb4ded72d920018dcbd714c9c2842603c06c347fc3333de7ccfe3f4edb853c,f,bcbcbcbc,6ec8960e35ce571842d5792168ddbf2970e6f33020f0e63638fa723b7604773e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
860,860,0,0,412543c3,fe3fb1cb913cdbc2373302c0db246bc3e312c1cc12ff1bdb58eb11eda4d9e100,0,0b3d53c3,bd3353ecd83c79da00404bcce53c2bc3d43300c0b12518c3de1325cc1a0045da,0,fcdaa53c,03c07b3487c33b3df6ccfd3f63db7d3c65ed12333901a724ef14a7129826d3fe,f,bcbcbcbc,2d1db9d1b81343cbc00927c689ff87c255f579c067eb0cc000e242c15ed914c4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
861,861,0,0,f5d97d00,cb12d0ccf9fe30db41eb29ed90d9fb00a2cbb314d4c2662602c0563473c3283d,0,7e00f4d9,c53300c09d251fc3c61333cc010059da3bec2eec64daf3ff3cccb91324c39125,0,482638ff,7ded02335201932407158f12ac26bafe893405eb423d5ed9fd3f7ecb753cc2c2,f,bcbcbcbc,b406eb3ec510fb3f691a683f5f23363d6d2b72395e3235340638a22d3e3ce425,0,0,1,1,0,1,1,0,0,0,1,1,1,1
862,862,0,0,52c30a3d,94cbcb14cdc27a2602c065347bc3303ddfccfe3f44db893c41ed28331401c624,0,43c34025,23ec45ec50da0c002dccd1131cc3a62500c0cc3327c3e03c42cc00406ddadd3c,0,953cdfc2,9734eeea493d4ad9fc3f70cb6c3cbac2f33204c07e248fc3771205cda1fe78db,f,bcbcbcbc,99d7e8c432d095c905caa7cf3ac5f6d6f0c152df3dc085e82cc051f2bec177fc,0,0,0,1,0,1,1,1,0,0,1,1,1,1
863,863,0,0,af001825,eeccfd3f59db813c59ed19332d01b224e314b3128e26e0fe733429eb373d7cd9,0,1cdafc3c,00c0da332fc3e83c51cc004082dad53c5decb63325008925e913af13ba25e8ff,0,05ff25db,e43204c0692498c35f1214cd88fe8cdbd6ea95ed36d96c0162cb1e15b3c2c026,f,bcbcbcbc,f73c0d244a3f281bff3f9011103f8507843c49fd6a381ff3df3249e9072c08e0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
864,864,0,0,193dcdd9,fb149b12a226c7fe823411eb3e3d68d9fd3f85cb793cc5c20a3303c09d2483c3,0,69254c00,75eca8333e00742501149713ce25cfffe9330becf03c3cda00401ecccd3c14c3,0,d0c27026,beeaaded22d9850153cb3615acc2d42605c0a634a0c3503d24cdfc3fa1db643c,f,bcbcbcbc,4ec2b7fecfc5f008cdcaef1228d1711cb7d8392547e10d2da0eaba3386f41439,0,0,0,1,0,1,1,1,0,0,1,1,1,1
865,865,0,0,ef2463c3,fc3f77cb713cbec2fb3203c088248bc38312feccaefe6ddbf9ea71ed54d94601,0,ec3c33c3,f833f3ebf73c27da004010ccc53c0dc3993300c0602537c37f1360ccb5ff96da,0,4edb853c,05c0b434a8c3583d33cdfb3fb6db5c3cc5edd5329e0155244e154712e8266ffe,f,bcbcbcbc,5d2a1ade2b22e0d51a19bace630fd8c848055fc40afb6dc1ecf016c032e761c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
866,866,0,0,a4d9e100,6b120dcd94fe82dbe2ea89ed40d95f0169cb1215b7c2b62604c0903494c3463d,0,1a0045da,8a3300c04b253fc367136fcc9cffaadadbeb8dec13da570001cc191405c3e325,0,9826d3fe,deedc632b701402465152e12fc2656fec234a6ea5f3d0ed9fa3f45cb533ca5c2,f,bcbcbcbc,bff60f3af7009d3d2a0b963f1215ee3f711ea43e0827be3ba02e513705357a31,0,0,0,1,0,1,1,1,0,0,1,1,1,1
867,867,0,0,73c3283d,5acb2a15b0c2ca2604c09e349cc34d3d1ccdfc3f97db683ca1edec3278017424,0,24c39125,c4eba5ecffd97000f2cb3014fdc2f72500c0063447c3ff3c7ecc0040bfdabd3c,0,753cc2c2,d0348fea663dfad8fa3f37cb4b3c9ec2b63206c02b24b1c3161242cd3cfecadb,f,bcbcbcbc,22e5aac036dcf1c235d4c8c652cd16ccbcc7b9d297c384dafec045e302c0c3ec,0,0,0,1,0,1,1,1,0,0,1,1,1,1
868,868,0,0,1401c624,2bcdfb3fabdb603cb9eddc3291015f2442155312de267bfead34caea543d2cd9,0,6ddadd3c,01c015344fc3073d8dccff3fd3dab53cbdec7b338900372548144f130b2683ff,0,a1fe78db,a73207c01624b9c3fe1151cd23fedfdb77eaf6ede6d8d00129cb7d1597c21027,f,bcbcbcbc,40360430f93aa7282f3e3f20cd3f0317ca3f310d243e0803e63accf82736bfee,0,0,0,1,0,1,1,1,0,0,1,1,1,1
869,869,0,0,373d7cd9,5a153b12f22662febb34b2ea5b3d18d9fb3f4ccb583ca8c2cd3205c04a24a4c3,0,ba25e8ff,d5ec6c33a3002225601437131f266aff2434aceb0e3debd9ff3fe4cbae3cf6c2,0,b3c2c026,5fea0eeed2d8e9011acb951590c2242707c0de34c2c36d3d61cdf93ff4db433c,f,bcbcbcbc,03c0ecee06c1fbf8a7c33803d3c75f0d6fcd2f1757d467205ddccb284de52330,0,0,0,1,0,1,1,1,0,0,1,1,1,1
870,870,0,0,9d2483c3,fa3f3ecb4f3ca1c2be3206c03624adc322123acd49fec0db9bead2ed04d9aa01,0,cd3c14c3,323494eb163dd7d9ff3fd5cba53ceec25d3301c00e2556c31f139ccc51ffe8da,0,a1db643c,08c0ed34cac3743d70cdf83f09dc3a3c26ee973202020224ac15e61138270afe,f,bcbcbcbc,eb3496ec7f2e1be3e3265eda481e97d2e614facbfb0ab3c6c800e2c290f6a3c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
871,871,0,0,54d94601,0a124acd30fed5db83eaeaedf0d8c40130cb71159ac2062706c0c934b5c3623d,0,b5ff96da,4e3301c0f9245fc30713abcc38fffcda7cebedecc2d9bc00c7cb7814e7c23326,0,e8266ffe,3eee88321b02ed23c415ce114c27f1fdfb3448ea7b3dbed8f73f0ccb323c89c2,f,bcbcbcbc,5de797311af1693739fbcf3b7705ad3e910ff13f4519913f5322903d812afb39,0,0,0,1,0,1,1,1,0,0,1,1,1,1
