Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac4_int/tx_tdata[255:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac2_int/tx_tdata[255:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac3_int/tx_tdata[255:0],int_dac_top/top_dac4_int/syncb_buf,int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac2_int/syncb_buf,int_dac_top/top_dac3_int/syncb_buf,int_dac_top/top_dac3_int/syncb_logic,int_dac_top/top_dac4_int/syncb_logic,int_dac_top/top_dac1_int/syncb_logic,int_dac_top/top_dac2_int/syncb_logic,sysref_logic,sysref_o,u_ila_2_tx_aresetn,u_ila_2_tx_aresetn_1,u_ila_2_tx_aresetn_2,u_ila_2_tx_aresetn_3
580,580,0,0,7ad08a1b,e33fd915ac3ff90bd43dca01673a8ff77a358ced2f2f02e4ae2730db2a1f4ed3,0,cedd66c2,71f1953792fbef3bd005bf3ee80ff43f9719863f9f22773dc32ad539d031b834,0,fbf58ec0,fcd98326b0e22c2e23eca63419f6c8394f006e3d840a823f7314f53fdd1dc53e,f,bcbcbcbc,531f6d3ed327603b4f2fce369435d5307a3a9b29e03d5121b13f2c18e03f690e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
581,581,0,0,5d105cc9,6ec8960e35ce571842d5792168ddbf2970e6f33020f0e63638fa723b7604773e,0,353a1a2a,20ea1dc0cfe08ac14bd891c4ccd01ec982ca12cf96c547d62ac28ede53c0b0e7,0,f12abb39,b003d0c373f91cc161ef06c0bbe592c0c2dcbfc2b0d47dc6bacdb4cb0dc842d2,f,bcbcbcbc,43c770d344c356dbd3c02de400c0b9edd1c0bef740c3f9013dc7270caecc0516,0,0,0,1,0,1,1,1,0,0,1,1,1,1
582,582,0,0,1f14f83f,2d1db9d1b81343cbc00927c689ff87c255f579c067eb0cc000e242c15ed914c4,0,b7c018f7,32336933aa38ac2cb03cca24273ff71b00406c12363f6908cd3c2efed53800f4,0,1ac2c2de,d61f4b3e4928273bb42f7f36e6357330b63a2829063ecf20bf3fa017d63fd50d,f,bcbcbcbc,b33f350ce43d0702803accf79c35c7ed582f39e4de2762db5f1f7ad31216b7cc,0,0,0,1,0,1,1,1,0,0,1,1,1,1
583,583,0,0,f1cd81cb,b406eb3ec510fb3f691a683f5f23363d6d2b72395e3235340638a22d3e3ce425,0,c92fd1e4,23c0c9e94ac0a5f312c2d2fd71c50d084fca13128dd0a31b03d87e247fe0692c,0,b93cf1fd,fec6ddd315c3d2dbbbc0b5e401c04aeee9c054f870c3900283c7bb0c09cd9216,f,bcbcbcbc,0fce1f1815d5452134dd902938e6cb30e5efc736fbf95b3b39046a3e5b0ee03f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
584,584,0,0,b73ff317,99d7e8c432d095c905caa7cf3ac5f6d6f0c152df3dc085e82cc051f2bec177fc,0,42ef6f36,c337ccf10a3206e8082bdddeed228ed6ec194ecf41104ec92c06b4c4eefb9fc1,0,33d8b024,a33fa10bbd3d7001423a37f7493537edf22eb2e36827e6dadb1e0ed385155dcc,f,bcbcbcbc,f21366cbfd0942c6c7ff98c292f581c0a1eb0ac036e236c18fd9ffc3e3d150c8,0,0,0,1,0,1,1,1,0,0,1,1,1,1
585,585,0,0,59c7630c,f73c0d244a3f281bff3f9011103f8507843c49fd6a381ff3df3249e9072c08e0,0,41ec05c0,79e2012ee9eb8434dcf5ad3912005d3d470a7a3f3914f73fa71dd13e52260f3c,0,ef059dc4,6eceaa1885d5c521b3dd022ac2e62c3177f0143791fa933bcf048a3eee0ee83f,f,bcbcbcbc,8a10fa3f311a703f2c23473d402b8c3939325834e837cd2d293c1526df3e641d,0,0,0,1,0,1,1,1,0,1,1,1,1,1
586,586,0,0,2a1f4ed3,4ec2b7fecfc5f008cdcaef1228d1711cb7d8392547e10d2da0eaba3386f41439,0,d031b834,b0f928c19cef07c0f3e58ac0f5dcadc2ddd462c6e0cd91cb2bc818d2e4c3cbd9,0,dd1dc53e,621311cb680901c630ff6ec2fdf46fc013eb10c0b1e154c117d934c47bd19bc8,f,bcbcbcbc,5bd075c926ca7fcf52c5c7d6ffc11edf43c04ce828c015f2b0c13afcd0c47706,0,0,0,1,0,1,1,1,0,1,1,1,1,1
587,587,0,0,7604773e,5d2a1ade2b22e0d51a19bace630fd8c848055fc40afb6dc1ecf016c032e761c0,0,53c0b0e7,19283e3b8b2fa036c5359a309e3a5729f73d0421ba3fd917db3f110e593eed03,0,0dc842d2,1c11fd3fba1a5c3fa9231b3daf2b4a39963201343138632d5c3c9c25fb3ede1c,f,bcbcbcbc,413f5f1b0040cb111a3fc207973c86fd87385bf3043382e9332c3de04024c8d7,0,0,0,1,0,1,1,1,0,1,1,1,1,1
588,588,0,0,5ed914c4,bff60f3af7009d3d2a0b963f1215ee3f711ea43e0827be3ba02e513705357a31,0,d53800f4,28c3a0dbc5c07de400c00feedfc017f85cc3520266c77f0ce4cc5916b1d3a11f,0,d63fd50d,f7cfc4c9d5c9e2cf17c53bd7dbc19fdf36c0d8e833c0a8f2d3c1d0fc0ac50d07,f,bcbcbcbc,b5c5b408abcab412ffd03a1c87d8082511e1e22c67ea96334af4f8387afee43c,0,0,0,1,0,1,1,1,0,1,1,1,1,1
589,589,0,0,3e3ce425,22e5aac036dcf1c235d4c8c652cd16ccbcc7b9d297c384dafec045e302c0c3ec,0,7fe0692c,cd3dae015b3a73f76b3571ed1c2fe9e3982718db111f3ad3be1581ccdd0b1ac7,0,09cd9216,573fd71afe3f3a11003f2c07663cf0fc4038c7f2a932f5e8c62bbadfc32353d7,f,bcbcbcbc,5f220ed65219e2ce9f0ff7c8850576c447fb7ac128f119c06ae75ac04ede3dc2,0,0,0,1,0,1,1,1,0,1,1,1,1,1
590,590,0,0,bec177fc,40360430f93aa7282f3e3f20cd3f0317ca3f310d243e0803e63accf82736bfee,0,eefb9fc1,57d5912180ddd4298ae605313bf0f53654fa7c3b92047d3eb20ee53f7218aa3f,0,85155dcc,f4c54909ffca441366d1c21cfed8822596e14d2df5eaef33def43c3910ff123d,f,bcbcbcbc,ba008c3ded0a8f3fd914f13f3b1eb03ed826d43b762e7037e334a031f5398b2a,0,0,0,1,0,1,1,1,0,1,1,1,1,1
591,591,0,0,072c08e0,03c0ecee06c1fbf8a7c33803d3c75f0d6fcd2f1757d467205ddccb284de52330,0,52260f3c,a4091bc66dff7fc23af576c04deb0dc0e7e148c147d91ec4a5d17cc833cb47ce,0,ee0ee83f,e0219dd5c71882ce0c0fabc8ee043fc4b0fa5bc195f011c0dfe66bc0cedd66c2,f,bcbcbcbc,69dcdec262d4acc678cdf2cbdac78dd2acc353da09c10fe303c089eca1c082f6,0,0,0,1,0,1,1,1,0,1,1,1,1,1
592,592,0,0,86f41439,eb3496ec7f2e1be3e3265eda481e97d2e614facbfb0ab3c6c800e2c290f6a3c0,0,e4c3cbd9,821a643f76232d3d822b65397032253413388e2d473ccd25f03e141dfc3f9d13,0,7bd19bc8,5101b53d820ba03f6715ea3fc01e913e4f279e3bdd2e243737354131353a1a2a,f,bcbcbcbc,e13ad628203e7420c83f3d17ce3f6d0d323e4603fe3a09f94736faee2c305ae5,0,0,0,1,0,1,1,1,0,1,1,1,1,1
593,593,0,0,32e761c0,5de797311af1693739fbcf3b7705ad3e910ff13f4519913f5322903d812afb39,0,593eed03,f6c9bacf2fc50cd7e9c16bdf3bc09fe82fc06df2c5c193fcf3c4d006a4c9e110,0,fb3ede1c,ecdb0cc3f4d3f0c61ccd4bcc92c7f8d27ac3cddaefc096e301c019edb7c018f7,f,bcbcbcbc,fcc0bef893c3fa02b6c7230d4acdf6162ad433202adc9c2815e5fb2fb1ee1f36,0,0,0,1,0,1,1,1,0,0,1,1,1,1
594,594,0,0,05357a31,58f45cc074ea18c01ee177c192d870c408d1f0c8b3cad9cebbc504d641c242de,0,b1d3a11f,ff3f75110b3f69077a3c2dfd5d3803f3ce322ee9f22befdff62383d70e1b1fd0,0,0ac50d07,1b3b6128443ef11fd43fb016c23fda0c0e3eaf02c33a73f8f73568eec92fd1e4,f,bcbcbcbc,a92e52e3142790da7e1ec3d220151ecc370bcec60601f5c2cdf6acc0d1ec02c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
595,595,0,0,02c0c3ec,292cfe38fc329e338138ec2c933c1325183f471cff3fc212433fc208e83c88fe,0,dd0b1ac7,ddca0a133cd18b1ccdd8502560e1222dbbeacb33a2f42039d3feff3c0c094f3f,0,c32353d7,17c154f9c5c39103fec7b70da6cd831799d4b420a8dc10299fe55e3042ef6f36,f,bcbcbcbc,dff04a37fcfab93b3a05a13e550fee3f0d19983f2022a03d532a153a71310d35,0,0,0,1,0,1,1,1,0,0,1,1,1,1
596,596,0,0,2736bfee,b3c131e029c075e941c04df3fcc178fd4dc5b4071ecabd1151d0521bbdd73424,0,7218aa3f,0019a8ce480fcac82c0555c4eefa67c1d1f014c018e764c002de55c2cbd5dac5,0,10ff123d,422ecce29c2616daf91d58d29114c7cba30a8bc66f00c8c238f697c041ec05c0,f,bcbcbcbc,aeea15c053e16ac1c2d85ac432d1d1c8d5cab1ced4c5d5d551c20ede63c025e7,0,0,0,1,0,1,1,1,0,0,1,1,1,1
597,597,0,0,4de52330,2e3c48fcef3723f2413259e84a2b2adf3723d2d63e1a88cf98107cc98506d6c4,0,33cb47ce,450b993f2d15ed3f8a1e9e3e1f27b43bb32e4337153568311b3a482aa43d1422,0,cedd66c2,71f1953792fbef3bd005bf3ee80ff43f9719863f9f22773dc32ad539d031b834,f,bcbcbcbc,d732c2336438182d7f3c45250e3f7e1cff3ffc124c3ffe08fb3cc5fe1a3994f4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
598,598,0,0,90f6a3c0,84d90a262ae2c32d94eb503484f58639b9ff433def096f3fe413fa3f571de23e,0,fc3f9d13,20d4d4c641cd27ccafc7cdd28ec39bdaf9c05fe302c0deecaec0dbf6f9c21401,0,353a1a2a,20ea1dc0cfe08ac14bd891c4ccd01ec982ca12cf96c547d62ac28ede53c0b0e7,f,bcbcbcbc,2dc03ce93cc011f3edc13bfd34c57707fdc9821129d01b1b8ed70224fcdffc2b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
599,599,0,0,812afb39,470403c409fa39c1f2ef0ac045e67fc040dd94c21fd53cc618ce5ecb57c8dad1,0,a4c9e110,353e2620d03fe916c73f160d1d3eec02db3ab0f81836a3eef12f09e591281fdc,0,b7c018f7,32336933aa38ac2cb03cca24273ff71b00406c12363f6908cd3c2efed53800f4,f,bcbcbcbc,0d385ff2673292e8772b5edf6b2301d7751ab0cfd3109dc9c206edc485fcc1c1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
600,600,0,0,41c242de,531f6d3ed327603b4f2fce369435d5307a3a9b29e03d5121b13f2c18e03f690e,0,0e1b1fd0,b0c35403e0c77b0d81cd4a176cd4802075dce12867e5363007ef4f3617f9043b,0,c92fd1e4,23c0c9e94ac0a5f312c2d2fd71c50d084fca13128dd0a31b03d87e247fe0692c,f,bcbcbcbc,f4e1982d5aeb2d3447f56b397bff313db209663faa13fc3f211ded3ed925433c,0,0,0,1,0,1,1,1,0,1,1,1,1,1
601,601,0,0,e83c88fe,43c770d344c356dbd3c02de400c0b9edd1c0bef740c3f9013dc7270caecc0516,0,0c094f3f,cd2647da2f1e83d2cb14eacbdf0aa6c6ac00dac274f69fc07bec04c002e30cc1,0,42ef6f36,c337ccf10a3206e8082bdddeed228ed6ec194ecf41104ec92c06b4c4eefb9fc1,f,bcbcbcbc,46fa45c12ef00dc07de677c074dd83c24dd521c63ece3bcb75c8afd119c453d9,0,0,0,1,0,1,1,1,0,1,1,1,1,1
602,602,0,0,bdd73424,b33f350ce43d0702803accf79c35c7ed582f39e4de2762db5f1f7ad31216b7cc,0,cbd5dac5,55fbd93b9305b33eac0ff23f5f198d3f6b22883d962aef39a931db3477376c2e,0,41ec05c0,79e2012ee9eb8434dcf5ad3912005d3d470a7a3f3914f73fa71dd13e52260f3c,f,bcbcbcbc,a327773b252fed367235fc30613ac929d13d8521ab3f6418e43fa40e7a3e8404,0,0,0,1,0,1,1,1,0,1,1,1,1,1
603,603,0,0,8506d6c4,0fce1f1815d5452134dd902938e6cb30e5efc736fbf95b3b39046a3e5b0ee03f,0,a43d1422,05e17dc17cd87bc4f5d0fec8a3caebceafc519d63ac25ade59c077e71ac036f1,0,d031b834,b0f928c19cef07c0f3e58ac0f5dcadc2ddd462c6e0cd91cb2bc818d2e4c3cbd9,f,bcbcbcbc,57c324dbddc0f5e300c07fedc7c081f72cc3bc0121c7eb0b8acccb1544d31d1f,0,0,0,1,0,1,1,1,0,1,1,1,1,1
604,604,0,0,571de23e,f21366cbfd0942c6c7ff98c292f581c0a1eb0ac036e236c18fd9ffc3e3d150c8,0,f9c21401,8e38d82c9c3cfc241d3f2e1c0040a7123f3fa608e03c6cfef1383cf48e3359ea,0,53c0b0e7,19283e3b8b2fa036c5359a309e3a5729f73d0421ba3fd917db3f110e593eed03,f,bcbcbcbc,f33d4402983a09f8bd3502ee812f71e40e2894db951fa6d34c16dbcc710c60c7,0,0,0,1,0,1,1,1,0,1,1,1,1,1
605,605,0,0,57c8dad1,8a10fa3f311a703f2c23473d402b8c3939325834e837cd2d293c1526df3e641d,0,91281fdc,44c069f303c294fd58c5d0072ecad91164d06c1bd3d74c2449e03d2c8fe90d33,0,d53800f4,28c3a0dbc5c07de400c00feedfc017f85cc3520266c77f0ce4cc5916b1d3a11f,f,bcbcbcbc,e8d4102101dd622900e6a430a9efa736bef9443bfc035c3e1f0edc3fe617b83f,0,0,0,1,0,1,1,1,0,1,1,1,1,1
606,606,0,0,e03f690e,5bd075c926ca7fcf52c5c7d6ffc11edf43c04ce828c015f2b0c13afcd0c47706,0,17f9043b,30323fe8352b12df2023bcd6241a76cf7d106ec96906cbc42cfcadc107f227c0,0,7fe0692c,cd3dae015b3a73f76b3571ed1c2fe9e3982718db111f3ad3be1581ccdd0b1ac7,f,bcbcbcbc,390a5cc60400a9c2cef589c0dbeb08c06de22bc1c0d9e9c30ed232c889cbe9cd,0,0,0,1,0,1,1,1,0,1,1,1,1,1
607,607,0,0,aecc0516,413f5f1b0040cb111a3fc207973c86fd87385bf3043382e9332c3de04024c8d7,0,02e30cc1,afeb6034a0f59339d5ff4b3d0b0a723fff13f93f701ddd3e2126243cd72de137,0,eefb9fc1,57d5912180ddd4298ae605313bf0f53654fa7c3b92047d3eb20ee53f7218aa3f,f,bcbcbcbc,f919783ff822593d132ba73913327b34ca37f82d143c4626d43e9a1df83f2c14,0,0,0,1,0,1,1,1,0,1,1,1,1,1
608,608,0,0,1216b7cc,b5c5b408abcab412ffd03a1c87d8082511e1e22c67ea96334af4f8387afee43c,0,77376c2e,d7ef09c02be683c029dd9cc20ad548c606ce6ecb49c8edd1fac39ad934c143e2,0,52260f3c,a4091bc66dff7fc23af576c04deb0dc0e7e148c147d91ec4a5d17cc833cb47ce,f,bcbcbcbc,47ca57cf6bc598d60fc2e9de48c013e824c0d9f1a2c1fdfbb9c43a0655c94f10,0,0,0,1,0,1,1,1,0,0,1,1,1,1
609,609,0,0,5b0ee03f,5f220ed65219e2ce9f0ff7c8850576c447fb7ac128f119c06ae75ac04ede3dc2,0,1ac036f1,622fbf36a335c230853a8529e83d3821b43f1218df3f4d0e673e2b04553bedf9,0,e4c3cbd9,821a643f76232d3d822b65397032253413388e2d473ccd25f03e141dfc3f9d13,f,bcbcbcbc,00400612243fff07ab3cc4fda43897f32933bce95f2c72e07224f8d7971b84d0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
610,610,0,0,e3d150c8,ba008c3ded0a8f3fd914f13f3b1eb03ed826d43b762e7037e334a031f5398b2a,0,8e3359ea,cec046e400c0d5edd5c0daf749c315024ac7430cbfcc201684d36c1f6ddbe927,0,593eed03,f6c9bacf2fc50cd7e9c16bdf3bc09fe82fc06df2c5c193fcf3c4d006a4c9e110,f,bcbcbcbc,89ca7a12d5d0031c57d8d624dce0b62c2dea72330ef4dc383cfed13c7708383f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
611,611,0,0,df3e641d,69dcdec262d4acc678cdf2cbdac78dd2acc353da09c10fe303c089eca1c082f6,0,8fe90d33,743ab0f78c35aced452f20e4c8274bdb471f66d3f815a6cc190c36c7eb013bc3,0,b1d3a11f,ff3f75110b3f69077a3c2dfd5d3803f3ce322ee9f22befdff62383d70e1b1fd0,f,bcbcbcbc,8a1909cfda0f17c9c2058cc484fb87c163f11cc0a3e754c082de2dc23dd69cc5,0,0,0,1,0,1,1,1,0,0,1,1,1,1
612,612,0,0,d0c47706,e13ad628203e7420c83f3d17ce3f6d0d323e4603fe3a09f94736faee2c305ae5,0,07f227c0,4cdda62952e6de3000f0d53617fa653b5504703e760ee13f3918b03f5d21dd3d,0,dd0b1ac7,ddca0a133cd18b1ccdd8502560e1222dbbeacb33a2f42039d3feff3c0c094f3f,f,bcbcbcbc,b10a883f9f14f43f051ebc3ea726ea3b4b2e8e37c034c731db39b92a7b3d9322,0,0,0,1,0,1,1,1,0,0,1,1,1,1
613,613,0,0,4024c8d7,fcc0bef893c3fa02b6c7230d4acdf6162ad433202adc9c2815e5fb2fb1ee1f36,0,d72de137,aaff90c276f57dc087eb0bc01de23cc178d908c4d0d15ec856cb20ce36c62ad5,0,7218aa3f,0019a8ce480fcac82c0555c4eefa67c1d1f014c018e764c002de55c2cbd5dac5,f,bcbcbcbc,8ed491c69ecdcfcbf7c762d2c0c321da14c1d8e205c04eec99c046f6ccc27d00,0,0,0,1,0,1,1,1,0,0,1,1,1,1
614,614,0,0,7afee43c,a92e52e3142790da7e1ec3d220151ecc370bcec60601f5c2cdf6acc0d1ec02c0,0,34c143e2,43233f3d552b80394a324834f637b92d333cfe25e53e4b1dfa3fd7136d3fe109,0,33cb47ce,450b993f2d15ed3f8a1e9e3e1f27b43bb32e4337153568311b3a482aa43d1422,f,bcbcbcbc,113ea820c33f7617d33fa90d403e8303163b46f9683635ef553092e505299cdc,0,0,0,1,0,1,1,1,0,0,1,1,1,1
615,615,0,0,4ede3dc2,dff04a37fcfab93b3a05a13e550fee3f0d19983f2022a03d532a153a71310d35,0,553bedf9,47c5ddd6f8c136df40c066e82ac031f2b6c156fcdbc4930684c9a51092cf4b1a,0,fc3f9d13,20d4d4c641cd27ccafc7cdd28ec39bdaf9c05fe302c0deecaec0dbf6f9c21401,f,bcbcbcbc,7ec3bd0299c7e70c25cdbd16fed3fe1ff8db6c28dee4d22f76eefe3581f8c93a,0,0,0,1,0,1,1,1,0,1,1,1,1,1
616,616,0,0,f5398b2a,aeea15c053e16ac1c2d85ac432d1d1c8d5cab1ced4c5d5d551c20ede63c025e7,0,6ddbe927,163fa6078e3c6afd7a383ff3f33268e91f2c25e02924b2d7461b48d0b01117ca,0,a4c9e110,353e2620d03fe916c73f160d1d3eec02db3ab0f81836a3eef12f09e591281fdc,f,bcbcbcbc,4427c1dab31eeed25a1542cc740beac6430107c30af7b5c00bed01c089e3f1c0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
617,617,0,0,a1c082f6,d732c2336438182d7f3c45250e3f7e1cff3ffc124c3ffe08fb3cc5fe1a3994f4,0,eb013bc3,12d1541c9dd81f252ae1f62c81eaa73366f4053996feed3cd008453fcf12ff3f,0,0e1b1fd0,b0c35403e0c77b0d81cd4a176cd4802075dce12867e5363007ef4f3617f9043b,f,bcbcbcbc,bffaa33bfd04943e1a0feb3fd4189e3fec21b13d252a2f3a4a312f352b37d32e,0,0,0,1,0,1,1,1,0,1,1,1,1,1
618,618,0,0,2c305ae5,2dc03ce93cc011f3edc13bfd34c57707fdc9821129d01b1b8ed70224fcdffc2b,0,5d21dd3d,830fe9c869056bc42bfb74c10cf117c050e75dc036de45c2f9d5c1c5d0cebbca,0,0c094f3f,cd2647da2f1e83d2cb14eacbdf0aa6c6ac00dac274f69fc07bec04c002e30cc1,f,bcbcbcbc,89e15ec1f3d844c45cd1b2c8f7ca8aceeec5a7d562c2dadd69c0ece612c0a3f0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
619,619,0,0,b1ee1f36,0d385ff2673292e8772b5edf6b2301d7751ab0cfd3109dc9c206edc485fcc1c1,0,36c62ad5,f314f03f541eaa3eee26ca3b892e6237f3348e31013a762a943d4722923f3819,0,cbd5dac5,55fbd93b9305b33eac0ff23f5f198d3f6b22883d962aef39a931db3477376c2e,f,bcbcbcbc,4738432d6b3c7725033fb51cfe3f3713553f3b090e3d02ff3639d0f4e633e8ea,0,0,0,1,0,1,1,1,0,1,1,1,1,1
620,620,0,0,d1ec02c0,f4e1982d5aeb2d3447f56b397bff313db209663faa13fc3f211ded3ed925433c,0,6d3fe109,67cd03ccccc7a1d2a2c369da04c128e303c0a4eca5c09ef6e7c2d600b9c6090b,0,a43d1422,05e17dc17cd87bc4f5d0fec8a3caebceafc519d63ac25ade59c077e71ac036f1,f,bcbcbcbc,37c0d5f2dec1fefc1cc53a07ddc9481100d0e31a5ed7cf23c7dfd02b02e9b132,0,0,0,1,0,1,1,1,0,1,1,1,1,1
621,621,0,0,71310d35,46fa45c12ef00dc07de677c074dd83c24dd521c63ece3bcb75c8afd119c453d9,0,92cf4b1a,cb3f2217cc3f510d2b3e2903f33aedf83836deee1a3040e5c02852dc5b204dd4,0,f9c21401,8e38d82c9c3cfc241d3f2e1c0040a7123f3fa608e03c6cfef1383cf48e3359ea,f,bcbcbcbc,8d32cbe8a42b93df9d2330d7ad1ad9cf0e11bdc9ff0605c5c2fcd0c19bf232c0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
622,622,0,0,63c025e7,a327773b252fed367235fc30613ac929d13d8521ab3f6418e43fa40e7a3e8404,0,b01117ca,c3c73f0d5bcd11173fd44b2042dcb2282fe50d30ccee2e36daf8ec3a1703273e,0,91281fdc,44c069f303c294fd58c5d0072ecad91164d06c1bd3d74c2449e03d2c8fe90d33,f,bcbcbcbc,20eb09340bf550393eff1f3d76095e3f7013fd3fea1cf83ea725573c6d2d2a38,0,0,0,1,0,1,1,1,0,1,1,1,1,1
623,623,0,0,1a3994f4,57c324dbddc0f5e300c07fedc7c081f72cc3bc0121c7eb0b8acccb1544d31d1f,0,cf12ff3f,651eafd205150ecc1c0bc1c6e900ecc2b1f6a8c0b6ec02c039e301c179da9cc3,0,17f9043b,30323fe8352b12df2023bcd6241a76cf7d106ec96906cbc42cfcadc107f227c0,f,bcbcbcbc,69f00fc0b5e670c0a7dd72c27bd507c665ce19cb94c885d12fc422d951c1bee1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
624,624,0,8,fcdffc2b,f13d4402983a09f8bd3502ee812f71e40e2894db951fa6d34c16dbcc710c60c7,0,d0cebbca,5605a73e710fef3f2719943f3722993d682a093a8231fd345837962ec33bfd26,0,02e30cc1,afeb6034a0f59339d5ff4b3d0b0a723fff13f93f701ddd3e2126243cd72de137,f,bcbcbcbc,fc2e0d3750352331483af829c13db921a53f9d18e83fe00e873ec1048d3b83fa,0,0,0,1,0,1,1,1,0,0,1,1,1,1
625,625,0,0,85fcc1c1,e8d4102101dd622900e6a430a9efa736bef9443bfc035c3e1f0edc3fe617b83f,0,923f3819,acd864c41fd1dfc8c5cac3cec9c5ebd54ac226de5fc03fe716c0faf070c118fb,0,77376c2e,d7ef09c02be683c029dd9cc20ad548c606ce6ecb49c8edd1fac39ad934c143e2,f,bcbcbcbc,e7c0bee301c044edbec045f71ac37e0105c7ae0b65cc921519d3e81ef2da7327,0,0,0,1,0,1,1,1,0,0,1,1,1,1
626,626,0,0,d925433c,390a5cc60400a9c2cef589c0dbeb08c06de22bc1c0d9e9c30ed232c889cbe9cd,0,b9c6090b,883c2e25123f651cff3fe112483fe208f33ca9fe0d3978f4b23393ea032d3be1,0,1ac036f1,622fbf36a335c230853a8529e83d3821b43f1218df3f4d0e673e2b04553bedf9,f,bcbcbcbc,b13a46f8de353deeaa2fa8e43e28c7dbca1fd3d3851600cdad0c7dc782026bc3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
627,627,0,0,19c453d9,f919783ff822593d132ba73913327b34ca37f82d143c4626d43e9a1df83f2c14,0,5b204dd4,f4c157fd40c593070dca9e113cd0351ba4d7192414e0112c56e9e8322df37138,0,8e3359ea,cec046e400c0d5edd5c0daf749c315024ac7430cbfcc201684d36c1f6ddbe927,f,bcbcbcbc,cedc3329c8e57c306eef873681f92d3bbe034e3ee30dd73fad17be3fdc20033e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
628,628,0,0,7a3e8404,47ca57cf6bc598d60fc2e9de48c013e824c0d9f1a2c1fdfbb9c43a0655c94f10,0,1703273e,632b46df5323ebd65c1a9ecfb8108ec9a606e2c469fcbbc143f22bc077e83fc0,0,8fe90d33,743ab0f78c35aced452f20e4c8274bdb471f66d3f815a6cc190c36c7eb013bc3,f,bcbcbcbc,4100bbc20bf691c016ec06c0a3e21fc1f1d9d4c339d214c8accbc3cd77c6bad4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
629,629,0,0,44d31d1f,00400612243fff07ab3cc4fda43897f32933bce95f2c72e07224f8d7971b84d0,0,79da9cc3,63f5783998ff3a3dce096a3fc513fb3f3a1de83eef25393cac2dff373d345632,0,07f227c0,4cdda62952e6de3000f0d53617fa653b5504703e760ee13f3918b03f5d21dd3d,f,bcbcbcbc,c5226a3de52ac239ec319e34ac37222eff3b7726c83ed01df63f6614803f760a,0,0,0,1,0,1,1,1,0,0,1,1,1,1
630,630,0,0,710c60c7,89ca7a12d5d0031c57d8d624dce0b62c2dea72330ef4dc383cfed13c7708383f,0,c33bfd26,63e67bc05cdd8bc238d52dc62cce4bcb67c8c3d10fc469d940c10de20cc075eb,0,d72de137,aaff90c276f57dc087eb0bc01de23cc178d908c4d0d15ec856cb20ce36c62ad5,f,bcbcbcbc,84c56ad61ec2b5de4ec0dae720c09ef194c1bffba2c4fd0535c9141030cfc119,0,0,0,1,0,1,1,1,0,1,1,1,1,1
631,631,0,0,e617b83f,8a1909cfda0f17c9c2058cc484fb87c163f11cc0a3e754c082de2dc23dd69cc5,0,70c118fb,8235ea306c3ab429d83d6d21ae3f4a18e23f890e743e68046c3b2afadf3612f0,0,34c143e2,43233f3d552b80394a324834f637b92d333cfe25e53e4b1dfa3fd7136d3fe109,f,bcbcbcbc,2e3f3c08be3c01fec038d3f34e33f5e98b2ca8e0a52428d8ce1badd0411269ca,0,0,0,1,0,1,1,1,0,1,1,1,1,1
632,632,0,0,89cbe9cd,b10a883f9f14f43f051ebc3ea726ea3b4b2e8e37c034c731db39b92a7b3d9322,0,032d3be1,00c09aedcbc09df735c3d8012ec7060c9bcce61558d3361f3bdbb9270fe4382f,0,553bedf9,47c5ddd6f8c136df40c066e82ac031f2b6c156fcdbc4930684c9a51092cf4b1a,f,bcbcbcbc,acd0cc1b27d8a324a6e08a2cf4e94d33d1f3c038fffdbe3c3a082e3f3f120040,0,0,0,1,0,1,1,1,0,1,1,1,1,1
