Sample in Buffer,Sample in Window,TRIGGER,int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac4_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac4_int/tx_tdata[255:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac1_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac1_int/tx_tdata[255:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac2_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac2_int/tx_tdata[255:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txcharisk[3:0],int_dac_top/top_dac3_int/i_jesd204_1_support_block/gt0_txdata[31:0],int_dac_top/top_dac3_int/tx_tdata[255:0],int_dac_top/top_dac4_int/syncb_buf,int_dac_top/top_dac1_int/syncb_buf,int_dac_top/top_dac2_int/syncb_buf,int_dac_top/top_dac3_int/syncb_buf,int_dac_top/top_dac3_int/syncb_logic,int_dac_top/top_dac4_int/syncb_logic,int_dac_top/top_dac1_int/syncb_logic,int_dac_top/top_dac2_int/syncb_logic,sysref_logic,sysref_o,u_ila_2_tx_aresetn,u_ila_2_tx_aresetn_1,u_ila_2_tx_aresetn_2,u_ila_2_tx_aresetn_3
289,289,0,0,29e0b5c1,c8ee2c36d5f8ea3a1203263e3a0dca3f0c17cd3f47202d3eae28f53a0a303b36,0,1c3c14fc,2bc63bd589c260dd7ac068e60cc017f041c12ffa11c46c046ac88d0e2fce4f18,0,e63fa815,b9d5e4c599ceeacabec84cd14cc4e0d862c175e113c0d1ea67c0b9f45bc2ebfe,f,bcbcbcbc,d3c294009cc6c80adccbb51473d21a1e34daba26ede25c2e65ecce345df6e539,0,0,0,1,0,1,1,1,0,0,1,1,1,1
290,290,0,0,0239222c,baec02c03de300c17dda9ac3b2d2c1c710cc58cdc3c63cd4eec23edca8c02be5,0,add93326,6a3fca09383d93ff76395ff53a3470eba92d09e2ec2565d9361dbfd1c11349cb,0,88c8c90e,ab3d00229c3fea18ec3f310f993e1405ac3bd6fa3737baf0593102e7362aeedd,f,bcbcbcbc,f32888dc94207dd460178fcd920decc76b03b8c32ef910c11eef04c07ce59cc0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
291,291,0,0,5dc061f4,7f3100355637992ec23b0127a63e691eef3f0a15953f200b9a3dee000b3ab6f6,0,1304f1c3,a1cf601aefd657234adf662b7ce8593248f201386dfc3b3cab06e93ebc10fb3f,0,ff1c95d1,00c32b01dfc65d0b34cc4315ddd29f1eaeda312774e3c32ef5ec2235f2f6253a,f,bcbcbcbc,98f8d23ad502173efe0cc53fd316d13f12203b3e7f280d3be22f5b360b364530,0,0,0,1,0,1,1,1,0,0,1,1,1,1
292,292,0,0,913154e7,60c03ae716c0f5f06fc113fb63c45105ddc86c0fc0ce2219e7d5332222de642a,0,801f613e,99110aca8f073ec553fdf2c128f33ec052e92cc010e0bcc1a0d7e4c438d090c9,0,e806f43e,7f280bdc12200fd4d31633cdfe0ca4c7d50286c398f8f5c08dee01c0f3e4b1c0,f,bcbcbcbc,74e3f5c0aeda86c3ddd2a4c734cc33cddfc60fd400c30bdcb1c0f3e401c08dee,0,0,0,1,0,1,1,1,0,1,1,1,1,1
293,293,0,0,9fecf034,0f397df4b53398ea072d3fe13225b0d8691c22d1e612c8cae708cbc5aefe4bc2,0,2bc795d3,e612ff3f691c123f3225873c072d6f38b533e5320f390e2cf43c1524493f301b,0,70d7fcc4,2ef90d3b6b033b3e920dd13f6017c53f9420173ef328d23a45300b365b36e22f,f,bcbcbcbc,3737c32eac3b3127993e9f1eec3f43159c3f5d0bab3d2b01253af2f62235f5ec,0,0,0,1,0,1,1,1,0,1,1,1,1,1
294,294,0,0,e3ee03c0,10e00e2c52e9e53228f36f3853fd873c8f07123f9911ff3f301b493f1524f43c,0,ad3f020c,c0cec8caddc822d163c4b0d86fc13fe116c098ea60c07df44bc2aefecbc5e708,0,073de323,ede210c134dab8c373d2ecc7dccb8fcd9cc67dd4d3c288dc9cc07ce504c01eef,f,bcbcbcbc,13c0baf062c1d6fa4cc41405bec8310f99ceea18b9d50022eedd362a02e75931,0,0,0,1,0,1,1,1,0,1,1,1,1,1
295,295,0,0,0a303b36,6dfcbcc148f22cc07ce83ec04adff2c1efd63ec5a1cf0aca90c938d0e4c4a0d7,0,2fce4f18,953f2219ef3f6c0fa63e5105c23b13fb5637f5f07f313ae7642a22de3322e7d5,0,5bc2ebfe,83375c2ee23bba26b83e1a1ef33fb5148a3fc80a823d9400e5395df6ce3465ec,f,bcbcbcbc,d933d1ea322d75e16425e0d8a01c4cd12013eaca2409e4c5ebfe5bc2b9f467c0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
296,296,0,0,a8c02be5,ec253b3ca92d01383a3459327639662b383d57236a3f601afb3fbc10e93eab06,0,c11349cb,c3c6200b10cc0a15b2d2691e7dda01273de3992ebaec0035b6f60b3aee009a3d,0,362aeedd,1bc04df182c16cfb83c4aa050ac9c30fface74192bd67f226edea72a8de7b831,f,bcbcbcbc,18e9c032ecf2523815fd733c5207073f5e11fe3ff91a523fe323073de12b2b39,0,0,0,1,0,1,1,1,0,1,1,1,1,1
297,297,0,0,0b3ab6f6,11c465d941c109e20cc070eb7ac05ff589c293ff2bc6ca0949cbc113bfd1361d,0,bc10fb3f,47203cd40c1758cd3a0dc1c712039ac3d5f800c1c8ee02c02be5a8c03edceec2,0,f2f6253a,803343eac72cf0e0e92469d8191ce5d0901296ca8e08a6c554fe34c225f457c0,f,bcbcbcbc,84f230c0b5e839c07fdfe4c11ed726c5c9cfe9c9b0c910d0fcc470d7cac1dbdf,0,0,0,1,0,1,1,1,0,1,1,1,1,1
298,298,0,0,22de642a,753e6c046e3b2ffae13617f0ed3068e6b82960dd71213bd54f182fce8d0e6ac8,0,38d090c9,2e032d3e560dcd3f2717ca3f5f20263ec428ea3a1d302c363b360a30f53aae28,0,f3e4b1c0,a6e91b3380f39938acfda33ce807213fef110040811b3b3f5f24d83c4e2ce738,f,bcbcbcbc,7e2d1f3817347e325b39932b263d8a23613f981afc3ff710f43ee8064f3cabfc,0,0,0,1,0,1,1,1,0,1,1,1,1,1
299,299,0,0,aefe4bc2,55d3321f37dbb6270be4352f95ed7f3599f76a3ad301d73d020cad3fe215e33f,0,493f301b,66daa4c39ed2cec700cc69cdb7c650d4e5c255dca4c045e503c0e3ee05c1f1f8,0,5b36e22f,f0f125c029e846c0fdde09c2aad661c567cf3aca61c974d0c2c4e6d7a7c15ee0,f,bcbcbcbc,4dc1d3e10ec036eb73c022f578c256ff11c68d0926cb861395d1ff1c35d9ba25,0,0,0,1,0,1,1,1,0,0,1,1,1,1
300,300,0,0,1524f43c,5a0c55c72d0250c3f2f7d9c0ebed00c05be4cbc081db34c395d32bc7cdcc98cc,0,cbc5e708,cc3beb26ab3e501ef03fef14923f040b923dd200ff399af6f0349fec862e24e3,0,04c01eef,e72dd6376e3421329d39242b523d0c23753f0e1af93f6610d83e52061c3c14fc,f,bcbcbcbc,853b6cfa013752f01431a0e6e62994dda52169d5871856cec90e88c8aa0426c4,0,0,0,1,0,1,1,1,0,0,1,1,1,1
301,301,0,0,e4c4a0d7,fc17b63f2421ee3d74298f3ab330b035b336722f4d3bfc27613e801fdd3f3616,0,3322e7d5,75c12ffb6dc46d05ebc8880fd3ce3c19fcd54b223ade7a2a54e7913111f16437,0,ce3465ec,2fc158e209c0c5eb86c0b7f5a3c2ecff52c6220a7ccb1614fdd1851dadd93326,f,bcbcbcbc,05db8627d4e30c2f5bed5e355cf7513a9601c73dc60ba73fa815e63ffc1e823e,0,0,0,1,0,1,1,1,0,0,1,1,1,1
302,302,0,0,e93eab06,7ccbf7cd52c6f9d4a3c215dd86c016e609c0c0ef2fc1d5f9f1c313043ec8360e,0,ee009a3d,f32c26e11b2599d8501c0fd1cb12b8cacb08bfc591fe44c261f45dc07dea18c0,0,8de7b831,4d3bd5f9b336c0efb33016e6742915dd2421f9d4fc17f7cd360e3ec81304f1c3,f,bcbcbcbc,6a0264c32ef8e3c026ee00c093e4c1c0b3db21c3c2d30fc7f2cc73cc71c729d3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
303,303,0,0,bfd1361d,f93f1614753f220a523decff9d39b7f56e34c5ebe72d58e23326add9851dfdd1,2,3edcfcc2,44f37c386ffd903cab07163fb411ff3f4a1b453f2d24eb3c222c0239f632a433,0,25f457c0,81dbfc275be4722febedb035f2f78f3a2d02ee3d5a0cb63f3616dd3f801f613e,f,bcbcbcbc,f020fd3d4529a73a8b30d13593369b2f353b2c28543eb51fd93f6f16bc3f960c,0,0,0,1,0,1,1,1,0,0,1,1,1,1
304,304,0,0,8d0e6ac8,61c9661067cf0e1aaad60c23fdde242b29e82132f0f1d63714fc1c3c5206d83e,0,f53aae28,62e841c032dff9c1d9d649c58fcf19ca81c94bd0d9c4b6d7b5c129e02ac06ce9,0,4e2ce738,d30134c399f7cbc095ed00c00be4d9c037db50c355d355c798cccdcc2bc795d3,f,bcbcbcbc,6dc6ccd4b4c2e2dc8dc0dee507c085ef24c198f9dcc3d60320c8fa0dd1cdc317,0,0,0,1,0,1,1,1,0,0,1,1,1,1
305,305,0,0,e215e33f,811b74d0ef113acae80761c5acfd09c280f346c0a6e925c05ee0a7c1e6d7c2c4,0,05c1f1f8,4b3447328239512b413d3f236d3f461afa3fa110e43e8f06313c51fcf4372cf2,0,a7c15ee0,7121d73db8296a3aed307f35e136352f6e3bb627753e321fe33fe215ad3f020c,f,bcbcbcbc,7d3f5f0a643d2a00b839f4f59134ffeb122e8ee26526ded9bc1d28d250149fcb,0,0,0,1,0,1,1,1,0,0,1,1,1,1
306,306,0,0,cdcc98cc,8e083b3f90120040191c213fe924a33cc72c993880331b33e7384e2cd83c5f24,0,862e24e3,0bc08beb7ec07bf591c2afff38c6e60959cbdb13d3d14f1d7cd9022622e2bc2d,0,1c3c14fc,2bc63bd589c260dd7ac068e60cc017f041c12ffa11c46c046ac88d0e2fce4f18,f,bcbcbcbc,3fcfd6197cd6d922c9def72af0e7fb31b5f1b837d7fb073c1506cd3e2a10f73f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
307,307,0,0,dd3f3616,2bd6a6c5face96ca0ac9e5d083c469d882c1f0e01bc043ea57c025f434c254fe,0,11f16437,d336fcefdb304ee6a22948dd592126d535181ece720e5cc8500407c412fa3bc1,0,add93326,6a3fca09383d93ff76395ff53a3470eba92d09e2ec2565d9361dbfd1c11349cb,f,bcbcbcbc,2a125cca24087ac5e9fd18c2bcf34cc0dfe921c093e09ac115d8abc49dd041c9,0,0,0,1,0,1,1,1,0,0,1,1,1,1
308,308,0,0,3ec8360e,823d7f228a3f7419f33fc30fb83eaa05e23b6cfb83374df1b8318de7a72a6ede,0,7dea18c0,24e4482fb0ed8f35b5f7763af001de3d1e0cb03ffc15e13f4b1f6f3ecc27643b,0,1304f1c3,a1cf601aefd657234adf662b7ce8593248f201386dfc3b3cab06e93ebc10fb3f,f,bcbcbcbc,56120040e21b2b3fb724b73c9b2cb5385b334033ca387a2cc53c9124323fb91b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
309,309,0,0,851dfdd1,d3c294009cc6c80adccbb51473d21a1e34daba26ede25c2e65ecce345df6e539,0,f632a433,d5f7d4c0d0ed00c042e4cfc06adb3dc381d339c7bccca9cc48c769d347c34edb,0,801f613e,99110aca8f073ec553fdf2c128f33ec052e92cc010e0bcc1a0d7e4c438d090c9,f,bcbcbcbc,21cf75ca2ac9bcd09ac439d890c1bbe01fc00aea50c0e9f324c217fe8dc55108,0,0,0,1,0,1,1,1,0,0,1,1,1,1
310,310,0,0,5206d83e,f32888dc94207dd460178fcd920decc76b03b8c32ef910c11eef04c07ce59cc0,0,2ac06ce9,8929833ac530a135c2365f2f573be627683e671fdf3f1b16b33f3e0ce63d1002,0,2bc795d3,e612ff3f691c123f3225873c072d6f38b533e5320f390e2cf43c1524493f301b,f,bcbcbcbc,833fad19f53ffe0fc43ee705f73baafba13788f1df31c6e7d52aa2deb32259d6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
311,311,0,0,e6d7c2c4,98f8d23ad502173efe0cc53fd316d13f12203b3e7f280d3be22f5b360b364530,0,f4372cf2,9bc22cdd82c02fe60ac0dcef35c1f2f9fbc32f044bc8520e09ce16180ed53c21,0,ad3f020c,c0cec8caddc822d163c4b0d86fc13fe116c098ea60c07df44bc2aefecbc5e708,f,bcbcbcbc,81c68c0ab9cb7b1448d2e41d03da8926b7e2312e2becab3421f6cb395700703d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
312,312,0,0,d83c5f24,74e3f5c0aeda86c3ddd2a4c734cc33cddfc60fd400c30bdcb1c0f3e401c08dee,0,22e2bc2d,4a3dd0ff91399bf55e34aaebd32d3fe21d2696d96c1dead1fb136bcb060a46c6,0,2fce4f18,953f2219ef3f6c0fa63e5105c23b13fb5637f5f07f313ae7642a22de3322e7d5,f,bcbcbcbc,c920aad49917b5cdce0d09c8a803cdc36bf91bc159ef06c0b4e593c0bbdcc1c2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
313,313,0,0,34c254fe,3737c32eac3b3127993e9f1eec3f43159c3f5d0bab3d2b01253af2f62235f5ec,0,12fa3bc1,c0d6242316df392b43e833320cf2e33730fc263c6e06de3e8110f93f281a723f,0,c11349cb,c3c6200b10cc0a15b2d2691e7dda01273de3992ebaec0035b6f60b3aee009a3d,f,bcbcbcbc,9702083ec20cc03f9a16d63fdd1f493e4f28243bb92f7b36ea356d30ba3a2229,0,0,0,1,0,1,1,1,0,0,1,1,1,1
314,314,0,0,a72a6ede,13c0baf062c1d6fa4cc41405bec8310f99ceea18b9d50022eedd362a02e75931,0,cc27643b,cb0756c590fd02c264f344c08be927c045e0aec1cfd7cdc461d070c92bca79cf,0,bc10fb3f,47203cd40c1758cd3a0dc1c712039ac3d5f800c1c8ee02c02be5a8c03edceec2,f,bcbcbcbc,e0da72c309d387c758cc0ecdfbc6e3d313c3d9dbbac0bce401c052eeebc05cf8,0,0,0,1,0,1,1,1,0,0,1,1,1,1
315,315,0,0,5df6e539,d933d1ea322d75e16425e0d8a01c4cd12013eaca2409e4c5ebfe5bc2b9f467c0,0,47c34edb,321c1c3f00259a3cdb2c8c3890330a33f3383a2ce13c4824403f681b0040d411,0,38d090c9,2e032d3e560dc53f2717ca3f5f20263ec428ea3a1d302c363b360a30f53aae28,f,bcbcbcbc,953b62278c3ed51ee93f7d15a23f990bbb3d68013e3a2ff744352feded2eabe3,0,0,0,1,0,1,1,1,0,0,1,1,1,1
316,316,0,0,7ce59cc0,18e9c032ecf2523815fd733c5207073f5e11fe3ff91a523fe323073de12b2b39,0,e63d1002,fcc8f8d079c47fd87cc109e119c05eea59c041f43bc270feb1c5aa08a6caab12,0,493f301b,66daa4c39ed2cec700cc69cdb7c650d4e5c255dca4c045e503c0e3ee05c1f1f8,f,bcbcbcbc,56c199fa36c4d7049fc8f50e73ceb1188bd5cc21badd082acae631317ef01837,0,0,0,1,0,1,1,1,0,0,1,1,1,1
317,317,0,0,0b364530,84f230c0b5e839c07fdfe4c11ed726c5c9cfe9c9b0c910d0fcc470d7cac1dbdf,0,0ed53c21,f23fa80fb23e8e05d83b50fb753731f1a63173e7922a56de672215d65b19e8ce,0,cbc5e708,cc3beb26ab3e501ef03fef14923f040b923dd200ff399af6f0349fec862e24e3,f,bcbcbcbc,5e2daae1952510d9d71c76d15b130ccb6009fec528ff6cc2f5f46ec00beb10c0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
318,318,0,0,01c08dee,7e2d1f3817347e325b39932b263d8a23613f981afc3ff710f43ee8064f3cabfc,0,060a46c6,edcbd01487d2331e4bdad02606e36f2e80ecde3479f6f139b100893de40a8e3f,0,3322e7d5,75c12ffb6dc46d05ebc8880fd3ce3c19fcd54b223ade7a2a54e7913111f16437,f,bcbcbcbc,b0f23538d8fc5e3c1507fc3e2311fd3fc11a5b3fb023193db42b46399a32fc33,0,0,0,1,0,1,1,1,0,0,1,1,1,1
319,319,0,0,2235f5ec,4dc1d3e10ec036eb73c022f578c256ff11c68d0926cb861395d1ff1c35d9ba25,0,281a723f,45177ecd760ddec74f03afc312f90bc103ef03c063e5a0c071dcdbc268d4a8c6,0,ee009a3d,f32c26e11b2599d8501c0fd1cb12b8cacb08bfc591fe44c261f45dc07dea18c0,f,bcbcbcbc,eee834c0b4dfd5c14dd70ec5f2cfc9c9d1c9e7cf14c541d7d9c1a6df35c0dfe8,0,0,0,1,0,1,1,1,0,0,1,1,1,1
320,320,0,0,02e75931,853b6cfa013752f01431a0e6e62994dda52169d5871856cec90e88c8aa0426c4,0,2bca79cf,1a0dc83fed16cf3f2a20343e9428023bf42f4c361a363330dd3add281e3e7c20,2,3edcfcc2,44f37c386ffd903cab07163fb411ff3f4a1b453f2d24eb3c222c0239f632a433,f,bcbcbcbc,f333a4323f39c02b143dbd23593fcf1afe3f3211ff3e2507643ce8fc3c38bff2,0,0,0,1,0,1,1,1,0,0,1,1,1,1
321,321,0,0,b9f467c0,05db8627d4e30c2f5bed5e355cf7513a9601c73dc60ba73fa815e63ffc1e823e,0,0040d411,c9d2b1c724cc44cdd2c624d4f8c223dcadc00de502c0a8eefac0b4f88fc3f102,0,f53aae28,62e841c032dff9c1d9d649c58fcf19ca81c94bd0d9c4b6d7b5c129e02ac06ce9,f,bcbcbcbc,11c0fcea6cc0e6f468c218fff7c5510904cb4c136bd1c91c04d989259de1522d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
322,322,0,0,e12b2b39,6a0264c32ef8e3c026ee00c093e4c1c0b3db21c3c2d30fc7f2cc73cc71c729d3,0,a6caab12,9f3e861eed3f2915993f410ba33d0f01193ad6f61235daecb02e5be31b2797da,0,05c1f1f8,4b3447328239512b413d3f236d3f461afa3fa110e43e8f06313c51fcf4372cf2,f,bcbcbcbc,20378ef03b31d8e6142ac7ddd92197d5c0187dce040fa7c8e7043cc4a9fa59c1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
323,323,0,0,cac1dbdf,f020fd3d4529a73a8b30d13593369b2f353b2c28543eb51fd93f6f16bc3f960c,0,5b19e8ce,57c43005ccc84c0fabce0419ced5182206de4c2a1ce76b31d5f04537f2fab63b,0,862e24e3,0bc08beb7ec07bf591c2afff38c6e60959cbdb13d3d14f1d7cd9022622e2bc2d,f,bcbcbcbc,9de3e22e20ed3c351ff7383a5901b73d890ba13f6e15ea3fc71e8f3e55279b3b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
324,324,0,0,4f3cabfc,6dc6ccd4b4c2e2dc8dc0dee507c085ef24c198f9dcc3d60320c8fa0dd1cdc317,0,e40a8e3f,4d25cad8871c39d10513daca0809d8c5cefe54c29df464c0b7ea14c05ce168c1,0,11f16437,d336fcefdb304ee6a22948dd592126d535181ece720e5cc8500407c412fa3bc1,f,bcbcbcbc,6bf8edc061ee01c0cae4b8c0e6db0ec3eed3f4c617cd4fcc8ec7fed277c3d3da,0,0,0,1,0,1,1,1,0,0,1,1,1,1
325,325,0,0,35d9ba25,7d3f5f0a643d2a00b839f4f59134ffeb122e8ee26526ded9bc1d28d250149fcb,0,68d4a8c6,32fd7c3c6e070c3f7911ff3f121b4e3ffa23fe3cf62b1e39d132c8335f381e2d,0,7dea18c0,24e4482fb0ed8f35b5f7763af001de3d1e0cb03ffc15e13f4b1f6f3ecc27643b,f,bcbcbcbc,1629c03a6330f2357336c32f1e3b5b28463eea1fd53fa816c13fd20c0c3ea702,0,0,0,1,0,1,1,1,0,0,1,1,1,1
326,326,0,0,aa0426c4,3fcfd6197cd6d922c9def72af0e7fb31b5f1b837d7fb073c1506cd3e2a10f73f,0,1e3e7c20,67dfeac108d731c5b7cff8c9a2c922d0f1c486d7c4c1f4df2ec033e93bc008f3,0,f632a433,d5f7d4c0d0ed00c042e4cfc06adb3dc381d339c7bccca9cc48c769d347c34edb,f,bcbcbcbc,c6c2aedc96c0a6e505c04aef18c15cf9c8c3990302c8be0dabcd8a179fd4bb20,0,0,0,1,0,1,1,1,0,0,1,1,1,1
327,327,0,0,fc1e823e,2a125cca24087ac5e9fd18c2bcf34cc0dfe921c093e09ac115d8abc49dd041c9,0,8fc3f102,67397e2b2f3d7223653f7e1afc3fdc10ef3ecc06463c8efc113868f26d329be8,0,2ac06ce9,8929833ac530a135c2365f2f573be627683e671fdf3f1b16b33f3e0ce63d1002,f,bcbcbcbc,753d6700d23930f6b4343aec3c2ec5e296260fdaf21d53d28a14c2cb9b0a88c6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
328,328,0,0,71c729d3,56120040e21b2b3fb724b73c9b2cb5385b334033ca387a2cc53c9124323fb91b,0,1b2797da,76c03ef580c272ff1dc6a90936cba113a9d1181d4bd9d125ece1912d51eb2734,0,f4372cf2,9bc22cdd82c02fe60ac0dcef35c1f2f9fbc32f044bc8520e09ce16180ed53c21,f,bcbcbcbc,4dd6a52295dec92ab7e7d53179f199379afbf23bd805c13eef0ff43f9e19853f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
329,329,0,0,bc3f960c,21cf75ca2ac9bcd09ac439d890c1bbe01fc00aea50c0e9f324c217fe8dc55108,0,f2fab63b,023186e6d1297cdd8d2154d56d1844cead0e7ac88d041cc44ffa47c137f00dc0,0,22e2bc2d,4a3dd0ff91399bf55e34aaebd32d3fe21d2696d96c1dead1fb136bcb060a46c6,f,bcbcbcbc,610893c526fe28c2f8f352c018ea1ec0c9e08cc145d894c4c6d022c97dca17cf,0,0,0,1,0,1,1,1,0,0,1,1,1,1
330,330,0,0,d1cdc317,833fad19f53ffe0fc43ee705f73baafba13788f1df31c6e7d52aa2deb32259d6,0,5ce168c1,76ed6d3578f75d3ab201ce3de10baa3fc315e53f151f7c3e9c277a3b1f2ff236,0,12fa3bc1,c0d6242316df392b43e833320cf2e33730fc263c6e06de3e8110f93f281a723f,f,bcbcbcbc,aa1b343f8424ca3c6f2cd23836336433ae38a62cb23cc424283ff01b00406512,0,0,0,1,0,1,1,1,0,0,1,1,1,1
331,331,0,0,50149fcb,81c68c0ab9cb7b1448d2e41d03da8926b7e2312e2becab3421f6cb395700703d,0,5f381e2d,0bee00c079e4c6c09cdb2ac3add31cc7e1cc84cc64c73ed35bc31cdbdec0ede3,0,cc27643b,cb0756c590fd02c264f344c08be927c045e0aec1cfd7cdc461d070c92bca79cf,f,bcbcbcbc,4ac993d0b1c409d89dc185e022c0d0e94ac0acf314c2dafd74c5150853ca1b12,0,0,0,1,0,1,1,1,0,0,1,1,1,1
332,332,0,0,2a10f73f,c920aad49917b5cdce0d09c8a803cdc36bf91bc159ef06c0b4e593c0bbdcc1c2,0,3bc008f3,9e30c235a236882f403b16285a3e9d1fdb3f5516b93f7a0cfe3d4e029c3a12f8,0,47c34edb,321c1c3f00259a3cdb2c8c3890330a33f3383a2ce13c4824403f681b0040d411,f,bcbcbcbc,f73f3a10d03e24060c3ce7fbbf37c4f10532fee7022bd6dee62288d6e51949cf,0,0,0,1,0,1,1,1,0,0,1,1,1,1
333,333,0,0,9dd041c9,9702083ec20cc03f9a16d63fdd1f493e4f28243bb92f7b36ea356d30ba3a2229,0,6d329be8,8ac0f7e508c0a0ef29c1b5f9e6c3f2032dc8160ee3cddd17e1d40821f9dc5a29,0,e63d1002,fcc8f8d079c47fd87cc109e119c05eea59c041f43bc270feb1c5aa08a6caab12,f,bcbcbcbc,96cb41141dd2ae1dd2d9582680e2072ef0eb8834e4f5b1391a005f3d4f0a7b3f,0,0,0,1,0,1,1,1,0,0,1,1,1,1
334,334,0,0,323fb91b,e0da72c309d387c758cc0ecdfbc6e3d313c3d9dbbac0bce401c052eeebc05cf8,0,51eb2734,ab39d8f58134e4ebfe2d75e24e26c7d9a31d14d235148ecb430a60c60d00acc2,0,0ed53c21,f23fa80fb23e8e05d83b50fb753731f1a63173e7922a56de672215d65b19e8ce,f,bcbcbcbc,d217dbcd0a0e27c8e603e2c3a8f926c194ef07c0ece58bc0efdcb0c2d7d466c6,0,0,0,1,0,1,1,1,0,0,1,1,1,1
335,335,0,0,8dc55108,953b62278c3ed51ee93f7d15a23f990bbb3d68013e3a2ff744352feded2eabe3,0,37f00dc0,e1de0c2b0ae80d32d0f1c637f3fb113c3106d23e4610f83ff0197a3ff0225c3d,0,060a46c6,edcbd01487d2331e4bdad02606e36f2e80ecde3479f6f139b100893de40a8e3f,f,bcbcbcbc,860cba3f6016da3fa81f573e1f283b3b902f9b36c9359530a13a5129f93dfd20,0,0,0,1,0,1,1,1,0,0,1,1,1,1
336,336,0,0,b32259d6,56c199fa36c4d7049fc8f50e73ceb1188bd5cc21badd082acae631317ef01837,0,1f2ff236,cdfd11c2a0f349c0c4e923c07be0a0c1ffd7b6c48ad050c94cca51cf6fc591d6,0,281a723f,45177ecd760ddec74f03afc312f90bc103ef03c063e5a0c071dcdbc268d4a8c6,f,bcbcbcbc,35d36ac77dcce9cc17c7b6d326c3a6dbc4c084e400c017eee0c01ff85fc35a02,0,0,0,1,0,1,1,1,0,0,1,1,1,1
337,337,0,0,5700703d,5e2daae1952510d9d71c76d15b130ccb6009fec528ff6cc2f5f46ec00beb10c0,0,dec0ede3,ce24ae3caf2ca8386c332f33d738662cce3c7a24363f9f1b00400f12263f0808,0,2bca79cf,1a0dc83fed16cf3f2a20343e9428023bf42f4c361a363330dd3add281e3e7c20,f,bcbcbcbc,7f3e0a1fe53fb715a93fd50bcb3da601583a6cf766356aed162fe2e3922712db,0,0,0,1,0,1,1,1,0,0,1,1,1,1
338,338,0,0,bbdcc1c2,b0f23538d8fc5e3c1507fc3e2311fd3fc11a5b3fb023193db42b46399a32fc33,0,9c3a12f8,90c44fd889c1d4e01dc024ea53c004f42bc233fe98c56d0884ca7112cfd0fb1b,0,0040d411,c9d2b1c724cc44cdd2c624d4f8c223dcadc00de502c0a8eefac0b4f88fc3f102,f,bcbcbcbc,21c49a0480c8ba0e4cce79185dd5982186ddda2991e60a3143f0f9365cfa7f3b,0,0,0,1,0,1,1,1,0,0,1,1,1,1
339,339,0,0,ba3a2229,eee834c0b4dfd5c14dd70ec5f2cfc9c9d1c9e7cf14c541d7d9c1a6df35c0dfe8,0,f9dc5a29,be3ecb05ed3b8dfb93376df1cd31abe7c02a8ade9b2244d693190fcfe30f1bc9,0,a6caab12,9f3e861eed3f2915993f410ba33d0f01193ad6f61235daecb02e5be31b2797da,f,bcbcbcbc,c72541d90d1da0d195132fcb9d0918c665ff7dc232f575c045eb0ec0e0e14ac1,0,0,0,1,0,1,1,1,0,0,1,1,1,1
340,340,0,0,ebc05cf8,f333a4323f39c02b143dbd23593fcf1afe3f3211ff3e2507643ce8fc3c38bff2,0,0d00acc2,5cd2fd1d1adaa026d0e2452e45ecbb343cf6d7397300783da70a863f9614f43f,0,5b19e8ce,57c43005ccc84c0fabce0419ced5182206de4c2a1ce76b31d5f04537f2fab63b,f,bcbcbcbc,9bfc4a3cd806f13ee810fc3f891a633f7d232b3d872b6239753220341738892d,0,0,0,1,0,1,1,1,0,0,1,1,1,1
